GENE	cds.length
SPAP27G11.07c	717
SPAP27G11.08c	1179
SPAP27G11.09c	981
SPAP27G11.10c	4695
SPAP27G11.11c	222
SPAP27G11.12	2394
SPAP27G11.13c	195
SPAP27G11.14c	2070
SPAP27G11.15	816
SPAP27G11.16	315
SPAP32A8.02	852
SPAP32A8.03c	1542
SPAP4C9.02	321
SPAP7G5.02c	1620
SPAP7G5.03	2112
SPAP7G5.04c	4260
SPAP7G5.05	666
SPAP7G5.06	1752
SPAP8A3.02c	678
SPAP8A3.03	1362
SPAP8A3.04c	207
SPAP8A3.05	2088
SPAP8A3.06	651
SPAP8A3.07c	1119
SPAP8A3.08	426
SPAP8A3.09c	1773
SPAP8A3.10	516
SPAP8A3.11c	1260
SPAP8A3.12c	3825
SPAP8A3.13c	1644
SPAP8A3.14c	2034
SPAPB15E9.01c	3111
SPAPB15E9.02c	567
SPAPB15E9.03c	4002
SPAPB15E9.06	270
SPAPB17E12.02	708
SPAPB17E12.03	1032
SPAPB17E12.04c	1314
SPAPB17E12.05	270
SPAPB17E12.06	795
SPAPB17E12.07c	1143
SPAPB17E12.08	630
SPAPB17E12.09	612
SPAPB17E12.10c	906
SPAPB17E12.11	930
SPAPB17E12.12c	954
SPAPB17E12.13	564
SPAPB17E12.14c	2007
SPAPB18E9.01	1353
SPAPB18E9.02c	3957
SPAPB18E9.04c	2403
SPAPB18E9.05c	273
SPAPB1A10.02	1011
SPAPB1A10.03	348
SPAPB1A10.04c	885
SPAPB1A10.05	885
SPAPB1A10.06c	3552
SPAPB1A10.07c	1326
SPAPB1A10.08	1251
SPAPB1A10.09	2196
SPAPB1A10.10c	627
SPAPB1A10.11c	1581
SPAPB1A10.12c	1386
SPAPB1A10.13	1590
SPAPB1A10.14	732
SPAPB1A10.15	801
SPAPB1A10.16	432
SPAPB1A11.01	1488
SPAPB1A11.02	1020
SPAPB1A11.03	1224
SPAPB1A11.04c	2094
SPAPB1E7.01c	492
SPAPB1E7.02c	2448
SPAPB1E7.03	1776
SPAPB1E7.04c	3711
SPAPB1E7.05	3231
SPAPB1E7.06c	2208
SPAPB1E7.07	6336
SPAPB1E7.08c	1665
SPAPB1E7.09	2220
SPAPB1E7.10	390
SPAPB1E7.11c	960
SPAPB1E7.12	720
SPAPB1E7.14	435
SPAPB21F2.02	5064
SPAPB21F2.03	519
SPAPB24D3.01	1785
SPAPB24D3.02c	1632
SPAPB24D3.03	1227
SPAPB24D3.04c	687
SPAPB24D3.05c	366
SPAPB24D3.06c	951
SPAPB24D3.07c	903
SPAPB24D3.08c	1050
SPAPB24D3.09c	4191
SPAPB24D3.10c	2910
SPAPB2B4.01c	747
SPAPB2B4.02	441
SPAPB2B4.03	1236
SPAPB2B4.04c	3879
SPAPB2B4.05	1185
SPAPB2B4.06	768
SPAPB2B4.07	720
SPAPB2C8.01	3663
SPAPB8E5.02c	1332
SPAPB8E5.03	1317
SPAPB8E5.04c	567
SPAPB8E5.05	129
SPAPB8E5.06c	1167
SPAPB8E5.07c	3492
SPAPB8E5.08	312
SPAPB8E5.09	1371
SPAPB8E5.10	222
SPAPJ691.02	396
SPAPJ691.03	261
SPAPJ695.01c	354
SPAPJ695.02	213
SPAPJ696.01c	1650
SPAPJ696.02	1293
SPAPJ698.02c	864
SPAPJ698.03c	3621
SPAPJ760.02c	2574
SPAPJ760.03c	501
SPAPYUG7.02c	1998
SPAPYUG7.03c	2121
SPAPYUG7.04c	342
SPAPYUG7.05	849
SPAPYUG7.06	606
SPAPYUK71.03c	3678
SPBC106.01	2037
SPBC106.02c	375
SPBC106.03	1074
SPBC106.04	2496
SPBC106.05c	279
SPBC106.06	1584
SPBC106.07c	504
SPBC106.08c	891
SPBC106.09	4377
SPBC106.10	1539
SPBC106.11c	1317
SPBC106.12c	825
SPBC106.13	1215
SPBC106.14c	2160
SPBC106.15	690
SPBC106.16	780
SPBC106.17c	1515
SPBC106.18	426
SPBC106.19	1548
SPBC106.20	1848
SPBC1105.01	3006
SPBC1105.02c	1257
SPBC1105.03c	648
SPBC1105.04c	1569
SPBC1105.05	1224
SPBC1105.06	720
SPBC1105.07c	1329
SPBC1105.08	1890
SPBC1105.09	504
SPBC1105.10	3894
SPBC1105.11c	411
SPBC1105.12	312
SPBC1105.13c	429
SPBC1105.14	1914
SPBC1105.15c	903
SPBC1105.16c	324
SPBC1105.17	363
SPBC1105.18c	489
SPBC1105.19	201
SPBC115.01c	681
SPBC115.02c	1365
SPBC115.03	1107
SPBC119.01	1494
SPBC119.02	444
SPBC119.03	801
SPBC119.04	447
SPBC119.05c	891
SPBC119.06	792
SPBC119.07	5121
SPBC119.08	1269
SPBC119.09c	561
SPBC119.10	1674
SPBC119.11c	1092
SPBC119.12	1206
SPBC119.13c	1557
SPBC119.14	1116
SPBC119.15	1104
SPBC119.16c	1347
SPBC119.17	2979
SPBC119.18	210
SPBC1198.01	1272
SPBC1198.02	1104
SPBC1198.03c	750
SPBC1198.04c	2694
SPBC1198.05	609
SPBC1198.06c	1401
SPBC1198.07c	1329
SPBC1198.08	1431
SPBC1198.09	483
SPBC1198.10c	1326
SPBC1198.11c	1515
SPBC1198.12	1266
SPBC1198.13c	924
SPBC1198.14c	1044
SPBC11B10.01	1521
SPBC11B10.02c	1155
SPBC11B10.03	1137
SPBC11B10.04c	867
SPBC11B10.05c	1485
SPBC11B10.06	630
SPBC11B10.07c	1116
SPBC11B10.08	615
SPBC11B10.09	894
SPBC11B10.10c	516
SPBC11C11.01	1401
SPBC11C11.02	2013
SPBC11C11.03	1875
SPBC11C11.04c	3318
SPBC11C11.05	855
SPBC11C11.06c	537
SPBC11C11.07	564
SPBC11C11.08	828
SPBC11C11.09c	885
SPBC11C11.10	1224
SPBC11C11.11c	1821
SPBC11G11.01	483
SPBC11G11.02c	1128
SPBC11G11.03	726
SPBC11G11.04	411
SPBC11G11.05	756
SPBC11G11.06c	255
SPBC11G11.07	2868
SPBC1215.01	873
SPBC1215.02c	2436
SPBC1271.01c	1191
SPBC1271.02	2259
SPBC1271.03c	735
SPBC1271.04c	1053
SPBC1271.05c	648
SPBC1271.06c	441
SPBC1271.07c	492
SPBC1271.08c	423
SPBC1271.09	1632
SPBC1271.10c	1746
SPBC1271.11	777
SPBC1271.12	1167
SPBC1271.13	624
SPBC1271.14	1338
SPBC1271.15c	2061
SPBC1289.01c	1902
SPBC1289.02c	1104
SPBC1289.03c	651
SPBC1289.04c	2616
SPBC1289.05c	327
SPBC1289.06c	1446
SPBC1289.07c	1047
SPBC1289.08	1428
SPBC1289.09	672
SPBC1289.10c	2232
SPBC1289.11	1023
SPBC1289.12	1098
SPBC1289.13c	1128
SPBC1289.14	975
SPBC1289.15	3852
SPBC1289.16c	2385
SPBC1289.17	4002
SPBC12C2.01c	957
SPBC12C2.02c	3930
SPBC12C2.03c	1716
SPBC12C2.04	1155
SPBC12C2.05c	1929
SPBC12C2.06	1512
SPBC12C2.07c	897
SPBC12C2.08	2346
SPBC12C2.09c	975
SPBC12C2.10c	4569
SPBC12C2.11	2091
SPBC12C2.12c	909
SPBC12C2.13c	1596
SPBC12C2.14c	336
SPBC12D12.01	1545
SPBC12D12.02c	483
SPBC12D12.03	1671
SPBC12D12.04c	3051
SPBC12D12.05c	1281
SPBC12D12.06	687
SPBC12D12.07c	402
SPBC12D12.08c	237
SPBC12D12.09	642
SPBC1306.01c	2313
SPBC1306.02	2955
SPBC1347.01c	2808
SPBC1347.02	1086
SPBC1347.03	1008
SPBC1347.04	1044
SPBC1347.05c	1197
SPBC1347.06c	1341
SPBC1347.07	759
SPBC1347.08c	882
SPBC1347.09	855
SPBC1347.10	1782
SPBC1347.11	321
SPBC1347.12	1140
SPBC1347.13c	906
SPBC1347.14c	366
SPBC1348.01	810
SPBC1348.02	1035
SPBC1348.03	441
SPBC1348.04	438
SPBC1348.05	1458
SPBC1348.06c	612
SPBC1348.07	693
SPBC1348.08c	1251
SPBC1348.09	711
SPBC1348.10c	2022
SPBC1348.11	1542
SPBC1348.12	1152
SPBC1348.13	297
SPBC1348.14c	1557
SPBC1348.15	390
SPBC13A2.01c	549
SPBC13A2.02	2412
SPBC13A2.03	1320
SPBC13A2.04c	1857
SPBC13E7.01	2661
SPBC13E7.02	1602
SPBC13E7.03c	2142
SPBC13E7.04	504
SPBC13E7.05	2448
SPBC13E7.06	996
SPBC13E7.07	822
SPBC13E7.08c	1290
SPBC13E7.09	930
SPBC13E7.10c	1479
SPBC13E7.11	897
SPBC13G1.01c	984
SPBC13G1.02	1245
SPBC13G1.03c	861
SPBC13G1.04c	909
SPBC13G1.05	1950
SPBC13G1.06c	309
SPBC13G1.07	1071
SPBC13G1.08c	1959
SPBC13G1.09	1350
SPBC13G1.10c	5808
SPBC13G1.11	594
SPBC13G1.12	603
SPBC13G1.13	1344
SPBC13G1.14c	732
SPBC13G1.15c	336
SPBC13G1.16	189
SPBC146.01	3192
SPBC146.02	792
SPBC146.03c	3975
SPBC146.04	579
SPBC146.05c	1131
SPBC146.06c	2112
SPBC146.07	1554
SPBC146.08c	384
SPBC146.09c	3003
SPBC146.10	570
SPBC146.11c	1038
SPBC146.12	1440
SPBC146.13c	3654
SPBC146.14c	2823
SPBC14C8.01c	906
SPBC14C8.02	1284
SPBC14C8.03	1281
SPBC14C8.04	870
SPBC14C8.05c	1353
SPBC14C8.06	1134
SPBC14C8.07c	1734
SPBC14C8.09c	891
SPBC14C8.10	531
SPBC14C8.11c	480
SPBC14C8.12	378
SPBC14C8.13	756
SPBC14C8.14c	2880
SPBC14C8.15	1383
SPBC14C8.16c	948
SPBC14C8.17c	1581
SPBC14C8.19	507
SPBC14F5.01	837
SPBC14F5.02	1548
SPBC14F5.03c	3204
SPBC14F5.04c	1245
SPBC14F5.05c	1149
SPBC14F5.06	1782
SPBC14F5.07	3729
SPBC14F5.08	1131
SPBC14F5.09c	1449
SPBC14F5.10c	1461
SPBC14F5.11c	1761
SPBC14F5.12c	1545
SPBC14F5.13c	1599
SPBC1539.01c	633
SPBC1539.02	1161
SPBC1539.03c	1383
SPBC1539.04	840
SPBC1539.05	2208
SPBC1539.06	264
SPBC1539.07c	1137
SPBC1539.08	555
SPBC1539.09c	2280
SPBC1539.10	630
SPBC15C4.01c	849
SPBC15C4.02	1674
SPBC15C4.03	1380
SPBC15C4.04c	1629
SPBC15C4.05	4287
SPBC15C4.06c	1671
SPBC15D4.01c	1902
SPBC15D4.02	1644
SPBC15D4.03	2424
SPBC15D4.04	1341
SPBC15D4.05	1236
SPBC15D4.06	453
SPBC15D4.07c	2109
SPBC15D4.08c	417
SPBC15D4.09c	1833
SPBC15D4.10c	1428
SPBC15D4.11c	792
SPBC15D4.12c	342
SPBC15D4.13c	615
SPBC15D4.14	1929
SPBC15D4.15	897
SPBC1604.01	2322
SPBC1604.02c	2094
SPBC1604.03c	993
SPBC1604.04	852
SPBC1604.05	1653
SPBC1604.06c	1458
SPBC1604.07	735
SPBC1604.08c	1620
SPBC1604.09c	783
SPBC1604.10	417
SPBC1604.11	291
SPBC1604.12	2583
SPBC1604.13c	312
SPBC1604.14c	1977
SPBC1604.15	1638
SPBC1604.16c	600
SPBC1604.17c	1404
SPBC1604.18c	1350
SPBC1604.19c	1977
SPBC1604.20c	1887
SPBC1604.21c	3039
SPBC1604.25	267
SPBC1652.01	1176
SPBC1652.02	1785
SPBC1677.02	273
SPBC1677.03c	1803
SPBC1683.01	1722
SPBC1683.02	1020
SPBC1683.03c	1560
SPBC1683.04	2499
SPBC1683.05	1680
SPBC1683.06c	933
SPBC1683.07	1740
SPBC1683.08	1674
SPBC1683.09c	1695
SPBC1683.10c	729
SPBC1683.11c	1557
SPBC1683.12	1449
SPBC1683.13c	1857
SPBC1685.01	837
SPBC1685.02c	447
SPBC1685.03	570
SPBC1685.04	978
SPBC1685.05	2994
SPBC1685.06	1437
SPBC1685.07c	1263
SPBC1685.08	1275
SPBC1685.09	171
SPBC1685.10	252
SPBC1685.11	1092
SPBC1685.12c	354
SPBC1685.13	552
SPBC1685.14c	2406
SPBC1685.15c	2355
SPBC1685.16	204
SPBC1685.17	246
SPBC16A3.01	1239
SPBC16A3.02c	1044
SPBC16A3.03c	1977
SPBC16A3.04	663
SPBC16A3.05c	1059
SPBC16A3.06	1167
SPBC16A3.07c	1029
SPBC16A3.08c	855
SPBC16A3.09c	1029
SPBC16A3.10	1530
SPBC16A3.11	2619
SPBC16A3.12c	1332
SPBC16A3.13	2325
SPBC16A3.14	807
SPBC16A3.15c	1368
SPBC16A3.16	258
SPBC16A3.17c	1800
SPBC16A3.18	1473
SPBC16A3.19	819
SPBC16C6.01c	1422
SPBC16C6.02c	9015
SPBC16C6.03c	624
SPBC16C6.04	1053
SPBC16C6.05	573
SPBC16C6.06	4401
SPBC16C6.07c	1317
SPBC16C6.08c	645
SPBC16C6.09	2337
SPBC16C6.10	1143
SPBC16C6.11	384
SPBC16C6.12c	1413
SPBC16C6.13c	2391
SPBC16C6.14	402
SPBC16D10.01c	1011
SPBC16D10.02	1410
SPBC16D10.03	1041
SPBC16D10.04c	4194
SPBC16D10.05	7077
SPBC16D10.06	1227
SPBC16D10.07c	1428
SPBC16D10.08c	2718
SPBC16D10.09	783
SPBC16D10.10	1170
SPBC16D10.11c	459
SPBC16E9.01c	888
SPBC16E9.02c	1710
SPBC16E9.03c	750
SPBC16E9.05	1137
SPBC16E9.06c	309
SPBC16E9.07	942
SPBC16E9.08	1068
SPBC16E9.09c	648
SPBC16E9.10c	2340
SPBC16E9.11c	2361
SPBC16E9.12c	501
SPBC16E9.13	1425
SPBC16E9.14c	1161
SPBC16E9.15	228
SPBC16E9.16c	2268
SPBC16E9.17c	1209
SPBC16E9.18	1314
SPBC16E9.19	432
SPBC16E9.20	570
SPBC16G5.01	813
SPBC16G5.02c	957
SPBC16G5.03	807
SPBC16G5.04	474
SPBC16G5.05c	1152
SPBC16G5.06	693
SPBC16G5.07c	1065
SPBC16G5.08	1065
SPBC16G5.09	1533
SPBC16G5.10	900
SPBC16G5.11c	588
SPBC16G5.12c	1869
SPBC16G5.13	381
SPBC16G5.14c	750
SPBC16G5.15c	1929
SPBC16G5.16	2484
SPBC16G5.17	1683
SPBC16G5.18	1275
SPBC16G5.19	318
SPBC16H5.02	2829
SPBC16H5.03c	1887
SPBC16H5.04	585
SPBC16H5.05c	1392
SPBC16H5.06	687
SPBC16H5.07c	969
SPBC16H5.08c	1857
SPBC16H5.09c	1119
SPBC16H5.10c	2208
SPBC16H5.11c	1938
SPBC16H5.12c	2214
SPBC16H5.13	3081
SPBC16H5.14c	861
SPBC16H5.15	501
SPBC1703.01c	654
SPBC1703.02	2343
SPBC1703.03c	1995
SPBC1703.04	2055
SPBC1703.05	1035
SPBC1703.06	1989
SPBC1703.07	1848
SPBC1703.08c	615
SPBC1703.09	609
SPBC1703.10	612
SPBC1703.11	657
SPBC1703.12	1758
SPBC1703.13c	936
SPBC1703.14c	2445
SPBC1703.15c	1779
SPBC1706.01	2466
SPBC1706.02c	271
SPBC1706.03	2277
SPBC1709.01	2781
SPBC1709.02c	2943
SPBC1709.03	1287
SPBC1709.04c	522
SPBC1709.05	1842
SPBC1709.06	1440
SPBC1709.07	1017
SPBC1709.08	4326
SPBC1709.09	735
SPBC1709.10c	207
SPBC1709.11c	918
SPBC1709.12	1203
SPBC1709.13c	1644
SPBC1709.14	1002
SPBC1709.15c	2394
SPBC1709.16c	894
SPBC1709.17	1518
SPBC1709.18	732
SPBC1709.19c	783
SPBC1709.20	327
SPBC1711.01c	129
SPBC1711.02	546
SPBC1711.03	777
SPBC1711.04	963
SPBC1711.05	1356
SPBC1711.06	1092
SPBC1711.07	1443
SPBC1711.08	1011
SPBC1711.09c	831
SPBC1711.10c	1716
SPBC1711.11	1173
SPBC1711.12	2052
SPBC1711.13	1320
SPBC1711.14	543
SPBC1711.15c	99
SPBC1711.16	1551
SPBC1711.17	3522
SPBC1711.18	261
SPBC1718.01	2328
SPBC1718.02	1587
SPBC1718.03	444
SPBC1718.04	2028
SPBC1718.05	630
SPBC1718.06	2712
SPBC1718.07c	1215
SPBC1734.01c	2049
SPBC1734.02c	1119
SPBC1734.03	2202
SPBC1734.04	1293
SPBC1734.05c	630
SPBC1734.06	1164
SPBC1734.07c	1857
SPBC1734.08	1122
SPBC1734.09	951
SPBC1734.10c	999
SPBC1734.11	1224
SPBC1734.12c	1641
SPBC1734.13	906
SPBC1734.14c	342
SPBC1734.15	1629
SPBC1734.16c	3465
SPBC1773.01	1839
SPBC1773.02c	588
SPBC1773.03c	1380
SPBC1773.04	1011
SPBC1773.05c	1083
SPBC1773.06c	1041
SPBC1773.07c	648
SPBC1773.08c	1323
SPBC1773.09c	1656
SPBC1773.10c	1707
SPBC1773.11c	1191
SPBC1773.12	1785
SPBC1773.13	1446
SPBC1773.14	1386
SPBC1773.15	1494
SPBC1773.16c	1788
SPBC1773.17c	1023
SPBC1778.01c	1329
SPBC1778.02	2082
SPBC1778.03c	1131
SPBC1778.04	1425
SPBC1778.05c	483
SPBC1778.06c	1845
SPBC1778.07	1122
SPBC1778.08c	525
SPBC1778.09	1245
SPBC1778.10c	1656
SPBC17A3.01c	1359
SPBC17A3.02	360
SPBC17A3.03c	864
SPBC17A3.04c	2349
SPBC17A3.05c	1212
SPBC17A3.06	993
SPBC17A3.07	1395
SPBC17A3.08	939
SPBC17A3.09c	1092
SPBC17A3.10	921
SPBC17D1.01	1755
SPBC17D1.02	1512
SPBC17D1.03c	813
SPBC17D1.04	753
SPBC17D1.05	1107
SPBC17D1.06	1737
SPBC17D1.07c	2850
SPBC17D1.17	189
SPBC17D11.01	1263
SPBC17D11.02c	2034
SPBC17D11.03c	642
SPBC17D11.04c	2304
SPBC17D11.05	2799
SPBC17D11.06	1380
SPBC17D11.07c	2898
SPBC17D11.08	1308
SPBC17F3.01c	1086
SPBC17F3.02	1959
SPBC17G9.02c	1116
SPBC17G9.03c	1776
SPBC17G9.04c	2028
SPBC17G9.05	1299
SPBC17G9.06c	1005
SPBC17G9.07	405
SPBC17G9.08c	2613
SPBC17G9.09	1341
SPBC17G9.10	525
SPBC17G9.11c	3558
SPBC17G9.12c	825
SPBC17G9.13c	954
SPBC1815.01	1320
SPBC1826.01c	5862
SPBC1861.01c	1932
SPBC1861.02	1584
SPBC1861.03	2127
SPBC1861.04c	3045
SPBC1861.05	2244
SPBC1861.06c	1302
SPBC1861.07	294
SPBC1861.08c	720
SPBC1861.09	1581
SPBC18A7.01	1356
SPBC18A7.02c	1374
SPBC18E5.01	1029
SPBC18E5.02c	1530
SPBC18E5.03c	834
SPBC18E5.04	666
SPBC18E5.05c	945
SPBC18E5.06	264
SPBC18E5.07	1848
SPBC18E5.08	561
SPBC18E5.09c	387
SPBC18E5.10	1359
SPBC18E5.11c	1365
SPBC18E5.12c	1509
SPBC18E5.13	702
SPBC18E5.14c	384
SPBC18E5.15	342
SPBC18H10.02	2031
SPBC18H10.03	849
SPBC18H10.04c	1167
SPBC18H10.05	1761
SPBC18H10.06c	1074
SPBC18H10.07	675
SPBC18H10.08c	1782
SPBC18H10.09	1488
SPBC18H10.10c	900
SPBC18H10.11c	1299
SPBC18H10.12c	756
SPBC18H10.13	420
SPBC18H10.14	423
SPBC18H10.15	1197
SPBC18H10.16	3153
SPBC18H10.17c	528
SPBC18H10.18c	729
SPBC18H10.19	1425
SPBC18H10.20c	1086
SPBC1921.01c	327
SPBC1921.02	1221
SPBC1921.03c	1791
SPBC1921.04c	354
SPBC1921.05	2649
SPBC1921.06c	1137
SPBC1921.07c	735
SPBC19C2.01	3168
SPBC19C2.02	993
SPBC19C2.03	192
SPBC19C2.04c	1053
SPBC19C2.05	1413
SPBC19C2.06c	438
SPBC19C2.07	1077
SPBC19C2.08	633
SPBC19C2.09	2703
SPBC19C2.10	1506
SPBC19C2.11c	1359
SPBC19C2.12	438
SPBC19C2.13c	1101
SPBC19C2.14	294
SPBC19C2.15c	627
SPBC19C7.01	591
SPBC19C7.02	5877
SPBC19C7.03	5079
SPBC19C7.04c	375
SPBC19C7.05	453
SPBC19C7.06	2151
SPBC19C7.07c	855
SPBC19C7.08c	2046
SPBC19C7.09c	1800
SPBC19C7.10	1299
SPBC19C7.11	2301
SPBC19C7.12c	1173
SPBC19F5.01c	1080
SPBC19F5.02c	2133
SPBC19F5.03	1797
SPBC19F5.04	1560
SPBC19F5.05c	1824
SPBC19F8.01c	1287
SPBC19F8.02	501
SPBC19F8.03c	1950
SPBC19F8.04c	693
SPBC19F8.05	657
SPBC19F8.06c	1725
SPBC19F8.07	1008
SPBC19F8.08	789
SPBC19G7.01c	2949
SPBC19G7.02	696
SPBC19G7.03c	186
SPBC19G7.04	1089
SPBC19G7.05c	5190
SPBC19G7.06	1374
SPBC19G7.07c	2064
SPBC19G7.08c	1452
SPBC19G7.09	1707
SPBC19G7.10c	2265
SPBC19G7.13	1458
SPBC19G7.14c	1236
SPBC19G7.15	1212
SPBC19G7.16	1287
SPBC19G7.17	1428
SPBC19G7.18c	759
SPBC19G7.19	150
SPBC1A4.01	570
SPBC1A4.02c	1116
SPBC1A4.03c	4458
SPBC1A4.04	750
SPBC1A4.05	2103
SPBC1A4.06c	1182
SPBC1A4.07c	1311
SPBC1A4.08c	1587
SPBC1A4.09	2043
SPBC1A4.10c	2640
SPBC1A4.11c	375
SPBC1D7.01	339
SPBC1D7.02c	1698
SPBC1D7.03	1386
SPBC1D7.04	600
SPBC1D7.05	1980
SPBC1E8.02	1812
SPBC1E8.03c	1434
SPBC1E8.04	3998
SPBC1E8.05	954
SPBC20F10.01	585
SPBC20F10.02c	1803
SPBC20F10.03	1341
SPBC20F10.04c	903
SPBC20F10.05	2919
SPBC20F10.06	612
SPBC20F10.07	2295
SPBC20F10.08c	2244
SPBC20F10.09	243
SPBC20F10.10	732
SPBC21.01	1326
SPBC21.02	1536
SPBC21.03c	720
SPBC21.04	603
SPBC21.05c	1836
SPBC21.06c	3189
SPBC21.07c	1386
SPBC211.01	687
SPBC211.02c	2373
SPBC211.03c	4389
SPBC211.04c	2679
SPBC211.05	258
SPBC211.06	1734
SPBC211.07c	555
SPBC211.08c	774
SPBC215.01	2505
SPBC215.02	465
SPBC215.03c	1269
SPBC215.04	219
SPBC215.05	1158
SPBC215.06c	543
SPBC215.07c	1707
SPBC215.08c	3483
SPBC215.09c	1188
SPBC215.10	909
SPBC215.11c	921
SPBC215.12	2955
SPBC215.13	1605
SPBC215.14c	681
SPBC215.15	894
SPBC216.01c	2511
SPBC216.02	2907
SPBC216.03	744
SPBC216.04c	417
SPBC216.05	7161
SPBC216.06c	2916
SPBC216.07c	7014
SPBC21B10.02	426
SPBC21B10.03c	2376
SPBC21B10.04c	369
SPBC21B10.05c	945
SPBC21B10.06c	1413
SPBC21B10.07	1260
SPBC21B10.08c	597
SPBC21B10.09	1560
SPBC21B10.10	789
SPBC21B10.11	219
SPBC21B10.12	549
SPBC21B10.13c	606
SPBC21B10.14	270
SPBC21B10.15	183
SPBC21C3.01c	9216
SPBC21C3.02c	1476
SPBC21C3.03	2079
SPBC21C3.04c	327
SPBC21C3.05	654
SPBC21C3.06	369
SPBC21C3.07c	924
SPBC21C3.08c	1317
SPBC21C3.09c	666
SPBC21C3.10c	807
SPBC21C3.11	1278
SPBC21C3.12c	375
SPBC21C3.13	435
SPBC21C3.14c	2526
SPBC21C3.15c	1569
SPBC21C3.16c	318
SPBC21C3.17c	561
SPBC21C3.18	1290
SPBC21C3.19	321
SPBC21C3.20c	3297
SPBC21D10.05c	1806
SPBC21D10.06c	2847
SPBC21D10.07	315
SPBC21D10.08c	834
SPBC21D10.09c	4833
SPBC21D10.10	900
SPBC21D10.11c	1506
SPBC21D10.12	1401
SPBC21H7.02	648
SPBC21H7.03c	1392
SPBC21H7.04	2130
SPBC21H7.05	1749
SPBC21H7.06c	603
SPBC21H7.07c	651
SPBC23E6.01c	1422
SPBC23E6.02	3123
SPBC23E6.03c	861
SPBC23E6.04c	4950
SPBC23E6.05	1254
SPBC23E6.06c	615
SPBC23E6.07c	2805
SPBC23E6.08	1653
SPBC23E6.09	3309
SPBC23E6.10c	1080
SPBC23G7.04c	2046
SPBC23G7.05	330
SPBC23G7.06c	2337
SPBC23G7.07c	834
SPBC23G7.08c	2088
SPBC23G7.09	546
SPBC23G7.10c	1188
SPBC23G7.11	642
SPBC23G7.12c	1212
SPBC23G7.13c	1995
SPBC23G7.14	396
SPBC23G7.15c	333
SPBC23G7.16	447
SPBC23G7.17c	129
SPBC244.01c	1983
SPBC244.02c	1467
SPBC24C6.02	1821
SPBC24C6.03	1278
SPBC24C6.04	1647
SPBC24C6.05	867
SPBC24C6.06	1224
SPBC24C6.07	723
SPBC24C6.08c	1104
SPBC24C6.09c	2478
SPBC24C6.10c	1125
SPBC24C6.11	441
SPBC24C6.13	273
SPBC25B2.01	1779
SPBC25B2.02c	4011
SPBC25B2.03	1665
SPBC25B2.04c	987
SPBC25B2.05	984
SPBC25B2.06c	855
SPBC25B2.07c	1554
SPBC25B2.08	378
SPBC25B2.09c	1857
SPBC25B2.10	924
SPBC25B2.11	1392
SPBC25D12.02c	1800
SPBC25D12.03c	2283
SPBC25D12.04	1176
SPBC25D12.05	1647
SPBC25D12.06	1758
SPBC25H2.02	2112
SPBC25H2.03	2436
SPBC25H2.04c	528
SPBC25H2.05	522
SPBC25H2.06c	882
SPBC25H2.07	417
SPBC25H2.08c	1269
SPBC25H2.09	489
SPBC25H2.10c	864
SPBC25H2.11c	2979
SPBC25H2.12c	1677
SPBC25H2.13c	6600
SPBC25H2.14	708
SPBC25H2.15	1191
SPBC25H2.16c	1602
SPBC25H2.18	363
SPBC26H8.01	987
SPBC26H8.02c	1260
SPBC26H8.03	2718
SPBC26H8.04c	4491
SPBC26H8.05c	1047
SPBC26H8.06	735
SPBC26H8.07c	1347
SPBC26H8.08c	1413
SPBC26H8.09c	1548
SPBC26H8.10	2913
SPBC26H8.11c	528
SPBC26H8.12	1134
SPBC26H8.13c	375
SPBC26H8.14c	213
SPBC26H8.16	303
SPBC27.01c	399
SPBC27.02c	924
SPBC27.03	1869
SPBC27.04	3159
SPBC27.05	327
SPBC27.06c	363
SPBC27.08c	1473
SPBC27B12.01c	942
SPBC27B12.02	339
SPBC27B12.03c	990
SPBC27B12.04c	2454
SPBC27B12.05	1449
SPBC27B12.06	2757
SPBC27B12.07	873
SPBC27B12.08	5760
SPBC27B12.09c	834
SPBC27B12.10c	150
SPBC27B12.11c	2217
SPBC27B12.12c	2412
SPBC27B12.13	1035
SPBC27B12.14	219
SPBC28E12.01c	408
SPBC28E12.02	1992
SPBC28E12.03	2802
SPBC28E12.04	1071
SPBC28E12.05	1005
SPBC28E12.06c	7830
SPBC28F2.02	879
SPBC28F2.03	489
SPBC28F2.04c	564
SPBC28F2.05c	831
SPBC28F2.06c	822
SPBC28F2.07	900
SPBC28F2.08c	2142
SPBC28F2.09	1110
SPBC28F2.10c	1656
SPBC28F2.11	933
SPBC28F2.12	5259
SPBC29A10.01	2037
SPBC29A10.02	1704
SPBC29A10.03c	1635
SPBC29A10.04	3687
SPBC29A10.05	1716
SPBC29A10.06c	897
SPBC29A10.07	3753
SPBC29A10.08	1380
SPBC29A10.09c	1284
SPBC29A10.10c	5835
SPBC29A10.11c	1209
SPBC29A10.12	624
SPBC29A10.13	528
SPBC29A10.14	1686
SPBC29A10.15	2124
SPBC29A10.16c	375
SPBC29A10.17	462
SPBC29A3.01	2715
SPBC29A3.02c	1254
SPBC29A3.03c	1197
SPBC29A3.04	780
SPBC29A3.05	420
SPBC29A3.06	1560
SPBC29A3.07c	345
SPBC29A3.08	567
SPBC29A3.09c	2211
SPBC29A3.10c	312
SPBC29A3.11c	894
SPBC29A3.12	579
