# scores_kozak_H99.txt
# Scores of ATG context against Kozak sequence, C. neoformans serotype A H99
# Kozak sequence derived from 330 highest-translated genes by RPF
#
# Gene: H99 systematic gene name
# aATG.scorekn: score of annotated ATG against narrow Kozak sequence (NNNNATG)
# d1.scorekn: score of 1st downstream ATG against narrow
# u1.scorekn: score of 1st upstream ATG in 5' UTR against narrow
# xx.scorekw: analogous scores against wide Kozak sequence (NNNNNNNNNNATG)
#
# Edward Wallace, Jan 2019
Gene	aATG.scorekn	d1.scorekn	d2.scorekn	u1.scorekn	aATG.scorekw	d1.scorekw	d2.scorekw	u1.scorekw	d1vsan	u1vsan	d1vsaw	u1vsaw
CNAG_03732	0.897	0.818	0.659	0.944	0.849	0.763	0.665	0.942	-0.079	0.046	-0.086	0.093
CNAG_03733	0.895	0.841	0.701	0.707	0.858	0.822	0.73	0.695	-0.054	-0.188	-0.036	-0.164
CNAG_03734	0.77	0.821	0.895	0.867	0.7	0.806	0.881	0.865	0.051	0.097	0.106	0.165
CNAG_03735	0.785	0.854	0.906	NA	0.774	0.774	0.802	NA	0.07	NA	0	NA
CNAG_03738	0.911	0.99	0.845	0.728	0.839	0.865	0.858	0.684	0.08	-0.183	0.026	-0.155
CNAG_03739	0.99	0.747	0.881	NA	0.955	0.713	0.821	NA	-0.243	NA	-0.242	NA
CNAG_03740	0.783	0.935	0.828	0.92	0.73	0.917	0.838	0.877	0.153	0.137	0.187	0.147
CNAG_03741	0.878	0.701	0.725	NA	0.84	0.69	0.615	NA	-0.177	NA	-0.15	NA
CNAG_03742	0.902	0.89	0.794	NA	0.881	0.867	0.789	NA	-0.013	NA	-0.014	NA
CNAG_03743	0.944	0.636	0.966	NA	0.9	0.633	0.929	NA	-0.308	NA	-0.267	NA
CNAG_03744	0.865	0.897	0.728	0.929	0.813	0.879	0.71	0.926	0.032	0.064	0.065	0.112
CNAG_03745	0.873	0.858	0.841	0.878	0.79	0.827	0.844	0.844	-0.015	0.005	0.037	0.054
CNAG_03746	0.823	0.854	0.856	0.794	0.82	0.875	0.813	0.75	0.031	-0.029	0.055	-0.07
CNAG_03747	0.978	0.743	NA	NA	0.91	0.713	NA	NA	-0.234	NA	-0.197	NA
CNAG_03748	0.752	0.845	0.785	0.753	0.731	0.79	0.754	0.743	0.093	0.001	0.06	0.013
CNAG_03751	0.835	0.819	0.828	0.838	0.793	0.783	0.826	0.814	-0.017	0.003	-0.01	0.021
CNAG_03752	0.792	0.659	0.835	NA	0.786	0.654	0.734	NA	-0.133	NA	-0.132	NA
CNAG_03753	0.77	0.953	0.845	0.747	0.718	0.906	0.831	0.658	0.183	-0.023	0.188	-0.06
CNAG_03754	0.88	0.92	0.856	0.978	0.871	0.897	0.847	0.834	0.04	0.098	0.025	-0.037
CNAG_03755	0.89	0.99	0.828	0.747	0.793	0.867	0.82	0.697	0.101	-0.142	0.073	-0.097
CNAG_03756	0.916	0.803	0.85	NA	0.847	0.771	0.798	NA	-0.113	NA	-0.076	NA
CNAG_03759	0.902	0.733	0.818	1	0.911	0.625	0.802	0.951	-0.169	0.098	-0.286	0.04
CNAG_03760	0.922	0.784	0.733	NA	0.861	0.804	0.74	NA	-0.138	NA	-0.057	NA
CNAG_03761	0.816	0.747	0.975	NA	0.81	0.715	0.929	NA	-0.069	NA	-0.095	NA
CNAG_03762	0.975	0.792	0.831	NA	0.928	0.808	0.83	NA	-0.183	NA	-0.12	NA
CNAG_03763	0.834	0.905	0.854	0.849	0.8	0.863	0.782	0.85	0.071	0.015	0.064	0.05
CNAG_03764	0.883	0.818	0.659	0.944	0.78	0.772	0.638	0.93	-0.064	0.061	-0.007	0.15
CNAG_03765	0.966	0.893	0.849	0.724	0.926	0.842	0.827	0.697	-0.073	-0.242	-0.084	-0.229
CNAG_03766	0.856	0.916	0.814	0.881	0.821	0.9	0.809	0.827	0.06	0.025	0.079	0.005
CNAG_03767	0.912	0.774	0.785	NA	0.868	0.76	0.776	NA	-0.138	NA	-0.108	NA
CNAG_03768	0.868	0.929	0.819	NA	0.853	0.79	0.764	NA	0.061	NA	-0.063	NA
CNAG_03769	0.966	0.845	0.783	NA	0.925	0.811	0.732	NA	-0.121	NA	-0.113	NA
CNAG_03770	0.857	NA	NA	NA	0.819	NA	NA	NA	NA	NA	NA	NA
CNAG_03771	0.812	0.847	0.818	0.747	0.766	0.787	0.82	0.683	0.036	-0.064	0.02	-0.083
CNAG_03772	0.92	0.823	0.659	0.968	0.908	0.768	0.641	0.817	-0.097	0.048	-0.14	-0.092
CNAG_03775	0.968	0.809	0.821	0.99	0.938	0.771	0.787	0.912	-0.159	0.022	-0.167	-0.026
CNAG_03776	0.761	0.787	0.753	0.88	0.79	0.745	0.722	0.78	0.026	0.119	-0.045	-0.01
CNAG_03777	0.8	0.73	0.757	0.826	0.725	0.734	0.739	0.81	-0.07	0.025	0.009	0.085
CNAG_03779	0.978	0.868	0.881	NA	0.904	0.828	0.839	NA	-0.109	NA	-0.076	NA
CNAG_03780	0.92	0.975	0.757	NA	0.866	0.906	0.759	NA	0.055	NA	0.04	NA
CNAG_03781	0.857	0.854	0.73	NA	0.746	0.742	0.684	NA	-0.002	NA	-0.004	NA
CNAG_03782	0.911	0.809	0.75	NA	0.899	0.765	0.738	NA	-0.102	NA	-0.134	NA
CNAG_03783	0.789	0.766	0.841	0.878	0.693	0.753	0.835	0.84	-0.024	0.088	0.06	0.147
CNAG_03784	0.893	0.953	1	0.788	0.879	0.894	0.877	0.808	0.06	-0.105	0.015	-0.071
CNAG_03785	0.904	0.916	0.861	NA	0.919	0.9	0.845	NA	0.012	NA	-0.018	NA
CNAG_03786	0.84	0.763	0.865	0.767	0.802	0.673	0.733	0.771	-0.077	-0.072	-0.129	-0.031
CNAG_03787	0.975	0.834	0.77	NA	0.905	0.833	0.658	NA	-0.141	NA	-0.073	NA
CNAG_03788	0.966	0.831	0.779	NA	0.915	0.797	0.716	NA	-0.135	NA	-0.118	NA
CNAG_03789	0.99	0.792	0.743	0.801	0.934	0.744	0.709	0.762	-0.198	-0.189	-0.191	-0.172
CNAG_03790	0.953	0.759	0.916	NA	0.887	0.731	0.857	NA	-0.194	NA	-0.156	NA
CNAG_03791	0.812	0.836	0.659	0.844	0.77	0.799	0.611	0.795	0.024	0.032	0.029	0.025
CNAG_03792	0.741	0.856	0.776	NA	0.701	0.774	0.715	NA	0.114	NA	0.074	NA
CNAG_03793	0.966	0.821	0.75	0.88	0.88	0.761	0.78	0.795	-0.145	-0.086	-0.119	-0.085
CNAG_03794	0.873	0.904	0.794	0.831	0.842	0.859	0.741	0.806	0.032	-0.041	0.017	-0.036
CNAG_03795	0.787	0.794	0.746	0.688	0.769	0.776	0.705	0.639	0.007	-0.099	0.007	-0.13
CNAG_03796	0.846	0.966	0.845	0.77	0.771	0.893	0.806	0.767	0.12	-0.076	0.121	-0.004
CNAG_03797	0.721	0.812	0.968	NA	0.725	0.772	0.922	NA	0.091	NA	0.047	NA
CNAG_03805	0.857	0.85	0.784	NA	0.85	0.801	0.724	NA	-0.007	NA	-0.05	NA
CNAG_03806	0.89	0.871	0.688	0.883	0.849	0.797	0.637	0.838	-0.018	-0.007	-0.053	-0.011
CNAG_03807	0.92	0.922	0.783	NA	0.893	0.863	0.758	NA	0.002	NA	-0.03	NA
CNAG_03808	0.975	0.721	0.819	0.966	0.977	0.746	0.796	0.9	-0.254	-0.01	-0.231	-0.078
CNAG_03809	0.733	0.904	0.871	NA	0.68	0.852	0.828	NA	0.171	NA	0.172	NA
CNAG_03810	0.905	0.823	0.741	NA	0.86	0.761	0.698	NA	-0.082	NA	-0.1	NA
CNAG_03811	0.79	0.978	0.938	0.662	0.752	0.966	0.868	0.669	0.188	-0.128	0.214	-0.084
CNAG_03812	0.919	0.812	0.916	NA	0.909	0.776	0.886	NA	-0.108	NA	-0.134	NA
CNAG_03813	0.84	0.835	0.82	0.794	0.826	0.763	0.781	0.76	-0.004	-0.046	-0.062	-0.066
CNAG_03814	0.912	0.785	0.73	0.835	0.857	0.729	0.723	0.755	-0.126	-0.077	-0.127	-0.102
CNAG_03815	0.902	0.762	0.759	NA	0.824	0.726	0.733	NA	-0.14	NA	-0.098	NA
CNAG_03816	0.857	0.978	0.92	0.856	0.84	0.887	0.892	0.839	0.121	-0.001	0.046	-0.002
CNAG_03817	0.873	0.841	0.821	NA	0.872	0.822	0.753	NA	-0.032	NA	-0.049	NA
CNAG_03818	0.882	0.85	0.787	NA	0.839	0.738	0.782	NA	-0.032	NA	-0.101	NA
CNAG_03819	0.968	0.801	0.805	NA	0.969	0.795	0.769	NA	-0.167	NA	-0.174	NA
CNAG_03820	0.966	0.776	0.856	NA	0.887	0.814	0.787	NA	-0.19	NA	-0.073	NA
CNAG_03821	0.868	0.805	0.809	0.805	0.769	0.781	0.775	0.789	-0.064	-0.063	0.012	0.02
CNAG_03822	0.85	0.75	0.799	NA	0.807	0.777	0.781	NA	-0.1	NA	-0.03	NA
CNAG_03823	0.821	0.916	0.776	NA	0.748	0.83	0.739	NA	0.095	NA	0.082	NA
CNAG_03824	0.929	0.816	0.752	0.857	0.878	0.783	0.698	0.867	-0.113	-0.072	-0.095	-0.011
CNAG_03825	0.72	0.699	0.659	0.874	0.696	0.653	0.565	0.805	-0.021	0.154	-0.044	0.109
CNAG_03826	0.823	0.763	0.799	NA	0.813	0.762	0.818	NA	-0.06	NA	-0.051	NA
CNAG_03827	0.845	0.904	0.741	0.895	0.806	0.83	0.757	0.847	0.059	0.05	0.023	0.04
CNAG_03828	0.792	0.907	0.659	NA	0.764	0.851	0.679	NA	0.114	NA	0.088	NA
CNAG_03829	0.873	0.697	0.721	NA	0.802	0.716	0.722	NA	-0.176	NA	-0.086	NA
CNAG_03830	0.759	0.776	0.753	NA	0.791	0.746	0.743	NA	0.017	NA	-0.045	NA
CNAG_03831	0.902	0.818	0.75	NA	0.864	0.792	0.761	NA	-0.084	NA	-0.072	NA
CNAG_03832	0.938	0.799	0.895	NA	0.873	0.752	0.879	NA	-0.139	NA	-0.121	NA
CNAG_03833	0.873	0.659	0.847	NA	0.814	0.623	0.857	NA	-0.214	NA	-0.192	NA
CNAG_03834	0.966	0.99	0.868	NA	0.919	0.941	0.876	NA	0.025	NA	0.022	NA
CNAG_03835	0.975	0.896	0.724	NA	0.875	0.831	0.659	NA	-0.08	NA	-0.044	NA
CNAG_03836	0.975	0.831	0.819	0.757	0.935	0.8	0.82	0.767	-0.144	-0.219	-0.135	-0.168
CNAG_03837	0.827	0.752	0.883	0.701	0.832	0.699	0.802	0.666	-0.075	-0.125	-0.132	-0.166
CNAG_03838	0.916	0.783	0.721	0.809	0.837	0.754	0.714	0.771	-0.134	-0.107	-0.083	-0.066
CNAG_03839	0.817	0.938	0.79	NA	0.811	0.908	0.737	NA	0.121	NA	0.097	NA
CNAG_03840	0.895	0.878	0.978	0.895	0.871	0.851	0.942	0.863	-0.017	0	-0.019	-0.008
CNAG_03841	0.966	0.895	0.89	0.895	0.938	0.841	0.756	0.835	-0.071	-0.071	-0.097	-0.103
CNAG_03842	0.871	0.819	0.88	0.975	0.875	0.81	0.813	0.895	-0.053	0.104	-0.065	0.021
CNAG_03843	0.809	0.845	0.938	0.696	0.769	0.788	0.869	0.674	0.036	-0.113	0.018	-0.096
CNAG_03844	0.807	0.856	0.794	NA	0.763	0.842	0.769	NA	0.049	NA	0.079	NA
CNAG_03845	0.871	0.665	0.838	0.785	0.793	0.655	0.795	0.724	-0.207	-0.086	-0.138	-0.069
CNAG_03846	0.873	0.8	0.823	0.871	0.824	0.777	0.783	0.844	-0.072	-0.001	-0.047	0.019
CNAG_03847	0.808	0.857	0.975	NA	0.799	0.814	0.858	NA	0.049	NA	0.015	NA
CNAG_03848	0.902	0.896	0.88	0.878	0.892	0.874	0.798	0.809	-0.007	-0.024	-0.018	-0.083
CNAG_03849	1	0.809	0.757	NA	0.924	0.784	0.67	NA	-0.191	NA	-0.14	NA
CNAG_03850	0.878	0.759	0.874	0.874	0.849	0.757	0.837	0.778	-0.118	-0.004	-0.092	-0.071
CNAG_03852	0.73	0.805	0.975	NA	0.686	0.795	0.904	NA	0.074	NA	0.109	NA
CNAG_03853	0.895	0.762	0.861	NA	0.852	0.714	0.8	NA	-0.133	NA	-0.139	NA
CNAG_03854	0.966	0.721	0.865	NA	0.941	0.693	0.793	NA	-0.245	NA	-0.248	NA
CNAG_03855	0.871	0.831	0.821	NA	0.806	0.774	0.764	NA	-0.04	NA	-0.032	NA
CNAG_03856	0.935	0.747	0.856	NA	0.929	0.746	0.84	NA	-0.188	NA	-0.184	NA
CNAG_03857	0.912	0.825	0.883	NA	0.887	0.826	0.876	NA	-0.087	NA	-0.061	NA
CNAG_03858	0.898	0.883	0.786	NA	0.864	0.9	0.764	NA	-0.015	NA	0.037	NA
CNAG_03859	0.897	0.695	0.878	0.826	0.844	0.646	0.812	0.791	-0.203	-0.072	-0.199	-0.053
CNAG_03861	1	0.835	0.871	NA	0.967	0.805	0.808	NA	-0.165	NA	-0.162	NA
CNAG_03863	0.935	0.905	0.845	NA	0.93	0.817	0.811	NA	-0.03	NA	-0.113	NA
CNAG_03864	0.873	0.966	0.916	NA	0.861	0.908	0.882	NA	0.093	NA	0.047	NA
CNAG_03865	0.945	0.752	0.725	NA	0.861	0.756	0.713	NA	-0.193	NA	-0.105	NA
CNAG_03866	0.916	0.819	1	NA	0.864	0.813	0.92	NA	-0.098	NA	-0.051	NA
CNAG_03867	0.902	0.871	0.752	0.825	0.884	0.814	0.761	0.784	-0.032	-0.078	-0.07	-0.099
CNAG_03868	0.819	0.854	0.799	NA	0.793	0.759	0.748	NA	0.036	NA	-0.034	NA
CNAG_03869	0.728	0.847	0.723	0.871	0.696	0.799	0.691	0.799	0.12	0.143	0.103	0.103
CNAG_03870	0.902	0.893	0.812	NA	0.81	0.834	0.776	NA	-0.009	NA	0.024	NA
CNAG_03871	0.787	0.911	0.99	0.945	0.759	0.811	0.901	0.88	0.124	0.158	0.052	0.121
CNAG_03872	0.871	0.856	0.725	NA	0.827	0.833	0.719	NA	-0.016	NA	0.006	NA
CNAG_03873	0.99	0.873	0.88	0.819	0.946	0.767	0.847	0.817	-0.117	-0.172	-0.179	-0.129
CNAG_03874	0.85	0.813	0.762	0.792	0.846	0.813	0.691	0.748	-0.037	-0.058	-0.033	-0.098
CNAG_03875	0.953	0.856	0.787	NA	0.872	0.823	0.795	NA	-0.098	NA	-0.049	NA
CNAG_03876	0.975	0.865	0.89	0.767	0.946	0.794	0.84	0.739	-0.11	-0.208	-0.151	-0.206
CNAG_03877	0.807	0.929	0.759	0.857	0.767	0.864	0.752	0.836	0.122	0.05	0.096	0.069
CNAG_03878	0.912	0.792	0.978	0.807	0.874	0.73	0.842	0.763	-0.12	-0.105	-0.144	-0.111
CNAG_03881	0.849	0.789	0.905	0.763	0.799	0.761	0.804	0.726	-0.061	-0.086	-0.037	-0.073
CNAG_03882	0.922	0.757	0.819	0.874	0.885	0.729	0.733	0.803	-0.166	-0.048	-0.156	-0.082
CNAG_03883	0.721	0.828	0.785	NA	0.689	0.761	0.721	NA	0.107	NA	0.072	NA
CNAG_03884	0.865	0.816	0.814	0.819	0.838	0.795	0.707	0.779	-0.049	-0.046	-0.042	-0.058
CNAG_03885	0.797	0.874	0.944	NA	0.786	0.828	0.874	NA	0.077	NA	0.042	NA
CNAG_03886	0.88	0.841	0.75	0.73	0.872	0.783	0.697	0.75	-0.039	-0.15	-0.089	-0.121
CNAG_03887	0.873	0.808	0.831	0.818	0.846	0.764	0.786	0.783	-0.065	-0.054	-0.082	-0.064
CNAG_03888	0.945	0.953	0.721	NA	0.899	0.873	0.758	NA	0.008	NA	-0.026	NA
CNAG_03889	0.929	0.801	0.907	0.84	0.887	0.787	0.863	0.824	-0.127	-0.089	-0.101	-0.063
CNAG_03890	0.945	0.808	0.809	NA	0.927	0.838	0.787	NA	-0.137	NA	-0.09	NA
CNAG_03891	0.978	0.723	0.871	NA	0.946	0.664	0.812	NA	-0.255	NA	-0.282	NA
CNAG_03892	0.99	0.746	NA	0.891	0.98	0.729	NA	0.828	-0.244	-0.099	-0.25	-0.151
CNAG_03893	0.99	0.906	0.871	0.797	0.926	0.836	0.854	0.756	-0.084	-0.194	-0.091	-0.17
CNAG_03894	0.834	0.721	0.89	0.786	0.769	0.697	0.792	0.742	-0.113	-0.048	-0.072	-0.027
CNAG_03896	0.819	0.835	0.799	0.845	0.736	0.756	0.776	0.786	0.017	0.026	0.02	0.049
CNAG_03897	0.854	0.821	0.88	0.916	0.789	0.737	0.81	0.885	-0.033	0.062	-0.052	0.096
CNAG_03898	0.99	0.747	0.819	0.867	0.962	0.755	0.777	0.819	-0.243	-0.123	-0.207	-0.144
CNAG_03899	0.938	0.856	0.776	NA	0.871	0.817	0.705	NA	-0.083	NA	-0.055	NA
CNAG_03900	1	0.75	0.757	NA	0.965	0.726	0.744	NA	-0.25	NA	-0.239	NA
CNAG_03901	0.809	0.929	0.906	NA	0.819	0.865	0.89	NA	0.12	NA	0.046	NA
CNAG_03902	0.895	0.817	0.845	NA	0.868	0.714	0.778	NA	-0.078	NA	-0.154	NA
CNAG_03903	0.665	0.805	0.835	NA	0.705	0.802	0.801	NA	0.14	NA	0.097	NA
CNAG_03904	0.891	1	0.701	NA	0.866	0.912	0.682	NA	0.109	NA	0.046	NA
CNAG_03905	0.975	0.847	0.809	NA	0.951	0.764	0.756	NA	-0.128	NA	-0.187	NA
CNAG_03906	0.854	0.747	0.841	0.662	0.789	0.712	0.804	0.654	-0.107	-0.192	-0.077	-0.135
CNAG_03907	0.803	0.823	0.975	0.789	0.796	0.773	0.914	0.742	0.02	-0.014	-0.024	-0.054
CNAG_03908	0.978	0.757	0.828	0.699	0.883	0.691	0.764	0.678	-0.221	-0.279	-0.192	-0.205
CNAG_03909	0.811	0.805	0.938	0.812	0.774	0.82	0.897	0.734	-0.006	0.001	0.046	-0.04
CNAG_03910	0.895	0.841	0.811	0.818	0.908	0.787	0.775	0.816	-0.054	-0.076	-0.121	-0.092
CNAG_03911	0.854	0.938	0.854	0.747	0.754	0.783	0.784	0.706	0.084	-0.107	0.029	-0.048
CNAG_03912	0.849	0.787	0.795	0.902	0.819	0.777	0.781	0.893	-0.062	0.054	-0.043	0.074
CNAG_03913	0.975	0.867	0.799	NA	0.915	0.829	0.763	NA	-0.108	NA	-0.086	NA
CNAG_03914	0.966	0.856	0.89	0.75	0.89	0.794	0.841	0.709	-0.11	-0.216	-0.097	-0.181
CNAG_03915	0.871	0.968	0.819	NA	0.816	0.844	0.771	NA	0.097	NA	0.029	NA
CNAG_03916	0.968	0.809	0.799	NA	0.902	0.831	0.809	NA	-0.159	NA	-0.071	NA
CNAG_03917	0.868	0.805	0.721	NA	0.865	0.762	0.697	NA	-0.064	NA	-0.103	NA
CNAG_03918	0.878	0.809	0.929	0.662	0.832	0.748	0.866	0.597	-0.069	-0.216	-0.084	-0.235
CNAG_03919	0.878	0.786	0.814	NA	0.856	0.81	0.741	NA	-0.092	NA	-0.046	NA
CNAG_03920	0.978	0.919	0.88	NA	0.923	0.905	0.838	NA	-0.058	NA	-0.019	NA
CNAG_03921	0.978	0.871	0.825	0.73	0.897	0.844	0.848	0.726	-0.107	-0.247	-0.053	-0.171
CNAG_03922	0.902	0.733	0.825	0.922	0.862	0.715	0.827	0.812	-0.169	0.02	-0.147	-0.05
CNAG_03923	0.807	0.978	0.659	NA	0.76	0.91	0.661	NA	0.171	NA	0.15	NA
CNAG_03924	0.75	1	0.953	NA	0.723	0.918	0.899	NA	0.25	NA	0.195	NA
CNAG_03925	0.88	0.882	0.814	0.783	0.819	0.828	0.685	0.761	0.002	-0.098	0.008	-0.058
CNAG_03926	0.819	0.75	0.88	0.75	0.757	0.698	0.823	0.761	-0.069	-0.069	-0.059	0.003
CNAG_03927	0.975	0.938	0.8	NA	0.9	0.874	0.714	NA	-0.037	NA	-0.025	NA
CNAG_03928	0.895	0.916	0.85	NA	0.814	0.796	0.831	NA	0.021	NA	-0.018	NA
CNAG_03929	0.966	0.776	0.85	0.803	0.92	0.775	0.797	0.795	-0.19	-0.163	-0.144	-0.125
CNAG_03930	0.785	0.891	0.809	NA	0.795	0.844	0.728	NA	0.107	NA	0.049	NA
CNAG_03931	0.907	0.831	0.739	NA	0.89	0.777	0.716	NA	-0.075	NA	-0.114	NA
CNAG_03932	0.975	0.968	0.812	0.75	0.903	0.887	0.814	0.727	-0.007	-0.225	-0.016	-0.175
CNAG_03933	0.785	0.759	0.808	NA	0.81	0.753	0.732	NA	-0.026	NA	-0.057	NA
CNAG_03934	0.776	0.861	0.854	0.891	0.733	0.832	0.786	0.788	0.084	0.115	0.099	0.055
CNAG_03935	0.857	0.808	0.746	NA	0.819	0.779	0.758	NA	-0.049	NA	-0.04	NA
CNAG_03936	0.945	0.916	0.73	0.779	0.901	0.867	0.699	0.755	-0.029	-0.166	-0.033	-0.146
CNAG_03937	0.919	0.809	0.809	NA	0.842	0.716	0.787	NA	-0.111	NA	-0.126	NA
CNAG_03938	0.945	0.911	0.721	0.77	0.927	0.899	0.699	0.758	-0.034	-0.174	-0.028	-0.169
CNAG_03939	0.938	0.809	0.895	NA	0.902	0.735	0.851	NA	-0.129	NA	-0.166	NA
CNAG_03940	0.938	0.784	0.746	0.861	0.858	0.726	0.755	0.79	-0.154	-0.078	-0.132	-0.067
CNAG_03941	0.975	0.873	0.841	NA	0.935	0.841	0.782	NA	-0.102	NA	-0.094	NA
CNAG_03942	0.902	0.893	0.919	NA	0.868	0.859	0.871	NA	-0.01	NA	-0.009	NA
CNAG_03944	0.916	0.704	0.845	NA	0.904	0.703	0.824	NA	-0.212	NA	-0.201	NA
CNAG_03945	0.966	0.831	0.799	0.724	0.895	0.773	0.782	0.662	-0.135	-0.242	-0.123	-0.234
CNAG_03946	0.856	0.907	0.809	0.822	0.799	0.845	0.673	0.762	0.051	-0.033	0.045	-0.038
CNAG_03948	0.92	0.808	0.854	NA	0.901	0.764	0.811	NA	-0.112	NA	-0.137	NA
CNAG_03949	0.725	0.847	0.803	NA	0.694	0.837	0.78	NA	0.122	NA	0.142	NA
CNAG_03950	0.882	0.854	0.799	NA	0.841	0.797	0.766	NA	-0.028	NA	-0.044	NA
CNAG_03951	1	0.795	0.84	NA	0.991	0.725	0.795	NA	-0.205	NA	-0.265	NA
CNAG_03952	0.938	0.92	0.783	0.763	0.864	0.907	0.766	0.782	-0.018	-0.175	0.043	-0.082
CNAG_03953	0.723	0.99	0.873	NA	0.687	0.94	0.846	NA	0.268	NA	0.253	NA
CNAG_03954	0.821	0.873	0.845	0.783	0.768	0.832	0.807	0.719	0.052	-0.039	0.064	-0.049
CNAG_03955	0.871	0.893	0.845	0.945	0.812	0.824	0.796	0.927	0.022	0.074	0.012	0.115
CNAG_03956	0.864	0.929	0.75	NA	0.849	0.901	0.774	NA	0.064	NA	0.052	NA
CNAG_03957	0.906	0.803	0.865	NA	0.888	0.735	0.827	NA	-0.104	NA	-0.153	NA
CNAG_03958	0.813	0.88	0.783	0.871	0.777	0.891	0.763	0.798	0.067	0.057	0.114	0.021
CNAG_03959	0.99	0.975	0.752	NA	0.935	0.936	0.755	NA	-0.015	NA	0.001	NA
CNAG_03960	0.966	0.813	0.883	0.765	0.96	0.819	0.871	0.732	-0.153	-0.201	-0.141	-0.229
CNAG_03961	0.975	0.717	0.882	NA	0.929	0.69	0.873	NA	-0.259	NA	-0.239	NA
CNAG_03962	0.831	0.916	0.874	NA	0.84	0.859	0.785	NA	0.085	NA	0.018	NA
CNAG_03963	0.878	0.849	0.759	NA	0.839	0.801	0.744	NA	-0.029	NA	-0.037	NA
CNAG_03964	0.912	0.688	0.905	NA	0.877	0.744	0.813	NA	-0.224	NA	-0.133	NA
CNAG_03965	0.819	0.757	0.662	0.891	0.808	0.781	0.574	0.848	-0.062	0.073	-0.027	0.04
CNAG_03966	0.935	0.757	0.88	0.73	0.891	0.789	0.719	0.741	-0.179	-0.205	-0.102	-0.15
CNAG_03967	0.99	0.883	0.907	NA	0.925	0.773	0.869	NA	-0.108	NA	-0.151	NA
CNAG_03968	0.99	0.757	0.785	NA	0.956	0.771	0.785	NA	-0.234	NA	-0.185	NA
CNAG_03971	0.92	0.795	0.73	0.88	0.892	0.757	0.682	0.842	-0.125	-0.04	-0.134	-0.049
CNAG_03973	0.953	0.757	0.743	0.741	0.945	0.667	0.715	0.746	-0.196	-0.212	-0.279	-0.199
CNAG_03974	0.916	0.747	0.678	0.792	0.903	0.7	0.661	0.749	-0.169	-0.124	-0.203	-0.155
CNAG_03975	0.938	0.938	0.786	NA	0.901	0.898	0.731	NA	0	NA	-0.002	NA
CNAG_03976	0.953	0.911	0.919	NA	0.926	0.848	0.887	NA	-0.042	NA	-0.078	NA
CNAG_03977	0.857	0.678	0.816	NA	0.831	0.688	0.787	NA	-0.179	NA	-0.142	NA
CNAG_03978	0.874	0.809	0.844	NA	0.8	0.672	0.8	NA	-0.065	NA	-0.127	NA
CNAG_03979	0.99	0.854	0.73	NA	0.934	0.853	0.726	NA	-0.136	NA	-0.081	NA
CNAG_03980	0.907	0.854	0.757	NA	0.815	0.85	0.77	NA	-0.052	NA	0.036	NA
CNAG_03982	0.861	0.757	0.757	NA	0.795	0.751	0.741	NA	-0.104	NA	-0.044	NA
CNAG_03983	1	0.785	0.715	NA	0.963	0.766	0.729	NA	-0.215	NA	-0.197	NA
CNAG_03984	0.633	0.819	0.757	0.766	0.662	0.778	0.683	0.754	0.186	0.133	0.116	0.092
CNAG_03985	0.92	0.822	0.788	NA	0.899	0.768	0.743	NA	-0.098	NA	-0.131	NA
CNAG_03986	0.966	0.907	0.665	NA	0.877	0.897	0.676	NA	-0.059	NA	0.019	NA
CNAG_03987	0.902	0.831	0.799	NA	0.851	0.806	0.778	NA	-0.071	NA	-0.044	NA
CNAG_03988	0.978	0.659	0.812	NA	0.959	0.664	0.787	NA	-0.318	NA	-0.295	NA
CNAG_03989	0.823	0.757	0.845	NA	0.771	0.769	0.75	NA	-0.066	NA	-0.002	NA
CNAG_03990	0.916	0.794	0.763	0.897	0.827	0.729	0.756	0.816	-0.122	-0.019	-0.098	-0.012
CNAG_03991	0.841	0.825	0.831	NA	0.792	0.832	0.806	NA	-0.016	NA	0.04	NA
CNAG_03992	0.922	0.77	0.92	NA	0.905	0.734	0.832	NA	-0.152	NA	-0.171	NA
CNAG_03993	0.907	0.968	0.783	NA	0.863	0.905	0.747	NA	0.062	NA	0.042	NA
CNAG_03994	0.783	0.845	0.834	NA	0.79	0.813	0.793	NA	0.062	NA	0.023	NA
CNAG_03995	0.929	0.696	NA	NA	0.896	0.68	NA	NA	-0.233	NA	-0.216	NA
CNAG_03996	0.696	0.895	0.724	NA	0.671	0.85	0.715	NA	0.199	NA	0.179	NA
CNAG_03997	0.849	0.728	0.902	NA	0.813	0.701	0.872	NA	-0.121	NA	-0.112	NA
CNAG_03998	0.757	0.809	0.701	0.739	0.747	0.798	0.684	0.74	0.052	-0.017	0.051	-0.007
CNAG_03999	0.856	0.741	0.753	NA	0.855	0.732	0.735	NA	-0.114	NA	-0.123	NA
CNAG_04000	0.881	0.975	0.819	NA	0.863	0.91	0.729	NA	0.095	NA	0.047	NA
CNAG_04001	0.92	0.73	0.688	NA	0.89	0.719	0.695	NA	-0.19	NA	-0.171	NA
CNAG_04002	0.898	0.772	0.845	NA	0.824	0.781	0.841	NA	-0.125	NA	-0.042	NA
CNAG_04003	0.688	0.816	0.704	0.838	0.682	0.762	0.693	0.805	0.128	0.15	0.08	0.122
CNAG_04004	0.966	0.807	0.916	NA	0.961	0.79	0.826	NA	-0.159	NA	-0.171	NA
