Gene_name	Type	Sample	Inct.narr	Inct.wide	Nxct.narr	Nxct.wide	Upct.narr	Upct.wide	ORFct	UTR5ct	ORFlen	UTR5len	UTR5Ct
CNG03380	RNA	JEC21	0	0	0	0	0	0	13	NA	3216	436	6
CNG03390	RNA	JEC21	0	1	0	1	0	0	3	NA	405	219	0
CNG03400	RNA	JEC21	0	0	0	0	0	0	50	NA	996	100	0
CNG03440	RNA	JEC21	0	1	0	1	0	0	20	NA	399	237	0
CNG03450	RNA	JEC21	0	0	0	0	0	0	65	NA	1329	833	3
CNG03460	RNA	JEC21	0	4	0	0	0	0	101	NA	1044	246	0
CNG03470	RNA	JEC21	0	2	0	1	0	2	73	NA	942	7	2
CNG03480	RNA	JEC21	6	24	5	18	NA	NA	817	NA	843	73	NA
CNG03490	RNA	JEC21	10	30	8	40	NA	NA	2337	NA	1017	122	NA
CNG03495	RNA	JEC21	0	0	0	0	NA	NA	15	NA	675	61	NA
CNG03500	RNA	JEC21	8	39	6	23	NA	NA	1175	NA	669	170	NA
CNG03510	RNA	JEC21	0	0	0	1	NA	NA	101	NA	1821	37	NA
CNG03520	RNA	JEC21	57	384	NA	NA	NA	NA	4465	NA	186	70	NA
CNG03530	RNA	JEC21	0	4	3	5	NA	NA	492	NA	1899	83	NA
CNG03540	RNA	JEC21	2	11	1	8	NA	NA	355	NA	654	52	NA
CNG03550	RNA	JEC21	5	21	2	10	NA	NA	1595	NA	1353	57	NA
CNG03560	RNA	JEC21	0	1	0	1	0	1	148	NA	2805	360	0
CNG03570	RNA	JEC21	1	1	0	0	NA	NA	69	NA	2739	145	NA
CNG03580	RNA	JEC21	0	1	0	0	0	1	83	NA	1902	79	3
CNG03590	RNA	JEC21	0	0	0	1	0	0	35	NA	1923	147	2
CNG03600	RNA	JEC21	0	0	0	0	0	0	112	NA	1983	126	0
CNG03610	RNA	JEC21	0	0	0	0	NA	NA	79	NA	1794	48	NA
CNG03615	RNA	JEC21	0	0	0	0	NA	NA	0	NA	1329	96	NA
CNG03620	RNA	JEC21	1	2	0	6	NA	NA	287	NA	1176	205	NA
CNG03630	RNA	JEC21	1	3	0	0	NA	NA	333	NA	3849	19	NA
CNG03635	RNA	JEC21	0	0	0	0	NA	NA	39	NA	2070	78	NA
CNG03640	RNA	JEC21	0	0	0	0	NA	NA	156	NA	1359	21	NA
CNG03650	RNA	JEC21	1	5	1	3	NA	NA	411	NA	1863	38	NA
CNG03655	RNA	JEC21	0	0	0	0	0	1	12	NA	609	273	1
CNG03660	RNA	JEC21	1	11	0	8	0	0	520	NA	864	555	4
CNG03670	RNA	JEC21	0	0	0	0	0	1	252	NA	4035	1088	17
CNG03680	RNA	JEC21	0	0	0	0	NA	NA	465	NA	4266	73	NA
CNG03690	RNA	JEC21	2	7	0	2	0	6	73	NA	285	971	236
CNG03710	RNA	JEC21	0	0	0	1	NA	NA	23	NA	1485	187	NA
CNG03720	RNA	JEC21	139	660	114	592	NA	NA	22230	NA	627	41	NA
CNG03725	RNA	JEC21	0	0	0	0	0	1	41	NA	1125	61	1
CNG03730	RNA	JEC21	22	89	7	48	NA	NA	2024	NA	678	43	NA
CNG03750	RNA	JEC21	0	1	0	1	0	0	82	NA	1284	225	3
CNG03755	RNA	JEC21	0	0	0	0	0	0	11	NA	2601	416	1
CNG03760	RNA	JEC21	0	0	0	1	NA	NA	73	NA	1476	134	NA
CNG03780	RNA	JEC21	0	1	1	1	NA	NA	164	NA	2088	192	NA
CNG03790	RNA	JEC21	0	2	0	0	0	0	350	NA	2235	106	8
CNG03800	RNA	JEC21	0	1	0	0	0	0	105	NA	3315	302	9
CNG03810	RNA	JEC21	0	0	0	1	0	3	255	NA	2505	124	4
CNG03820	RNA	JEC21	1	4	0	2	NA	NA	324	NA	1602	48	NA
CNG03830	RNA	JEC21	1	6	0	3	NA	NA	482	NA	795	44	NA
CNG03840	RNA	JEC21	0	0	0	0	0	1	56	NA	642	68	0
CNG03850	RNA	JEC21	0	0	0	0	NA	NA	184	NA	3888	38	NA
CNG03860	RNA	JEC21	1	3	0	1	NA	NA	240	NA	3015	64	NA
CNG03870	RNA	JEC21	3	6	3	6	NA	NA	236	NA	828	105	NA
CNG03875	RNA	JEC21	0	0	0	0	0	0	5	NA	2085	646	0
CNG03880	RNA	JEC21	0	4	0	4	NA	NA	300	NA	1500	82	NA
CNG03890	RNA	JEC21	0	0	1	1	0	0	25	NA	708	723	9
CNG03895	RNA	JEC21	0	0	0	4	0	1	94	NA	519	102	1
CNG03900	RNA	JEC21	0	0	0	0	0	0	30	NA	2166	1333	7
CNG03920	RNA	JEC21	1	3	4	7	0	0	510	NA	1737	332	1
CNG03930	RNA	JEC21	0	0	0	1	0	1	115	NA	1200	93	2
CNG03935	RNA	JEC21	1	2	1	2	NA	NA	77	NA	795	86	NA
CNG03940	RNA	JEC21	0	0	0	1	NA	NA	139	NA	3831	86	NA
CNG03950	RNA	JEC21	0	2	1	1	NA	NA	59	NA	981	217	NA
CNG03960	RNA	JEC21	0	1	0	0	0	1	93	NA	3366	313	1
CNG03970	RNA	JEC21	0	2	0	0	NA	NA	64	NA	1086	58	NA
CNG03985	RNA	JEC21	0	0	0	0	0	0	1	NA	1134	410	0
CNG03990	RNA	JEC21	3	6	1	3	NA	NA	983	NA	3168	68	NA
CNG04000	RNA	JEC21	3	6	3	8	NA	NA	700	NA	1497	49	NA
CNG04010	RNA	JEC21	NA	NA	1	5	NA	NA	NA	NA	582	-3	NA
CNG04020	RNA	JEC21	5	37	3	16	NA	NA	859	NA	483	77	NA
CNG04025	RNA	JEC21	0	0	0	0	0	0	2	NA	1056	377	0
CNG04030	RNA	JEC21	NA	NA	0	0	NA	NA	NA	NA	2322	-14	NA
CNG04040	RNA	JEC21	0	2	0	0	0	1	77	NA	1506	122	0
CNG04050	RNA	JEC21	0	2	0	1	NA	NA	110	NA	852	59	NA
CNG04055	RNA	JEC21	0	0	0	0	0	0	30	NA	1668	396	0
CNG04070	RNA	JEC21	1	1	1	3	0	2	223	NA	2436	134	4
CNG04080	RNA	JEC21	2	20	3	29	1	1	1037	NA	612	157	0
CNG04090	RNA	JEC21	0	3	0	0	NA	NA	261	NA	1401	63	NA
CNG04100	RNA	JEC21	0	1	0	1	NA	NA	105	NA	1992	51	NA
CNG04110	RNA	JEC21	0	0	0	1	NA	NA	108	NA	1440	109	NA
CNG04120	RNA	JEC21	0	0	0	0	NA	NA	181	NA	2658	76	NA
CNG04125	RNA	JEC21	1	2	0	1	0	0	39	NA	657	401	13
CNG04130	RNA	JEC21	5	21	5	20	NA	NA	652	NA	873	33	NA
CNG04140	RNA	JEC21	0	0	0	4	NA	NA	91	NA	1236	33	NA
CNG04150	RNA	JEC21	0	2	0	1	1	1	165	NA	1374	127	1
CNG04160	RNA	JEC21	1	8	0	4	NA	NA	309	NA	1020	30	NA
CNG04170	RNA	JEC21	0	1	0	1	NA	NA	120	NA	2091	31	NA
CNG04180	RNA	JEC21	0	1	0	1	NA	NA	174	NA	3648	198	NA
CNG04190	RNA	JEC21	1	4	0	0	NA	NA	170	NA	1299	143	NA
CNG04200	RNA	JEC21	0	0	0	1	NA	NA	64	NA	1515	159	NA
CNG04210	RNA	JEC21	2	8	1	7	NA	NA	436	NA	645	127	NA
CNG04220	RNA	JEC21	0	0	0	0	0	2	11	NA	435	330	1
CNG04230	RNA	JEC21	0	0	0	0	NA	NA	9	NA	414	121	NA
CNG04235	RNA	JEC21	0	0	0	1	0	0	5	NA	360	197	0
CNG04240	RNA	JEC21	0	6	0	3	NA	NA	800	NA	1551	115	NA
CNG04250	RNA	JEC21	0	1	0	0	NA	NA	269	NA	3486	47	NA
CNG04260	RNA	JEC21	0	0	0	2	0	0	64	NA	2436	213	0
CNG04270	RNA	JEC21	1	1	0	2	0	1	209	NA	1449	177	16
CNG04280	RNA	JEC21	0	7	2	8	0	2	483	NA	2040	410	31
CNG04290	RNA	JEC21	0	1	0	1	0	0	108	NA	2193	594	2
CNG04300	RNA	JEC21	0	1	0	0	0	2	123	NA	918	484	6
CNG04310	RNA	JEC21	1	2	0	0	0	0	45	NA	2607	83	0
CNG04320	RNA	JEC21	0	0	0	0	0	2	132	NA	1242	260	0
CNG04330	RNA	JEC21	0	2	1	5	NA	NA	131	NA	627	75	NA
CNG04340	RNA	JEC21	0	1	0	0	NA	NA	156	NA	1518	36	NA
CNG04350	RNA	JEC21	0	0	0	0	NA	NA	122	NA	1779	111	NA
CNG04360	RNA	JEC21	38	203	53	404	NA	NA	6988	NA	438	85	NA
CNG04365	RNA	JEC21	0	3	0	2	NA	NA	85	NA	732	127	NA
CNG04370	RNA	JEC21	0	3	1	9	0	2	643	NA	1953	62	4
CNG04380	RNA	JEC21	1	15	3	9	NA	NA	2017	NA	2655	93	NA
CNG04390	RNA	JEC21	1	5	0	4	NA	NA	163	NA	492	87	NA
CNG04410	RNA	JEC21	0	2	0	1	0	0	192	NA	4299	105	1
CNG04420	RNA	JEC21	1	1	0	0	NA	NA	986	NA	7293	295	NA
CNG04425	RNA	JEC21	0	6	2	6	NA	NA	112	NA	723	20	NA
CNG04430	RNA	JEC21	0	0	0	1	0	3	185	NA	1287	129	4
CNG04440	RNA	JEC21	0	0	1	1	NA	NA	101	NA	4488	36	NA
CNG04450	RNA	JEC21	0	0	2	3	NA	NA	199	NA	2370	348	NA
CNG04460	RNA	JEC21	0	2	0	1	NA	NA	153	NA	1791	134	NA
CNG04470	RNA	JEC21	0	1	0	0	NA	NA	16	NA	363	29	NA
CNG04480	RNA	JEC21	0	0	0	0	0	0	45	NA	2205	84	0
CNG04490	RNA	JEC21	0	2	1	2	NA	NA	241	NA	2016	163	NA
CNG04505	RNA	JEC21	0	1	0	0	0	0	23	NA	357	168	1
CNG04530	RNA	JEC21	0	1	0	1	0	0	108	NA	2904	435	6
CNG04540	RNA	JEC21	0	4	0	3	0	4	498	NA	1455	33	0
CNG04550	RNA	JEC21	0	1	0	1	NA	NA	170	NA	1782	43	NA
CNG04575	RNA	JEC21	0	0	0	0	0	0	0	NA	777	481	7
CNG04580	RNA	JEC21	0	1	1	7	NA	NA	595	NA	1158	33	NA
CNG04600	RNA	JEC21	1	8	1	5	NA	NA	208	NA	630	126	NA
CNG04610	RNA	JEC21	0	1	0	0	NA	NA	169	NA	2430	14	NA
CNG04620	RNA	JEC21	0	0	0	2	NA	NA	117	NA	1077	528	NA
CNG04630	RNA	JEC21	0	0	0	0	0	0	33	NA	1602	510	5
CNG04640	RNA	JEC21	0	0	0	0	0	0	15	NA	1434	320	0
CNG04650	RNA	JEC21	1	2	0	0	NA	NA	218	NA	2331	89	NA
CNG04660	RNA	JEC21	0	1	0	2	0	0	232	NA	3711	247	18
CNG04670	RNA	JEC21	3	17	3	13	NA	NA	374	NA	504	196	NA
CNG04675	RNA	JEC21	1	1	0	1	0	2	43	NA	1716	823	20
CNG04680	RNA	JEC21	6	13	0	4	NA	NA	359	NA	888	1	NA
CNG04690	RNA	JEC21	0	0	0	0	NA	NA	35	NA	1959	45	NA
CNG04710	RNA	JEC21	0	0	0	0	0	0	3	NA	1581	66	0
CNH00010	RNA	JEC21	NA	NA	NA	NA	NA	NA	NA	NA	942	-14	NA
CNH00020	RNA	JEC21	0	0	0	0	0	0	17	NA	1578	261	2
CNH00030	RNA	JEC21	0	0	1	1	0	1	90	NA	1698	473	12
CNH00040	RNA	JEC21	1	5	1	7	NA	NA	120	NA	513	81	NA
CNH00060	RNA	JEC21	0	0	0	0	0	0	35	NA	1503	277	4
CNH00070	RNA	JEC21	0	0	0	0	0	0	31	NA	1773	238	0
CNH00075	RNA	JEC21	0	0	0	0	0	0	26	NA	1746	309	0
CNH00080	RNA	JEC21	0	2	0	3	NA	NA	159	NA	849	143	NA
CNH00085	RNA	JEC21	0	1	0	0	NA	NA	33	NA	1398	52	NA
CNH00090	RNA	JEC21	0	0	0	0	0	0	130	NA	3375	527	10
CNH00100	RNA	JEC21	1	2	0	4	0	0	486	NA	2235	309	0
CNH00110	RNA	JEC21	0	0	0	0	NA	NA	4	NA	1614	105	NA
CNH00120	RNA	JEC21	0	4	2	5	NA	NA	197	NA	675	88	NA
CNH00130	RNA	JEC21	0	3	0	2	NA	NA	89	NA	1011	37	NA
CNH00140	RNA	JEC21	0	8	3	7	0	0	239	NA	582	162	0
CNH00150	RNA	JEC21	0	0	1	1	0	0	427	NA	4191	861	6
CNH00160	RNA	JEC21	0	0	0	0	0	0	8	NA	1158	97	3
CNH00170	RNA	JEC21	3	19	5	25	NA	NA	869	NA	816	105	NA
CNH00180	RNA	JEC21	0	2	0	2	NA	NA	194	NA	1824	80	NA
CNH00200	RNA	JEC21	0	0	0	0	NA	NA	457	NA	3732	31	NA
CNH00210	RNA	JEC21	0	0	0	0	0	0	52	NA	828	63	0
CNH00220	RNA	JEC21	1	3	0	1	0	0	323	NA	2502	118	0
CNH00230	RNA	JEC21	0	0	0	0	0	1	17	NA	693	967	58
CNH00235	RNA	JEC21	0	3	0	2	NA	NA	131	NA	861	40	NA
CNH00250	RNA	JEC21	0	0	0	0	NA	NA	0	NA	2799	63	NA
CNH00260	RNA	JEC21	0	1	0	3	0	0	162	NA	1113	932	23
CNH00270	RNA	JEC21	0	6	1	5	NA	NA	463	NA	1059	31	NA
CNH00280	RNA	JEC21	0	1	0	3	NA	NA	337	NA	2319	62	NA
CNH00285	RNA	JEC21	0	0	1	2	0	0	133	NA	846	44	0
CNH00290	RNA	JEC21	0	3	2	4	NA	NA	184	NA	1293	294	NA
CNH00300	RNA	JEC21	0	2	1	5	NA	NA	241	NA	1017	56	NA
CNH00320	RNA	JEC21	0	0	0	0	0	0	67	NA	858	239	2
CNH00330	RNA	JEC21	2	4	2	3	0	1	310	NA	1074	71	0
CNH00340	RNA	JEC21	3	31	6	26	NA	NA	2957	NA	1893	62	NA
CNH00350	RNA	JEC21	24	104	20	131	NA	NA	1240	NA	237	125	NA
CNH00360	RNA	JEC21	0	1	0	3	NA	NA	371	NA	1623	59	NA
CNH00370	RNA	JEC21	0	0	0	0	0	0	140	NA	2592	123	5
CNH00380	RNA	JEC21	0	2	0	2	0	2	127	NA	1008	165	0
CNH00390	RNA	JEC21	0	0	0	1	0	0	371	NA	2646	73	0
CNH00400	RNA	JEC21	2	5	0	2	NA	NA	191	NA	1080	153	NA
CNH00410	RNA	JEC21	0	8	1	2	NA	NA	603	NA	1452	56	NA
CNH00420	RNA	JEC21	0	0	0	1	NA	NA	230	NA	2682	67	NA
CNH00430	RNA	JEC21	0	3	2	4	0	0	364	NA	1263	569	0
CNH00440	RNA	JEC21	1	1	0	0	0	1	52	NA	1128	311	7
CNH00450	RNA	JEC21	0	0	0	0	0	0	27	NA	1761	324	0
CNH00460	RNA	JEC21	0	0	1	1	0	0	51	NA	846	184	3
CNH00470	RNA	JEC21	0	1	1	1	0	0	87	NA	948	162	2
CNH00480	RNA	JEC21	0	0	0	0	0	0	44	NA	2841	110	0
CNH00490	RNA	JEC21	0	0	0	0	0	0	7	NA	1779	218	0
CNH00495	RNA	JEC21	0	0	0	0	0	0	3	NA	1038	353	2
CNH00500	RNA	JEC21	1	2	0	2	0	4	322	NA	1146	141	10
CNH00510	RNA	JEC21	1	5	1	4	NA	NA	382	NA	954	55	NA
CNH00520	RNA	JEC21	0	2	0	1	NA	NA	154	NA	2229	66	NA
CNH00530	RNA	JEC21	1	3	0	1	0	0	300	NA	1536	295	0
CNH00540	RNA	JEC21	0	6	0	4	0	0	454	NA	1653	299	0
CNH00550	RNA	JEC21	0	2	1	4	NA	NA	172	NA	1428	67	NA
CNH00560	RNA	JEC21	0	1	0	0	NA	NA	149	NA	1641	48	NA
CNH00570	RNA	JEC21	0	2	0	1	NA	NA	48	NA	735	58	NA
CNH00580	RNA	JEC21	0	6	0	0	NA	NA	194	NA	2025	43	NA
CNH00600	RNA	JEC21	0	0	0	0	NA	NA	31	NA	2151	265	NA
CNH00610	RNA	JEC21	0	2	0	0	NA	NA	134	NA	1881	134	NA
CNH00620	RNA	JEC21	0	0	0	0	NA	NA	127	NA	2520	62	NA
CNH00630	RNA	JEC21	0	0	0	1	1	1	83	NA	1713	836	18
CNH00640	RNA	JEC21	2	18	1	8	NA	NA	88	NA	114	174	NA
CNH00650	RNA	JEC21	0	0	0	2	NA	NA	31	NA	759	5	NA
CNH00660	RNA	JEC21	0	0	0	0	NA	NA	29	NA	1467	32	NA
CNH00670	RNA	JEC21	0	5	1	6	NA	NA	453	NA	1236	50	NA
CNH00690	RNA	JEC21	1	3	0	1	0	2	319	NA	1305	48	0
CNH00700	RNA	JEC21	3	7	1	2	NA	NA	430	NA	2217	33	NA
CNH00710	RNA	JEC21	5	17	1	12	NA	NA	793	NA	993	79	NA
CNH00713	RNA	JEC21	0	0	0	0	0	2	19	NA	456	328	14
CNH00715	RNA	JEC21	1	1	0	0	NA	NA	74	NA	717	49	NA
CNH00720	RNA	JEC21	0	0	0	1	NA	NA	114	NA	5448	66	NA
CNH00730	RNA	JEC21	0	2	1	3	1	2	100	NA	495	167	18
CNH00740	RNA	JEC21	2	2	2	3	NA	NA	147	NA	924	47	NA
CNH00750	RNA	JEC21	0	0	0	2	NA	NA	159	NA	2289	77	NA
CNH00760	RNA	JEC21	1	1	2	5	1	5	321	NA	975	1226	166
CNH00770	RNA	JEC21	0	0	3	8	NA	NA	206	NA	1092	58	NA
CNH00780	RNA	JEC21	0	1	0	0	NA	NA	24	NA	1473	100	NA
CNH00790	RNA	JEC21	0	3	0	0	NA	NA	114	NA	1773	88	NA
CNH00795	RNA	JEC21	1	12	0	7	0	0	97	NA	219	172	1
CNH00800	RNA	JEC21	0	0	0	0	0	0	70	NA	1605	82	0
CNH00810	RNA	JEC21	1	4	0	2	NA	NA	149	NA	933	49	NA
CNH00820	RNA	JEC21	0	1	0	3	0	0	127	NA	993	739	1
CNH00830	RNA	JEC21	0	2	2	2	NA	NA	455	NA	1725	46	NA
CNH00850	RNA	JEC21	0	0	0	0	NA	NA	22	NA	4368	208	NA
CNH00860	RNA	JEC21	0	1	0	1	0	0	64	NA	2043	270	8
CNH00870	RNA	JEC21	0	0	0	0	1	2	136	NA	1953	906	14
CNH00875	RNA	JEC21	0	0	0	2	NA	NA	111	NA	1755	109	NA
CNH00890	RNA	JEC21	1	1	1	1	NA	NA	184	NA	2799	167	NA
CNH00900	RNA	JEC21	0	5	0	1	NA	NA	223	NA	1023	17	NA
CNH00910	RNA	JEC21	16	80	10	81	NA	NA	2372	NA	681	96	NA
CNH00920	RNA	JEC21	3	21	6	19	0	0	2258	NA	1779	281	0
CNH00933	RNA	JEC21	0	0	0	0	0	0	0	NA	834	333	1
CNH00935	RNA	JEC21	0	0	0	0	0	0	0	NA	246	164	0
CNH00940	RNA	JEC21	3	5	0	2	NA	NA	419	NA	2514	66	NA
CNH00950	RNA	JEC21	1	2	0	0	NA	NA	169	NA	1578	196	NA
CNH00960	RNA	JEC21	0	0	0	0	0	1	34	NA	1092	158	2
CNH00970	RNA	JEC21	0	0	0	0	NA	NA	255	NA	2754	229	NA
CNH00980	RNA	JEC21	0	0	0	0	0	1	3	NA	387	613	6
CNH00990	RNA	JEC21	0	0	0	0	0	0	17	NA	1773	386	1
CNH01005	RNA	JEC21	0	0	0	0	0	0	19	NA	630	542	8
CNH01020	RNA	JEC21	0	3	1	3	0	1	9	NA	2004	337	16
CNH01030	RNA	JEC21	2	17	NA	NA	NA	NA	408	NA	303	67	NA
CNH01035	RNA	JEC21	0	1	1	1	NA	NA	100	NA	882	31	NA
CNH01040	RNA	JEC21	91	308	52	338	NA	NA	8812	NA	528	14	NA
CNH01050	RNA	JEC21	0	5	0	0	NA	NA	112	NA	831	84	NA
CNH01060	RNA	JEC21	1	1	0	0	0	1	51	NA	1458	567	11
CNH01070	RNA	JEC21	2	5	0	4	NA	NA	241	NA	807	26	NA
CNH01080	RNA	JEC21	0	1	0	2	NA	NA	69	NA	1536	53	NA
CNH01090	RNA	JEC21	0	6	0	2	NA	NA	184	NA	699	211	NA
CNH01100	RNA	JEC21	2	2	0	2	0	0	88	NA	1284	206	3
CNH01110	RNA	JEC21	1	1	0	0	NA	NA	78	NA	2364	50	NA
CNH01120	RNA	JEC21	1	1	0	2	NA	NA	209	NA	2754	48	NA
CNH01130	RNA	JEC21	0	1	0	2	0	0	88	NA	1395	250	0
CNH01135	RNA	JEC21	0	1	0	0	0	0	6	NA	489	992	5
CNH01140	RNA	JEC21	0	5	0	1	0	0	57	NA	390	203	1
CNH01150	RNA	JEC21	0	0	0	0	0	0	28	NA	1788	902	56
CNH01160	RNA	JEC21	0	0	0	0	0	1	77	NA	2382	463	6
CNH01165	RNA	JEC21	1	1	0	0	NA	NA	57	NA	699	67	NA
CNH01170	RNA	JEC21	20	80	27	100	NA	NA	3414	NA	423	125	NA
CNH01180	RNA	JEC21	1	1	0	1	NA	NA	97	NA	1248	46	NA
CNH01190	RNA	JEC21	1	3	0	1	1	6	918	NA	4395	197	12
CNH01200	RNA	JEC21	0	0	0	1	0	1	65	NA	1107	258	23
CNH01210	RNA	JEC21	0	4	0	0	NA	NA	484	NA	2190	279	NA
CNH01220	RNA	JEC21	0	0	0	1	0	0	66	NA	999	225	1
CNH01230	RNA	JEC21	0	0	1	1	0	0	32	NA	1710	60	0
CNH01240	RNA	JEC21	4	33	3	24	NA	NA	1488	NA	1059	67	NA
CNH01250	RNA	JEC21	0	0	0	0	NA	NA	210	NA	1605	55	NA
CNH01260	RNA	JEC21	2	15	6	18	NA	NA	288	NA	438	52	NA
CNH01270	RNA	JEC21	30	127	14	93	NA	NA	6361	NA	945	61	NA
CNH01273	RNA	JEC21	0	9	0	1	0	12	160	NA	504	136	4
CNH01275	RNA	JEC21	0	0	0	1	0	0	11	NA	1596	334	1
CNH01277	RNA	JEC21	0	0	0	0	0	0	2	NA	747	50	0
CNH01280	RNA	JEC21	0	3	0	1	0	1	116	NA	1392	93	2
CNH01290	RNA	JEC21	0	0	1	1	0	1	150	NA	2223	173	0
CNH01300	RNA	JEC21	0	0	0	0	1	1	195	NA	4233	65	0
CNH01310	RNA	JEC21	0	0	0	0	0	0	53	NA	2916	495	2
CNH01320	RNA	JEC21	2	14	1	9	NA	NA	1251	NA	2250	43	NA
CNH01330	RNA	JEC21	0	1	1	2	NA	NA	32	NA	1731	84	NA
CNH01340	RNA	JEC21	4	11	1	9	NA	NA	476	NA	846	75	NA
CNH01345	RNA	JEC21	0	0	0	0	0	0	34	NA	852	234	10
CNH01350	RNA	JEC21	0	0	0	0	NA	NA	37	NA	2625	63	NA
CNH01360	RNA	JEC21	2	12	2	11	0	0	486	NA	732	108	0
CNH01365	RNA	JEC21	0	2	1	3	NA	NA	64	NA	669	88	NA
CNH01370	RNA	JEC21	0	0	0	1	NA	NA	94	NA	1713	75	NA
CNH01380	RNA	JEC21	0	0	1	3	NA	NA	117	NA	756	130	NA
CNH01390	RNA	JEC21	0	0	0	0	0	0	70	NA	2853	301	0
CNH01400	RNA	JEC21	1	11	0	7	0	0	942	NA	1674	617	4
CNH01403	RNA	JEC21	0	0	0	1	NA	NA	2	NA	231	112	NA
CNH01405	RNA	JEC21	0	0	0	0	0	2	61	NA	1224	113	7
CNH01410	RNA	JEC21	0	7	3	7	NA	NA	161	NA	402	155	NA
CNH01420	RNA	JEC21	0	0	0	2	NA	NA	124	NA	1953	85	NA
CNH01430	RNA	JEC21	0	3	0	4	NA	NA	365	NA	1302	81	NA
CNH01440	RNA	JEC21	1	8	0	4	NA	NA	1143	NA	2997	97	NA
CNH01500	RNA	JEC21	NA	NA	0	0	NA	NA	NA	NA	1287	-14	NA
CNH01520	RNA	JEC21	2	15	6	13	NA	NA	1278	NA	1920	131	NA
CNH01530	RNA	JEC21	9	49	2	11	NA	NA	5257	NA	1791	31	NA
CNH01540	RNA	JEC21	0	2	0	0	0	0	98	NA	1776	225	5
CNH01545	RNA	JEC21	4	7	0	9	NA	NA	415	NA	894	157	NA
CNH01550	RNA	JEC21	0	0	1	2	0	0	208	NA	1329	146	16
CNH01560	RNA	JEC21	1	3	0	1	0	1	68	NA	723	965	46
CNH01570	RNA	JEC21	0	3	0	2	0	0	199	NA	1707	389	0
CNH01575	RNA	JEC21	0	0	0	0	0	1	72	NA	1629	196	2
CNH01580	RNA	JEC21	0	4	6	22	NA	NA	772	NA	873	-2	NA
CNH01590	RNA	JEC21	1	1	0	2	0	3	177	NA	1149	67	0
CNH01595	RNA	JEC21	0	0	0	1	0	0	181	NA	1884	100	5
CNH01600	RNA	JEC21	15	83	9	49	NA	NA	2359	NA	870	14	NA
CNH01605	RNA	JEC21	6	30	6	38	NA	NA	853	NA	498	77	NA
CNH01610	RNA	JEC21	0	0	0	0	NA	NA	68	NA	2322	170	NA
CNH01620	RNA	JEC21	8	34	3	33	NA	NA	1267	NA	609	115	NA
CNH01630	RNA	JEC21	1	11	0	4	NA	NA	261	NA	693	11	NA
CNH01640	RNA	JEC21	0	2	1	1	0	2	516	NA	2937	318	32
CNH01650	RNA	JEC21	2	3	1	6	NA	NA	543	NA	2031	24	NA
CNH01660	RNA	JEC21	0	6	1	2	NA	NA	137	NA	651	275	NA
CNH01665	RNA	JEC21	0	0	0	0	0	0	0	NA	1224	214	0
CNH01670	RNA	JEC21	0	0	0	1	0	2	69	NA	2571	429	6
CNH01680	RNA	JEC21	0	1	1	7	NA	NA	319	NA	1935	94	NA
CNH01690	RNA	JEC21	0	1	0	0	NA	NA	173	NA	2025	25	NA
CNH01700	RNA	JEC21	0	0	0	0	0	0	114	NA	3573	239	1
CNH01710	RNA	JEC21	0	2	0	2	NA	NA	360	NA	2844	92	NA
CNH01720	RNA	JEC21	0	0	0	0	0	0	95	NA	2235	354	7
CNH01730	RNA	JEC21	1	7	1	8	0	3	307	NA	888	198	4
CNH01740	RNA	JEC21	7	14	2	12	0	5	325	NA	465	212	0
CNH01750	RNA	JEC21	0	0	0	0	0	0	40	NA	2832	652	3
CNH01760	RNA	JEC21	0	1	0	1	NA	NA	82	NA	1674	328	NA
CNH01770	RNA	JEC21	69	277	62	356	7	28	7785	NA	399	83	0
CNH01775	RNA	JEC21	1	1	0	1	0	1	81	NA	1086	96	1
CNH01780	RNA	JEC21	0	0	0	0	0	0	124	NA	6360	85	0
CNH01790	RNA	JEC21	0	1	0	0	0	0	18	NA	2757	250	4
CNH01800	RNA	JEC21	0	0	0	1	NA	NA	81	NA	1968	135	NA
CNH01810	RNA	JEC21	2	17	1	9	NA	NA	376	NA	546	150	NA
CNH01820	RNA	JEC21	1	2	1	3	1	1	203	NA	3345	99	6
CNH01830	RNA	JEC21	1	2	0	0	0	0	71	NA	1356	107	0
CNH01840	RNA	JEC21	0	2	1	4	NA	NA	104	NA	570	79	NA
CNH01850	RNA	JEC21	0	2	1	3	0	0	89	NA	1002	216	0
CNH01860	RNA	JEC21	0	0	0	1	NA	NA	250	NA	3858	99	NA
CNH01870	RNA	JEC21	0	0	0	2	0	0	54	NA	1089	182	3
CNH01875	RNA	JEC21	1	4	0	4	NA	NA	135	NA	1095	32	NA
CNH01880	RNA	JEC21	1	3	0	1	NA	NA	308	NA	2679	185	NA
CNH01890	RNA	JEC21	0	0	0	0	0	0	122	NA	3741	76	0
CNH01900	RNA	JEC21	1	2	0	4	NA	NA	370	NA	2502	44	NA
CNH01910	RNA	JEC21	0	3	0	1	0	0	82	NA	657	339	1
CNH01920	RNA	JEC21	1	1	0	0	0	1	20	NA	519	123	1
CNH01930	RNA	JEC21	1	1	0	1	0	0	40	NA	567	128	0
CNH01940	RNA	JEC21	8	17	3	19	0	0	725	NA	711	261	0
CNH01950	RNA	JEC21	1	3	0	3	NA	NA	260	NA	1512	87	NA
CNH01960	RNA	JEC21	0	0	0	1	0	2	18	NA	450	72	0
