# scores_kozak_Nc.txt
# Scores of ATG context against Kozak sequence, N. crassa 
# Kozak sequence derived from 400 highest-translated genes by RPF
#
# Gene: Nc systematic gene name
# aATG.scorekn: score of annotated ATG against narrow Kozak sequence (NNNNATG)
# d1.scorekn: score of 1st downstream ATG against narrow
# xx.scorekw: analogous scores against wide Kozak sequence (NNNNNNNNNNATG)
#
# Edward Wallace, June 2018
Gene	aATG.scorekn	d1.scorekn	u1.scorekn	aATG.scorekw	d1.scorekw	u1.scorekw	d1vsan	u1vsan	d1vsaw	u1vsaw
NCU04213	0.983	0.755	NA	0.916	0.778	NA	-0.228	NA	-0.138	NA
NCU04214	0.93	0.81	NA	0.855	0.777	NA	-0.12	NA	-0.078	NA
NCU04216	1	0.828	0.72	0.925	0.71	0.672	-0.172	-0.28	-0.215	-0.253
NCU04218	0.824	0.797	0.766	0.763	0.776	NA	-0.028	-0.058	0.013	NA
NCU04219	0.788	0.664	NA	0.785	0.608	NA	-0.123	NA	-0.177	NA
NCU04221	0.974	0.912	NA	0.897	0.797	NA	-0.063	NA	-0.101	NA
NCU04222	0.992	0.754	NA	0.933	0.73	NA	-0.238	NA	-0.202	NA
NCU04223	0.827	0.821	0.886	0.777	0.716	0.777	-0.006	0.06	-0.061	-0
NCU04224	0.868	0.974	0.795	0.814	0.836	0.754	0.106	-0.073	0.021	-0.06
NCU04225	0.956	0.77	0.714	0.919	0.759	0.681	-0.186	-0.242	-0.16	-0.238
NCU04226	0.765	0.756	0.694	0.707	0.677	0.711	-0.008	-0.071	-0.03	0.004
NCU04227	0.873	0.728	NA	0.867	0.716	NA	-0.145	NA	-0.152	NA
NCU04228	0.983	0.875	0.788	0.966	0.798	0.711	-0.108	-0.195	-0.167	-0.255
NCU04229	0.918	0.72	NA	0.82	0.645	NA	-0.198	NA	-0.174	NA
NCU04230	0.94	0.992	0.778	0.839	0.899	NA	0.052	-0.162	0.06	NA
NCU04231	0.992	0.892	NA	0.952	0.843	NA	-0.099	NA	-0.109	NA
NCU04232	0.948	0.815	NA	0.913	0.808	NA	-0.133	NA	-0.105	NA
NCU04233	0.901	0.784	NA	0.831	NA	NA	-0.117	NA	NA	NA
NCU04234	0.931	0.755	NA	0.837	0.711	NA	-0.175	NA	-0.126	NA
NCU04235	0.975	0.827	NA	0.864	0.741	NA	-0.148	NA	-0.123	NA
NCU04236	0.899	0.743	NA	0.872	0.76	NA	-0.156	NA	-0.112	NA
NCU04237	0.974	0.788	NA	0.898	0.771	NA	-0.187	NA	-0.127	NA
NCU04238	0.898	0.886	NA	0.875	0.829	NA	-0.011	NA	-0.045	NA
NCU04241	0.948	0.821	0.859	0.874	0.722	0.791	-0.128	-0.089	-0.152	-0.083
NCU04242	0.94	0.992	0.836	0.913	0.922	0.783	0.052	-0.104	0.009	-0.13
NCU04243	0.974	0.886	NA	0.898	0.824	NA	-0.088	NA	-0.073	NA
NCU04244	0.931	0.719	0.75	0.885	0.658	0.677	-0.211	-0.181	-0.227	-0.208
NCU04245	0.931	0.805	NA	0.885	0.717	NA	-0.125	NA	-0.168	NA
NCU04246	0.983	0.801	0.812	0.946	0.776	0.709	-0.182	-0.171	-0.17	-0.236
NCU04247	0.939	0.901	0.774	0.899	0.803	0.781	-0.038	-0.165	-0.096	-0.118
NCU04249	0.983	0.975	NA	0.918	0.888	NA	-0.008	NA	-0.03	NA
NCU04251	0.975	0.898	0.756	0.889	0.796	0.691	-0.077	-0.218	-0.093	-0.198
NCU04252	0.876	0.751	NA	0.849	0.718	NA	-0.125	NA	-0.131	NA
NCU04254	0.824	0.829	0.793	0.778	0.722	0.724	0.005	-0.032	-0.056	-0.055
NCU04255	0.983	0.769	0.983	0.941	0.724	0.877	-0.214	0	-0.217	-0.063
NCU04256	0.94	0.829	0.801	0.897	0.776	0.766	-0.111	-0.139	-0.12	-0.131
NCU04258	0.992	0.767	0.822	0.957	0.718	0.756	-0.225	-0.17	-0.24	-0.201
NCU04259	0.853	0.931	0.702	0.802	0.852	0.656	0.077	-0.151	0.051	-0.146
NCU04260	0.983	0.879	NA	0.925	0.833	NA	-0.104	NA	-0.092	NA
NCU04261	1	0.872	NA	0.884	0.819	NA	-0.128	NA	-0.065	NA
NCU04262	0.94	0.816	0.752	0.921	0.769	0.779	-0.124	-0.188	-0.152	-0.141
NCU04264	0.974	0.975	0.795	0.913	0.918	0.693	0	-0.179	0.005	-0.22
NCU04265	0.948	0.838	NA	0.844	0.808	NA	-0.11	NA	-0.036	NA
NCU04266	1	0.804	NA	0.967	0.79	NA	-0.196	NA	-0.177	NA
NCU04267	0.974	0.886	NA	0.913	0.744	NA	-0.089	NA	-0.169	NA
NCU04268	0.824	0.818	NA	0.818	0.732	NA	-0.006	NA	-0.086	NA
NCU04269	0.903	0.728	0.853	0.866	0.673	0.757	-0.175	-0.05	-0.192	-0.109
NCU04270	0.939	0.867	0.948	0.903	0.828	0.864	-0.072	0.009	-0.076	-0.04
NCU04272	0.94	0.815	0.873	0.861	0.741	0.779	-0.125	-0.067	-0.12	-0.082
NCU04273	0.907	0.903	0.784	0.864	0.839	0.798	-0.004	-0.123	-0.025	-0.066
NCU04274	0.983	0.904	NA	0.893	0.783	NA	-0.079	NA	-0.11	NA
NCU04275	0.791	0.974	NA	0.708	0.878	NA	0.184	NA	0.169	NA
NCU04276	1	0.868	0.886	0.965	0.812	0.835	-0.132	-0.114	-0.154	-0.13
NCU04277	0.983	0.784	NA	0.915	0.748	NA	-0.199	NA	-0.167	NA
NCU04278	0.842	0.911	NA	0.831	0.835	NA	0.07	NA	0.004	NA
NCU04279	0.858	0.863	0.72	0.817	0.772	0.719	0.005	-0.138	-0.044	-0.098
NCU04280	0.975	0.743	0.765	0.913	0.648	0.728	-0.232	-0.21	-0.265	-0.184
NCU04281	0.903	0.886	0.822	0.878	0.825	0.723	-0.018	-0.081	-0.052	-0.155
NCU04282	0.94	0.714	NA	0.848	0.727	NA	-0.226	NA	-0.121	NA
NCU04283	0.94	0.992	NA	0.88	0.937	NA	0.052	NA	0.056	NA
NCU04284	0.925	0.778	0.786	0.89	0.741	0.742	-0.147	-0.138	-0.148	-0.148
NCU04285	0.939	0.898	NA	0.862	0.796	NA	-0.041	NA	-0.066	NA
NCU04286	0.975	0.876	NA	0.853	0.814	NA	-0.099	NA	-0.038	NA
NCU04287	0.896	0.875	0.724	0.888	0.819	0.645	-0.021	-0.172	-0.07	-0.243
NCU04288	0.948	0.882	NA	0.826	0.79	NA	-0.066	NA	-0.035	NA
NCU04289	0.929	0.868	NA	0.919	0.824	NA	-0.06	NA	-0.095	NA
NCU04290	0.876	0.829	0.818	0.738	0.728	0.707	-0.047	-0.058	-0.01	-0.031
NCU04291	0.975	0.975	0.814	0.964	0.869	0.711	0	-0.161	-0.095	-0.253
NCU04292	1	0.801	0.778	0.937	0.743	0.734	-0.199	-0.222	-0.195	-0.204
NCU04293	0.93	0.833	NA	0.857	0.677	NA	-0.098	NA	-0.181	NA
NCU04294	0.992	0.863	NA	0.864	0.795	NA	-0.128	NA	-0.069	NA
NCU04295	0.859	0.867	0.641	0.8	0.803	0.575	0.008	-0.218	0.003	-0.225
NCU04297	0.836	0.956	NA	0.791	0.922	NA	0.12	NA	0.131	NA
NCU04298	1	0.911	0.889	0.902	0.786	0.809	-0.089	-0.111	-0.116	-0.094
NCU04299	0.92	0.816	0.906	0.849	0.756	0.844	-0.105	-0.014	-0.093	-0.005
NCU04300	0.904	0.948	0.918	0.82	0.895	0.866	0.044	0.014	0.075	0.046
NCU04301	0.983	0.875	0.824	0.878	0.768	0.765	-0.108	-0.159	-0.11	-0.113
NCU04302	0.975	0.728	NA	0.907	0.7	NA	-0.246	NA	-0.207	NA
NCU04303	0.974	0.889	0.859	0.972	0.894	0.747	-0.085	-0.116	-0.078	-0.225
NCU04304	0.983	0.939	NA	0.935	0.906	NA	-0.044	NA	-0.029	NA
NCU04305	0.792	0.816	0.791	0.643	0.714	NA	0.024	-0.001	0.071	NA
NCU04306	0.974	0.842	0.773	0.951	0.824	0.634	-0.133	-0.202	-0.127	-0.317
NCU04307	1	0.811	0.886	0.928	0.757	0.809	-0.189	-0.114	-0.171	-0.119
NCU04308	0.931	0.716	NA	0.907	0.627	NA	-0.214	NA	-0.28	NA
NCU04309	0.93	0.871	0.795	0.903	0.754	0.77	-0.06	-0.135	-0.149	-0.133
NCU04310	0.992	0.925	0.765	0.935	0.798	0.79	-0.067	-0.227	-0.137	-0.145
NCU04312	0.882	0.81	0.871	0.8	0.724	0.838	-0.072	-0.011	-0.076	0.039
NCU04313	0.956	0.745	0.886	0.908	0.772	0.831	-0.211	-0.07	-0.136	-0.077
NCU04314	0.974	0.892	0.875	0.899	0.789	0.833	-0.082	-0.099	-0.11	-0.066
NCU04315	0.975	0.824	NA	0.944	0.767	NA	-0.15	NA	-0.178	NA
NCU04316	0.858	0.854	0.822	0.793	0.812	0.751	-0.004	-0.035	0.019	-0.042
NCU04317	0.833	0.849	0.918	0.846	0.774	0.882	0.016	0.085	-0.072	0.037
NCU04318	0.832	1	0.678	0.755	0.944	NA	0.168	-0.154	0.189	NA
NCU04319	0.939	0.825	0.892	0.885	0.796	0.806	-0.114	-0.047	-0.089	-0.078
NCU04320	0.992	0.831	0.882	0.931	0.79	0.816	-0.161	-0.11	-0.141	-0.115
NCU04321	0.983	0.818	0.807	0.92	0.758	0.753	-0.165	-0.176	-0.163	-0.167
NCU04322	0.903	0.983	0.904	0.839	0.922	0.791	0.08	0.001	0.083	-0.048
NCU04323	0.756	0.983	NA	0.632	0.94	NA	0.227	NA	0.307	NA
NCU04324	0.876	0.827	0.728	0.818	0.759	0.693	-0.049	-0.148	-0.059	-0.126
NCU04325	0.992	0.845	0.768	0.919	0.798	0.73	-0.146	-0.223	-0.121	-0.189
NCU04326	0.809	0.822	0.92	0.73	0.752	0.816	0.013	0.111	0.023	0.086
NCU04327	0.896	0.957	NA	0.866	0.916	NA	0.062	NA	0.05	NA
NCU04328	0.845	0.889	0.939	0.807	0.827	NA	0.044	0.094	0.02	NA
NCU04329	0.92	0.974	0.866	0.845	0.908	0.778	0.054	-0.054	0.062	-0.067
NCU04330	0.886	0.778	NA	0.789	0.634	NA	-0.108	NA	-0.155	NA
NCU04331	1	0.836	NA	0.942	0.802	NA	-0.164	NA	-0.14	NA
NCU04332	0.78	0.992	0.816	0.68	0.937	0.772	0.211	0.035	0.257	0.092
NCU04333	0.827	0.923	NA	0.797	0.861	NA	0.095	NA	0.065	NA
NCU04334	1	0.889	NA	0.957	0.758	NA	-0.111	NA	-0.199	NA
NCU04335	0.93	0.892	0.795	0.873	0.853	0.688	-0.038	-0.135	-0.02	-0.185
NCU04336	0.907	0.784	NA	0.875	0.759	NA	-0.123	NA	-0.116	NA
NCU04337	0.94	0.816	0.769	0.866	0.659	0.708	-0.124	-0.171	-0.207	-0.158
NCU04338	0.903	0.886	NA	0.787	0.797	NA	-0.017	NA	0.01	NA
NCU04339	1	0.931	0.824	0.948	0.833	0.818	-0.069	-0.176	-0.115	-0.13
NCU04340	0.788	0.752	0.772	0.763	0.701	0.699	-0.035	-0.015	-0.062	-0.064
NCU04341	0.892	0.822	0.816	0.854	0.751	0.737	-0.07	-0.077	-0.103	-0.117
NCU04342	0.94	0.797	0.918	0.88	0.797	0.806	-0.143	-0.022	-0.082	-0.073
NCU04343	0.992	0.822	0.706	0.922	0.786	NA	-0.169	-0.286	-0.136	NA
NCU04344	0.948	0.794	0.652	0.811	0.77	0.588	-0.154	-0.295	-0.041	-0.222
NCU04345	0.94	0.79	0.761	0.898	0.739	0.714	-0.15	-0.179	-0.158	-0.184
NCU04346	0.992	0.859	0.811	0.909	0.849	0.763	-0.133	-0.181	-0.06	-0.146
NCU04347	0.925	0.757	NA	0.827	0.677	NA	-0.167	NA	-0.15	NA
NCU04348	0.896	0.832	NA	0.889	0.817	NA	-0.064	NA	-0.073	NA
NCU04350	0.975	0.814	NA	0.881	0.718	NA	-0.161	NA	-0.163	NA
NCU04351	0.923	0.754	NA	0.823	0.632	NA	-0.169	NA	-0.191	NA
NCU04352	0.94	0.821	NA	0.855	0.743	NA	-0.119	NA	-0.112	NA
NCU04353	0.975	0.829	NA	0.876	0.753	NA	-0.145	NA	-0.124	NA
NCU04354	0.792	0.799	0.768	0.762	0.732	0.713	0.008	-0.023	-0.03	-0.049
NCU04355	0.983	0.754	0.983	0.925	0.656	0.879	-0.229	0	-0.27	-0.046
NCU04356	0.907	0.892	NA	0.813	0.756	NA	-0.015	NA	-0.057	NA
NCU04357	0.912	0.868	NA	0.8	0.761	NA	-0.043	NA	-0.038	NA
NCU04358	0.859	0.702	0.743	0.781	0.638	0.764	-0.157	-0.115	-0.143	-0.017
NCU04359	0.818	0.904	0.641	0.733	0.81	0.595	0.086	-0.177	0.077	-0.138
NCU04360	0.94	0.792	NA	0.871	0.751	NA	-0.148	NA	-0.12	NA
NCU04362	0.884	0.892	NA	0.849	0.768	NA	0.008	NA	-0.081	NA
NCU04363	0.992	0.863	0.814	0.976	0.771	0.749	-0.128	-0.178	-0.205	-0.226
NCU04364	0.84	0.825	0.838	0.858	0.722	0.744	-0.015	-0.002	-0.136	-0.114
NCU04365	0.975	0.773	NA	0.919	0.672	NA	-0.202	NA	-0.246	NA
NCU04366	0.869	0.821	NA	0.783	0.696	NA	-0.048	NA	-0.087	NA
NCU04367	0.896	0.827	NA	0.83	0.757	NA	-0.069	NA	-0.073	NA
NCU04368	0.855	0.983	0.92	0.775	0.924	0.829	0.128	0.066	0.149	0.054
NCU04369	0.876	0.875	0.793	0.76	0.813	0.76	-0.001	-0.083	0.053	-0
NCU04370	0.931	0.882	NA	0.821	0.813	NA	-0.049	NA	-0.008	NA
NCU04371	0.983	0.79	0.818	0.886	0.741	0.764	-0.193	-0.165	-0.145	-0.122
NCU04373	0.913	0.675	0.652	0.823	0.58	0.637	-0.238	-0.261	-0.243	-0.186
NCU04374	0.901	0.879	0.708	0.745	0.763	0.654	-0.022	-0.192	0.019	-0.091
NCU04375	0.822	0.769	0.745	0.705	0.745	0.705	-0.053	-0.077	0.04	0
NCU04376	0.896	0.931	0.866	0.875	0.816	0.811	0.035	-0.03	-0.059	-0.064
NCU04378	0.911	0.828	NA	0.869	0.771	NA	-0.083	NA	-0.098	NA
NCU04379	0.918	0.867	NA	0.824	0.821	NA	-0.05	NA	-0.003	NA
NCU04380	0.94	0.849	NA	0.883	0.804	NA	-0.091	NA	-0.078	NA
NCU04381	0.907	0.94	NA	0.847	0.808	NA	0.033	NA	-0.039	NA
NCU04382	0.903	0.928	0.957	0.853	0.842	0.883	0.025	0.054	-0.012	0.029
NCU04383	0.859	0.745	0.992	0.849	0.73	0.901	-0.114	0.133	-0.119	0.052
NCU04384	0.858	0.811	NA	0.711	0.788	NA	-0.047	NA	0.077	NA
NCU04385	0.975	0.983	0.771	0.977	0.918	0.689	0.008	-0.204	-0.059	-0.288
NCU04386	0.948	0.822	0.795	0.865	0.771	0.772	-0.125	-0.152	-0.094	-0.094
NCU04387	0.869	NA	0.774	0.778	NA	0.691	NA	-0.095	NA	-0.086
NCU04388	0.975	0.913	0.794	0.937	0.808	0.782	-0.061	-0.181	-0.129	-0.155
NCU04389	0.791	0.974	0.832	0.746	0.872	0.771	0.184	0.041	0.126	0.025
NCU04390	0.992	0.827	0.778	0.872	0.765	0.682	-0.164	-0.214	-0.107	-0.189
NCU04391	0.948	0.828	NA	0.896	0.749	NA	-0.121	NA	-0.147	NA
NCU04392	0.925	0.74	NA	0.827	0.717	NA	-0.184	NA	-0.11	NA
NCU04393	0.858	0.761	NA	0.799	0.733	NA	-0.097	NA	-0.065	NA
NCU04394	0.903	0.838	NA	0.907	0.702	NA	-0.065	NA	-0.205	NA
NCU04395	0.974	0.74	NA	0.89	0.727	NA	-0.234	NA	-0.162	NA
NCU04396	0.974	0.794	NA	0.874	0.776	NA	-0.181	NA	-0.098	NA
NCU04397	0.858	0.857	NA	0.824	0.787	NA	-0	NA	-0.037	NA
NCU04398	0.957	0.889	0.838	0.936	0.735	0.781	-0.068	-0.12	-0.201	-0.155
NCU04400	0.975	0.827	NA	0.877	0.765	NA	-0.148	NA	-0.112	NA
NCU04401	0.912	0.892	NA	0.92	0.781	NA	-0.019	NA	-0.14	NA
NCU04402	0.974	0.889	NA	0.918	0.72	NA	-0.085	NA	-0.197	NA
NCU04403	0.807	0.807	0.918	0.744	0.686	0.863	0	0.111	-0.057	0.12
NCU04404	0.992	0.918	0.907	0.898	0.88	NA	-0.074	-0.084	-0.018	NA
NCU04405	0.859	0.853	NA	0.818	0.787	NA	-0.006	NA	-0.032	NA
NCU04406	0.992	0.94	0.816	0.905	0.875	0.781	-0.052	-0.176	-0.03	-0.124
NCU04407	0.94	0.928	0.842	0.878	0.847	0.718	-0.012	-0.098	-0.031	-0.16
NCU04408	0.975	0.928	NA	0.886	0.895	NA	-0.046	NA	0.009	NA
NCU04409	1	0.892	NA	0.93	0.809	NA	-0.108	NA	-0.121	NA
NCU04410	0.931	0.889	0.889	0.876	0.77	0.79	-0.041	-0.041	-0.107	-0.086
NCU04411	0.948	0.797	0.702	0.86	0.784	0.583	-0.151	-0.245	-0.076	-0.278
NCU04412	1	0.825	NA	0.885	0.778	NA	-0.175	NA	-0.107	NA
NCU04413	0.939	0.817	0.716	0.888	0.751	0.686	-0.122	-0.223	-0.137	-0.202
NCU04414	0.859	0.821	0.814	0.78	0.736	0.692	-0.038	-0.045	-0.044	-0.088
NCU04415	0.886	0.827	0.866	0.787	0.714	0.698	-0.059	-0.02	-0.074	-0.09
NCU04416	0.771	0.841	0.892	0.755	0.808	0.875	0.07	0.122	0.053	0.12
NCU04417	0.92	0.827	NA	0.853	0.729	NA	-0.093	NA	-0.124	NA
NCU04418	0.918	0.766	0.694	0.925	0.656	0.607	-0.152	-0.224	-0.27	-0.318
NCU04419	0.957	0.829	NA	0.871	0.723	NA	-0.128	NA	-0.147	NA
NCU04420	0.795	0.833	NA	0.69	0.713	NA	0.038	NA	0.024	NA
NCU04421	0.983	0.788	0.822	0.894	0.631	0.665	-0.195	-0.161	-0.263	-0.229
NCU04423	0.868	0.827	0.76	0.804	0.742	0.697	-0.042	-0.108	-0.061	-0.107
NCU04424	0.851	0.754	NA	0.818	NA	NA	-0.098	NA	NA	NA
NCU04425	0.918	0.784	0.683	0.875	0.69	0.613	-0.134	-0.235	-0.185	-0.262
NCU04426	0.992	0.81	0.928	0.916	0.711	0.878	-0.181	-0.063	-0.204	-0.038
NCU04427	0.743	0.975	0.84	0.699	0.893	0.773	0.232	0.098	0.193	0.073
NCU04428	0.903	0.913	0.743	0.813	0.841	0.686	0.01	-0.161	0.028	-0.127
NCU04429	0.903	0.825	0.822	0.857	0.737	0.756	-0.078	-0.081	-0.12	-0.101
NCU04430	1	0.822	0.851	0.965	0.704	0.775	-0.178	-0.149	-0.26	-0.19
NCU04431	0.983	0.79	0.774	0.936	0.695	0.728	-0.193	-0.209	-0.241	-0.208
NCU04432	0.912	0.84	NA	0.879	0.782	NA	-0.072	NA	-0.098	NA
NCU04433	0.818	0.899	0.876	0.757	0.795	0.785	0.081	0.058	0.038	0.027
NCU04435	1	0.892	0.838	0.927	0.839	NA	-0.108	-0.162	-0.088	NA
NCU04436	0.956	0.827	0.898	0.861	0.74	0.848	-0.129	-0.058	-0.121	-0.013
NCU04437	0.983	0.844	NA	0.889	0.763	NA	-0.139	NA	-0.126	NA
NCU04438	0.909	0.94	NA	0.867	0.833	NA	0.031	NA	-0.034	NA
NCU04439	0.983	0.828	NA	0.914	0.782	NA	-0.155	NA	-0.132	NA
NCU04440	0.931	0.757	NA	0.895	0.74	NA	-0.173	NA	-0.155	NA
NCU04442	1	0.886	NA	0.939	0.876	NA	-0.114	NA	-0.063	NA
NCU04443	0.957	0.841	NA	0.911	0.83	NA	-0.117	NA	-0.081	NA
NCU04444	0.928	0.974	0.918	0.871	0.902	0.809	0.046	-0.011	0.032	-0.062
NCU04445	0.992	0.769	NA	0.878	0.756	NA	-0.223	NA	-0.121	NA
NCU04446	0.983	0.992	NA	0.882	0.954	NA	0.009	NA	0.072	NA
NCU04447	0.939	0.892	NA	0.95	0.825	NA	-0.046	NA	-0.124	NA
NCU04448	0.896	0.795	0.821	0.826	0.771	0.768	-0.101	-0.075	-0.055	-0.058
NCU04449	0.911	0.889	NA	0.873	0.846	NA	-0.022	NA	-0.028	NA
NCU04450	0.75	0.845	0.872	0.682	0.796	0.822	0.096	0.123	0.114	0.14
NCU04451	0.903	0.788	NA	0.862	0.757	NA	-0.116	NA	-0.105	NA
NCU04452	0.983	0.832	0.866	0.918	0.734	0.791	-0.151	-0.117	-0.184	-0.127
NCU04453	0.974	0.702	0.778	0.891	0.688	0.687	-0.272	-0.196	-0.203	-0.204
NCU04454	0.801	0.948	0.766	0.754	0.871	NA	0.146	-0.035	0.117	NA
NCU04455	0.832	0.838	NA	0.754	0.711	NA	0.006	NA	-0.044	NA
NCU04456	0.899	0.788	0.822	0.826	0.744	0.701	-0.111	-0.077	-0.082	-0.125
NCU04457	0.859	0.94	0.706	0.802	0.748	0.636	0.081	-0.153	-0.054	-0.166
NCU04459	0.975	0.788	0.793	0.914	0.694	0.746	-0.187	-0.182	-0.219	-0.167
NCU04460	0.931	0.821	0.728	0.89	0.791	0.712	-0.11	-0.203	-0.099	-0.178
NCU04461	0.915	0.792	0.821	0.809	0.804	0.711	-0.123	-0.094	-0.004	-0.098
NCU04462	0.911	0.925	NA	0.815	0.871	NA	0.013	NA	0.057	NA
NCU04463	0.94	0.778	0.743	0.942	0.777	0.738	-0.162	-0.197	-0.165	-0.204
NCU04464	0.931	NA	NA	0.839	NA	NA	NA	NA	NA	NA
NCU04465	0.903	0.872	0.788	0.812	0.831	0.813	-0.031	-0.116	0.019	0
NCU04466	0.975	0.767	0.751	0.922	0.696	0.669	-0.208	-0.224	-0.225	-0.253
NCU04467	1	0.793	0.827	0.955	0.778	0.769	-0.207	-0.173	-0.177	-0.185
NCU04468	0.956	0.825	0.992	0.847	0.812	0.844	-0.131	0.036	-0.035	-0.002
NCU04469	0.975	0.859	0.855	0.874	0.802	0.781	-0.116	-0.12	-0.072	-0.093
NCU04470	0.909	0.915	NA	0.874	0.851	NA	0.005	NA	-0.023	NA
NCU04471	0.867	0.755	0.788	0.856	0.738	0.649	-0.112	-0.08	-0.118	-0.206
NCU04472	0.907	0.788	0.788	0.83	0.72	0.756	-0.12	-0.12	-0.109	-0.074
NCU04473	0.975	0.675	0.84	0.87	0.626	0.759	-0.299	-0.134	-0.245	-0.111
NCU04474	0.94	0.8	NA	0.861	0.764	NA	-0.14	NA	-0.097	NA
NCU04475	0.842	0.818	0.909	0.785	0.708	0.788	-0.024	0.067	-0.078	0.002
NCU04476	0.918	0.824	NA	0.824	0.778	NA	-0.093	NA	-0.046	NA
NCU04477	0.827	0.818	NA	0.79	0.796	NA	-0.009	NA	0.007	NA
NCU04478	0.907	0.827	NA	0.847	0.805	NA	-0.08	NA	-0.042	NA
NCU04479	0.912	0.868	NA	0.92	0.738	NA	-0.043	NA	-0.182	NA
NCU04480	0.975	0.866	0.788	0.929	0.811	0.695	-0.108	-0.187	-0.118	-0.235
NCU04481	0.974	0.983	0.869	0.883	0.84	0.753	0.009	-0.106	-0.043	-0.131
NCU04482	1	0.92	0.794	0.888	0.897	0.754	-0.08	-0.206	0.009	-0.134
NCU04483	0.975	0.898	NA	0.892	0.778	NA	-0.077	NA	-0.113	NA
NCU04484	1	0.805	NA	0.925	0.759	NA	-0.195	NA	-0.166	NA
NCU04485	0.975	0.886	NA	0.934	0.811	NA	-0.089	NA	-0.123	NA
NCU04486	0.974	0.829	0.907	0.878	0.767	0.811	-0.145	-0.067	-0.111	-0.067
NCU04487	0.842	0.836	NA	0.824	0.74	NA	-0.006	NA	-0.084	NA
NCU04488	0.992	0.784	NA	0.888	0.695	NA	-0.207	NA	-0.194	NA
NCU04490	0.838	0.974	0.836	0.785	0.878	0.722	0.137	-0.001	0.094	-0.063
NCU04491	1	0.845	0.822	0.888	0.764	0.788	-0.155	-0.178	-0.123	-0.099
NCU04492	0.802	0.867	NA	0.745	0.825	NA	0.066	NA	0.08	NA
NCU04493	0.992	0.75	0.774	0.99	0.699	0.672	-0.242	-0.218	-0.291	-0.319
NCU04494	0.903	0.899	NA	0.863	0.846	NA	-0.005	NA	-0.017	NA
NCU04495	0.898	0.793	0.77	0.874	0.803	0.751	-0.105	-0.128	-0.071	-0.123
NCU04496	1	0.756	0.903	0.97	0.742	0.797	-0.244	-0.097	-0.229	-0.173
NCU04497	0.839	0.884	0.769	0.853	0.788	0.673	0.045	-0.07	-0.065	-0.18
NCU04498	0.818	0.841	0.896	0.76	0.762	0.833	0.023	0.078	0.002	0.073
NCU04499	1	0.724	0.889	0.884	0.714	0.835	-0.276	-0.111	-0.17	-0.05
NCU04500	0.92	0.751	NA	0.884	0.672	NA	-0.169	NA	-0.213	NA
NCU04501	0.929	NA	NA	0.895	NA	NA	NA	NA	NA	NA
NCU04502	1	0.844	NA	0.974	0.739	NA	-0.156	NA	-0.235	NA
NCU04503	0.983	0.821	NA	0.934	0.809	NA	-0.162	NA	-0.125	NA
NCU04504	0.94	0.974	NA	0.915	0.879	NA	0.034	NA	-0.036	NA
NCU04505	0.992	0.892	0.797	0.958	0.782	0.768	-0.099	-0.194	-0.176	-0.19
NCU04506	0.827	0.975	0.832	0.742	0.905	0.817	0.148	0.005	0.163	0.076
NCU04507	0.975	0.756	0.778	0.805	0.735	0.712	-0.218	-0.196	-0.07	-0.093
NCU04508	0.974	0.868	NA	0.951	0.763	NA	-0.106	NA	-0.188	NA
NCU04509	0.859	0.94	0.818	0.829	0.88	0.772	0.081	-0.041	0.051	-0.057
NCU04510	0.761	0.975	0.907	0.695	0.933	NA	0.214	0.147	0.238	NA
NCU04511	0.975	0.791	0.702	0.909	0.7	0.646	-0.184	-0.272	-0.209	-0.263
NCU04512	0.992	0.767	0.814	0.888	0.702	NA	-0.225	-0.178	-0.186	NA
NCU04513	0.931	0.828	0.706	0.917	0.781	0.707	-0.102	-0.225	-0.136	-0.21
NCU04514	0.827	0.923	0.714	0.737	0.877	0.697	0.095	-0.113	0.14	-0.04
NCU04515	0.931	0.863	NA	0.892	0.868	NA	-0.067	NA	-0.024	NA
NCU04516	0.983	0.75	0.939	0.89	0.645	0.875	-0.233	-0.044	-0.244	-0.015
NCU04518	1	0.77	0.765	0.928	0.78	0.719	-0.23	-0.235	-0.147	-0.209
NCU04519	0.903	0.773	0.766	0.88	0.712	0.731	-0.13	-0.137	-0.168	-0.149
NCU04520	0.992	0.822	0.939	0.903	0.755	0.93	-0.17	-0.053	-0.148	0.027
NCU04521	0.975	0.886	0.805	0.924	0.788	0.71	-0.089	-0.169	-0.136	-0.214
NCU04522	1	0.912	1	0.919	0.901	0.869	-0.088	0	-0.018	-0.05
NCU04523	0.824	0.915	0.795	0.835	0.832	0.701	0.09	-0.029	-0.003	-0.134
NCU04524	0.884	0.795	NA	0.819	0.739	NA	-0.089	NA	-0.08	NA
NCU04525	0.94	0.939	0.88	0.838	0.828	0.817	-0.001	-0.06	-0.01	-0.021
NCU04526	1	0.879	0.74	0.935	0.796	0.718	-0.121	-0.26	-0.139	-0.218
NCU04528	0.975	0.801	NA	0.919	0.721	NA	-0.173	NA	-0.198	NA
NCU04529	0.94	0.747	NA	0.821	NA	NA	-0.193	NA	NA	NA
NCU04531	0.868	0.866	0.708	0.816	0.822	0.684	-0.002	-0.16	0.006	-0.132
NCU04532	0.929	0.956	NA	0.845	0.832	NA	0.027	NA	-0.013	NA
NCU04533	0.948	0.754	NA	0.879	0.735	NA	-0.194	NA	-0.145	NA
