# scores_kozak_Sc.txt
# Scores of ATG context against Kozak sequence, Scerevisiae S288C
# Kozak sequence derived from 330 highest-translated genes by RPF
#
# Gene: Sc systematic gene name
# aATG.scorekn: score of annotated ATG against narrow Kozak sequence (NNNNATG)
# d1.scorekn: score of 1st downstream ATG agains narrow
# xx.scorekw: analogous scores against wide Kozak sequence (NNNNNNNNNNATG)
#
# Edward Wallace, June 2018
Gene	aATG.scorekn	d1.scorekn	u1.scorekn	aATG.scorekw	d1.scorekw	u1.scorekw	d1vsan	u1vsan	d1vsaw	u1vsaw
YHR168W	0.876	0.886	NA	0.782	0.768	NA	0.011	NA	-0.014	NA
YHR169W	0.94	0.982	NA	0.881	0.869	NA	0.042	NA	-0.012	NA
YHR170W	0.88	0.982	NA	0.816	0.882	NA	0.102	NA	0.065	NA
YHR171W	0.959	0.839	NA	0.913	0.762	NA	-0.12	NA	-0.151	NA
YHR172W	1	0.765	NA	0.855	0.752	NA	-0.235	NA	-0.103	NA
YHR173C	0.886	0.822	NA	0.836	0.788	NA	-0.064	NA	-0.049	NA
YHR174W	0.964	0.86	NA	0.931	0.792	NA	-0.104	NA	-0.138	NA
YHR175W-A	0.923	0.79	NA	0.836	0.793	NA	-0.132	NA	-0.043	NA
YHR175W	0.813	0.764	NA	0.828	NA	NA	-0.05	NA	NA	NA
YHR176W	0.806	0.728	NA	0.762	0.72	NA	-0.078	NA	-0.042	NA
YHR177W	0.921	NA	NA	0.842	NA	NA	NA	NA	NA	NA
YHR178W	0.807	0.764	NA	0.817	NA	NA	-0.043	NA	NA	NA
YHR179W	0.886	0.964	NA	0.843	0.887	NA	0.077	NA	0.043	NA
YHR180C-B	0.923	0.902	NA	0.816	0.89	NA	-0.021	NA	0.074	NA
YHR180W-A	0.776	0.86	NA	0.76	0.789	NA	0.084	NA	0.03	NA
YHR180W	0.838	0.86	NA	0.783	NA	NA	0.022	NA	NA	NA
YHR181W	0.911	0.754	NA	0.858	0.743	NA	-0.157	NA	-0.115	NA
YHR182C-A	0.897	0.958	NA	0.801	0.846	NA	0.061	NA	0.045	NA
YHR182W	0.839	0.782	NA	0.738	0.79	NA	-0.057	NA	0.052	NA
YHR183W	0.959	0.83	NA	0.892	0.77	NA	-0.128	NA	-0.123	NA
YHR184W	0.964	0.831	NA	0.859	0.76	NA	-0.133	NA	-0.098	NA
YHR185C	0.919	0.959	NA	0.866	0.88	NA	0.039	NA	0.014	NA
YHR186C	0.946	0.786	NA	0.922	0.689	NA	-0.16	NA	-0.233	NA
YHR187W	0.923	0.86	NA	0.899	0.832	NA	-0.063	NA	-0.067	NA
YHR188C	0.845	0.754	NA	0.815	0.653	NA	-0.091	NA	-0.162	NA
YHR189W	0.881	0.807	NA	0.81	0.69	NA	-0.074	NA	-0.12	NA
YHR190W	0.946	0.878	NA	0.888	0.792	NA	-0.068	NA	-0.096	NA
YHR191C	0.921	0.843	NA	0.819	0.779	NA	-0.079	NA	-0.04	NA
YHR192W	0.938	0.807	NA	0.897	0.75	NA	-0.131	NA	-0.147	NA
YHR193C-A	0.881	0.861	NA	0.78	NA	NA	-0.02	NA	NA	NA
YHR193C	0.886	0.786	NA	0.871	0.766	NA	-0.1	NA	-0.105	NA
YHR194W	0.804	0.797	0.822	0.747	0.729	0.742	-0.007	0.018	-0.018	-0.005
YHR195W	0.869	0.817	NA	0.863	0.817	NA	-0.051	NA	-0.046	NA
YHR196W	0.946	0.72	NA	0.834	0.68	NA	-0.225	NA	-0.154	NA
YHR197W	0.791	0.824	NA	0.803	0.735	NA	0.033	NA	-0.068	NA
YHR198C	0.777	0.92	NA	0.725	0.779	NA	0.143	NA	0.055	NA
YHR199C-A	0.881	0.773	NA	0.79	0.761	NA	-0.108	NA	-0.029	NA
YHR199C	0.947	0.797	NA	0.872	0.746	NA	-0.151	NA	-0.127	NA
YHR200W	0.946	0.883	NA	0.857	0.822	NA	-0.063	NA	-0.035	NA
YHR201C	0.958	0.922	NA	0.858	0.844	NA	-0.036	NA	-0.015	NA
YHR202W	0.959	0.862	NA	0.881	0.736	NA	-0.097	NA	-0.146	NA
YHR203C	0.958	0.859	NA	0.863	0.823	NA	-0.099	NA	-0.04	NA
YHR204W	0.88	0.717	NA	0.785	0.68	NA	-0.163	NA	-0.105	NA
YHR205W	0.92	NA	NA	0.917	NA	NA	NA	NA	NA	NA
YHR206W	0.884	0.859	NA	0.834	0.792	NA	-0.025	NA	-0.041	NA
YHR207C	1	0.946	NA	0.87	0.824	NA	-0.054	NA	-0.046	NA
YHR208W	0.947	0.802	NA	0.905	0.69	NA	-0.146	NA	-0.216	NA
YHR209W	0.903	0.77	NA	0.874	0.742	NA	-0.133	NA	-0.132	NA
YHR210C	0.886	0.861	NA	0.887	0.723	NA	-0.026	NA	-0.164	NA
YHR211W	1	0.848	NA	0.96	0.77	NA	-0.152	NA	-0.19	NA
YHR212C	0.896	0.815	NA	0.831	0.822	NA	-0.081	NA	-0.009	NA
YHR212W-A	0.937	0.815	NA	0.845	0.708	NA	-0.122	NA	-0.136	NA
YHR213W-A	0.896	0.782	NA	0.801	0.777	NA	-0.114	NA	-0.024	NA
YHR213W-B	0.839	0.675	NA	0.784	0.645	NA	-0.164	NA	-0.139	NA
YHR213W	0.937	0.729	NA	0.865	0.667	NA	-0.209	NA	-0.198	NA
YHR214C-D	0.844	0.781	NA	0.763	0.748	NA	-0.063	NA	-0.016	NA
YHR214C-E	0.788	0.807	NA	0.738	0.728	NA	0.018	NA	-0.01	NA
YHR214W-A	0.764	0.763	NA	0.741	0.717	NA	-0.001	NA	-0.024	NA
YHR214W	0.896	0.852	NA	0.918	0.775	NA	-0.044	NA	-0.143	NA
YHR215W	0.857	0.77	NA	0.841	0.711	NA	-0.086	NA	-0.13	NA
YHR216W	0.901	0.755	NA	0.857	0.743	NA	-0.147	NA	-0.114	NA
YHR217C	0.804	0.851	NA	0.77	0.825	NA	0.046	NA	0.055	NA
YHR218W-A	0.827	0.806	NA	0.726	0.787	NA	-0.021	NA	0.061	NA
YHR218W	0.86	0.83	NA	0.79	0.75	NA	-0.03	NA	-0.04	NA
YHR219C-A	0.729	NA	NA	0.729	NA	NA	NA	NA	NA	NA
YHR219W	0.745	0.851	NA	0.647	0.792	NA	0.106	NA	0.145	NA
YIL001W	0.786	0.848	NA	0.703	0.815	NA	0.062	NA	0.112	NA
YIL002C	0.923	0.807	NA	0.852	0.771	NA	-0.116	NA	-0.081	NA
YIL002W-A	0.897	0.881	NA	0.798	0.817	NA	-0.016	NA	0.019	NA
YIL003W	0.869	0.841	0.84	0.867	0.767	0.818	-0.027	-0.028	-0.1	-0.049
YIL004C	0.851	0.738	NA	0.738	0.616	NA	-0.114	NA	-0.122	NA
YIL005W	0.849	0.923	NA	0.743	NA	NA	0.074	NA	NA	NA
YIL006W	0.946	0.834	NA	0.847	0.768	NA	-0.112	NA	-0.079	NA
YIL007C	0.923	0.779	NA	0.875	0.712	NA	-0.143	NA	-0.163	NA
YIL008W	0.799	0.788	NA	0.812	0.679	NA	-0.011	NA	-0.133	NA
YIL009C-A	0.964	0.911	0.886	0.915	0.85	0.861	-0.053	-0.077	-0.066	-0.054
YIL009W	0.848	0.779	NA	0.778	0.769	NA	-0.069	NA	-0.008	NA
YIL010W	0.88	0.921	0.746	0.816	0.861	0.699	0.041	-0.134	0.044	-0.118
YIL011W	0.964	0.92	NA	0.902	0.811	NA	-0.044	NA	-0.091	NA
YIL012W	0.754	0.917	NA	0.741	0.851	NA	0.163	NA	0.11	NA
YIL013C	0.695	0.765	NA	0.622	0.702	NA	0.07	NA	0.08	NA
YIL014C-A	0.937	0.844	NA	0.881	0.745	NA	-0.094	NA	-0.136	NA
YIL014W	0.869	0.841	0.799	0.784	0.756	0.733	-0.028	-0.069	-0.028	-0.052
YIL015W	0.923	0.922	NA	0.774	0.897	NA	-0	NA	0.123	NA
YIL016W	0.883	0.883	NA	0.792	0.799	NA	0	NA	0.007	NA
YIL017C	0.884	0.807	NA	0.825	0.776	NA	-0.077	NA	-0.049	NA
YIL018W	0.964	0.824	NA	0.892	0.763	NA	-0.139	NA	-0.128	NA
YIL019W	0.958	0.788	0.893	0.896	0.76	0.812	-0.17	-0.066	-0.137	-0.085
YIL020C-A	0.818	0.946	NA	0.771	0.911	NA	0.128	NA	0.14	NA
YIL020C	1	0.946	NA	0.933	0.813	NA	-0.054	NA	-0.12	NA
YIL021C-A	0.779	0.768	NA	0.762	0.724	NA	-0.011	NA	-0.038	NA
YIL021W	1	0.815	NA	0.93	0.801	NA	-0.185	NA	-0.129	NA
YIL022W	0.718	0.859	NA	0.702	0.839	NA	0.141	NA	0.137	NA
YIL023C	0.869	0.763	NA	0.839	0.656	NA	-0.106	NA	-0.183	NA
YIL024C	0.958	0.824	NA	0.868	0.767	NA	-0.134	NA	-0.1	NA
YIL025C	0.745	0.839	NA	0.697	0.787	NA	0.094	NA	0.09	NA
YIL026C	0.906	0.881	NA	0.814	0.822	NA	-0.025	NA	0.009	NA
YIL027C	0.896	0.839	NA	0.851	0.781	NA	-0.057	NA	-0.07	NA
YIL028W	0.906	0.845	NA	0.814	NA	NA	-0.062	NA	NA	NA
YIL029C	0.964	0.923	NA	0.944	0.847	NA	-0.041	NA	-0.097	NA
YIL029W-A	0.851	0.896	NA	0.806	0.803	NA	0.045	NA	-0.003	NA
YIL030C	0.849	0.764	NA	0.782	0.773	NA	-0.085	NA	-0.009	NA
YIL030W-A	0.806	NA	NA	0.733	NA	NA	NA	NA	NA	NA
YIL031W	0.822	0.964	NA	0.741	0.889	NA	0.141	NA	0.148	NA
YIL032C	0.884	0.684	NA	0.838	0.75	NA	-0.2	NA	-0.087	NA
YIL033C	0.922	0.798	NA	0.897	0.74	NA	-0.124	NA	-0.157	NA
YIL034C	0.883	0.774	NA	0.812	0.729	NA	-0.109	NA	-0.082	NA
YIL035C	0.902	0.896	NA	0.782	NA	NA	-0.005	NA	NA	NA
YIL036W	0.886	0.806	NA	0.771	0.711	NA	-0.08	NA	-0.06	NA
YIL037C	0.958	0.964	NA	0.876	NA	NA	0.005	NA	NA	NA
YIL038C	0.867	0.885	NA	0.773	0.843	NA	0.018	NA	0.07	NA
YIL039W	0.94	0.718	NA	0.854	0.728	NA	-0.223	NA	-0.125	NA
YIL040W	1	0.946	NA	0.91	0.889	NA	-0.054	NA	-0.021	NA
YIL041W	0.848	0.807	NA	0.827	0.726	NA	-0.041	NA	-0.101	NA
YIL042C	0.818	0.824	NA	0.736	0.737	NA	0.006	NA	0.001	NA
YIL043C	0.881	0.806	NA	0.827	0.745	NA	-0.075	NA	-0.082	NA
YIL044C	0.86	0.843	NA	0.829	0.785	NA	-0.017	NA	-0.044	NA
YIL045W	0.734	0.815	NA	0.719	0.823	NA	0.081	NA	0.104	NA
YIL046W-A	0.849	NA	NA	0.793	NA	NA	NA	NA	NA	NA
YIL046W	0.729	0.88	NA	0.668	0.774	NA	0.151	NA	0.106	NA
YIL047C-A	0.923	0.87	NA	0.859	NA	NA	-0.053	NA	NA	NA
YIL047C	0.81	0.841	NA	0.77	0.776	NA	0.03	NA	0.006	NA
YIL048W	0.893	0.896	NA	0.821	0.853	NA	0.003	NA	0.032	NA
YIL049W	0.815	0.765	NA	0.749	0.736	NA	-0.05	NA	-0.013	NA
YIL050W	0.938	0.893	NA	0.88	0.773	NA	-0.045	NA	-0.108	NA
YIL051C	0.964	0.839	NA	0.913	0.753	NA	-0.124	NA	-0.161	NA
YIL052C	1	0.833	NA	0.91	0.737	NA	-0.167	NA	-0.173	NA
YIL053W	0.883	0.765	0.798	0.837	0.686	0.736	-0.118	-0.085	-0.151	-0.101
YIL054W	0.765	0.768	NA	0.749	0.68	NA	0.003	NA	-0.069	NA
YIL055C	0.923	0.852	NA	0.837	0.747	NA	-0.071	NA	-0.09	NA
YIL056W	0.831	0.781	NA	0.798	0.737	NA	-0.05	NA	-0.061	NA
YIL057C	0.921	0.917	NA	0.914	0.762	NA	-0.004	NA	-0.152	NA
YIL058W	0.795	NA	NA	0.72	NA	NA	NA	NA	NA	NA
YIL059C	0.893	0.762	NA	0.827	0.707	NA	-0.131	NA	-0.121	NA
YIL060W	0.959	NA	NA	0.941	NA	NA	NA	NA	NA	NA
YIL061C	0.788	0.813	NA	0.763	0.754	NA	0.025	NA	-0.009	NA
YIL062C	0.901	0.806	NA	0.814	0.778	NA	-0.095	NA	-0.036	NA
YIL063C	0.791	0.857	NA	0.738	0.767	NA	0.065	NA	0.028	NA
YIL064W	0.718	0.806	NA	0.68	0.847	NA	0.089	NA	0.167	NA
YIL065C	0.859	0.762	NA	0.82	0.764	NA	-0.098	NA	-0.056	NA
YIL066C	0.893	0.806	NA	0.811	0.759	NA	-0.087	NA	-0.052	NA
YIL066W-A	1	0.764	NA	0.959	0.754	NA	-0.236	NA	-0.205	NA
YIL067C	0.764	0.765	NA	0.752	0.677	NA	0.001	NA	-0.076	NA
YIL068C	0.917	0.861	NA	0.844	0.817	NA	-0.057	NA	-0.027	NA
YIL068W-A	0.861	0.781	NA	0.849	NA	NA	-0.079	NA	NA	NA
YIL069C	1	0.779	0.86	0.956	0.783	0.783	-0.221	-0.14	-0.174	-0.173
YIL070C	0.964	0.896	NA	0.939	0.837	NA	-0.068	NA	-0.102	NA
YIL071C	0.804	0.754	NA	0.809	NA	NA	-0.05	NA	NA	NA
YIL071W-A	0.964	0.807	NA	0.931	0.74	NA	-0.156	NA	-0.191	NA
YIL072W	0.902	0.964	NA	0.789	0.825	NA	0.062	NA	0.037	NA
YIL073C	0.807	0.839	NA	0.802	0.715	NA	0.033	NA	-0.087	NA
YIL074C	0.906	0.807	NA	0.795	0.751	NA	-0.099	NA	-0.044	NA
YIL075C	0.958	0.831	NA	0.871	0.789	NA	-0.127	NA	-0.082	NA
YIL076W	0.911	0.86	NA	0.907	0.773	NA	-0.051	NA	-0.134	NA
YIL077C	0.782	0.92	NA	0.742	0.819	NA	0.138	NA	0.078	NA
YIL078W	0.818	0.901	NA	0.839	0.834	NA	0.083	NA	-0.006	NA
YIL079C	0.861	0.734	0.799	0.836	0.692	0.785	-0.126	-0.062	-0.144	-0.051
YIL082W	0.841	0.768	NA	0.786	NA	NA	-0.073	NA	NA	NA
YIL083C	0.901	0.849	0.845	0.856	0.832	0.781	-0.053	-0.056	-0.025	-0.075
YIL084C	0.806	0.886	NA	0.768	0.832	NA	0.08	NA	0.064	NA
YIL085C	0.827	0.858	0.802	0.783	0.864	0.786	0.03	-0.026	0.081	0.003
YIL086C	0.752	0.804	NA	0.743	0.791	NA	0.052	NA	0.048	NA
YIL087C	0.937	0.845	0.885	0.882	0.765	0.807	-0.093	-0.053	-0.117	-0.075
YIL088C	0.797	0.86	NA	0.768	0.849	NA	0.063	NA	0.081	NA
YIL089W	0.781	0.923	NA	0.795	0.876	NA	0.141	NA	0.081	NA
YIL090W	0.922	0.777	NA	0.86	0.769	NA	-0.145	NA	-0.091	NA
YIL091C	0.86	0.921	NA	0.838	0.834	NA	0.061	NA	-0.004	NA
YIL092W	0.83	0.815	NA	0.768	NA	NA	-0.014	NA	NA	NA
YIL093C	0.937	0.893	NA	0.848	0.864	NA	-0.045	NA	0.016	NA
YIL094C	0.958	0.797	NA	0.888	0.679	NA	-0.162	NA	-0.208	NA
YIL095W	0.964	0.726	NA	0.914	0.73	NA	-0.238	NA	-0.184	NA
YIL096C	0.848	0.947	NA	0.873	0.886	NA	0.099	NA	0.013	NA
YIL097W	0.849	0.807	NA	0.805	0.814	NA	-0.042	NA	0.009	NA
YIL098C	0.86	0.938	NA	0.744	0.849	NA	0.078	NA	0.105	NA
YIL099W	0.982	0.958	NA	0.858	0.914	NA	-0.023	NA	0.056	NA
YIL100C-A	0.745	0.822	NA	0.753	0.817	NA	0.077	NA	0.063	NA
YIL100W	0.744	0.822	NA	0.754	0.783	NA	0.079	NA	0.029	NA
YIL101C	0.929	0.774	NA	0.842	0.791	NA	-0.155	NA	-0.051	NA
YIL102C-A	0.754	0.861	1	0.672	0.825	0.909	0.107	0.246	0.153	0.237
YIL102C	0.802	0.878	NA	0.764	0.833	NA	0.076	NA	0.069	NA
YIL103W	0.883	0.964	0.763	0.821	0.923	0.72	0.081	-0.12	0.101	-0.102
YIL104C	0.923	0.862	NA	0.862	0.859	NA	-0.061	NA	-0.003	NA
YIL105C	1	0.946	NA	0.96	0.918	NA	-0.054	NA	-0.042	NA
YIL105W-A	0.824	0.885	NA	0.757	NA	NA	0.061	NA	NA	NA
YIL106W	0.754	0.779	NA	0.753	0.782	NA	0.025	NA	0.03	NA
YIL107C	0.726	0.893	NA	0.772	0.807	NA	0.166	NA	0.035	NA
YIL108W	0.884	0.923	NA	0.878	0.813	NA	0.038	NA	-0.064	NA
YIL109C	0.982	0.841	NA	0.872	0.769	NA	-0.141	NA	-0.103	NA
YIL110W	0.938	0.815	NA	0.868	0.789	NA	-0.123	NA	-0.079	NA
YIL111W	0.958	0.958	0.946	0.877	0.802	0.9	0	-0.013	-0.075	0.022
YIL112W	0.92	0.805	NA	0.862	NA	NA	-0.115	NA	NA	NA
YIL113W	0.72	0.754	NA	0.757	0.717	NA	0.033	NA	-0.04	NA
YIL114C	0.881	0.896	NA	0.848	0.855	NA	0.015	NA	0.007	NA
YIL115C	0.906	0.88	NA	0.854	0.797	NA	-0.027	NA	-0.056	NA
YIL115W-A	0.745	0.802	NA	0.679	0.797	NA	0.057	NA	0.118	NA
YIL116W	0.884	0.896	NA	0.882	0.8	NA	0.012	NA	-0.082	NA
YIL117C	0.921	0.937	NA	0.873	0.829	NA	0.016	NA	-0.044	NA
YIL118W	0.947	0.745	NA	0.864	0.686	NA	-0.203	NA	-0.177	NA
YIL119C	0.959	0.838	NA	0.914	0.764	NA	-0.12	NA	-0.15	NA
YIL120W	0.911	0.86	NA	0.888	0.83	NA	-0.051	NA	-0.058	NA
YIL121W	0.922	0.923	NA	0.853	0.82	NA	0	NA	-0.033	NA
YIL122W	0.861	0.857	NA	0.785	0.791	NA	-0.004	NA	0.005	NA
YIL123W	0.937	0.686	0.807	0.86	0.659	0.738	-0.251	-0.13	-0.201	-0.122
YIL124W	0.782	0.798	NA	0.78	0.729	NA	0.016	NA	-0.052	NA
YIL125W	0.821	1	NA	0.786	0.932	NA	0.179	NA	0.146	NA
YIL126W	0.737	0.729	NA	0.697	0.706	NA	-0.008	NA	0.008	NA
YIL127C	0.982	0.77	NA	0.893	0.715	NA	-0.211	NA	-0.178	NA
YIL128W	0.923	0.768	NA	0.754	0.688	NA	-0.155	NA	-0.066	NA
YIL129C	0.982	0.862	NA	0.928	0.802	NA	-0.12	NA	-0.126	NA
YIL130W	0.821	0.818	NA	0.769	0.758	NA	-0.003	NA	-0.011	NA
YIL131C	0.884	0.77	NA	0.847	0.652	NA	-0.114	NA	-0.195	NA
YIL132C	0.88	0.861	NA	0.752	NA	NA	-0.019	NA	NA	NA
YIL133C	0.923	0.806	NA	0.864	0.729	NA	-0.116	NA	-0.135	NA
YIL134C-A	0.884	0.774	NA	0.814	0.771	NA	-0.11	NA	-0.043	NA
YIL134W	0.897	0.786	NA	0.826	0.668	NA	-0.111	NA	-0.159	NA
YIL135C	0.958	0.781	NA	0.885	0.779	NA	-0.177	NA	-0.107	NA
YIL136W	0.88	0.893	NA	0.799	0.794	NA	0.013	NA	-0.005	NA
YIL137C	0.893	0.884	NA	0.867	0.821	NA	-0.009	NA	-0.046	NA
YIL138C	0.982	0.849	NA	0.912	0.79	NA	-0.133	NA	-0.121	NA
YIL139C	0.768	0.843	NA	0.665	0.811	NA	0.075	NA	0.146	NA
YIL140W	0.87	0.777	NA	0.824	0.678	NA	-0.093	NA	-0.147	NA
YIL141W	0.795	0.921	NA	0.732	0.822	NA	0.127	NA	0.09	NA
YIL142C-A	0.815	0.87	NA	0.758	0.772	NA	0.055	NA	0.013	NA
YIL142W	0.862	0.817	NA	0.85	0.784	NA	-0.044	NA	-0.066	NA
YIL143C	0.911	0.876	NA	0.895	0.795	NA	-0.035	NA	-0.1	NA
YIL144W	0.884	0.929	NA	0.781	0.867	NA	0.045	NA	0.086	NA
YIL145C	0.806	0.807	NA	0.802	0.756	NA	0	NA	-0.046	NA
YIL146C	0.831	0.869	NA	0.785	0.833	NA	0.038	NA	0.049	NA
YIL147C	0.893	0.745	NA	0.884	0.715	NA	-0.148	NA	-0.169	NA
YIL148W	0.947	0.886	NA	0.884	0.863	NA	-0.061	NA	-0.022	NA
YIL149C	0.824	0.843	NA	0.81	0.764	NA	0.019	NA	-0.046	NA
YIL150C	0.937	0.805	NA	0.812	NA	NA	-0.132	NA	NA	NA
YIL151C	0.897	0.838	NA	0.83	0.725	NA	-0.059	NA	-0.105	NA
YIL152W	0.815	0.929	NA	0.736	0.855	NA	0.114	NA	0.119	NA
YIL153W	0.937	0.83	NA	0.831	0.744	NA	-0.107	NA	-0.087	NA
YIL154C	0.883	0.774	NA	0.851	0.711	NA	-0.109	NA	-0.14	NA
YIL155C	0.822	0.807	NA	0.759	0.732	NA	-0.015	NA	-0.027	NA
YIL156W-A	0.838	0.83	NA	0.749	0.826	NA	-0.009	NA	0.077	NA
YIL156W-B	0.896	0.824	NA	0.823	0.793	NA	-0.072	NA	-0.03	NA
YIL156W	0.843	0.845	NA	0.811	0.791	NA	0.002	NA	-0.02	NA
YIL157C	0.832	0.904	NA	0.785	0.882	NA	0.072	NA	0.098	NA
YIL158W	0.958	0.824	NA	0.906	0.795	NA	-0.135	NA	-0.111	NA
YIL159W	0.86	0.922	NA	0.842	0.863	NA	0.063	NA	0.021	NA
YIL160C	0.901	0.83	NA	0.88	0.717	NA	-0.071	NA	-0.163	NA
YIL161W	0.86	0.781	NA	0.769	0.772	NA	-0.079	NA	0.003	NA
YIL162W	0.881	0.848	NA	0.848	0.792	NA	-0.033	NA	-0.056	NA
YIL163C	0.781	0.875	NA	0.759	0.815	NA	0.094	NA	0.056	NA
YIL164C	0.946	0.79	NA	0.872	0.746	NA	-0.156	NA	-0.126	NA
YIL165C	0.818	0.718	NA	0.737	0.669	NA	-0.101	NA	-0.069	NA
YIL166C	0.786	0.709	NA	0.739	0.73	NA	-0.077	NA	-0.009	NA
YIL169C	0.896	0.774	NA	0.856	0.726	NA	-0.122	NA	-0.13	NA
YIL171W-A	0.717	0.959	NA	0.702	0.811	NA	0.242	NA	0.109	NA
YIL172C	0.923	0.922	NA	0.818	0.873	NA	-0	NA	0.055	NA
YIL173W	0.946	0.815	NA	0.895	0.736	NA	-0.13	NA	-0.158	NA
YIL176C	0.923	0.813	NA	0.913	0.805	NA	-0.109	NA	-0.108	NA
YIL177C	0.959	0.86	NA	0.944	0.79	NA	-0.099	NA	-0.154	NA
YIL177W-A	0.729	NA	NA	0.729	NA	NA	NA	NA	NA	NA
YIR001C	0.798	0.686	NA	0.772	0.672	NA	-0.112	NA	-0.1	NA
YIR002C	0.774	0.774	NA	0.733	0.711	NA	0	NA	-0.022	NA
YIR003W	0.923	0.838	0.87	0.849	0.735	0.826	-0.084	-0.053	-0.114	-0.023
YIR004W	0.876	0.838	NA	0.867	0.833	NA	-0.037	NA	-0.033	NA
YIR005W	0.964	0.911	NA	0.942	0.832	NA	-0.053	NA	-0.11	NA
YIR006C	0.861	0.729	NA	0.842	0.697	NA	-0.132	NA	-0.146	NA
YIR007W	0.79	0.958	NA	0.791	0.856	NA	0.169	NA	0.065	NA
YIR008C	0.893	0.857	NA	0.888	0.796	NA	-0.036	NA	-0.092	NA
YIR009W	0.901	0.83	NA	0.804	0.73	NA	-0.071	NA	-0.075	NA
YIR010W	0.802	0.738	NA	0.768	0.699	NA	-0.065	NA	-0.069	NA
YIR011C	0.884	0.881	NA	0.792	0.818	NA	-0.003	NA	0.026	NA
YIR012W	0.883	0.844	NA	0.846	0.781	NA	-0.039	NA	-0.065	NA
YIR013C	0.821	0.929	NA	0.748	0.813	NA	0.108	NA	0.066	NA
YIR014W	0.86	0.881	NA	0.793	0.807	NA	0.021	NA	0.014	NA
YIR015W	0.958	0.958	NA	0.895	0.822	NA	0	NA	-0.073	NA
YIR016W	0.824	0.729	NA	0.728	0.691	NA	-0.095	NA	-0.037	NA
YIR017C	0.92	0.719	NA	0.797	0.69	NA	-0.201	NA	-0.106	NA
YIR017W-A	0.726	0.83	NA	0.683	0.736	NA	0.103	NA	0.053	NA
YIR018C-A	0.897	0.859	NA	0.895	0.82	NA	-0.038	NA	-0.075	NA
YIR018W	0.849	0.923	NA	0.806	0.867	NA	0.074	NA	0.062	NA
YIR019C	0.884	0.77	NA	0.823	0.76	NA	-0.113	NA	-0.063	NA
YIR020C-B	0.937	0.807	NA	0.845	0.755	NA	-0.131	NA	-0.09	NA
YIR020C	0.921	0.795	NA	0.816	0.766	NA	-0.126	NA	-0.05	NA
YIR020W-A	0.86	NA	NA	0.788	NA	NA	NA	NA	NA	NA
YIR021W-A	0.964	0.884	NA	0.855	0.844	NA	-0.079	NA	-0.011	NA
YIR021W	0.958	0.729	NA	0.882	0.741	NA	-0.23	NA	-0.141	NA
YIR022W	0.94	0.79	NA	0.88	0.746	NA	-0.15	NA	-0.134	NA
YIR023C-A	0.795	0.729	NA	0.775	0.676	NA	-0.066	NA	-0.1	NA
YIR023W	0.852	0.886	NA	0.83	0.808	NA	0.034	NA	-0.022	NA
YIR024C	1	0.709	NA	0.892	NA	NA	-0.291	NA	NA	NA
YIR025W	0.901	0.807	NA	0.843	0.789	NA	-0.094	NA	-0.054	NA
YIR026C	0.881	0.86	NA	0.822	0.787	NA	-0.021	NA	-0.035	NA
YIR027C	0.958	0.848	NA	0.926	0.77	NA	-0.111	NA	-0.156	NA
YIR028W	0.844	0.964	NA	0.838	0.924	NA	0.12	NA	0.086	NA
YIR029W	1	0.774	NA	0.89	0.706	NA	-0.226	NA	-0.184	NA
YIR030C	0.922	0.77	NA	0.841	0.74	NA	-0.152	NA	-0.1	NA
YIR030W-A	0.938	0.824	NA	0.871	0.754	NA	-0.114	NA	-0.117	NA
YIR031C	0.964	0.958	NA	0.83	0.926	NA	-0.005	NA	0.096	NA
YIR032C	0.876	0.782	NA	0.829	0.718	NA	-0.094	NA	-0.111	NA
YIR033W	0.821	0.883	NA	0.804	0.804	NA	0.062	NA	-0	NA
YIR034C	1	0.822	NA	0.91	0.812	NA	-0.178	NA	-0.098	NA
YIR035C	0.947	0.686	NA	0.936	0.686	NA	-0.261	NA	-0.251	NA
YIR036C	0.798	0.845	NA	0.776	0.768	NA	0.047	NA	-0.008	NA
YIR036W-A	0.754	0.842	NA	0.722	0.771	NA	0.087	NA	0.049	NA
YIR037W	0.87	0.77	NA	0.835	0.755	NA	-0.099	NA	-0.08	NA
YIR038C	0.884	0.861	NA	0.804	0.818	NA	-0.023	NA	0.014	NA
YIR039C	0.92	0.806	NA	0.841	0.753	NA	-0.114	NA	-0.088	NA
YIR040C	0.768	0.818	NA	0.744	NA	NA	0.051	NA	NA	NA
YIR041W	0.923	0.902	NA	0.913	0.811	NA	-0.021	NA	-0.103	NA
YIR042C	0.902	0.885	NA	0.875	0.838	NA	-0.017	NA	-0.037	NA
YJL001W	0.906	0.805	NA	0.856	0.761	NA	-0.101	NA	-0.095	NA
YJL002C	1	0.754	NA	0.883	0.692	NA	-0.246	NA	-0.191	NA
YJL003W	0.866	0.745	NA	0.778	0.701	NA	-0.121	NA	-0.078	NA
YJL004C	0.906	0.796	NA	0.832	0.712	NA	-0.11	NA	-0.12	NA
YJL005W	0.919	0.795	NA	0.846	0.773	NA	-0.124	NA	-0.073	NA
YJL006C	0.834	0.893	NA	0.763	0.915	NA	0.058	NA	0.152	NA
YJL007C	0.923	0.824	NA	0.939	0.753	NA	-0.098	NA	-0.186	NA
YJL008C	0.911	0.738	NA	0.891	0.735	NA	-0.173	NA	-0.156	NA
