Sequence ID	Probability of presequence	Prediction	Cleavage site (processing enzyme)	Net charge	Positions for TOM20 recognition motif (deliminated by comma)	Position of amphypathic alpha-helix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
NCU04247 Ntermext	0.004	No mitochondrial presequence	54(MPP), 55(Icp55)	0.019	94-98	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04249 Ntermext	0.013	No mitochondrial presequence	84(MPP), 85(Icp55)	0.060		10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04251 Ntermext	0.000	No mitochondrial presequence	56(MPP)	-0.089		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04252 Ntermext	0.005	No mitochondrial presequence	63(MPP)	-0.016	17-21	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04254 Ntermext	0.000	No mitochondrial presequence	28(MPP), 29(Icp55)	-0.143		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04255 Ntermext	0.000	No mitochondrial presequence	35(MPP)	0.086		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04256 Ntermext	0.007	No mitochondrial presequence	26(MPP)	0.269		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04258 Ntermext	0.000	No mitochondrial presequence	63(MPP)	-0.032		9-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04259 Ntermext	0.000	No mitochondrial presequence	90(MPP), 98(Oct1)	0.089	35-39	10-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04260 Ntermext	0.000	No mitochondrial presequence	37(MPP)	0.081	9-13,95-99	1-13-high	-	-	-	-	-	-	-	-	-	-	-	-	9-14	-	
NCU04261 Ntermext	0.000	No mitochondrial presequence	20(MPP)	0.000		9-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04262 Ntermext	0.000	No mitochondrial presequence	8(MPP)	0.125	5-9	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04264 Ntermext	0.049	No mitochondrial presequence	18(MPP)	0.056	28-32	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04265 Ntermext	0.000	No mitochondrial presequence	43(MPP)	0.047		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04266 Ntermext	0.000	No mitochondrial presequence	13(MPP)	0.000		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04267 Ntermext	0.000	No mitochondrial presequence	54(MPP)	0.056	62-66,65-69,79-83	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04268 Ntermext	0.000	No mitochondrial presequence	65(MPP)	0.000		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04269 Ntermext	0.046	No mitochondrial presequence	33(MPP)	0.091		1-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04270 Ntermext	0.000	No mitochondrial presequence	36(MPP)	0.194		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04272 Ntermext	0.000	No mitochondrial presequence	30(MPP)	0.033	84-88	19-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04273 Ntermext	0.005	No mitochondrial presequence	36(MPP)	0.000		16-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04274 Ntermext	0.090	No mitochondrial presequence	47(MPP)	0.085		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04275 Ntermext	0.024	No mitochondrial presequence	22(MPP)	0.045	4-8,28-32	4-13-high	-	-	-	-	-	-	-	-	-	-	25-30	-	-	-	
NCU04276 Ntermext	0.994	Possessing mitochondrial presequence	13(MPP)	0.154	10-14,67-71	6-16-high	-	-	-	-	-	-	6-11	-	-	5-10	-	-	-	-	
NCU04277 Ntermext	0.000	No mitochondrial presequence	45(MPP)	-0.022	7-11,76-80	5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04278 Ntermext	0.000	No mitochondrial presequence	18(MPP)	0.000		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04279 Ntermext	0.003	No mitochondrial presequence	16(MPP)	0.125		21-30-low	-	-	-	-	-	-	25-30	-	-	-	-	-	-	-	
NCU04280 Ntermext	0.000	No mitochondrial presequence	71(MPP), 79(Oct1)	0.056	51-55	12-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04281 Ntermext	0.003	No mitochondrial presequence	48(MPP)	0.000	67-71	11-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04282 Ntermext	0.000	No mitochondrial presequence	56(MPP)	-0.018		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04283 Ntermext	0.658	Possessing mitochondrial presequence	25(MPP)	0.160	8-12	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04284 Ntermext	0.000	No mitochondrial presequence	57(MPP)	0.018	10-14	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04285 Ntermext	0.481	Possessing mitochondrial presequence	8(MPP)	0.250		19-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04286 Ntermext	0.007	No mitochondrial presequence	47(MPP)	0.021		2-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04287 Ntermext	0.056	No mitochondrial presequence	30(MPP), 38(Oct1)	0.100	17-21	16-27-high	-	-	-	-	-	-	-	-	-	-	-	16-21	-	-	
NCU04288 Ntermext	0.000	No mitochondrial presequence	60(MPP)	-0.067		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04289 Ntermext	0.000	No mitochondrial presequence	49(MPP)	-0.020	84-88	10-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04290 Ntermext	0.000	No mitochondrial presequence	26(MPP)	0.038		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04291 Ntermext	0.015	No mitochondrial presequence	8(MPP)	0.250		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04292 Ntermext	0.000	No mitochondrial presequence	56(MPP)	-0.107	42-46	17-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04293 Ntermext	0.014	No mitochondrial presequence	11(MPP)	0.182	84-88	4-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04294 Ntermext	0.000	No mitochondrial presequence	16(MPP)	0.062	41-45	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04295 Ntermext	0.006	No mitochondrial presequence	55(MPP), 56(Icp55)	0.091		1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04297 Ntermext	0.015	No mitochondrial presequence	11(MPP)	0.273		17-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04298 Ntermext	0.056	No mitochondrial presequence	25(MPP)	0.120	30-34,56-60	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04299 Ntermext	0.004	No mitochondrial presequence	71(MPP)	0.099		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04300 Ntermext	0.000	No mitochondrial presequence	95(MPP)	0.000		12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04301 Ntermext	0.016	No mitochondrial presequence	12(MPP)	0.000		20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04302 Ntermext	0.000	No mitochondrial presequence	48(MPP)	0.083		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04303 Ntermext	0.012	No mitochondrial presequence	29(MPP)	0.138	23-27	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04304 Ntermext	0.000	No mitochondrial presequence	21(MPP)	-0.048	21-25	9-18-high	-	-	-	-	-	-	-	9-14	-	-	-	-	-	-	
NCU04305 Ntermext	0.318	No mitochondrial presequence	56(MPP)	0.143		8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04306 Ntermext	0.005	No mitochondrial presequence	27(MPP)	0.074		13-22-low	-	-	-	-	-	-	-	-	-	-	21-26	-	-	-	
NCU04307 Ntermext	0.168	No mitochondrial presequence	50(MPP), 51(Icp55)	0.120	48-52	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04308 Ntermext	0.018	No mitochondrial presequence	31(MPP)	0.097	15-19	15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04309 Ntermext	0.018	No mitochondrial presequence	16(MPP)	0.062	23-27,27-31,31-35	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04310 Ntermext	0.000	No mitochondrial presequence	57(MPP)	-0.053	54-58	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04312 Ntermext	0.740	Possessing mitochondrial presequence	32(MPP)	0.094	13-17	11-20-high	-	-	-	-	-	-	-	-	5-10	-	4-9	12-17	13-18	-	
NCU04313 Ntermext	0.990	Possessing mitochondrial presequence	23(MPP)	0.174		8-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04314 Ntermext	0.012	No mitochondrial presequence	35(MPP)	0.057	60-64	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04315 Ntermext	0.006	No mitochondrial presequence	19(MPP)	0.158	10-14,89-93	5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04316 Ntermext	0.343	No mitochondrial presequence	16(MPP)	0.062		21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04317 Ntermext	0.000	No mitochondrial presequence	74(MPP)	-0.068		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04318 Ntermext	0.013	No mitochondrial presequence	31(MPP)	0.032		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04319 Ntermext	0.000	No mitochondrial presequence	85(MPP)	-0.047	21-25,46-50,85-89,89-93	16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04320 Ntermext	0.000	No mitochondrial presequence	57(MPP)	0.053		9-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04321 Ntermext	0.000	No mitochondrial presequence	17(MPP)	0.118	24-28	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04322 Ntermext	0.009	No mitochondrial presequence	81(MPP), 82(Icp55)	-0.037		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04323 Ntermext	0.000	No mitochondrial presequence	23(MPP)	0.000	24-28	19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04324 Ntermext	0.021	No mitochondrial presequence	8(MPP)	0.500		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04325 Ntermext	0.000	No mitochondrial presequence	51(MPP)	0.059	39-43	4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04326 Ntermext	0.000	No mitochondrial presequence	44(MPP)	0.114	31-35	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04327 Ntermext	0.000	No mitochondrial presequence	27(MPP)	0.222		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04328 Ntermext	0.000	No mitochondrial presequence	30(MPP)	-0.033		4-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04329 Ntermext	0.000	No mitochondrial presequence	63(MPP)	-0.016	22-26	18-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04330 Ntermext	0.430	Possessing mitochondrial presequence	27(MPP)	0.111	24-28,33-37	19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04331 Ntermext	0.668	Possessing mitochondrial presequence	24(MPP)	0.208	6-10,11-15	5-14-high	-	-	-	-	-	-	-	-	9-14	-	-	-	-	-	
NCU04332 Ntermext	0.000	No mitochondrial presequence	29(MPP)	-0.069		16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04333 Ntermext	0.383	No mitochondrial presequence	14(MPP)	0.143		3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04334 Ntermext	0.003	No mitochondrial presequence	17(MPP)	0.235	1-5,53-57	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04335 Ntermext	0.009	No mitochondrial presequence	80(MPP)	0.075		2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04336 Ntermext	0.035	No mitochondrial presequence	65(MPP)	0.077	7-11,13-17,27-31	3-12-high	-	-	-	-	-	-	-	-	-	-	-	6-11	-	-	
NCU04337 Ntermext	0.006	No mitochondrial presequence	39(MPP)	0.026	13-17	13-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04338 Ntermext	0.006	No mitochondrial presequence	30(MPP)	0.067		10-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04339 Ntermext	0.000	No mitochondrial presequence	60(MPP)	0.033		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04340 Ntermext	0.156	No mitochondrial presequence	43(MPP)	0.163	6-10	3-12-high	8-13	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04341 Ntermext	0.003	No mitochondrial presequence	44(MPP), 45(Icp55)	0.000		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04342 Ntermext	0.000	No mitochondrial presequence	19(MPP)	0.000	87-91	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04343 Ntermext	0.013	No mitochondrial presequence	23(MPP)	0.087	79-83	6-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04344 Ntermext	0.039	No mitochondrial presequence	29(MPP)	0.069		21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04345 Ntermext	0.008	No mitochondrial presequence	48(MPP)	0.000	45-49	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04346 Ntermext	0.000	No mitochondrial presequence	91(MPP)	0.033	72-76	1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04347 Ntermext	0.378	No mitochondrial presequence	59(MPP), 60(Icp55)	0.051	10-14,45-49	6-15-high	-	-	-	-	-	-	-	-	-	-	-	9-14	-	-	
NCU04348 Ntermext	0.048	No mitochondrial presequence	7(MPP)	0.143		14-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04350 Ntermext	0.003	No mitochondrial presequence	8(MPP)	0.125		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04351 Ntermext	0.010	No mitochondrial presequence	88(MPP)	0.045		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04352 Ntermext	0.000	No mitochondrial presequence	42(MPP)	0.000	84-88	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04353 Ntermext	0.087	No mitochondrial presequence	26(MPP)	0.154	23-27	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04354 Ntermext	0.013	No mitochondrial presequence	48(MPP), 49(Icp55)	0.125	39-43	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04355 Ntermext	0.000	No mitochondrial presequence	6(MPP)	0.333	11-15,41-45,95-99	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04356 Ntermext	0.000	No mitochondrial presequence	15(MPP)	0.067	51-55	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04357 Ntermext	0.000	No mitochondrial presequence	95(MPP)	0.000	92-96	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04358 Ntermext	0.094	No mitochondrial presequence	41(MPP)	0.146	76-80	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04359 Ntermext	0.000	No mitochondrial presequence	46(MPP)	-0.087		6-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04360 Ntermext	0.000	No mitochondrial presequence	25(MPP)	0.040		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04362 Ntermext	0.000	No mitochondrial presequence	33(MPP)	0.182	10-14	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04363 Ntermext	0.021	No mitochondrial presequence	50(MPP)	0.100		7-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04364 Ntermext	0.015	No mitochondrial presequence	54(MPP)	0.037		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04365 Ntermext	0.081	No mitochondrial presequence	46(MPP), 54(Oct1)	0.152	28-32	10-19-low	-	-	-	-	-	-	-	-	-	-	25-30	-	-	-	
NCU04366 Ntermext	0.050	No mitochondrial presequence	48(MPP)	0.125	29-33,45-49	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04367 Ntermext	0.000	No mitochondrial presequence	46(MPP)	-0.109		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04368 Ntermext	0.972	Possessing mitochondrial presequence	40(MPP)	0.175		18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04369 Ntermext	0.000	No mitochondrial presequence	20(MPP)	0.000		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04370 Ntermext	0.005	No mitochondrial presequence	18(MPP)	0.167		15-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04371 Ntermext	0.009	No mitochondrial presequence	9(MPP)	0.111	39-43,91-95	2-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04373 Ntermext	0.018	No mitochondrial presequence	39(MPP), 40(Icp55)	0.128		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04374 Ntermext	0.144	No mitochondrial presequence	13(MPP)	0.308		7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04375 Ntermext	0.000	No mitochondrial presequence	10(MPP)	0.000	71-75	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04376 Ntermext	0.000	No mitochondrial presequence	44(MPP)	-0.045		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04378 Ntermext	0.288	No mitochondrial presequence	42(MPP), 43(Icp55)	0.048	8-12,39-43	3-12-high	-	-	-	-	-	-	-	-	-	-	-	7-12	-	-	
NCU04379 Ntermext	0.000	No mitochondrial presequence	18(MPP)	0.111	55-59	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04380 Ntermext	0.000	No mitochondrial presequence	41(MPP)	0.024	14-18,71-75,74-78	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04381 Ntermext	0.000	No mitochondrial presequence	29(MPP)	-0.103	26-30	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04382 Ntermext	0.000	No mitochondrial presequence	80(MPP)	0.000	35-39,50-54	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04383 Ntermext	0.000	No mitochondrial presequence	72(MPP)	-0.014	43-47	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04384 Ntermext	0.003	No mitochondrial presequence	39(MPP)	0.000		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04385 Ntermext	0.000	No mitochondrial presequence	48(MPP)	-0.062	50-54	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04386 Ntermext	0.052	No mitochondrial presequence	30(MPP), 31(Icp55)	0.267		18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04387 Ntermext	0.000	No mitochondrial presequence	90(MPP)	-0.044		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04388 Ntermext	0.007	No mitochondrial presequence	23(MPP)	0.043		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04389 Ntermext	0.000	No mitochondrial presequence	48(MPP)	-0.042	88-92	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04390 Ntermext	0.387	Possessing mitochondrial presequence	8(MPP)	0.125	5-9	15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04391 Ntermext	0.000	No mitochondrial presequence	68(MPP)	0.015		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04392 Ntermext	0.000	No mitochondrial presequence	77(MPP)	-0.052		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04393 Ntermext	0.233	No mitochondrial presequence	18(MPP)	0.056	50-54	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04394 Ntermext	0.003	No mitochondrial presequence	21(MPP)	0.524	28-32,67-71	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04395 Ntermext	0.000	No mitochondrial presequence	46(MPP)	0.065	1-5	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04396 Ntermext	0.006	No mitochondrial presequence	30(MPP)	-0.033		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04397 Ntermext	0.000	No mitochondrial presequence	80(MPP)	-0.037	2-6,77-81	2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04398 Ntermext	0.006	No mitochondrial presequence	33(MPP)	0.061		19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04400 Ntermext	0.024	No mitochondrial presequence	27(MPP)	0.074	36-40,55-59	18-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04401 Ntermext	0.000	No mitochondrial presequence	44(MPP)	0.045		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04402 Ntermext	0.058	No mitochondrial presequence	51(MPP), 52(Icp55)	0.137	20-24	16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04403 Ntermext	0.000	No mitochondrial presequence	53(MPP)	-0.038	62-66,88-92	11-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04404 Ntermext	0.116	No mitochondrial presequence	23(MPP), 31(Oct1)	0.217	67-71,84-88,87-91	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04405 Ntermext	0.031	No mitochondrial presequence	12(MPP), 13(Icp55)	0.000	9-13,68-72	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04406 Ntermext	0.000	No mitochondrial presequence	18(MPP)	0.000	1-5	7-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04407 Ntermext	0.000	No mitochondrial presequence	26(MPP)	0.038	71-75	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04408 Ntermext	0.000	No mitochondrial presequence	84(MPP)	0.012	82-86,94-98	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04409 Ntermext	0.000	No mitochondrial presequence	42(MPP)	0.000	57-61	2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04410 Ntermext	0.007	No mitochondrial presequence	6(MPP)	0.167	39-43,48-52	18-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04411 Ntermext	0.000	No mitochondrial presequence	31(MPP)	0.000	24-28,28-32,45-49,88-92	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04412 Ntermext	0.990	Possessing mitochondrial presequence	26(MPP)	0.231		10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04413 Ntermext	0.000	No mitochondrial presequence	16(MPP)	-0.062		6-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04414 Ntermext	0.000	No mitochondrial presequence	16(MPP)	-0.250		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04415 Ntermext	0.027	No mitochondrial presequence	39(MPP), 40(Icp55)	0.000	36-40,56-60	2-11-high	-	-	-	-	-	-	3-8	-	-	-	-	-	-	-	
NCU04416 Ntermext	0.000	No mitochondrial presequence	59(MPP)	0.000	25-29,91-95	8-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04417 Ntermext	0.009	No mitochondrial presequence	71(MPP), 72(Icp55)	0.042		10-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04418 Ntermext	0.064	No mitochondrial presequence	11(MPP)	0.091		14-23-low	-	10-15	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04419 Ntermext	0.216	No mitochondrial presequence	49(MPP)	0.082		11-20-low	-	-	-	-	-	-	21-26	-	-	-	-	-	-	-	
NCU04420 Ntermext	0.365	No mitochondrial presequence	19(MPP)	0.000	25-29,29-33	11-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04421 Ntermext	0.000	No mitochondrial presequence	67(MPP)	0.000		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04423 Ntermext	0.000	No mitochondrial presequence	38(MPP)	-0.053		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04424 Ntermext	0.007	No mitochondrial presequence	46(MPP)	-0.087	96-100	18-27-high	-	-	-	-	-	-	-	18-23	-	-	-	-	-	17-22	
NCU04425 Ntermext	0.012	No mitochondrial presequence	33(MPP)	0.121	31-35,59-63	16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04426 Ntermext	0.000	No mitochondrial presequence	41(MPP)	-0.024		9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04427 Ntermext	0.010	No mitochondrial presequence	22(MPP)	0.045	55-59,83-87	13-22-high	-	-	-	-	-	-	-	-	17-22	-	-	-	-	-	
NCU04428 Ntermext	0.000	No mitochondrial presequence	19(MPP)	0.158		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04429 Ntermext	0.980	Possessing mitochondrial presequence	52(MPP), 53(Icp55)	0.173		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04430 Ntermext	0.003	No mitochondrial presequence	10(MPP)	0.200		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04431 Ntermext	0.000	No mitochondrial presequence	32(MPP)	0.031		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04432 Ntermext	0.000	No mitochondrial presequence	91(MPP)	0.022		11-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04433 Ntermext	0.000	No mitochondrial presequence	65(MPP)	-0.077	15-19	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04435 Ntermext	0.000	No mitochondrial presequence	45(MPP), 53(Oct1)	0.000		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04436 Ntermext	0.000	No mitochondrial presequence	46(MPP)	-0.174		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04437 Ntermext	0.000	No mitochondrial presequence	92(MPP)	0.033		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04438 Ntermext	0.011	No mitochondrial presequence	10(MPP)	-0.100		10-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
