Sequence ID	Probability of presequence	Prediction	Cleavage site (processing enzyme)	Net charge	Positions for TOM20 recognition motif (deliminated by comma)	Position of amphypathic alpha-helix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
YGR230W Protein	0.032	No mitochondrial presequence	18(MPP)	0.111	12-16,54-58	10-19-high	-	-	-	-	-	-	-	-	-	-	-	11-16	-	-	
YGR231C Protein	0.111	No mitochondrial presequence	29(MPP)	0.172	8-12,11-15	8-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YGR232W Protein	0.000	No mitochondrial presequence	38(MPP)	-0.026		18-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YGR233C Protein	0.000	No mitochondrial presequence	11(MPP)	0.182	3-7,27-31	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YGR234W Protein	0.012	No mitochondrial presequence	27(MPP)	0.074		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YGR235C Protein	0.000	No mitochondrial presequence	48(MPP)	-0.042	48-52,69-73,95-99	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YGR236C Protein	0.012	No mitochondrial presequence	41(MPP), 42(Icp55)	0.122	11-15	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YGR237C Protein	0.000	No mitochondrial presequence	10(MPP)	0.200	95-99	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YGR238C Protein	0.038	No mitochondrial presequence	51(MPP)	0.078		5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YGR239C Protein	0.005	No mitochondrial presequence	31(MPP)	0.065	10-14	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YGR240C Protein	0.152	No mitochondrial presequence	14(MPP)	0.000		21-30-high	-	25-30	-	-	-	-	11-16	-	-	10-15	-	-	-	-	
YGR240C-A Protein	0.017	No mitochondrial presequence	10(MPP)	0.100		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YGR241C Protein	0.117	No mitochondrial presequence	37(MPP)	0.162	5-9,41-45,57-61,63-67	1-10-high	-	-	-	-	-	-	-	-	-	-	-	4-9	-	-	
YGR242W Protein	0.003	No mitochondrial presequence	62(MPP)	-0.048		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YGR243W Protein	0.012	No mitochondrial presequence	13(MPP)	0.154	10-14,93-97	6-15-high	-	21-26	-	-	-	-	-	-	8-13	-	-	-	-	-	
YGR244C Protein	0.996	Possessing mitochondrial presequence	30(MPP), 31(Icp55)	0.200		2-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YGR245C Protein	0.064	No mitochondrial presequence	7(MPP)	0.429		17-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YGR246C Protein	0.003	No mitochondrial presequence	15(MPP), 16(Icp55)	-0.067	24-28	12-23-high	-	-	-	-	-	3-8	-	-	-	-	-	-	-	-	
YGR247W Protein	0.000	No mitochondrial presequence	70(MPP)	-0.029	54-58,82-86	19-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YGR248W Protein	0.038	No mitochondrial presequence	7(MPP)	0.286	17-21	12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YGR249W Protein	0.012	No mitochondrial presequence	62(MPP)	0.048	19-23,47-51	4-14-high	-	8-13	-	-	-	6-11	-	-	-	-	-	-	-	5-10	
YGR250C Protein	0.000	No mitochondrial presequence	42(MPP)	-0.167		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YGR251W Protein	0.004	No mitochondrial presequence	79(MPP)	0.013		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YGR252W Protein	0.000	No mitochondrial presequence	61(MPP)	-0.115		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YGR253C Protein	0.000	No mitochondrial presequence	94(MPP)	-0.032	64-68	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YGR254W Protein	0.012	No mitochondrial presequence	10(MPP)	0.200	3-7,62-66	2-11-high	-	-	-	-	-	-	7-12	-	-	6-11	-	2-7	-	-	
YGR255C Protein	0.997	Possessing mitochondrial presequence	16(MPP), 17(Icp55)	0.250	3-7	11-20-high	-	-	-	-	-	-	-	-	-	-	-	2-7	-	-	
YGR256W Protein	0.003	No mitochondrial presequence	44(MPP), 45(Icp55)	0.023	1-5,41-45	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YGR257C Protein	0.047	No mitochondrial presequence	40(MPP)	0.050		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YGR258C Protein	0.000	No mitochondrial presequence	16(MPP)	0.000	38-42,59-63,62-66	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YGR259C Protein	0.150	No mitochondrial presequence	24(MPP)	0.208	13-17,96-100	13-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YGR260W Protein	0.000	No mitochondrial presequence	62(MPP)	-0.129		8-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YGR261C Protein	0.000	No mitochondrial presequence	66(MPP)	0.045	5-9,63-67	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YGR262C Protein	0.000	No mitochondrial presequence	59(MPP)	0.034	80-84	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YGR263C Protein	0.000	No mitochondrial presequence	78(MPP)	0.000		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YGR264C Protein	0.000	No mitochondrial presequence	67(MPP)	0.015	64-68	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YGR265W Protein	0.535	Possessing mitochondrial presequence	21(MPP)	0.238	3-7,45-49,77-81	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YGR266W Protein	0.000	No mitochondrial presequence	45(MPP)	-0.111	42-46	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YGR267C Protein	0.021	No mitochondrial presequence	21(MPP)	-0.048	88-92	5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YGR268C Protein	0.000	No mitochondrial presequence	23(MPP)	-0.261		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YGR269W Protein	0.123	No mitochondrial presequence	14(MPP)	0.214	11-15	13-22-low	-	-	-	-	-	-	-	-	-	-	-	10-15	-	-	
YGR270W Protein	0.003	No mitochondrial presequence	40(MPP)	0.025	49-53	1-15-low	-	-	-	-	-	1-6	-	-	-	-	-	-	-	-	
YGR270C-A Protein	0.027	No mitochondrial presequence	39(MPP)	0.077	24-28	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YGR271W Protein	0.003	No mitochondrial presequence	32(MPP)	-0.062		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YGR271C-A Protein	0.025	No mitochondrial presequence	9(MPP)	0.444	36-40,84-88	18-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YGR273C Protein	0.000	No mitochondrial presequence	19(MPP)	-0.158		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YGR274C Protein	0.000	No mitochondrial presequence	74(MPP)	-0.284		19-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YGR275W Protein	0.003	No mitochondrial presequence	27(MPP)	0.074		4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YGR276C Protein	0.007	No mitochondrial presequence	22(MPP), 23(Icp55)	0.045	96-100	3-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YGR277C Protein	0.000	No mitochondrial presequence	8(MPP)	-0.125	21-25,57-61	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YGR278W Protein	0.007	No mitochondrial presequence	23(MPP)	-0.087		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YGR279C Protein	0.003	No mitochondrial presequence	31(MPP)	0.065		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YGR280C Protein	0.423	Possessing mitochondrial presequence	28(MPP)	0.107	91-95	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YGR281W Protein	0.000	No mitochondrial presequence	86(MPP), 87(Icp55)	-0.093		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YGR282C Protein	0.000	No mitochondrial presequence	17(MPP)	0.059		3-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YGR283C Protein	0.000	No mitochondrial presequence	68(MPP)	0.059	27-31	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YGR284C Protein	0.018	No mitochondrial presequence	30(MPP)	0.067	47-51,73-77	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YGR285C Protein	0.006	No mitochondrial presequence	43(MPP)	0.047	32-36	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YGR286C Protein	0.825	Possessing mitochondrial presequence	8(MPP), 9(Icp55)	0.125	16-20,69-73	1-10-high	-	-	-	-	-	-	-	-	-	-	-	15-20	16-21	-	
YGR287C Protein	0.000	No mitochondrial presequence	25(MPP)	-0.040	77-81	20-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YGR288W Protein	0.040	No mitochondrial presequence	28(MPP)	0.214	58-62,91-95	18-27-high	-	-	-	-	-	-	8-13	-	-	-	-	-	-	7-12	
YGR289C Protein	0.000	No mitochondrial presequence	28(MPP)	0.107		1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YGR290W Protein	0.000	No mitochondrial presequence	5(MPP)	0.000	14-18	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YGR291C Protein	0.019	No mitochondrial presequence	29(MPP)	0.034	11-15,26-30	15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YGR292W Protein	0.000	No mitochondrial presequence	24(MPP)	-0.083	76-80	19-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YGR293C Protein	0.000	No mitochondrial presequence	29(MPP)	-0.034	90-94	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YGR294W Protein	0.000	No mitochondrial presequence	91(MPP)	-0.055	88-92	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YGR295C Protein	0.000	No mitochondrial presequence	34(MPP)	0.000	48-52	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YGR296W Protein	0.000	No mitochondrial presequence	71(MPP)	-0.028	15-19	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YGR296C-A Protein	0.000	No mitochondrial presequence	88(MPP)	0.000		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YGR296C-B Protein	0.494	Possessing mitochondrial presequence	13(MPP)	0.077	54-58,58-62	9-18-low	-	-	-	-	-	-	-	10-15	-	-	-	-	-	-	
YHL050C Protein	0.000	No mitochondrial presequence	68(MPP)	0.015		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHL050W-A Protein	0.459	Possessing mitochondrial presequence	13(MPP)	0.077	54-58,58-62	9-18-low	-	-	-	-	-	-	-	10-15	-	-	-	-	-	-	
YHL049C Protein	0.000	No mitochondrial presequence	45(MPP)	-0.022	54-58,71-75,84-88	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHL048C-A Protein	0.006	No mitochondrial presequence	39(MPP)	0.128	17-21,33-37	14-23-low	-	-	-	-	17-22	-	-	-	-	-	-	-	-	-	
YHL048W Protein	0.000	No mitochondrial presequence	34(MPP)	-0.029	48-52	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHL047C Protein	0.000	No mitochondrial presequence	10(MPP)	-0.200		16-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHL046W-A Protein	0.000	No mitochondrial presequence	65(MPP)	-0.031	62-66	20-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHL046C Protein	0.000	No mitochondrial presequence	91(MPP)	-0.055	88-92	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHL045W Protein	0.007	No mitochondrial presequence	74(MPP)	0.027	49-53	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHL044W Protein	0.000	No mitochondrial presequence	64(MPP)	0.047	17-21,52-56,61-65	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHL043W Protein	0.000	No mitochondrial presequence	34(MPP)	-0.029	48-52	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHL042W Protein	0.038	No mitochondrial presequence	50(MPP)	0.060		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHL041W Protein	0.599	Possessing mitochondrial presequence	15(MPP)	0.133	12-16,16-20,34-38,46-50	11-20-high	-	-	-	-	12-17	-	-	-	-	-	-	-	-	-	
YHL040C Protein	0.006	No mitochondrial presequence	52(MPP)	-0.077	68-72	16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHL039W Protein	0.005	No mitochondrial presequence	77(MPP)	-0.052		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHL038C Protein	0.355	No mitochondrial presequence	14(MPP)	0.143	66-70,81-85	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHL037C Protein	0.007	No mitochondrial presequence	24(MPP)	0.042		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHL036W Protein	0.000	No mitochondrial presequence	64(MPP)	-0.062	75-79	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHL035C Protein	0.000	No mitochondrial presequence	54(MPP)	0.019	51-55,80-84	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHL034W-A Protein	0.012	No mitochondrial presequence	5(MPP)	0.200		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHL034C Protein	0.000	No mitochondrial presequence	26(MPP)	-0.154		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHL033C Protein	0.071	No mitochondrial presequence	45(MPP), 46(Icp55)	0.200	46-50	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHL032C Protein	0.922	Possessing mitochondrial presequence	23(MPP), 24(Icp55)	0.217	5-9,34-38	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHL031C Protein	0.006	No mitochondrial presequence	12(MPP)	0.083		17-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHL030W-A Protein	0.000	No mitochondrial presequence	43(MPP)	0.023	41-45	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHL030W Protein	0.000	No mitochondrial presequence	54(MPP)	0.000	42-46	19-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHL029C Protein	0.089	No mitochondrial presequence	48(MPP)	0.083	55-59	12-21-high	-	-	-	-	-	13-18	-	-	-	-	-	-	-	-	
YHL028W Protein	0.010	No mitochondrial presequence	44(MPP)	0.045		19-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHL027W Protein	0.000	No mitochondrial presequence	22(MPP)	-0.091		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHL026C Protein	0.004	No mitochondrial presequence	53(MPP)	0.019		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHL025W Protein	0.011	No mitochondrial presequence	9(MPP)	0.444		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHL024W Protein	0.000	No mitochondrial presequence	76(MPP)	-0.237		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHL023C Protein	0.000	No mitochondrial presequence	5(MPP)	-0.400		20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHL022C Protein	0.096	No mitochondrial presequence	26(MPP)	0.269	16-20,49-53	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHL021C Protein	0.999	Possessing mitochondrial presequence	22(MPP), 23(Icp55)	0.227		11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHL020C Protein	0.000	No mitochondrial presequence	29(MPP)	-0.103	84-88	19-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHL019W-A Protein	0.166	No mitochondrial presequence	44(MPP)	0.136		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHL019C Protein	0.000	No mitochondrial presequence	22(MPP)	-0.045	59-63,86-90,90-94	8-17-low	-	18-23	-	-	-	-	-	-	-	-	-	-	-	-	
YHL018W Protein	0.013	No mitochondrial presequence	8(MPP)	0.250	5-9	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHL017W Protein	0.000	No mitochondrial presequence	86(MPP)	-0.140		13-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHL016C Protein	0.000	No mitochondrial presequence	54(MPP)	0.019		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHL015W-A Protein	0.000	No mitochondrial presequence	9(MPP)	0.000		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHL015W Protein	0.000	No mitochondrial presequence	24(MPP)	-0.042		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHL014C Protein	0.012	No mitochondrial presequence	94(MPP)	0.053	69-73	9-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHL013C Protein	0.000	No mitochondrial presequence	20(MPP)	-0.200		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHL012W Protein	0.004	No mitochondrial presequence	31(MPP)	-0.032	28-32,49-53,53-57	12-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHL011C Protein	0.062	No mitochondrial presequence	16(MPP), 17(Icp55)	0.062		12-21-low	-	-	-	-	-	-	-	-	20-25	-	-	-	-	-	
YHL010C Protein	0.000	No mitochondrial presequence	90(MPP)	-0.067	87-91	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	23-28	
YHL009C Protein	0.000	No mitochondrial presequence	30(MPP)	-0.100	13-17	6-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHL008C Protein	0.000	No mitochondrial presequence	27(MPP)	0.000		15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHL007C Protein	0.000	No mitochondrial presequence	41(MPP)	-0.146		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHL006W-A Protein	0.000	No mitochondrial presequence	54(MPP)	0.056	15-19	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHL006C Protein	0.000	No mitochondrial presequence	7(MPP)	-0.143	33-37,52-56	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHL005C Protein	0.016	No mitochondrial presequence	24(MPP)	0.083		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHL004W Protein	0.994	Possessing mitochondrial presequence	25(MPP)	0.280		4-13-high	-	-	-	-	-	6-11	-	-	-	5-10	-	-	-	-	
YHL003C Protein	0.179	No mitochondrial presequence	21(MPP)	0.190	9-13,68-72	1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHL002C-A Protein	0.025	No mitochondrial presequence	24(MPP)	0.083	48-52	18-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHL002W Protein	0.041	No mitochondrial presequence	65(MPP), 66(Icp55)	-0.046		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHL001W Protein	0.005	No mitochondrial presequence	78(MPP)	0.090	17-21,29-33,91-95	13-22-low	-	-	-	-	-	-	-	-	-	-	20-25	-	-	-	
YHR001W Protein	0.000	No mitochondrial presequence	67(MPP)	-0.045		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHR001W-A Protein	0.012	No mitochondrial presequence	22(MPP), 23(Icp55)	0.136		21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHR002W Protein	0.000	No mitochondrial presequence	93(MPP)	0.043	82-86	9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHR003C Protein	0.333	No mitochondrial presequence	60(MPP), 61(Icp55)	0.100		21-30-high	-	-	-	-	-	-	22-27	-	-	-	-	-	-	21-26	
YHR004C Protein	0.006	No mitochondrial presequence	86(MPP)	0.047	3-7,89-93	2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHR005C Protein	0.000	No mitochondrial presequence	75(MPP)	0.000		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHR005C-A Protein	0.000	No mitochondrial presequence	65(MPP)	-0.031	33-37,41-45,62-66,66-70	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHR006W Protein	0.012	No mitochondrial presequence	11(MPP)	0.091	14-18,20-24	19-28-low	-	-	-	-	-	-	-	-	-	-	-	13-18	-	-	
YHR007C Protein	0.000	No mitochondrial presequence	31(MPP)	0.000	19-23,96-100	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHR007C-A Protein	0.000	No mitochondrial presequence	13(MPP)	0.615		15-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHR008C Protein	0.996	Possessing mitochondrial presequence	26(MPP)	0.192	87-91	2-12-high	-	-	-	-	-	-	2-7	-	-	1-6	-	-	-	-	
YHR009C Protein	0.000	No mitochondrial presequence	61(MPP)	0.016		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHR010W Protein	0.268	No mitochondrial presequence	16(MPP)	0.250	1-5,7-11,38-42,59-63,71-75,77-81	1-12-low	-	-	-	-	1-6	-	-	-	-	-	-	-	-	-	
YHR011W Protein	0.832	Possessing mitochondrial presequence	6(MPP), 14(Oct1)	0.333	3-7,23-27,65-69,96-100	2-14-high	-	-	-	-	-	-	-	-	1-6	-	-	-	-	-	
YHR012W Protein	0.000	No mitochondrial presequence	63(MPP)	0.048	22-26,47-51	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHR013C Protein	0.030	No mitochondrial presequence	7(MPP)	0.286	29-33,34-38	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHR014W Protein	0.018	No mitochondrial presequence	21(MPP)	0.286		19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHR015W Protein	0.037	No mitochondrial presequence	22(MPP)	0.091		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHR016C Protein	0.294	No mitochondrial presequence	24(MPP)	0.208	18-22	18-27-high	-	-	-	-	18-23	-	21-26	-	-	-	-	-	-	-	
YHR017W Protein	0.000	No mitochondrial presequence	54(MPP)	-0.019		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHR018C Protein	0.000	No mitochondrial presequence	13(MPP)	0.077	20-24,76-80	18-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHR019C Protein	0.000	No mitochondrial presequence	69(MPP)	-0.014		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHR020W Protein	0.000	No mitochondrial presequence	85(MPP)	0.047	7-11	2-11-low	-	-	-	-	-	-	23-28	-	-	22-27	-	-	-	-	
YHR021C Protein	0.000	No mitochondrial presequence	30(MPP)	0.100		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHR021W-A Protein	0.051	No mitochondrial presequence	76(MPP)	0.053	8-12,13-17,54-58,82-86	1-12-high	-	3-8	-	-	-	-	-	-	-	-	-	-	-	-	
YHR022C Protein	0.022	No mitochondrial presequence	17(MPP)	0.118	14-18,70-74	7-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHR022C-A Protein	0.011	No mitochondrial presequence	11(MPP)	0.364		17-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHR023W Protein	0.000	No mitochondrial presequence	63(MPP)	-0.063		14-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHR024C Protein	0.996	Possessing mitochondrial presequence	9(MPP), 10(Icp55)	0.222	6-10,60-64,64-68	2-13-high	-	-	-	-	-	-	-	-	-	-	-	-	6-11	-	
YHR025W Protein	0.008	No mitochondrial presequence	70(MPP)	-0.043	1-5	21-30-low	-	-	-	-	1-6	-	-	-	-	-	-	-	-	-	
YHR026W Protein	0.000	No mitochondrial presequence	54(MPP)	0.019	17-21,34-38,47-51	16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHR027C Protein	0.000	No mitochondrial presequence	56(MPP)	-0.107		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHR028C Protein	0.000	No mitochondrial presequence	11(MPP)	-0.364	24-28	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHR028W-A Protein	0.006	No mitochondrial presequence	20(MPP)	0.150	36-40	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHR029C Protein	0.000	No mitochondrial presequence	70(MPP), 71(Icp55)	-0.057		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHR030C Protein	0.016	No mitochondrial presequence	78(MPP)	0.077		8-17-high	-	8-13	-	-	-	-	-	-	-	-	-	-	-	-	
YHR031C Protein	0.235	No mitochondrial presequence	17(MPP)	0.294		11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHR032W Protein	0.011	No mitochondrial presequence	81(MPP)	-0.160		1-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHR032W-A Protein	0.047	No mitochondrial presequence	12(MPP)	0.250		19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHR032C-A Protein	0.041	No mitochondrial presequence	19(MPP)	0.211	9-13,28-32	9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHR033W Protein	0.008	No mitochondrial presequence	42(MPP)	0.048	1-5	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	1-6	-	
YHR034C Protein	0.004	No mitochondrial presequence	8(MPP)	0.000		1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHR035W Protein	0.003	No mitochondrial presequence	82(MPP)	0.012		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHR036W Protein	0.000	No mitochondrial presequence	47(MPP)	-0.106	44-48	9-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHR037W Protein	0.996	Possessing mitochondrial presequence	15(MPP), 16(Icp55)	0.267		12-21-high	-	-	-	-	-	-	6-11	-	-	-	-	-	-	-	
YHR038W Protein	0.996	Possessing mitochondrial presequence	22(MPP), 30(Oct1)	0.182	15-19	15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHR039C Protein	0.008	No mitochondrial presequence	35(MPP)	0.029	1-5,62-66	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHR039C-A Protein	0.003	No mitochondrial presequence	26(MPP)	0.077	83-87,94-98	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHR040W Protein	0.007	No mitochondrial presequence	20(MPP), 28(Oct1)	0.150	17-21,79-83	16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHR041C Protein	0.000	No mitochondrial presequence	44(MPP)	0.023	53-57	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YHR042W Protein	0.000	No mitochondrial presequence	27(MPP)	0.000		12-21-low	-	-	-	-	-	-	-	-	-	-	21-26	-	-	-	
