Sequence ID	Probability of presequence	Prediction	Cleavage site (processing enzyme)	Net charge	Positions for TOM20 recognition motif (deliminated by comma)	Position of amphypathic alpha-helix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
C4_02030W_A Ntermext	0.005	No mitochondrial presequence	32(MPP)	0.062	3-7	7-20-low	-	-	-	-	-	-	-	-	-	-	-	2-7	-	-	
C4_02040W_A Ntermext	0.014	No mitochondrial presequence	43(MPP), 44(Icp55)	0.116		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02050W_A Ntermext	0.060	No mitochondrial presequence	15(MPP)	0.133		20-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02060C_A Ntermext	0.000	No mitochondrial presequence	86(MPP)	0.012	68-72	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02070W_A Ntermext	0.070	No mitochondrial presequence	77(MPP)	-0.013	4-8,36-40	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	4-9	-	
C4_02080W_A Ntermext	0.091	No mitochondrial presequence	25(MPP)	0.080		6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02090C_A Ntermext	0.000	No mitochondrial presequence	22(MPP)	0.045		17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02100C_A Ntermext	0.021	No mitochondrial presequence	17(MPP)	0.059	14-18,61-65,92-96	13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02110W_A Ntermext	0.000	No mitochondrial presequence	35(MPP)	-0.257		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02120W_A Ntermext	0.004	No mitochondrial presequence	80(MPP), 81(Icp55)	-0.013	53-57,64-68,94-98	6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02130W_A Ntermext	0.006	No mitochondrial presequence	45(MPP)	0.067		13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02140C_A Ntermext	0.000	No mitochondrial presequence	15(MPP)	0.133	93-97	16-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02150C_A Ntermext	0.003	No mitochondrial presequence	30(MPP)	0.133	36-40	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02160C_A Ntermext	0.971	Possessing mitochondrial presequence	24(MPP)	0.208	3-7	5-14-high	-	-	4-9	-	3-8	-	-	-	-	-	-	-	-	-	
C4_02170C_A Ntermext	0.007	No mitochondrial presequence	75(MPP)	0.053	4-8,49-53,72-76,86-90	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02180C_A Ntermext	0.000	No mitochondrial presequence	78(MPP)	0.154	30-34	16-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02190C_A Ntermext	0.000	No mitochondrial presequence	22(MPP)	-0.091		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02200C_A Ntermext	0.044	No mitochondrial presequence	36(MPP)	0.083	23-27	19-28-high	-	-	-	-	23-28	-	-	-	-	-	-	-	-	-	
C4_02210W_A Ntermext	0.005	No mitochondrial presequence	64(MPP)	0.062		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02220C_A Ntermext	0.000	No mitochondrial presequence	13(MPP)	0.154	14-18	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02230C_A Ntermext	0.043	No mitochondrial presequence	38(MPP)	0.079	38-42	18-27-low	-	12-17	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02240C_A Ntermext	0.000	No mitochondrial presequence	45(MPP)	-0.022		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02250C_A Ntermext	0.540	Possessing mitochondrial presequence	16(MPP)	0.188		1-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02260C_A Ntermext	0.000	No mitochondrial presequence	8(MPP)	0.375	56-60,62-66	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02270C_A Ntermext	0.018	No mitochondrial presequence	25(MPP)	0.160		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02280W_A Ntermext	0.000	No mitochondrial presequence	40(MPP)	0.025	9-13,83-87,95-99	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02290W_A Ntermext	0.993	Possessing mitochondrial presequence	20(MPP), 21(Icp55)	0.200	9-13	13-22-high	-	-	-	-	-	-	17-22	-	7-12	-	-	-	-	16-21	
C4_02300W_A Ntermext	0.271	No mitochondrial presequence	15(MPP)	0.267	21-25	8-17-high	-	14-19	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02310W_A Ntermext	0.157	No mitochondrial presequence	14(MPP)	0.143		11-21-high	-	-	-	-	-	-	-	11-16	-	10-15	-	-	-	-	
C4_02320C_A Ntermext	0.000	No mitochondrial presequence	45(MPP)	-0.067	1-5	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02330C_A Ntermext	0.275	No mitochondrial presequence	8(MPP), 9(Icp55)	0.000	5-9,12-16	12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02340W_A Ntermext	0.032	No mitochondrial presequence	60(MPP)	0.100	6-10	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02360W_A Ntermext	0.003	No mitochondrial presequence	28(MPP), 36(Oct1)	-0.036	18-22,41-45	18-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02370C_A Ntermext	0.018	No mitochondrial presequence	24(MPP), 25(Icp55)	0.000		3-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02380W_A Ntermext	0.193	No mitochondrial presequence	32(MPP)	0.062	29-33	2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02390W_A Ntermext	0.000	No mitochondrial presequence	21(MPP), 22(Icp55)	0.000		19-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02400C_A Ntermext	0.000	No mitochondrial presequence	10(MPP)	0.100	66-70	6-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02410C_A Ntermext	0.000	No mitochondrial presequence	26(MPP)	0.000	82-86	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02420C_A Ntermext	0.020	No mitochondrial presequence	7(MPP)	0.143		14-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02430W_A Ntermext	0.018	No mitochondrial presequence	43(MPP)	0.047	3-7	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02440C_A Ntermext	0.063	No mitochondrial presequence	26(MPP)	0.077		13-24-low	-	-	-	-	-	-	2-7	-	-	1-6	-	-	-	-	
C4_02450W_A Ntermext	0.003	No mitochondrial presequence	65(MPP)	-0.062	14-18,59-63	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02460W_A Ntermext	0.058	No mitochondrial presequence	9(MPP)	0.111	6-10,13-17,48-52,55-59	6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	13-18	-	
C4_02470C_A Ntermext	0.000	No mitochondrial presequence	62(MPP)	-0.081		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02480C_A Ntermext	0.000	No mitochondrial presequence	56(MPP)	-0.018	62-66,95-99	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02490W_A Ntermext	0.006	No mitochondrial presequence	73(MPP)	0.164	25-29	5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02500C_A Ntermext	0.000	No mitochondrial presequence	12(MPP)	0.000		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02510W_A Ntermext	0.000	No mitochondrial presequence	54(MPP)	-0.093		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02520C_A Ntermext	0.004	No mitochondrial presequence	49(MPP)	0.061		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02530W_A Ntermext	0.051	No mitochondrial presequence	32(MPP)	0.250	29-33	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02540W_A Ntermext	0.003	No mitochondrial presequence	64(MPP)	0.016	86-90	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02550C_A Ntermext	0.000	No mitochondrial presequence	94(MPP)	0.053		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02560C_A Ntermext	0.003	No mitochondrial presequence	25(MPP)	0.080	81-85	12-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02570C_A Ntermext	0.107	No mitochondrial presequence	21(MPP)	0.048	4-8,74-78,87-91	2-11-low	-	-	-	-	-	-	-	-	17-22	-	-	-	-	-	
C4_02580W_A Ntermext	0.012	No mitochondrial presequence	20(MPP)	0.050	52-56,91-95	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02590C_A Ntermext	0.000	No mitochondrial presequence	43(MPP)	-0.140		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02600C_A Ntermext	0.000	No mitochondrial presequence	47(MPP)	-0.064		8-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02610C_A Ntermext	0.000	No mitochondrial presequence	62(MPP)	-0.097	22-26,90-94	1-10-low	-	-	-	-	-	-	-	8-13	-	-	-	-	-	-	
C4_02620C_A Ntermext	0.098	No mitochondrial presequence	20(MPP)	0.200		19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	23-28	
C4_02630C_A Ntermext	0.019	No mitochondrial presequence	27(MPP)	0.037	29-33	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02640C_A Ntermext	0.032	No mitochondrial presequence	57(MPP)	0.140	18-22,54-58,82-86,91-95	15-24-high	-	-	-	-	-	-	-	-	-	-	-	17-22	18-23	-	
C4_02660W_A Ntermext	0.095	No mitochondrial presequence	17(MPP)	0.176	4-8	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02670W_A Ntermext	0.000	No mitochondrial presequence	44(MPP)	0.068		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02680C_A Ntermext	0.012	No mitochondrial presequence	20(MPP)	0.050	52-56,91-95	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02690W_A Ntermext	0.106	No mitochondrial presequence	21(MPP)	0.048	4-8,74-78,87-91	2-11-low	-	-	-	-	-	-	-	-	17-22	-	-	-	-	-	
C4_02700W_A Ntermext	0.000	No mitochondrial presequence	62(MPP)	0.016	82-86	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02710C_A Ntermext	0.000	No mitochondrial presequence	9(MPP)	0.222	1-5	1-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02720C_A Ntermext	0.027	No mitochondrial presequence	42(MPP)	0.071	11-15	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02730C_A Ntermext	0.549	Possessing mitochondrial presequence	22(MPP)	0.136	46-50	9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02740W_A Ntermext	0.064	No mitochondrial presequence	16(MPP)	0.125	45-49,82-86	1-10-high	-	-	-	-	-	-	8-13	-	-	7-12	-	-	-	-	
C4_02750W_A Ntermext	0.004	No mitochondrial presequence	75(MPP)	0.000	75-79	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02760C_A Ntermext	0.004	No mitochondrial presequence	31(MPP)	0.065	56-60	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02770C_A Ntermext	0.005	No mitochondrial presequence	30(MPP), 31(Icp55)	-0.100	52-56	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02780W_A Ntermext	0.000	No mitochondrial presequence	58(MPP)	0.052	55-59,72-76,93-97	1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02790C_A Ntermext	0.000	No mitochondrial presequence	10(MPP)	0.200		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02800W_A Ntermext	0.036	No mitochondrial presequence	36(MPP)	0.222		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02820W_A Ntermext	0.000	No mitochondrial presequence	90(MPP)	-0.089	32-36	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02830C_A Ntermext	0.005	No mitochondrial presequence	33(MPP)	0.030	13-17	8-17-low	-	-	-	-	-	-	-	-	-	-	-	12-17	-	-	
C4_02840C_A Ntermext	0.000	No mitochondrial presequence	44(MPP)	0.045		17-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02850W_A Ntermext	0.000	No mitochondrial presequence	27(MPP)	0.000		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02860W_A Ntermext	0.000	No mitochondrial presequence	45(MPP)	0.000		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02870C_A Ntermext	0.006	No mitochondrial presequence	49(MPP)	0.102	38-42	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02880C_A Ntermext	0.000	No mitochondrial presequence	25(MPP)	0.000	84-88	2-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02890C_A Ntermext	0.234	No mitochondrial presequence	22(MPP)	0.045	19-23,48-52	15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02900C_A Ntermext	0.000	No mitochondrial presequence	81(MPP)	0.025		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02910W_A Ntermext	0.000	No mitochondrial presequence	46(MPP)	-0.022		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02920W_A Ntermext	0.018	No mitochondrial presequence	21(MPP)	0.048		1-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02930W_A Ntermext	0.008	No mitochondrial presequence	33(MPP)	0.030	1-5	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02940W_A Ntermext	0.000	No mitochondrial presequence	29(MPP)	0.069	23-27	19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02950C_A Ntermext	0.072	No mitochondrial presequence	78(MPP)	0.013		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02960W_A Ntermext	0.000	No mitochondrial presequence	39(MPP)	0.026	14-18,37-41,86-90	12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02970C_A Ntermext	0.000	No mitochondrial presequence	66(MPP)	0.000	20-24,40-44,44-48	9-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02980W_A Ntermext	0.000	No mitochondrial presequence	42(MPP)	-0.048	63-67,66-70	19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02990C_A Ntermext	0.000	No mitochondrial presequence	69(MPP)	0.029		11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03000C_A Ntermext	0.045	No mitochondrial presequence	51(MPP)	0.157	74-78	18-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03020W_A Ntermext	0.867	Possessing mitochondrial presequence	39(MPP)	0.179	60-64,64-68	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03030C_A Ntermext	0.000	No mitochondrial presequence	75(MPP)	0.013		1-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03040W_A Ntermext	0.020	No mitochondrial presequence	8(MPP), 9(Icp55)	0.125	11-15,42-46,47-51,58-62	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03050C_A Ntermext	0.011	No mitochondrial presequence	49(MPP)	0.041	35-39,77-81	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03070W_A Ntermext	0.004	No mitochondrial presequence	23(MPP)	0.130		16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03090W_A Ntermext	0.069	No mitochondrial presequence	13(MPP)	0.308	60-64	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03100W_A Ntermext	0.000	No mitochondrial presequence	42(MPP)	0.048	33-37	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03110W_A Ntermext	0.000	No mitochondrial presequence	42(MPP), 43(Icp55)	0.048	50-54	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03120C_A Ntermext	0.013	No mitochondrial presequence	30(MPP)	0.033	34-38	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03130W_A Ntermext	0.000	No mitochondrial presequence	43(MPP), 44(Icp55)	-0.023		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03140C_A Ntermext	0.023	No mitochondrial presequence	40(MPP), 41(Icp55)	0.025	37-41	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03150W_A Ntermext	0.387	Possessing mitochondrial presequence	21(MPP), 22(Icp55)	0.190	9-13,96-100	9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03160C_A Ntermext	0.003	No mitochondrial presequence	18(MPP)	0.000		19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03170W_A Ntermext	0.017	No mitochondrial presequence	11(MPP)	0.455	88-92,95-99	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03180W_A Ntermext	0.000	No mitochondrial presequence	81(MPP)	0.012		14-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03190W_A Ntermext	0.039	No mitochondrial presequence	33(MPP), 41(Oct1)	0.030		1-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03200C_A Ntermext	0.033	No mitochondrial presequence	5(MPP)	0.400	19-23	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03230C_A Ntermext	0.000	No mitochondrial presequence	86(MPP)	0.047	6-10,56-60,66-70	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03250C_A Ntermext	0.000	No mitochondrial presequence	26(MPP)	-0.038	9-13	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03270W_A Ntermext	0.000	No mitochondrial presequence	66(MPP)	0.076		17-26-low	-	-	-	-	-	19-24	-	-	-	-	-	-	-	-	
C4_03280W_A Ntermext	0.010	No mitochondrial presequence	41(MPP)	0.000	2-6,73-77	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03290W_A Ntermext	0.041	No mitochondrial presequence	24(MPP), 25(Icp55)	0.083	43-47,47-51	9-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03300C_A Ntermext	0.000	No mitochondrial presequence	16(MPP)	0.062	49-53	5-14-low	-	-	-	-	-	-	7-12	-	-	-	-	-	-	-	
C4_03310C_A Ntermext	0.055	No mitochondrial presequence	23(MPP)	0.217	20-24,29-33	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03320W_A Ntermext	0.864	Possessing mitochondrial presequence	29(MPP)	0.172		19-30-high	-	-	-	-	-	13-18	-	-	-	12-17	-	-	-	-	
C4_03330W_A Ntermext	0.000	No mitochondrial presequence	42(MPP)	0.071		12-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03340C_A Ntermext	0.004	No mitochondrial presequence	6(MPP)	0.000		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03350C_A Ntermext	0.039	No mitochondrial presequence	33(MPP), 41(Oct1)	0.030		1-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03360C_A Ntermext	0.116	No mitochondrial presequence	9(MPP)	0.222	7-11,56-60	2-11-high	-	-	-	-	-	-	-	11-16	-	10-15	-	-	-	-	
C4_03370C_A Ntermext	0.023	No mitochondrial presequence	19(MPP)	0.105	34-38,70-74	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03380C_A Ntermext	0.000	No mitochondrial presequence	71(MPP)	-0.014		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03390W_A Ntermext	0.006	No mitochondrial presequence	54(MPP)	-0.056	78-82,81-85	6-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03400W_A Ntermext	0.113	No mitochondrial presequence	30(MPP)	0.100	4-8	20-29-high	-	-	-	-	-	-	-	-	-	-	-	3-8	4-9	-	
C4_03410W_A Ntermext	0.918	Possessing mitochondrial presequence	27(MPP), 35(Oct1)	0.185	24-28,95-99	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	24-29	-	
C4_03430W_A Ntermext	0.000	No mitochondrial presequence	32(MPP), 33(Icp55)	0.031		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03440C_A Ntermext	0.000	No mitochondrial presequence	47(MPP), 48(Icp55)	0.064		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03450C_A Ntermext	0.026	No mitochondrial presequence	69(MPP)	0.058	89-93	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03460C_A Ntermext	0.000	No mitochondrial presequence	42(MPP)	-0.119		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03470C_A Ntermext	0.013	No mitochondrial presequence	68(MPP)	0.059	9-13,39-43	1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03480C_A Ntermext	0.000	No mitochondrial presequence	59(MPP)	0.017	3-7,72-76,79-83	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03490C_A Ntermext	0.092	No mitochondrial presequence	5(MPP)	0.200	51-55	13-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03500C_A Ntermext	0.030	No mitochondrial presequence	42(MPP)	0.095	7-11,86-90	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	7-12	-	
C4_03510C_A Ntermext	0.077	No mitochondrial presequence	30(MPP)	0.067		12-21-low	6-11	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03520C_A Ntermext	0.000	No mitochondrial presequence	75(MPP)	-0.013		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03530W_A Ntermext	0.000	No mitochondrial presequence	69(MPP)	-0.014	34-38	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03540C_A Ntermext	0.112	No mitochondrial presequence	11(MPP)	0.364	8-12	8-19-high	-	-	-	-	-	-	-	-	-	-	1-6	-	-	-	
C4_03550W_A Ntermext	0.022	No mitochondrial presequence	21(MPP)	0.095	11-15,43-47,64-68,67-71	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03560W_A Ntermext	0.000	No mitochondrial presequence	37(MPP)	-0.027	71-75	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03570W_A Ntermext	0.000	No mitochondrial presequence	40(MPP)	-0.025		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03580W_A Ntermext	0.000	No mitochondrial presequence	74(MPP)	-0.027		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03590C_A Ntermext	0.000	No mitochondrial presequence	80(MPP)	0.000	12-16	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03600C_A Ntermext	0.000	No mitochondrial presequence	51(MPP)	-0.216	90-94	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03620C_A Ntermext	0.003	No mitochondrial presequence	26(MPP)	-0.077		16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03670W_A Ntermext	0.010	No mitochondrial presequence	83(MPP)	0.012		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03680C_A Ntermext	0.015	No mitochondrial presequence	26(MPP)	0.154	52-56,56-60,64-68,87-91,91-95	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03690C_A Ntermext	0.000	No mitochondrial presequence	75(MPP)	-0.040		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03700W_A Ntermext	0.000	No mitochondrial presequence	13(MPP)	0.000		2-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03710C_A Ntermext	0.010	No mitochondrial presequence	17(MPP)	0.118		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03720C_A Ntermext	0.005	No mitochondrial presequence	53(MPP)	-0.038	76-80	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03730C_A Ntermext	0.852	Possessing mitochondrial presequence	16(MPP)	0.250	72-76	4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03740W_A Ntermext	0.000	No mitochondrial presequence	12(MPP)	-0.083	90-94	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03750C_A Ntermext	0.163	No mitochondrial presequence	48(MPP)	0.146	8-12,84-88	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03760W_A Ntermext	0.005	No mitochondrial presequence	39(MPP)	0.000	81-85	15-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03770W_A Ntermext	0.000	No mitochondrial presequence	90(MPP)	-0.056	37-41	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03780C_A Ntermext	0.821	Possessing mitochondrial presequence	48(MPP)	0.167	37-41,96-100	11-20-high	-	-	-	-	-	-	-	16-21	-	-	-	-	-	-	
C4_03790W_A Ntermext	0.005	No mitochondrial presequence	50(MPP)	0.040	1-5,48-52	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03800C_A Ntermext	0.000	No mitochondrial presequence	38(MPP)	-0.132		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03810W_A Ntermext	0.000	No mitochondrial presequence	9(MPP)	0.111		3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03820C_A Ntermext	0.006	No mitochondrial presequence	31(MPP), 32(Icp55)	-0.032		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03830W_A Ntermext	0.058	No mitochondrial presequence	7(MPP)	0.571	45-49	1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03840C_A Ntermext	0.101	No mitochondrial presequence	12(MPP)	0.167	10-14	4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03850W_A Ntermext	0.000	No mitochondrial presequence	88(MPP)	0.034		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03860C_A Ntermext	0.000	No mitochondrial presequence	9(MPP), 10(Icp55)	-0.111	39-43	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03880W_A Ntermext	0.006	No mitochondrial presequence	7(MPP)	0.000		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03890W_A Ntermext	0.003	No mitochondrial presequence	5(MPP)	0.200	2-6	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
