# Mitofates predictions for C. albicans SC5314
# EW 29 September 2018
# Gene	Prob_preseq	Pred_preseq	CSite_enzyme	Net_charge	Pos_TOM20	Pos_afhelix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
Sequence ID	Probability of presequence	Prediction	Cleavage site (processing enzyme)	Net charge	Positions for TOM20 recognition motif (deliminated by comma)	Position of amphypathic alpha-helix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
C4_02800W_A Protein	0.036	No mitochondrial presequence	36(MPP)	0.222		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02830C_A Protein	0.086	No mitochondrial presequence	18(MPP)	0.444		10-19-high	-	-	-	-	-	1-6	-	-	-	-	-	-	-	-	
C4_02840C_A Protein	0.000	No mitochondrial presequence	43(MPP)	0.047		16-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02850W_A Protein	0.000	No mitochondrial presequence	89(MPP)	-0.022		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02860W_A Protein	0.000	No mitochondrial presequence	38(MPP)	-0.026		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02870C_A Protein	0.014	No mitochondrial presequence	41(MPP)	0.098	30-34	19-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02880C_A Protein	0.000	No mitochondrial presequence	13(MPP)	0.077	72-76	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02890C_A Protein	0.122	No mitochondrial presequence	12(MPP)	0.083	5-9,34-38	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02900C_A Protein	0.000	No mitochondrial presequence	78(MPP)	0.026		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02910W_A Protein	0.000	No mitochondrial presequence	46(MPP)	-0.022		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02920W_A Protein	0.004	No mitochondrial presequence	14(MPP)	0.071		18-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02930W_A Protein	0.004	No mitochondrial presequence	30(MPP)	0.000		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02940W_A Protein	0.000	No mitochondrial presequence	23(MPP)	0.043	17-21	13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02950C_A Protein	0.003	No mitochondrial presequence	70(MPP)	0.000		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02960W_A Protein	0.000	No mitochondrial presequence	35(MPP)	0.057	10-14,33-37,82-86	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02970C_A Protein	0.000	No mitochondrial presequence	51(MPP)	0.020	5-9,25-29,29-33	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	25-30	-	
C4_02980W_A Protein	0.000	No mitochondrial presequence	37(MPP)	-0.054	58-62,61-65	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_02990C_A Protein	0.000	No mitochondrial presequence	55(MPP)	0.018		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03000C_A Protein	0.081	No mitochondrial presequence	22(MPP)	0.318	45-49	9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03020W_A Protein	0.998	Possessing mitochondrial presequence	25(MPP)	0.240	46-50,50-54	1-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03030C_A Protein	0.003	No mitochondrial presequence	48(MPP)	0.021		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03040W_A Protein	0.020	No mitochondrial presequence	7(MPP), 8(Icp55)	0.143	10-14,41-45,46-50,57-61	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03050C_A Protein	0.006	No mitochondrial presequence	16(MPP)	0.125	40-44,87-91	8-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03070W_A Protein	0.004	No mitochondrial presequence	23(MPP)	0.130		16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03090W_A Protein	0.000	No mitochondrial presequence	41(MPP)	-0.146	38-42	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03100W_A Protein	0.000	No mitochondrial presequence	35(MPP)	0.057	26-30	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03110W_A Protein	0.000	No mitochondrial presequence	42(MPP), 43(Icp55)	0.048	50-54	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03120C_A Protein	0.013	No mitochondrial presequence	30(MPP)	0.033	34-38	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03130W_A Protein	0.000	No mitochondrial presequence	40(MPP), 41(Icp55)	-0.050		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03140C_A Protein	0.076	No mitochondrial presequence	15(MPP), 16(Icp55)	0.067	12-16	11-21-low	-	-	-	-	-	-	-	-	-	-	-	11-16	12-17	-	
C4_03150W_A Protein	0.146	No mitochondrial presequence	13(MPP), 14(Icp55)	0.231	1-5,88-92	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03160C_A Protein	0.007	No mitochondrial presequence	8(MPP)	0.125		9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03170W_A Protein	0.000	No mitochondrial presequence	63(MPP)	-0.238	53-57,60-64	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03180W_A Protein	0.000	No mitochondrial presequence	81(MPP)	0.012		14-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03190W_A Protein	0.067	No mitochondrial presequence	32(MPP), 40(Oct1)	0.031		1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03200C_A Protein	0.021	No mitochondrial presequence	95(MPP)	0.042	10-14,93-97	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03230C_A Protein	0.000	No mitochondrial presequence	51(MPP)	0.059	21-25,31-35	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03250C_A Protein	0.000	No mitochondrial presequence	26(MPP)	-0.038	9-13	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03270W_A Protein	0.003	No mitochondrial presequence	18(MPP)	0.222		6-15-low	-	-	-	-	-	8-13	-	-	-	-	-	-	-	-	
C4_03280W_A Protein	0.000	No mitochondrial presequence	30(MPP)	-0.033	62-66	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03290W_A Protein	0.006	No mitochondrial presequence	14(MPP), 15(Icp55)	0.000	33-37,37-41	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03300C_A Protein	0.000	No mitochondrial presequence	16(MPP)	0.062	49-53	5-14-low	-	-	-	-	-	-	7-12	-	-	-	-	-	-	-	
C4_03310C_A Protein	0.055	No mitochondrial presequence	23(MPP)	0.217	20-24,29-33	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03320W_A Protein	0.870	Possessing mitochondrial presequence	27(MPP)	0.185		17-28-high	-	-	-	-	-	11-16	-	-	-	10-15	-	-	-	-	
C4_03330W_A Protein	0.000	No mitochondrial presequence	42(MPP)	0.071		12-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03340C_A Protein	0.000	No mitochondrial presequence	62(MPP)	0.081		18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03350C_A Protein	0.068	No mitochondrial presequence	32(MPP), 40(Oct1)	0.031		1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03360C_A Protein	0.116	No mitochondrial presequence	9(MPP)	0.222	7-11,56-60	2-11-high	-	-	-	-	-	-	-	11-16	-	10-15	-	-	-	-	
C4_03370C_A Protein	0.023	No mitochondrial presequence	19(MPP)	0.105	34-38,70-74	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03380C_A Protein	0.000	No mitochondrial presequence	70(MPP)	-0.014		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03390W_A Protein	0.011	No mitochondrial presequence	52(MPP)	-0.058	76-80,79-83	4-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03400W_A Protein	0.039	No mitochondrial presequence	23(MPP)	0.087		13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03410W_A Protein	0.918	Possessing mitochondrial presequence	27(MPP), 35(Oct1)	0.185	24-28,95-99	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	24-29	-	
C4_03430W_A Protein	0.000	No mitochondrial presequence	32(MPP), 33(Icp55)	0.031		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03440C_A Protein	0.000	No mitochondrial presequence	47(MPP), 48(Icp55)	0.064		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03450C_A Protein	0.011	No mitochondrial presequence	52(MPP)	0.000	72-76,82-86	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03460C_A Protein	0.000	No mitochondrial presequence	10(MPP)	0.000		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03470C_A Protein	0.201	No mitochondrial presequence	62(MPP)	0.032	3-7,84-88	2-11-high	-	-	-	-	-	-	-	-	19-24	-	18-23	-	-	-	
C4_03480C_A Protein	0.000	No mitochondrial presequence	59(MPP)	0.017	3-7,72-76,79-83	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03490C_A Protein	0.059	No mitochondrial presequence	73(MPP)	0.027	25-29	21-30-high	-	-	-	-	-	-	-	21-26	-	20-25	-	-	25-30	-	
C4_03500C_A Protein	0.006	No mitochondrial presequence	52(MPP)	0.077	3-7,82-86	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	3-8	-	
C4_03510C_A Protein	0.004	No mitochondrial presequence	26(MPP)	0.038		8-17-low	2-7	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03520C_A Protein	0.000	No mitochondrial presequence	75(MPP)	-0.013		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03530W_A Protein	0.000	No mitochondrial presequence	70(MPP)	-0.057	90-94	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03540C_A Protein	0.091	No mitochondrial presequence	12(MPP)	0.333		1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03550W_A Protein	0.020	No mitochondrial presequence	16(MPP)	0.125	6-10,38-42,59-63,62-66	2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03560W_A Protein	0.008	No mitochondrial presequence	30(MPP)	-0.033	42-46	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03570W_A Protein	0.000	No mitochondrial presequence	40(MPP)	-0.025		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03580W_A Protein	0.000	No mitochondrial presequence	74(MPP)	-0.027		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03590C_A Protein	0.000	No mitochondrial presequence	80(MPP)	0.000	12-16	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03600C_A Protein	0.000	No mitochondrial presequence	51(MPP)	-0.216	90-94	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03620C_A Protein	0.010	No mitochondrial presequence	71(MPP)	-0.042	68-72,83-87	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03670W_A Protein	0.010	No mitochondrial presequence	83(MPP)	0.012		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03680C_A Protein	0.732	Possessing mitochondrial presequence	10(MPP)	0.100	20-24,24-28,32-36,55-59,59-63	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03690C_A Protein	0.000	No mitochondrial presequence	57(MPP)	-0.053		9-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03700W_A Protein	0.000	No mitochondrial presequence	41(MPP)	-0.195		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03710C_A Protein	0.003	No mitochondrial presequence	14(MPP)	0.143		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03720C_A Protein	0.000	No mitochondrial presequence	20(MPP)	-0.100	43-47	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03730C_A Protein	0.020	No mitochondrial presequence	11(MPP)	0.182	54-58	12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03740W_A Protein	0.000	No mitochondrial presequence	12(MPP)	-0.083	90-94	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03750C_A Protein	0.451	Possessing mitochondrial presequence	33(MPP)	0.182	69-73	19-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03760W_A Protein	0.005	No mitochondrial presequence	39(MPP)	0.000	81-85	15-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03770W_A Protein	0.000	No mitochondrial presequence	90(MPP)	-0.056	37-41	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03780C_A Protein	0.910	Possessing mitochondrial presequence	27(MPP)	0.185	16-20,75-79	8-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03790W_A Protein	0.000	No mitochondrial presequence	12(MPP)	0.000	10-14,63-67	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03800C_A Protein	0.000	No mitochondrial presequence	25(MPP)	-0.120		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03810W_A Protein	0.000	No mitochondrial presequence	7(MPP)	0.143		1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03820C_A Protein	0.015	No mitochondrial presequence	15(MPP)	0.000		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03830W_A Protein	0.000	No mitochondrial presequence	95(MPP)	-0.063	7-11,77-81,92-96	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03840C_A Protein	0.000	No mitochondrial presequence	34(MPP)	0.029		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03850W_A Protein	0.000	No mitochondrial presequence	88(MPP)	0.034		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03860C_A Protein	0.007	No mitochondrial presequence	10(MPP)	0.000	4-8	7-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03880W_A Protein	0.000	No mitochondrial presequence	22(MPP)	0.091		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03890W_A Protein	0.000	No mitochondrial presequence	24(MPP)	-0.042		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03900C_A Protein	0.008	No mitochondrial presequence	39(MPP)	0.103		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03910W_A Protein	0.000	No mitochondrial presequence	93(MPP)	-0.022	54-58	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03920W_A Protein	0.264	No mitochondrial presequence	66(MPP), 67(Icp55)	0.015	86-90	5-14-high	-	-	-	-	-	-	8-13	-	-	-	-	-	-	-	
C4_03930C_A Protein	0.042	No mitochondrial presequence	33(MPP)	0.091		7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	8-13	
C4_03940C_A Protein	0.101	No mitochondrial presequence	45(MPP)	0.111	27-31	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03950C_A Protein	0.033	No mitochondrial presequence	20(MPP), 28(Oct1)	0.050	4-8,86-90	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03960W_A Protein	0.758	Possessing mitochondrial presequence	47(MPP), 48(Icp55)	0.191	14-18	2-11-high	-	-	-	-	-	-	-	-	-	-	-	13-18	-	-	
C4_03970W_A Protein	0.171	No mitochondrial presequence	30(MPP), 31(Icp55)	0.067	7-11,27-31	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_03990C_A Protein	0.042	No mitochondrial presequence	24(MPP)	0.167		13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_04000W_A Protein	0.000	No mitochondrial presequence	5(MPP)	-0.400		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_04010W_A Protein	0.000	No mitochondrial presequence	34(MPP)	-0.059		16-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_04020C_A Protein	0.008	No mitochondrial presequence	87(MPP)	0.034	5-9	4-13-high	-	-	-	-	-	-	-	-	-	-	-	4-9	-	-	
C4_04030W_A Protein	0.013	No mitochondrial presequence	34(MPP), 35(Icp55)	0.059	32-36	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_04040W_A Protein	0.004	No mitochondrial presequence	27(MPP)	-0.037		17-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_04050C_A Protein	0.000	No mitochondrial presequence	79(MPP)	0.000		6-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_04060W_A Protein	0.082	No mitochondrial presequence	30(MPP)	0.167		1-12-high	-	-	-	-	-	-	-	-	-	-	25-30	-	-	-	
C4_04070C_A Protein	0.000	No mitochondrial presequence	44(MPP)	0.000		12-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_04080C_A Protein	0.003	No mitochondrial presequence	7(MPP)	0.286	51-55,59-63	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_04090C_A Protein	0.000	No mitochondrial presequence	62(MPP)	-0.016	14-18,90-94	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_04100C_A Protein	0.086	No mitochondrial presequence	15(MPP)	0.400		1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_04110W_A Protein	0.026	No mitochondrial presequence	17(MPP)	0.000	29-33	13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_04120C_A Protein	0.000	No mitochondrial presequence	42(MPP)	0.024	2-6	2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_04130W_A Protein	0.570	Possessing mitochondrial presequence	43(MPP), 51(Oct1)	0.186	40-44	3-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_04140W_A Protein	0.020	No mitochondrial presequence	70(MPP), 71(Icp55)	0.043	25-29	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_04150C_A Protein	0.297	No mitochondrial presequence	41(MPP)	0.171		2-11-low	12-17	9-14	-	-	-	-	-	-	-	-	-	-	-	-	
C4_04160W_A Protein	0.992	Possessing mitochondrial presequence	26(MPP)	0.192	1-5,10-14	10-19-high	-	-	-	-	1-6	-	-	4-9	-	-	-	-	-	-	
C4_04170C_A Protein	0.000	No mitochondrial presequence	55(MPP), 56(Icp55)	-0.018		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_04180C_A Protein	0.179	No mitochondrial presequence	34(MPP)	0.088	1-5,31-35	1-10-high	-	-	-	-	-	-	4-9	-	-	-	-	-	-	-	
C4_04190C_A Protein	0.000	No mitochondrial presequence	21(MPP)	-0.095		1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_04200C_A Protein	0.003	No mitochondrial presequence	19(MPP)	-0.053	16-20	9-20-high	-	-	-	-	16-21	-	-	-	-	-	-	-	-	-	
C4_04210C_A Protein	0.000	No mitochondrial presequence	31(MPP)	-0.032	76-80,85-89,88-92	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_04220W_A Protein	0.000	No mitochondrial presequence	23(MPP)	0.043		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_04230W_A Protein	0.000	No mitochondrial presequence	49(MPP)	-0.122	80-84	1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_04240C_A Protein	0.000	No mitochondrial presequence	18(MPP)	-0.056		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_04250W_A Protein	0.035	No mitochondrial presequence	24(MPP)	0.083		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_04260C_A Protein	0.000	No mitochondrial presequence	71(MPP)	-0.099		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_04270W_A Protein	0.000	No mitochondrial presequence	81(MPP)	0.025	53-57	3-14-low	-	-	-	-	-	2-7	-	-	-	1-6	-	-	-	-	
C4_04280C_A Protein	0.015	No mitochondrial presequence	49(MPP)	0.000	78-82	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_04290W_A Protein	0.075	No mitochondrial presequence	8(MPP)	0.125		15-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_04300C_A Protein	0.552	Possessing mitochondrial presequence	16(MPP)	0.312	37-41	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_04310W_A Protein	0.850	Possessing mitochondrial presequence	31(MPP), 39(Oct1)	0.194	62-66	5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_04320W_A Protein	0.000	No mitochondrial presequence	83(MPP)	0.024		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_04330C_A Protein	0.004	No mitochondrial presequence	78(MPP)	-0.064		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_04340C_A Protein	0.975	Possessing mitochondrial presequence	49(MPP), 50(Icp55)	0.184	2-6	2-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_04350W_A Protein	0.027	No mitochondrial presequence	35(MPP)	0.086	8-12	5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_04360W_A Protein	0.000	No mitochondrial presequence	7(MPP)	0.143	79-83	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_04370C_A Protein	0.000	No mitochondrial presequence	48(MPP)	0.062	45-49	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_04380C_A Protein	0.000	No mitochondrial presequence	8(MPP)	0.125		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_04390W_A Protein	0.000	No mitochondrial presequence	94(MPP)	0.043	12-16,33-37,78-82,95-99	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_04400C_A Protein	0.113	No mitochondrial presequence	11(MPP)	0.091		3-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_04410C_A Protein	0.986	Possessing mitochondrial presequence	7(MPP), 15(Oct1)	0.286	25-29,62-66	19-28-low	-	-	-	-	-	-	-	-	-	-	-	24-29	-	-	
C4_04420W_A Protein	0.074	No mitochondrial presequence	43(MPP)	0.209		18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_04430W_A Protein	0.000	No mitochondrial presequence	33(MPP)	0.061		17-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_04440W_A Protein	0.000	No mitochondrial presequence	42(MPP)	0.024	84-88,90-94	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_04450C_A Protein	0.000	No mitochondrial presequence	12(MPP)	0.167	72-76	17-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_04460C_A Protein	0.000	No mitochondrial presequence	36(MPP)	0.000		3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_04470W_A Protein	0.000	No mitochondrial presequence	39(MPP)	0.077	26-30	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_04480C_A Protein	0.000	No mitochondrial presequence	51(MPP)	-0.020	37-41,48-52,52-56	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_04500C_A Protein	0.000	No mitochondrial presequence	30(MPP)	-0.167	79-83	19-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_04510W_A Protein	0.000	No mitochondrial presequence	14(MPP)	-0.071		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_04520W_A Protein	0.043	No mitochondrial presequence	28(MPP)	0.107	47-51,92-96	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_04530C_A Protein	0.013	No mitochondrial presequence	49(MPP)	0.041		1-10-high	-	-	-	-	-	-	4-9	-	-	-	-	-	-	3-8	
C4_04540C_A Protein	0.056	No mitochondrial presequence	38(MPP)	0.026	35-39,58-62,72-76	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_04550C_A Protein	0.913	Possessing mitochondrial presequence	15(MPP), 16(Icp55)	0.267	7-11,35-39	2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_04560C_A Protein	0.000	No mitochondrial presequence	31(MPP)	0.032		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_04570W_A Protein	0.004	No mitochondrial presequence	43(MPP)	0.093	40-44	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_04580W_A Protein	0.000	No mitochondrial presequence	34(MPP)	-0.029	36-40	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_04590W_A Protein	0.013	No mitochondrial presequence	30(MPP)	0.100		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_04600C_A Protein	0.000	No mitochondrial presequence	51(MPP)	0.039		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_04620C_A Protein	0.094	No mitochondrial presequence	34(MPP)	0.206	1-5,16-20,58-62	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_04630C_A Protein	0.380	No mitochondrial presequence	45(MPP), 46(Icp55)	0.044	3-7,42-46,46-50	5-14-high	5-10	-	-	-	-	-	-	-	-	-	-	-	3-8	-	
C4_04640C_A Protein	0.888	Possessing mitochondrial presequence	13(MPP)	0.231	89-93	12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_04650W_A Protein	0.063	No mitochondrial presequence	37(MPP)	0.189	78-82,93-97	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_04660C_A Protein	0.031	No mitochondrial presequence	55(MPP)	0.109	81-85	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_04670C_A Protein	0.065	No mitochondrial presequence	40(MPP)	0.100	77-81	15-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_04700W_A Protein	0.000	No mitochondrial presequence	70(MPP)	-0.057		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_04710W_A Protein	0.000	No mitochondrial presequence	37(MPP), 38(Icp55)	0.108		8-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C4_04720W_A Protein	0.018	No mitochondrial presequence	8(MPP)	0.250	22-26,45-49	18-29-high	-	-	-	-	-	-	-	25-30	-	-	-	-	-	-	
C4_04730W_A Protein	0.000	No mitochondrial presequence	20(MPP)	0.050		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
