Sequence ID	Probability of presequence	Prediction	Cleavage site (processing enzyme)	Net charge	Positions for TOM20 recognition motif (deliminated by comma)	Position of amphypathic alpha-helix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
YKR067W Ntermext	0.043	No mitochondrial presequence	23(MPP)	0.087		8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YKR068C Ntermext	0.371	No mitochondrial presequence	17(MPP)	0.176		18-27-low	8-13	16-21	-	-	-	-	-	-	-	-	-	-	-	-	
YKR069W Ntermext	0.000	No mitochondrial presequence	43(MPP)	0.000	71-75,92-96	1-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YKR070W Ntermext	0.083	No mitochondrial presequence	40(MPP), 48(Oct1)	0.225	29-33,32-36,71-75	17-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YKR071C Ntermext	0.000	No mitochondrial presequence	32(MPP)	0.031		14-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YKR072C Ntermext	0.000	No mitochondrial presequence	27(MPP)	0.000		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YKR073C Ntermext	0.072	No mitochondrial presequence	78(MPP), 79(Icp55)	0.064	75-79	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YKR074W Ntermext	0.158	No mitochondrial presequence	11(MPP)	0.182		2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YKR075C Ntermext	0.007	No mitochondrial presequence	65(MPP)	0.000	83-87	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YKR075W Ntermext	0.000	No mitochondrial presequence	38(MPP)	0.026	5-9	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	5-10	-	
YKR076W Ntermext	0.223	No mitochondrial presequence	16(MPP)	0.188	54-58	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YKR077W Ntermext	0.028	No mitochondrial presequence	41(MPP)	0.098	16-20	11-20-low	-	-	-	-	-	-	-	-	-	-	-	15-20	-	-	
YKR078W Ntermext	0.000	No mitochondrial presequence	16(MPP)	0.062		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YKR079C Ntermext	0.354	No mitochondrial presequence	31(MPP)	0.355		5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YKR080W Ntermext	0.003	No mitochondrial presequence	68(MPP)	0.029	10-14,49-53	9-18-low	-	-	-	-	-	-	-	-	-	-	-	9-14	-	-	
YKR081C Ntermext	0.044	No mitochondrial presequence	19(MPP)	0.316	2-6,16-20	1-10-high	-	-	-	-	-	5-10	-	-	-	-	-	-	-	-	
YKR082W Ntermext	0.005	No mitochondrial presequence	51(MPP)	-0.059		9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YKR083C Ntermext	0.006	No mitochondrial presequence	13(MPP)	0.231	13-17	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YKR084C Ntermext	0.000	No mitochondrial presequence	4(MPP)	0.250		15-24-low	-	-	-	-	-	-	1-6	-	-	-	-	-	-	-	
YKR085C Ntermext	0.996	Possessing mitochondrial presequence	10(MPP)	0.200		12-21-high	-	-	-	-	-	7-12	-	-	-	6-11	-	-	-	16-21	
YKR086W Ntermext	0.000	No mitochondrial presequence	7(MPP)	0.000	30-34	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YKR087C Ntermext	0.877	Possessing mitochondrial presequence	35(MPP)	0.171	32-36	1-10-high	-	-	-	-	-	-	4-9	-	-	-	-	-	-	-	
YKR088C Ntermext	0.000	No mitochondrial presequence	46(MPP)	-0.196		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YKR089C Ntermext	0.000	No mitochondrial presequence	50(MPP)	0.060	23-27	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YKR090W Ntermext	0.360	No mitochondrial presequence	61(MPP)	0.164		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YKR091W Ntermext	0.000	No mitochondrial presequence	47(MPP)	0.000	45-49	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YKR092C Ntermext	0.000	No mitochondrial presequence	30(MPP)	0.033		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YKR093W Ntermext	0.000	No mitochondrial presequence	74(MPP)	-0.203		2-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YKR094C Ntermext	0.020	No mitochondrial presequence	43(MPP)	-0.023	96-100	21-30-low	-	-	-	-	-	-	-	4-9	-	3-8	-	-	-	-	
YKR095W Ntermext	0.000	No mitochondrial presequence	6(MPP)	0.333		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YKR095W Ntermext	0.111	No mitochondrial presequence	12(MPP)	0.333	10-14,41-45	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YKR096W Ntermext	0.004	No mitochondrial presequence	42(MPP)	0.024	48-52	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YKR097W Ntermext	0.000	No mitochondrial presequence	35(MPP)	0.000		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YKR098C Ntermext	0.040	No mitochondrial presequence	51(MPP)	0.078	29-33,53-57,56-60	21-30-low	-	-	-	-	-	-	14-19	-	-	-	-	-	-	-	
YKR099W Ntermext	0.000	No mitochondrial presequence	21(MPP)	0.286	83-87	1-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YKR100C Ntermext	0.000	No mitochondrial presequence	35(MPP)	0.057	45-49	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YKR101W Ntermext	0.156	No mitochondrial presequence	25(MPP)	0.080		18-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YKR102W Ntermext	0.000	No mitochondrial presequence	7(MPP)	0.143	4-8	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YKR103W Ntermext	0.016	No mitochondrial presequence	22(MPP)	-0.045	41-45,44-48	13-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YKR104W Ntermext	0.000	No mitochondrial presequence	75(MPP)	-0.053	23-27	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YKR105C Ntermext	0.000	No mitochondrial presequence	26(MPP)	-0.115	92-96	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YKR106W Ntermext	0.010	No mitochondrial presequence	32(MPP)	0.094		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLL067C Ntermext	0.008	No mitochondrial presequence	25(MPP), 26(Icp55)	0.040	52-56	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLL067W Ntermext	0.116	No mitochondrial presequence	20(MPP)	0.050	61-65,65-69	16-25-low	-	-	-	-	-	-	-	17-22	-	-	-	-	-	-	
YLL066W Ntermext	0.296	No mitochondrial presequence	12(MPP)	0.250	9-13	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLL066C Ntermext	0.008	No mitochondrial presequence	25(MPP), 26(Icp55)	0.040	52-56	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLL066W Ntermext	0.116	No mitochondrial presequence	20(MPP)	0.050	61-65,65-69	16-25-low	-	-	-	-	-	-	-	17-22	-	-	-	-	-	-	
YLL065W Ntermext	0.102	No mitochondrial presequence	35(MPP)	0.086	2-6,32-36,84-88	1-10-low	-	-	-	-	-	-	-	-	-	-	-	1-6	2-7	-	
YLL064C Ntermext	0.000	No mitochondrial presequence	77(MPP)	-0.013		18-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLL063C Ntermext	0.044	No mitochondrial presequence	28(MPP)	0.143	48-52	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLL062C Ntermext	0.006	No mitochondrial presequence	42(MPP)	0.048	3-7	3-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLL061W Ntermext	0.000	No mitochondrial presequence	36(MPP)	-0.056	72-76	16-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLL060C Ntermext	0.004	No mitochondrial presequence	33(MPP)	0.091		8-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLL059C Ntermext	0.011	No mitochondrial presequence	49(MPP)	0.041		13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLL058W Ntermext	0.000	No mitochondrial presequence	53(MPP)	-0.075	43-47,50-54,59-63	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLL057C Ntermext	0.000	No mitochondrial presequence	65(MPP)	0.015		20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLL056C Ntermext	0.000	No mitochondrial presequence	33(MPP)	0.000	46-50	16-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLL055W Ntermext	0.000	No mitochondrial presequence	54(MPP)	-0.056		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLL054C Ntermext	0.000	No mitochondrial presequence	53(MPP)	0.151	27-31	9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLL053C Ntermext	0.074	No mitochondrial presequence	14(MPP)	0.071	11-15	19-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLL052C Ntermext	0.000	No mitochondrial presequence	37(MPP)	-0.108		6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLL051C Ntermext	0.006	No mitochondrial presequence	14(MPP)	0.000	24-28	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	24-29	-	
YLL050C Ntermext	0.000	No mitochondrial presequence	81(MPP)	-0.062		8-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLL049W Ntermext	0.003	No mitochondrial presequence	15(MPP), 16(Icp55)	-0.200	40-44,65-69	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLL048C Ntermext	0.022	No mitochondrial presequence	27(MPP)	0.000	18-22,67-71	4-13-low	20-25	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLL047W Ntermext	0.020	No mitochondrial presequence	36(MPP)	0.083		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLL046C Ntermext	0.013	No mitochondrial presequence	30(MPP)	0.067	76-80	7-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLL045C Ntermext	0.006	No mitochondrial presequence	49(MPP), 50(Icp55)	0.204	50-54	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLL044W Ntermext	0.356	No mitochondrial presequence	68(MPP)	-0.015		1-10-low	-	-	-	-	-	-	11-16	-	-	10-15	-	-	-	-	
YLL043W Ntermext	0.018	No mitochondrial presequence	21(MPP)	0.048		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLL042C Ntermext	0.021	No mitochondrial presequence	48(MPP)	-0.062	40-44,70-74,80-84,94-98	8-17-low	-	-	-	-	-	-	20-25	-	-	-	-	-	-	19-24	
YLL041C Ntermext	0.292	No mitochondrial presequence	37(MPP)	0.162		2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLL040C Ntermext	0.022	No mitochondrial presequence	13(MPP)	0.000	10-14	8-17-high	-	-	-	-	-	-	-	-	-	-	-	9-14	-	-	
YLL039C Ntermext	0.050	No mitochondrial presequence	44(MPP)	-0.023		1-10-high	-	-	-	-	-	-	-	5-10	-	4-9	-	-	-	-	
YLL038C Ntermext	0.000	No mitochondrial presequence	80(MPP)	0.000		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLL037W Ntermext	0.035	No mitochondrial presequence	54(MPP)	0.093	27-31	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLL036C Ntermext	0.012	No mitochondrial presequence	13(MPP)	0.231		1-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLL035W Ntermext	0.000	No mitochondrial presequence	90(MPP), 91(Icp55)	-0.200		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLL034C Ntermext	0.012	No mitochondrial presequence	38(MPP)	0.132	24-28,88-92	18-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLL033W Ntermext	0.043	No mitochondrial presequence	34(MPP)	0.147	47-51,52-56,87-91	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLL032C Ntermext	0.119	No mitochondrial presequence	44(MPP)	0.045	18-22	5-14-high	20-25	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLL031C Ntermext	0.004	No mitochondrial presequence	64(MPP)	0.141	88-92	12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLL030C Ntermext	0.471	Possessing mitochondrial presequence	16(MPP)	0.188	26-30,46-50,84-88	21-30-high	-	-	-	-	-	-	-	-	-	-	-	25-30	-	-	
YLL029W Ntermext	0.006	No mitochondrial presequence	7(MPP)	0.714		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLL028W Ntermext	0.004	No mitochondrial presequence	22(MPP)	-0.045	84-88	6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLL027W Ntermext	0.973	Possessing mitochondrial presequence	18(MPP), 19(Icp55)	0.167	15-19	14-23-high	-	-	-	-	-	-	-	-	13-18	-	12-17	-	-	-	
YLL026W Ntermext	0.021	No mitochondrial presequence	17(MPP), 18(Icp55)	-0.059	24-28,71-75	20-29-low	-	-	-	-	-	-	-	-	-	-	-	23-28	24-29	-	
YLL025W Ntermext	0.000	No mitochondrial presequence	94(MPP)	-0.064	91-95	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLL024C Ntermext	0.145	No mitochondrial presequence	56(MPP)	-0.018	9-13,76-80	2-11-high	-	-	-	-	-	-	2-7	-	-	1-6	-	-	-	-	
YLL023C Ntermext	0.139	No mitochondrial presequence	29(MPP)	0.103	26-30	18-29-high	-	-	-	-	-	-	-	-	-	-	-	25-30	-	-	
YLL022C Ntermext	0.003	No mitochondrial presequence	45(MPP)	0.089		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLL021W Ntermext	0.003	No mitochondrial presequence	51(MPP)	0.078	30-34	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLL020C Ntermext	0.185	No mitochondrial presequence	52(MPP)	0.135	88-92	14-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLL019C Ntermext	0.488	Possessing mitochondrial presequence	22(MPP)	0.182		9-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLL019W Ntermext	0.011	No mitochondrial presequence	18(MPP), 19(Icp55)	0.056		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLL018C Ntermext	0.000	No mitochondrial presequence	54(MPP), 55(Icp55)	-0.019	30-34,37-41	1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLL018C Ntermext	0.000	No mitochondrial presequence	12(MPP)	0.333	25-29	18-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLL015W Ntermext	0.000	No mitochondrial presequence	81(MPP), 82(Icp55)	0.074	54-58	19-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLL014W Ntermext	0.009	No mitochondrial presequence	51(MPP)	0.000		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLL013C Ntermext	0.000	No mitochondrial presequence	55(MPP)	-0.055		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLL012W Ntermext	0.255	No mitochondrial presequence	69(MPP)	0.029	1-5,43-47	17-29-high	-	-	-	-	-	-	-	-	16-21	-	-	-	-	-	
YLL011W Ntermext	0.012	No mitochondrial presequence	9(MPP)	0.444	41-45,50-54,80-84,91-95	4-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLL010C Ntermext	0.000	No mitochondrial presequence	48(MPP)	0.125		3-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLL009C Ntermext	0.000	No mitochondrial presequence	34(MPP)	-0.118		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLL008W Ntermext	0.012	No mitochondrial presequence	66(MPP)	-0.015		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLL007C Ntermext	0.000	No mitochondrial presequence	6(MPP)	0.333	55-59	19-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLL006W Ntermext	0.000	No mitochondrial presequence	16(MPP)	0.000	13-17	5-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLL006W Ntermext	0.000	No mitochondrial presequence	34(MPP)	-0.176	31-35	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLL005C Ntermext	0.059	No mitochondrial presequence	27(MPP)	0.074		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLL004W Ntermext	0.000	No mitochondrial presequence	21(MPP)	0.000	41-45,72-76	12-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLL003W Ntermext	0.000	No mitochondrial presequence	54(MPP)	-0.019	51-55	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLL002W Ntermext	0.000	No mitochondrial presequence	82(MPP)	-0.049	79-83	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLL001W Ntermext	0.000	No mitochondrial presequence	65(MPP)	-0.031		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLR001C Ntermext	0.004	No mitochondrial presequence	54(MPP)	-0.056	51-55	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLR002C Ntermext	0.048	No mitochondrial presequence	14(MPP)	0.143		3-12-low	-	-	-	-	-	-	-	-	-	-	8-13	-	-	-	
YLR003C Ntermext	0.000	No mitochondrial presequence	70(MPP)	-0.200		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLR004C Ntermext	0.000	No mitochondrial presequence	39(MPP)	-0.026	36-40,95-99	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLR005W Ntermext	0.028	No mitochondrial presequence	31(MPP)	-0.097	7-11	4-14-low	-	-	-	-	-	-	-	-	-	-	-	6-11	-	-	
YLR006C Ntermext	0.058	No mitochondrial presequence	21(MPP)	0.190	14-18	21-30-low	-	4-9	-	-	-	-	-	-	-	-	-	-	-	-	
YLR007W Ntermext	0.000	No mitochondrial presequence	30(MPP)	-0.067		15-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLR008C Ntermext	0.000	No mitochondrial presequence	19(MPP)	0.000		14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLR009W Ntermext	0.086	No mitochondrial presequence	34(MPP)	0.088	36-40,51-55,55-59	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLR010C Ntermext	0.029	No mitochondrial presequence	15(MPP)	0.000	65-69	11-20-high	-	-	-	-	-	-	4-9	-	-	3-8	-	-	-	-	
YLR011W Ntermext	0.225	No mitochondrial presequence	12(MPP)	0.167	12-16,78-82	19-29-low	-	-	-	-	-	-	-	-	-	-	20-25	-	-	-	
YLR012C Ntermext	0.130	No mitochondrial presequence	31(MPP)	0.226	5-9,89-93	1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLR013W Ntermext	0.003	No mitochondrial presequence	66(MPP)	0.045		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLR014C Ntermext	0.022	No mitochondrial presequence	14(MPP)	0.429	51-55,87-91	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLR015W Ntermext	0.005	No mitochondrial presequence	64(MPP)	0.016		9-18-low	-	-	-	-	-	-	16-21	-	-	15-20	-	-	-	-	
YLR016C Ntermext	0.050	No mitochondrial presequence	12(MPP)	0.333		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLR017W Ntermext	0.469	Possessing mitochondrial presequence	14(MPP)	0.286	16-20	1-10-low	18-23	-	-	-	-	-	-	-	-	-	-	-	16-21	-	
YLR018C Ntermext	0.000	No mitochondrial presequence	59(MPP)	-0.051	82-86,85-89	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLR019W Ntermext	0.000	No mitochondrial presequence	35(MPP)	0.143		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLR020C Ntermext	0.079	No mitochondrial presequence	27(MPP)	0.000	17-21,24-28	15-24-low	-	-	-	-	-	-	-	-	-	-	-	16-21	24-29	-	
YLR021W Ntermext	0.004	No mitochondrial presequence	53(MPP)	0.000		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLR022C Ntermext	0.004	No mitochondrial presequence	27(MPP)	0.259	71-75	19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLR023C Ntermext	0.000	No mitochondrial presequence	35(MPP)	0.029	58-62	13-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLR024C Ntermext	0.000	No mitochondrial presequence	42(MPP)	-0.048	18-22	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLR025W Ntermext	0.012	No mitochondrial presequence	42(MPP)	0.143		21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLR026C Ntermext	0.005	No mitochondrial presequence	49(MPP)	0.082	91-95	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLR027C Ntermext	0.026	No mitochondrial presequence	29(MPP)	0.103	86-90	16-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLR028C Ntermext	0.007	No mitochondrial presequence	32(MPP), 33(Icp55)	0.062		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLR029C Ntermext	0.044	No mitochondrial presequence	13(MPP)	0.077	3-7,18-22,36-40	16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLR030W Ntermext	0.010	No mitochondrial presequence	42(MPP)	-0.024	3-7	3-12-high	-	-	-	-	3-8	-	-	-	-	-	-	-	-	-	
YLR031W Ntermext	0.000	No mitochondrial presequence	47(MPP)	0.085		14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLR032W Ntermext	0.049	No mitochondrial presequence	34(MPP)	0.118		7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLR033W Ntermext	0.000	No mitochondrial presequence	60(MPP)	0.017	52-56,93-97	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLR034C Ntermext	0.041	No mitochondrial presequence	80(MPP)	0.037	8-12,11-15	6-15-high	-	-	-	-	-	-	-	-	-	-	-	7-12	-	-	
YLR035C Ntermext	0.005	No mitochondrial presequence	29(MPP)	0.000	39-43	9-19-low	13-18	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLR036C Ntermext	0.000	No mitochondrial presequence	83(MPP)	0.000	28-32,53-57,58-62	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLR037C Ntermext	0.026	No mitochondrial presequence	18(MPP)	0.056	1-5	9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLR038C Ntermext	0.000	No mitochondrial presequence	21(MPP)	-0.143	37-41	4-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLR039C Ntermext	0.079	No mitochondrial presequence	20(MPP)	0.100	7-11,17-21	12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLR040C Ntermext	0.073	No mitochondrial presequence	41(MPP)	0.024	84-88	2-14-low	-	-	-	-	-	-	9-14	25-30	-	24-29	-	-	-	8-13	
YLR041W Ntermext	0.018	No mitochondrial presequence	52(MPP), 53(Icp55)	0.077	6-10,44-48,77-81	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLR042C Ntermext	0.000	No mitochondrial presequence	15(MPP)	0.000		5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLR043C Ntermext	0.000	No mitochondrial presequence	14(MPP)	0.000	87-91	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLR044C Ntermext	0.000	No mitochondrial presequence	43(MPP)	0.047	35-39,63-67	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLR045C Ntermext	0.000	No mitochondrial presequence	51(MPP)	-0.020		1-10-high	-	-	-	-	-	5-10	-	-	-	4-9	-	-	-	-	
YLR046C Ntermext	0.006	No mitochondrial presequence	28(MPP)	0.107	71-75	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLR047C Ntermext	0.008	No mitochondrial presequence	16(MPP)	0.125	18-22,92-96	16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLR048W Ntermext	0.000	No mitochondrial presequence	81(MPP)	-0.025	55-59,61-65,87-91	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLR049C Ntermext	0.062	No mitochondrial presequence	25(MPP)	0.000		10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLR050C Ntermext	0.013	No mitochondrial presequence	26(MPP)	0.077	79-83	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLR051C Ntermext	0.000	No mitochondrial presequence	30(MPP)	-0.100		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLR052W Ntermext	0.000	No mitochondrial presequence	36(MPP)	0.000	34-38	14-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLR053C Ntermext	0.000	No mitochondrial presequence	7(MPP)	0.000		5-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLR054C Ntermext	0.003	No mitochondrial presequence	24(MPP)	-0.083		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLR055C Ntermext	0.000	No mitochondrial presequence	80(MPP)	-0.575		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLR056W Ntermext	0.000	No mitochondrial presequence	65(MPP)	0.000	8-12,17-21,33-37,62-66	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLR057W Ntermext	0.357	No mitochondrial presequence	21(MPP)	0.238	18-22	18-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLR058C Ntermext	0.038	No mitochondrial presequence	10(MPP)	0.200	7-11	5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLR059C Ntermext	0.996	Possessing mitochondrial presequence	25(MPP)	0.240		18-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLR060W Ntermext	0.000	No mitochondrial presequence	61(MPP)	-0.164		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLR061W Ntermext	0.004	No mitochondrial presequence	95(MPP)	0.074	33-37,75-79,92-96	9-19-high	-	-	-	-	-	-	-	11-16	-	-	-	-	-	-	
YLR062C Ntermext	0.004	No mitochondrial presequence	57(MPP)	-0.035		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLR063W Ntermext	0.587	Possessing mitochondrial presequence	10(MPP)	0.200	7-11,18-22	1-10-high	-	-	-	-	-	-	-	-	5-10	-	4-9	-	-	-	
YLR064W Ntermext	0.500	Possessing mitochondrial presequence	71(MPP)	0.155	42-46	1-11-low	8-13	-	-	-	-	-	-	-	-	-	-	-	-	-	
YLR065C Ntermext	0.116	No mitochondrial presequence	35(MPP)	0.171	32-36,46-50	15-24-high	-	-	-	-	-	-	-	20-25	-	-	-	-	-	-	
