# Mitofates predictions for S. pombe 972h-
# EW 29 September 2018
# Gene	Prob_preseq	Pred_preseq	CSite_enzyme	Net_charge	Pos_TOM20	Pos_afhelix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
Sequence ID	Probability of presequence	Prediction	Cleavage site (processing enzyme)	Net charge	Positions for TOM20 recognition motif (deliminated by comma)	Position of amphypathic alpha-helix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
SPBP16F5.04 Protein	0.263	No mitochondrial presequence	9(MPP)	0.333	1-5,7-11	7-16-high	-	-	-	-	-	-	-	-	5-10	-	4-9	-	-	-	
SPBP16F5.05c Protein	0.000	No mitochondrial presequence	33(MPP)	-0.212	9-13,52-56,74-78,86-90	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBP16F5.06 Protein	0.008	No mitochondrial presequence	7(MPP)	0.000	46-50	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC4G8.03c Protein	0.000	No mitochondrial presequence	66(MPP)	0.030	85-89	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBP16F5.07 Protein	0.000	No mitochondrial presequence	19(MPP)	0.105	29-33,84-88	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBP16F5.08c Protein	0.000	No mitochondrial presequence	8(MPP)	0.250	6-10,27-31	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16E9.01c Protein	0.000	No mitochondrial presequence	27(MPP)	0.037		21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16E9.02c Protein	0.000	No mitochondrial presequence	39(MPP)	0.051	36-40	17-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16E9.03c Protein	0.355	No mitochondrial presequence	60(MPP)	0.117	9-13,57-61,74-78,94-98	12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16E9.19 Protein	0.034	No mitochondrial presequence	24(MPP)	0.167		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16E9.06c Protein	0.722	Possessing mitochondrial presequence	15(MPP)	0.200	2-6,66-70	13-23-low	-	-	-	-	-	-	-	15-20	-	-	-	-	-	-	
SPBC16E9.05 Protein	0.021	No mitochondrial presequence	18(MPP)	0.056	96-100	12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16E9.07 Protein	0.096	No mitochondrial presequence	7(MPP)	0.286	57-61,73-77,76-80,93-97	5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16E9.08 Protein	0.005	No mitochondrial presequence	26(MPP)	-0.077	69-73	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16E9.09c Protein	0.004	No mitochondrial presequence	68(MPP)	0.074	19-23,55-59	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16E9.10c Protein	0.018	No mitochondrial presequence	41(MPP)	0.049	61-65,65-69	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16E9.11c Protein	0.106	No mitochondrial presequence	10(MPP)	0.200		21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16E9.12c Protein	0.000	No mitochondrial presequence	47(MPP)	-0.170		5-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16E9.13 Protein	0.398	Possessing mitochondrial presequence	29(MPP)	0.207	26-30,41-45,70-74	10-19-high	-	-	-	-	-	-	-	-	24-29	-	23-28	-	-	-	
SPBC16E9.14c Protein	0.000	No mitochondrial presequence	50(MPP)	0.040		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16E9.15 Protein	0.000	No mitochondrial presequence	7(MPP)	0.143		18-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16E9.16c Protein	0.000	No mitochondrial presequence	40(MPP)	0.075		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16E9.20 Protein	0.027	No mitochondrial presequence	48(MPP)	0.021	18-22	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16E9.17c Protein	0.032	No mitochondrial presequence	33(MPP)	0.091		13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC16E9.18 Protein	0.892	Possessing mitochondrial presequence	35(MPP)	0.257	32-36,85-89	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1E8.02 Protein	0.004	No mitochondrial presequence	52(MPP)	0.058	49-53	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC4G8.04 Protein	0.000	No mitochondrial presequence	92(MPP), 93(Icp55)	-0.043	77-81	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1E8.03c Protein	0.256	No mitochondrial presequence	18(MPP)	0.167	15-19,35-39	14-23-high	-	-	-	-	-	-	-	-	13-18	-	12-17	-	-	-	
SPBC1E8.05 Protein	0.000	No mitochondrial presequence	55(MPP)	0.000		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1A4.01 Protein	0.000	No mitochondrial presequence	45(MPP)	0.044		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1A4.02c Protein	0.000	No mitochondrial presequence	88(MPP)	-0.045	3-7,25-29	17-26-low	-	-	-	-	-	-	-	-	1-6	-	-	-	-	-	
SPBC1A4.03c Protein	0.000	No mitochondrial presequence	29(MPP)	-0.172		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1A4.04 Protein	0.012	No mitochondrial presequence	26(MPP), 34(Oct1)	0.038		1-13-low	-	-	-	-	-	-	-	23-28	-	22-27	-	-	-	-	
SPAC4G8.05 Protein	0.000	No mitochondrial presequence	15(MPP)	-0.267		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1A4.05 Protein	0.005	No mitochondrial presequence	62(MPP)	0.048	91-95	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1A4.06c Protein	0.374	No mitochondrial presequence	21(MPP)	0.190	61-65	12-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1A4.07c Protein	0.187	No mitochondrial presequence	9(MPP)	0.333	38-42,47-51,88-92	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1A4.08c Protein	0.004	No mitochondrial presequence	15(MPP)	0.067	27-31,44-48	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1A4.11c Protein	0.006	No mitochondrial presequence	56(MPP)	-0.071		15-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1A4.09 Protein	0.000	No mitochondrial presequence	16(MPP)	0.125		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1A4.10c Protein	0.000	No mitochondrial presequence	70(MPP)	0.000	67-71,77-81	16-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBP23A10.03c Protein	0.247	No mitochondrial presequence	24(MPP)	0.208	4-8,21-25,67-71	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBP23A10.02 Protein	0.003	No mitochondrial presequence	73(MPP)	0.000		4-13-low	-	22-27	-	-	-	20-25	-	-	-	19-24	-	-	-	-	
SPBP23A10.04 Protein	0.000	No mitochondrial presequence	13(MPP)	-0.077	86-90,92-96	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC4G8.06c Protein	0.024	No mitochondrial presequence	74(MPP)	0.041	49-53,71-75,94-98	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBP23A10.05 Protein	0.000	No mitochondrial presequence	25(MPP)	0.040		10-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBP23A10.17 Protein	0.005	No mitochondrial presequence	89(MPP)	0.011		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBP23A10.06 Protein	0.000	No mitochondrial presequence	52(MPP)	-0.038	25-29	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBP23A10.07 Protein	0.003	No mitochondrial presequence	11(MPP)	0.000	25-29	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBP23A10.08 Protein	0.005	No mitochondrial presequence	50(MPP)	-0.040	32-36	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBP23A10.09 Protein	0.000	No mitochondrial presequence	19(MPP)	0.158		5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBP23A10.10 Protein	0.461	Possessing mitochondrial presequence	8(MPP)	0.125	5-9	1-11-high	7-12	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBP23A10.11c Protein	0.000	No mitochondrial presequence	95(MPP)	-0.053	92-96	2-11-high	-	-	-	-	-	-	2-7	-	-	1-6	-	-	-	-	
SPAC4G8.07c Protein	0.321	No mitochondrial presequence	40(MPP)	0.175	5-9	6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBP23A10.12 Protein	0.000	No mitochondrial presequence	89(MPP)	-0.034		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBP23A10.13 Protein	0.000	No mitochondrial presequence	38(MPP), 39(Icp55)	-0.132		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBP23A10.14c Protein	0.000	No mitochondrial presequence	80(MPP)	-0.087	77-81	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBP23A10.15c Protein	0.999	Possessing mitochondrial presequence	13(MPP), 21(Oct1)	0.308	7-11,11-15,64-68,68-72	5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBP23A10.16 Protein	0.946	Possessing mitochondrial presequence	16(MPP)	0.188	28-32,63-67	19-28-low	-	-	-	-	-	-	-	19-24	-	18-23	-	-	-	-	
SPBC29A3.21 Protein	0.323	No mitochondrial presequence	46(MPP)	0.043	57-61,88-92	6-15-high	-	-	-	-	-	-	8-13	-	-	-	-	-	-	-	
SPBC29A3.01 Protein	0.000	No mitochondrial presequence	42(MPP)	-0.071	39-43	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC29A3.02c Protein	0.000	No mitochondrial presequence	33(MPP)	-0.061	22-26	9-20-low	-	-	-	23-28	-	-	-	-	-	-	-	-	-	-	
SPBC29A3.03c Protein	0.005	No mitochondrial presequence	64(MPP)	-0.016		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC29A3.04 Protein	0.044	No mitochondrial presequence	31(MPP)	0.226	46-50,90-94	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC29A3.05 Protein	0.037	No mitochondrial presequence	20(MPP)	0.250	6-10,64-68	2-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC29A3.06 Protein	0.000	No mitochondrial presequence	11(MPP)	-0.455		18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC29A3.07c Protein	0.004	No mitochondrial presequence	51(MPP)	0.039	63-67,76-80,81-85	5-14-low	-	-	-	-	-	-	-	15-20	-	14-19	-	-	-	-	
SPBC29A3.08 Protein	0.010	No mitochondrial presequence	76(MPP)	-0.053		19-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC29A3.09c Protein	0.000	No mitochondrial presequence	44(MPP)	-0.136		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC29A3.10c Protein	0.696	Possessing mitochondrial presequence	11(MPP), 19(Oct1)	0.273	1-5	1-10-high	-	-	-	-	-	-	-	4-9	-	-	-	-	-	-	
SPBC29A3.11c Protein	0.004	No mitochondrial presequence	55(MPP)	0.055		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC29A3.13 Protein	0.065	No mitochondrial presequence	13(MPP)	0.385	89-93	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC29A3.12 Protein	0.009	No mitochondrial presequence	24(MPP)	0.250	42-46,52-56,77-81	13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC29A3.14c Protein	0.003	No mitochondrial presequence	14(MPP)	0.143	11-15	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC29A3.15c Protein	0.322	No mitochondrial presequence	74(MPP)	0.122	45-49	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC29A3.16 Protein	0.000	No mitochondrial presequence	46(MPP)	-0.130	52-56,93-97	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC29A3.17 Protein	0.123	No mitochondrial presequence	14(MPP)	0.286	94-98	5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC29A3.18 Protein	0.971	Possessing mitochondrial presequence	21(MPP), 29(Oct1)	0.238	11-15	4-13-low	20-25	-	-	-	11-16	-	-	-	-	-	-	-	-	-	
SPAC4G8.08 Protein	0.054	No mitochondrial presequence	18(MPP)	0.000	15-19	17-26-high	-	-	-	-	-	-	-	-	-	-	-	14-19	-	-	
SPBC18E5.01 Protein	0.000	No mitochondrial presequence	45(MPP)	0.000		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC18E5.02c Protein	0.000	No mitochondrial presequence	38(MPP)	0.000	22-26,35-39	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC18E5.03c Protein	0.030	No mitochondrial presequence	11(MPP)	0.000	79-83	6-15-low	-	-	-	-	-	-	8-13	-	-	-	-	-	-	7-12	
SPBC18E5.04 Protein	0.051	No mitochondrial presequence	8(MPP)	0.375	8-12,22-26,49-53,67-71,72-76	1-10-high	-	-	-	-	8-13	-	-	-	-	-	-	-	-	-	
SPBC18E5.05c Protein	0.149	No mitochondrial presequence	9(MPP)	0.222	1-5,6-10	5-14-high	-	-	-	-	-	-	-	-	-	-	-	5-10	-	-	
SPBC18E5.06 Protein	0.000	No mitochondrial presequence	16(MPP)	-0.062		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC18E5.07 Protein	0.000	No mitochondrial presequence	40(MPP), 41(Icp55)	-0.025		17-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC18E5.08 Protein	0.054	No mitochondrial presequence	11(MPP)	0.273	1-5,48-52,53-57	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC18E5.14c Protein	0.007	No mitochondrial presequence	48(MPP)	-0.042	49-53,65-69,88-92	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC18E5.09c Protein	0.011	No mitochondrial presequence	14(MPP), 15(Icp55)	0.143		6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC18E5.11c Protein	0.000	No mitochondrial presequence	39(MPP)	-0.026		3-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC18E5.10 Protein	0.996	Possessing mitochondrial presequence	25(MPP)	0.240	22-26	10-19-high	-	-	-	-	-	-	-	-	20-25	-	-	-	-	-	
SPBC18E5.12c Protein	0.064	No mitochondrial presequence	34(MPP)	0.206	95-99	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	14-19	
SPBC18E5.13 Protein	0.438	Possessing mitochondrial presequence	31(MPP), 39(Oct1)	0.161	46-50,94-98	1-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC23G7.16 Protein	0.044	No mitochondrial presequence	59(MPP), 60(Icp55)	0.034		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC23G7.04c Protein	0.012	No mitochondrial presequence	8(MPP), 9(Icp55)	0.000		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC4G8.09 Protein	0.996	Possessing mitochondrial presequence	80(MPP), 81(Icp55)	0.138	12-16,87-91	1-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC23G7.05 Protein	0.000	No mitochondrial presequence	55(MPP)	0.000	55-59	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC23G7.06c Protein	0.000	No mitochondrial presequence	29(MPP)	0.034		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC23G7.07c Protein	0.000	No mitochondrial presequence	54(MPP)	-0.204		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC23G7.08c Protein	0.000	No mitochondrial presequence	70(MPP)	0.000	80-84	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC23G7.17c Protein	0.000	No mitochondrial presequence	36(MPP)	0.028		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC23G7.09 Protein	0.004	No mitochondrial presequence	27(MPP), 28(Icp55)	-0.111	24-28	14-23-low	-	-	-	-	-	-	-	-	22-27	-	-	-	-	-	
SPBC23G7.10c Protein	0.000	No mitochondrial presequence	48(MPP)	0.042		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC1F8.01 Protein	0.124	No mitochondrial presequence	40(MPP)	0.025	1-5	1-12-high	-	-	-	-	-	-	-	-	-	-	-	-	1-6	-	
SPBC23G7.11 Protein	0.005	No mitochondrial presequence	48(MPP)	0.042	45-49,63-67	17-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC23G7.12c Protein	0.004	No mitochondrial presequence	41(MPP)	0.024		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC23G7.13c Protein	0.000	No mitochondrial presequence	55(MPP)	0.000		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC23G7.14 Protein	0.000	No mitochondrial presequence	25(MPP)	-0.080		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC23G7.15c Protein	0.000	No mitochondrial presequence	39(MPP)	-0.051		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1711.01c Protein	0.000	No mitochondrial presequence	36(MPP)	0.028		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1711.02 Protein	0.004	No mitochondrial presequence	27(MPP), 28(Icp55)	-0.111	24-28	14-23-low	-	-	-	-	-	-	-	-	22-27	-	-	-	-	-	
SPAC4G8.11c Protein	0.635	Possessing mitochondrial presequence	24(MPP), 25(Icp55)	0.208	11-15	1-10-high	-	-	-	-	-	-	5-10	-	-	-	-	-	-	4-9	
SPBC1711.03 Protein	0.294	No mitochondrial presequence	57(MPP), 58(Icp55)	0.088	1-5,54-58,59-63,74-78,96-100	5-14-high	-	-	-	-	-	-	9-14	-	-	-	-	-	-	-	
SPBC1711.04 Protein	0.046	No mitochondrial presequence	55(MPP), 56(Icp55)	0.018	18-22,39-43,52-56	20-29-low	-	11-16	-	-	-	-	-	-	-	-	-	17-22	-	-	
SPBC1711.05 Protein	0.000	No mitochondrial presequence	22(MPP)	0.000	14-18	10-19-high	-	-	-	-	-	-	-	23-28	-	-	-	-	-	-	
SPBC1711.06 Protein	0.141	No mitochondrial presequence	39(MPP)	0.051		4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1711.18 Protein	0.627	Possessing mitochondrial presequence	18(MPP)	0.222		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1711.07 Protein	0.000	No mitochondrial presequence	22(MPP)	0.045		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC4G8.10 Protein	0.659	Possessing mitochondrial presequence	19(MPP)	0.211		6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1711.08 Protein	0.015	No mitochondrial presequence	44(MPP)	0.023		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1711.09c Protein	0.000	No mitochondrial presequence	45(MPP)	0.000	42-46	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1711.10c Protein	0.647	Possessing mitochondrial presequence	10(MPP)	0.400		20-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1711.11 Protein	0.003	No mitochondrial presequence	16(MPP)	0.062		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1711.12 Protein	0.065	No mitochondrial presequence	36(MPP)	0.000	19-23	1-12-high	-	-	-	-	-	-	4-9	-	-	-	-	-	-	3-8	
SPBC1711.13 Protein	0.036	No mitochondrial presequence	13(MPP)	-0.077		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1711.15c Protein	0.000	No mitochondrial presequence	5(MPP)	0.600	15-19	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1711.14 Protein	0.016	No mitochondrial presequence	14(MPP), 15(Icp55)	0.143		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC4G8.12c Protein	0.254	No mitochondrial presequence	19(MPP)	0.211	16-20,41-45,77-81,94-98	16-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1711.16 Protein	0.000	No mitochondrial presequence	13(MPP), 14(Icp55)	0.077		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1711.17 Protein	0.009	No mitochondrial presequence	35(MPP), 36(Icp55)	0.000	11-15,32-36	11-20-low	-	-	-	-	-	-	-	-	-	-	-	10-15	-	-	
SPBC17G9.02c Protein	0.000	No mitochondrial presequence	68(MPP)	-0.044		7-16-low	-	-	-	-	-	-	-	-	-	-	4-9	-	-	-	
SPBC17G9.03c Protein	0.000	No mitochondrial presequence	41(MPP), 42(Icp55)	0.024	12-16,49-53	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC17G9.04c Protein	0.000	No mitochondrial presequence	33(MPP)	-0.061		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC17G9.05 Protein	0.000	No mitochondrial presequence	77(MPP)	0.013	28-32	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC17G9.06c Protein	0.000	No mitochondrial presequence	31(MPP)	0.000		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC17G9.07 Protein	0.116	No mitochondrial presequence	11(MPP)	0.182		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC4G8.13c Protein	0.000	No mitochondrial presequence	12(MPP)	0.083		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC17G9.08c Protein	0.000	No mitochondrial presequence	78(MPP)	-0.051		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC17G9.09 Protein	0.000	No mitochondrial presequence	86(MPP), 87(Icp55)	0.047	29-33,39-43	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC17G9.10 Protein	0.019	No mitochondrial presequence	56(MPP)	0.107	14-18,30-34,33-37	1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC17G9.11c Protein	0.022	No mitochondrial presequence	48(MPP)	0.062	33-37,45-49	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC17G9.12c Protein	0.000	No mitochondrial presequence	46(MPP)	-0.152		17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC17G9.13c Protein	0.293	No mitochondrial presequence	11(MPP)	0.364	54-58	17-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1815.01 Protein	0.012	No mitochondrial presequence	10(MPP)	0.200	3-7,30-34,62-66	2-11-high	-	-	-	-	-	-	7-12	-	-	6-11	-	2-7	-	-	
SPBC14C8.01c Protein	0.012	No mitochondrial presequence	34(MPP)	0.147	62-66	2-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC14C8.02 Protein	0.943	Possessing mitochondrial presequence	20(MPP), 28(Oct1)	0.250	17-21	3-16-high	19-24	-	-	-	-	-	-	-	-	-	-	-	17-22	-	
SPBC14C8.03 Protein	0.000	No mitochondrial presequence	41(MPP)	-0.220	73-77	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC14C8.04 Protein	1.000	Possessing mitochondrial presequence	16(MPP)	0.312	6-10,10-14	7-16-high	-	-	-	-	-	-	-	-	1-6	-	-	9-14	-	-	
SPBC14C8.05c Protein	0.000	No mitochondrial presequence	26(MPP)	0.077	43-47,92-96	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC14C8.06 Protein	0.254	No mitochondrial presequence	50(MPP), 51(Icp55)	-0.020	6-10,15-19	4-13-high	17-22	-	-	7-12	-	-	-	-	-	-	-	-	-	-	
SPBC14C8.07c Protein	0.038	No mitochondrial presequence	52(MPP), 53(Icp55)	0.058	14-18	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC16C9.01c Protein	0.000	No mitochondrial presequence	46(MPP)	-0.065		18-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC14C8.10 Protein	0.455	Possessing mitochondrial presequence	8(MPP), 9(Icp55)	0.375	2-6,6-10	1-10-high	-	-	-	-	-	-	-	-	-	-	-	1-6	-	-	
SPBC14C8.19 Protein	0.000	No mitochondrial presequence	60(MPP)	0.217		11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC14C8.09c Protein	0.061	No mitochondrial presequence	59(MPP)	0.051	56-60	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC14C8.11c Protein	0.056	No mitochondrial presequence	40(MPP)	0.075	7-11	3-12-high	-	-	-	-	-	-	24-29	-	-	-	-	6-11	-	23-28	
SPBC14C8.12 Protein	0.000	No mitochondrial presequence	24(MPP)	-0.042	77-81	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC14C8.13 Protein	0.016	No mitochondrial presequence	17(MPP)	0.353	70-74,96-100	19-28-high	-	-	-	-	-	-	-	-	-	-	3-8	-	-	-	
SPBC14C8.14c Protein	0.015	No mitochondrial presequence	22(MPP)	0.091	76-80	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC14C8.15 Protein	0.000	No mitochondrial presequence	32(MPP)	0.000	7-11,29-33	18-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC14C8.16c Protein	0.136	No mitochondrial presequence	66(MPP)	0.091		21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC14C8.17c Protein	0.000	No mitochondrial presequence	7(MPP)	-0.571		18-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC15C4.01c Protein	0.000	No mitochondrial presequence	63(MPP)	0.016	40-44,56-60	1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC15C4.02 Protein	0.897	Possessing mitochondrial presequence	13(MPP)	0.231	10-14,71-75,85-89	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC15C4.03 Protein	0.007	No mitochondrial presequence	32(MPP)	-0.031		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC15C4.04c Protein	0.000	No mitochondrial presequence	60(MPP), 61(Icp55)	-0.100		15-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
