# Mitofates predictions for N. crassa NC12
# EW 29 September 2018
# Gene	Prob_preseq	Pred_preseq	CSite_enzyme	Net_charge	Pos_TOM20	Pos_afhelix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
Sequence ID	Probability of presequence	Prediction	Cleavage site (processing enzyme)	Net charge	Positions for TOM20 recognition motif (deliminated by comma)	Position of amphypathic alpha-helix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
NCU04916 Protein	0.006	No mitochondrial presequence	16(MPP)	0.000	10-14,40-44,72-76	12-21-high	-	-	-	-	10-15	-	-	-	-	-	-	-	-	-	
NCU04917 Protein	0.000	No mitochondrial presequence	86(MPP)	-0.012		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04918 Protein	0.012	No mitochondrial presequence	28(MPP)	0.071	14-18,18-22,25-29,38-42,83-87	14-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04919 Protein	0.107	No mitochondrial presequence	16(MPP)	0.312		1-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04920 Protein	0.000	No mitochondrial presequence	42(MPP)	0.000	39-43	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04921 Protein	0.003	No mitochondrial presequence	45(MPP)	-0.067	1-5,47-51	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04922 Protein	0.000	No mitochondrial presequence	61(MPP)	-0.148		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04923 Protein	0.020	No mitochondrial presequence	50(MPP)	0.040	40-44,85-89	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04924 Protein	0.000	No mitochondrial presequence	33(MPP)	-0.030		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04925 Protein	0.011	No mitochondrial presequence	33(MPP), 34(Icp55)	0.152	91-95	4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04926 Protein	0.000	No mitochondrial presequence	28(MPP)	-0.071		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04927 Protein	0.000	No mitochondrial presequence	52(MPP)	-0.019		4-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04928 Protein	0.000	No mitochondrial presequence	38(MPP)	-0.053	86-90	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04930 Protein	0.000	No mitochondrial presequence	66(MPP)	0.015	58-62	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04931 Protein	0.000	No mitochondrial presequence	36(MPP), 37(Icp55)	-0.028		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04932 Protein	0.000	No mitochondrial presequence	24(MPP)	0.083	27-31	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04933 Protein	0.006	No mitochondrial presequence	36(MPP)	0.083		12-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04934 Protein	0.008	No mitochondrial presequence	42(MPP)	0.071		1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04935 Protein	0.006	No mitochondrial presequence	82(MPP)	0.012	9-13	18-27-low	-	-	-	-	-	-	-	-	-	-	-	8-13	9-14	-	
NCU04936 Protein	0.000	No mitochondrial presequence	56(MPP), 64(Oct1)	-0.054		1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04937 Protein	0.000	No mitochondrial presequence	30(MPP)	-0.033		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04938 Protein	0.000	No mitochondrial presequence	43(MPP)	-0.023	3-7,40-44	2-11-high	-	-	-	-	-	-	-	-	1-6	-	-	-	-	-	
NCU04939 Protein	0.000	No mitochondrial presequence	32(MPP), 33(Icp55)	0.000	33-37,83-87,90-94	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04940 Protein	0.003	No mitochondrial presequence	75(MPP)	-0.027	68-72,84-88	14-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04941 Protein	0.007	No mitochondrial presequence	94(MPP)	-0.011		14-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04942 Protein	0.000	No mitochondrial presequence	43(MPP)	-0.116	33-37,54-58	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04943 Protein	0.009	No mitochondrial presequence	17(MPP)	0.176	54-58	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04944 Protein	0.500	Possessing mitochondrial presequence	30(MPP)	0.133	16-20	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04945 Protein	0.993	Possessing mitochondrial presequence	33(MPP)	0.182	12-16,30-34	7-16-high	-	-	-	-	12-17	-	1-6	-	-	-	-	-	-	-	
NCU04946 Protein	0.000	No mitochondrial presequence	80(MPP)	-0.163		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04947 Protein	0.000	No mitochondrial presequence	47(MPP)	-0.064	96-100	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04948 Protein	0.000	No mitochondrial presequence	13(MPP)	0.077		9-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04949 Protein	0.000	No mitochondrial presequence	36(MPP)	-0.194	33-37	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04950 Protein	0.000	No mitochondrial presequence	77(MPP)	0.013	27-31	6-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04951 Protein	0.025	No mitochondrial presequence	26(MPP)	0.000		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04952 Protein	0.005	No mitochondrial presequence	26(MPP)	0.038		16-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04953 Protein	0.016	No mitochondrial presequence	26(MPP)	0.115	4-8,46-50	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04954 Protein	0.000	No mitochondrial presequence	28(MPP)	0.036	61-65	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04955 Protein	0.005	No mitochondrial presequence	38(MPP)	0.026		9-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04959 Protein	0.000	No mitochondrial presequence	33(MPP)	-0.061	42-46	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04960 Protein	0.000	No mitochondrial presequence	13(MPP), 14(Icp55)	0.000		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04961 Protein	0.005	No mitochondrial presequence	13(MPP)	0.000		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04962 Protein	0.068	No mitochondrial presequence	18(MPP)	0.056	44-48,86-90	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04963 Protein	0.000	No mitochondrial presequence	58(MPP)	0.017		14-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04974 Protein	0.004	No mitochondrial presequence	29(MPP)	0.310	48-52	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04983 Protein	0.000	No mitochondrial presequence	16(MPP), 17(Icp55)	-0.188	13-17	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04984 Protein	0.006	No mitochondrial presequence	33(MPP)	0.121		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04986 Protein	0.000	No mitochondrial presequence	93(MPP)	-0.247		1-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04987 Protein	0.000	No mitochondrial presequence	34(MPP), 42(Oct1)	0.088	31-35	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04988 Protein	0.000	No mitochondrial presequence	78(MPP)	0.026	15-19	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04990 Protein	0.000	No mitochondrial presequence	79(MPP)	-0.038	80-84	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04991 Protein	0.025	No mitochondrial presequence	35(MPP)	0.057	16-20,32-36,75-79	16-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04992 Protein	0.000	No mitochondrial presequence	12(MPP)	0.167		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04994 Protein	0.003	No mitochondrial presequence	47(MPP)	0.021	39-43	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04996 Protein	0.009	No mitochondrial presequence	35(MPP)	0.086		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04997 Protein	0.000	No mitochondrial presequence	49(MPP)	-0.020		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU04998 Protein	0.000	No mitochondrial presequence	55(MPP)	0.036		16-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05000 Protein	0.005	No mitochondrial presequence	13(MPP)	0.154	55-59	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05001 Protein	0.073	No mitochondrial presequence	33(MPP), 34(Icp55)	0.030	30-34,78-82	3-14-high	-	-	-	-	-	-	-	6-11	-	-	-	-	-	5-10	
NCU05004 Protein	0.019	No mitochondrial presequence	37(MPP)	0.027		21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05005 Protein	0.939	Possessing mitochondrial presequence	39(MPP)	0.154	1-5	10-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05006 Protein	0.000	No mitochondrial presequence	67(MPP)	-0.015	67-71	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05007 Protein	0.000	No mitochondrial presequence	53(MPP)	0.038	94-98	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05008 Protein	0.996	Possessing mitochondrial presequence	45(MPP), 46(Icp55)	0.156	9-13,34-38,42-46,58-62	16-25-low	-	-	10-15	-	9-14	-	1-6	-	-	-	-	-	-	-	
NCU05009 Protein	0.989	Possessing mitochondrial presequence	33(MPP), 34(Icp55)	0.121		9-18-low	-	-	-	-	-	-	-	12-17	-	11-16	-	-	-	-	
NCU05010 Protein	0.003	No mitochondrial presequence	11(MPP), 12(Icp55)	0.091		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05011 Protein	0.000	No mitochondrial presequence	56(MPP)	0.036	49-53	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05012 Protein	0.012	No mitochondrial presequence	52(MPP), 60(Oct1)	0.077		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05013 Protein	0.000	No mitochondrial presequence	53(MPP)	-0.038	59-63,78-82	12-21-low	-	-	-	-	-	-	13-18	-	-	-	-	-	-	-	
NCU05014 Protein	0.000	No mitochondrial presequence	73(MPP)	0.055	23-27,27-31,70-74,94-98	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05015 Protein	0.000	No mitochondrial presequence	17(MPP)	0.000	36-40	16-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05016 Protein	0.015	No mitochondrial presequence	22(MPP)	0.091		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05017 Protein	0.009	No mitochondrial presequence	33(MPP)	0.061		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05018 Protein	0.058	No mitochondrial presequence	35(MPP), 36(Icp55)	0.086	92-96,95-99	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05019 Protein	0.000	No mitochondrial presequence	41(MPP)	-0.073	63-67	6-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05020 Protein	0.000	No mitochondrial presequence	22(MPP)	0.000		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05022 Protein	0.000	No mitochondrial presequence	91(MPP)	-0.143	88-92	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05023 Protein	0.021	No mitochondrial presequence	25(MPP)	0.120		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05024 Protein	0.000	No mitochondrial presequence	7(MPP)	-0.286		17-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05025 Protein	0.000	No mitochondrial presequence	16(MPP)	-0.188		10-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05027 Protein	0.530	Possessing mitochondrial presequence	46(MPP)	0.152	7-11	5-14-high	-	-	-	-	7-12	10-15	-	-	-	-	-	-	-	-	
NCU05028 Protein	0.044	No mitochondrial presequence	25(MPP)	0.160	22-26	9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05029 Protein	0.217	No mitochondrial presequence	34(MPP)	0.176		7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05030 Protein	0.000	No mitochondrial presequence	41(MPP)	0.000		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05031 Protein	0.000	No mitochondrial presequence	84(MPP)	-0.012		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05032 Protein	0.264	No mitochondrial presequence	47(MPP)	0.213	15-19,20-24	2-13-high	-	-	-	-	-	-	-	-	18-23	-	-	-	-	-	
NCU05033 Protein	0.000	No mitochondrial presequence	84(MPP)	-0.024	63-67,91-95	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05034 Protein	0.007	No mitochondrial presequence	28(MPP)	0.071	6-10	4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05035 Protein	0.000	No mitochondrial presequence	34(MPP)	0.029	83-87	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05036 Protein	0.005	No mitochondrial presequence	9(MPP)	0.222	1-5,24-28	18-28-low	-	-	-	-	-	-	-	-	-	-	-	23-28	-	-	
NCU05037 Protein	0.000	No mitochondrial presequence	51(MPP)	0.020		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05038 Protein	0.081	No mitochondrial presequence	66(MPP)	0.030		15-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05039 Protein	0.000	No mitochondrial presequence	58(MPP)	-0.155		20-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05040 Protein	0.887	Possessing mitochondrial presequence	30(MPP), 38(Oct1)	0.167	4-8,17-21	16-25-low	-	-	-	-	-	-	-	-	2-7	-	1-6	-	-	-	
NCU05041 Protein	0.000	No mitochondrial presequence	24(MPP)	0.083		5-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05042 Protein	0.000	No mitochondrial presequence	85(MPP)	0.035	29-33	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05043 Protein	0.000	No mitochondrial presequence	77(MPP)	-0.052		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05044 Protein	0.000	No mitochondrial presequence	37(MPP)	0.000	34-38,77-81	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05045 Protein	0.000	No mitochondrial presequence	14(MPP)	0.000	76-80	8-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05046 Protein	0.000	No mitochondrial presequence	26(MPP)	0.038		21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05047 Protein	0.000	No mitochondrial presequence	31(MPP)	-0.097		9-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05048 Protein	0.006	No mitochondrial presequence	13(MPP)	0.154		6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05049 Protein	0.040	No mitochondrial presequence	23(MPP)	0.174		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05050 Protein	0.000	No mitochondrial presequence	55(MPP)	-0.018		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05051 Protein	0.000	No mitochondrial presequence	52(MPP)	0.135		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05052 Protein	0.004	No mitochondrial presequence	63(MPP), 64(Icp55)	0.079	57-61,60-64,76-80	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05053 Protein	0.471	Possessing mitochondrial presequence	39(MPP)	0.154	18-22,21-25,36-40,39-43,64-68	20-29-high	-	-	-	-	18-23	-	-	-	-	-	-	-	-	-	
NCU05054 Protein	0.000	No mitochondrial presequence	25(MPP)	0.080		3-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05055 Protein	0.000	No mitochondrial presequence	59(MPP)	0.017		18-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05056 Protein	0.000	No mitochondrial presequence	44(MPP), 52(Oct1)	0.068		8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05057 Protein	0.000	No mitochondrial presequence	58(MPP)	0.052	2-6	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05058 Protein	0.000	No mitochondrial presequence	17(MPP)	-0.059	81-85	11-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05059 Protein	0.012	No mitochondrial presequence	21(MPP)	0.095	57-61	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05060 Protein	0.000	No mitochondrial presequence	6(MPP)	0.167	43-47	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05061 Protein	0.000	No mitochondrial presequence	35(MPP)	-0.086		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05062 Protein	0.049	No mitochondrial presequence	68(MPP)	-0.015	18-22,22-26,65-69,68-72	20-29-high	-	-	-	15-20	-	-	-	-	-	-	-	-	-	-	
NCU05063 Protein	0.058	No mitochondrial presequence	38(MPP), 39(Icp55)	0.053	43-47	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05064 Protein	0.000	No mitochondrial presequence	7(MPP)	0.143		4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05066 Protein	0.000	No mitochondrial presequence	7(MPP)	-0.143		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05067 Protein	0.000	No mitochondrial presequence	70(MPP)	-0.143	49-53	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05068 Protein	0.000	No mitochondrial presequence	33(MPP)	-0.030	89-93	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05069 Protein	0.014	No mitochondrial presequence	11(MPP)	0.000		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05070 Protein	0.000	No mitochondrial presequence	79(MPP)	0.000	76-80	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05071 Protein	0.000	No mitochondrial presequence	87(MPP)	0.034		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05073 Protein	0.000	No mitochondrial presequence	71(MPP), 79(Oct1)	0.014	68-72	4-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05074 Protein	0.009	No mitochondrial presequence	37(MPP)	0.000	92-96	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05075 Protein	0.148	No mitochondrial presequence	90(MPP)	0.067	96-100	18-27-low	-	-	-	-	-	-	22-27	-	-	-	-	-	-	21-26	
NCU05076 Protein	0.758	Possessing mitochondrial presequence	39(MPP)	0.077	13-17	17-26-low	-	-	-	-	-	-	-	9-14	-	8-13	-	-	-	-	
NCU05077 Protein	0.000	No mitochondrial presequence	48(MPP)	-0.062		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05078 Protein	0.139	No mitochondrial presequence	95(MPP), 103(Oct1)	0.074		17-28-low	-	-	-	-	-	-	-	-	-	5-10	-	-	-	-	
NCU05079 Protein	0.004	No mitochondrial presequence	20(MPP)	-0.050	61-65	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05080 Protein	0.000	No mitochondrial presequence	24(MPP)	-0.083		19-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05081 Protein	0.010	No mitochondrial presequence	29(MPP)	0.000		1-10-low	-	-	-	-	-	-	-	-	-	-	24-29	-	-	-	
NCU05082 Protein	0.006	No mitochondrial presequence	54(MPP)	0.074		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05083 Protein	0.010	No mitochondrial presequence	78(MPP)	-0.051	61-65	19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05084 Protein	0.009	No mitochondrial presequence	76(MPP)	0.039		13-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05085 Protein	0.000	No mitochondrial presequence	79(MPP)	-0.114		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05086 Protein	0.000	No mitochondrial presequence	19(MPP)	0.053		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05089 Protein	0.000	No mitochondrial presequence	37(MPP)	-0.054		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05091 Protein	0.000	No mitochondrial presequence	54(MPP)	0.000		21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05092 Protein	0.008	No mitochondrial presequence	45(MPP), 46(Icp55)	0.333		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05093 Protein	0.000	No mitochondrial presequence	58(MPP)	-0.017	55-59,60-64,64-68,68-72	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05094 Protein	0.000	No mitochondrial presequence	39(MPP), 40(Icp55)	0.026	36-40,45-49,84-88	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05095 Protein	0.000	No mitochondrial presequence	90(MPP)	-0.078	46-50,88-92	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05096 Protein	0.000	No mitochondrial presequence	55(MPP)	0.055		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05097 Protein	0.000	No mitochondrial presequence	36(MPP), 37(Icp55)	0.056		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05098 Protein	0.006	No mitochondrial presequence	65(MPP), 66(Icp55)	0.015		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05099 Protein	0.000	No mitochondrial presequence	49(MPP)	-0.041		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05100 Protein	0.063	No mitochondrial presequence	42(MPP)	0.024	1-5	9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05101 Protein	0.000	No mitochondrial presequence	42(MPP)	0.071		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05102 Protein	0.000	No mitochondrial presequence	8(MPP)	-0.125	42-46	9-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05104 Protein	0.000	No mitochondrial presequence	60(MPP)	0.050		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05105 Protein	0.021	No mitochondrial presequence	47(MPP)	0.021	4-8,74-78	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05106 Protein	0.029	No mitochondrial presequence	61(MPP)	0.033		1-10-low	-	-	-	-	-	-	-	-	20-25	-	-	-	-	-	
NCU05107 Protein	0.339	No mitochondrial presequence	19(MPP)	0.158		2-11-high	-	-	-	-	-	-	-	-	-	1-6	-	-	-	-	
NCU05108 Protein	0.008	No mitochondrial presequence	49(MPP)	0.061	17-21,46-50,77-81	13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05110 Protein	0.003	No mitochondrial presequence	78(MPP)	0.051	42-46	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05111 Protein	0.000	No mitochondrial presequence	32(MPP)	0.094	30-34,33-37,94-98	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05112 Protein	0.000	No mitochondrial presequence	31(MPP)	-0.032		3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05113 Protein	0.000	No mitochondrial presequence	36(MPP)	0.056	27-31	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05114 Protein	0.000	No mitochondrial presequence	41(MPP)	-0.073		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05115 Protein	0.005	No mitochondrial presequence	14(MPP), 15(Icp55)	0.000	69-73,85-89	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05116 Protein	0.073	No mitochondrial presequence	58(MPP)	-0.052	72-76	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05117 Protein	0.000	No mitochondrial presequence	17(MPP)	0.118		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05118 Protein	0.004	No mitochondrial presequence	28(MPP)	0.036	19-23	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	19-24	-	
NCU05119 Protein	0.017	No mitochondrial presequence	41(MPP)	0.024		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05120 Protein	0.000	No mitochondrial presequence	40(MPP)	-0.275		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05121 Protein	0.000	No mitochondrial presequence	31(MPP)	0.065		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05122 Protein	0.000	No mitochondrial presequence	47(MPP)	-0.021	19-23	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05123 Protein	0.000	No mitochondrial presequence	54(MPP)	-0.037		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05126 Protein	0.082	No mitochondrial presequence	16(MPP), 17(Icp55)	0.125	13-17,68-72	13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05127 Protein	0.000	No mitochondrial presequence	39(MPP)	0.000	41-45	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05128 Protein	0.045	No mitochondrial presequence	41(MPP)	0.024	8-12,34-38,72-76	7-18-low	-	-	-	-	-	-	-	-	-	-	-	7-12	8-13	-	
NCU05129 Protein	0.000	No mitochondrial presequence	81(MPP)	-0.025	13-17	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05130 Protein	0.083	No mitochondrial presequence	29(MPP)	0.310		12-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05131 Protein	0.000	No mitochondrial presequence	63(MPP)	0.000		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05132 Protein	0.000	No mitochondrial presequence	73(MPP)	0.000	31-35,70-74	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU05133 Protein	0.000	No mitochondrial presequence	31(MPP), 32(Icp55)	-0.129		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
