# SacCer_mitofates_parsed.table.txt
# Saccharomyces cerevisiae S288C mitofates predictions from http://mitf.cbrc.jp/MitoFates/
# applied to full-length protein
# Luciana DE OLIVEIRA, 3rd Aug 2018
# 
# Sequence ID	Probability of presequence	Prediction
Gene	Prob_preseq	Pred_preseq
YGL146C	0.009	No
YGL147C	0.007	No
YGL148W	0.004	No
YGL149W	0.000	No
YGL150C	0.000	No
YGL151W	0.000	No
YGL152C	0.039	No
YGL153W	0.000	No
YGL154C	0.009	No
YGL155W	0.006	No
YGL156W	0.000	No
YGL157W	0.000	No
YGL158W	0.000	No
YGL159W	0.008	No
YGL160W	0.018	No
YGL161C	0.000	No
YGL162W	0.003	No
YGL163C	0.012	No
YGL164C	0.000	No
YGL165C	0.008	No
YGL166W	0.003	No
YGL167C	0.000	No
YGL168W	0.005	No
YGL169W	0.005	No
YGL170C	0.000	No
YGL171W	0.006	No
YGL172W	0.000	No
YGL173C	0.038	No
YGL174W	0.000	No
YGL175C	0.000	No
YGL176C	0.015	No
YGL177W	0.021	No
YGL178W	0.000	No
YGL179C	0.006	No
YGL180W	0.000	No
YGL181W	0.012	No
YGL182C	0.036	No
YGL183C	0.013	No
YGL184C	0.003	No
YGL185C	0.000	No
YGL186C	0.000	No
YGL187C	0.998	Yes
YGL188C	0.006	No
YGL188C-A	0.000	No
YGL189C	0.021	No
YGL190C	0.000	No
YGL191W	0.996	Yes
YGL192W	0.007	No
YGL193C	0.039	No
YGL194C	0.000	No
YGL194C-A	0.010	No
YGL195W	0.004	No
YGL196W	0.003	No
YGL197W	0.000	No
YGL198W	0.000	No
YGL199C	0.007	No
YGL200C	0.012	No
YGL201C	0.000	No
YGL202W	0.000	No
YGL203C	0.012	No
YGL204C	0.135	No
YGL205W	0.010	No
YGL206C	0.000	No
YGL207W	0.000	No
YGL208W	0.000	No
YGL209W	0.018	No
YGL210W	0.000	No
YGL211W	0.003	No
YGL212W	0.004	No
YGL213C	0.000	No
YGL214W	0.017	No
YGL215W	0.003	No
YGL216W	0.005	No
YGL217C	0.000	No
YGL218W	0.017	No
YGL219C	0.000	No
YGL220W	0.010	No
YGL221C	0.471	Yes
YGL222C	0.152	No
YGL223C	0.000	No
YGL224C	0.000	No
YGL225W	0.007	No
YGL226C-A	0.007	No
YGL226W	0.645	Yes
YGL227W	0.000	No
YGL228W	0.022	No
YGL229C	0.000	No
YGL230C	0.033	No
YGL231C	0.000	No
YGL232W	0.005	No
YGL233W	0.000	No
YGL234W	0.031	No
YGL235W	0.000	No
YGL236C	0.835	Yes
YGL237C	0.000	No
YGL238W	0.000	No
YGL239C	0.009	No
YGL240W	0.003	No
YGL241W	0.000	No
YGL242C	0.000	No
YGL243W	0.003	No
YGL244W	0.000	No
YGL245W	0.004	No
YGL246C	0.031	No
YGL247W	0.000	No
YGL248W	0.000	No
YGL249W	0.022	No
YGL250W	0.000	No
YGL251C	0.008	No
YGL252C	0.000	No
YGL253W	0.008	No
YGL254W	0.008	No
YGL255W	0.030	No
YGL256W	0.000	No
YGL257C	0.000	No
YGL258W	0.007	No
YGL258W-A	0.000	No
YGL259W	0.004	No
YGL260W	0.224	No
YGL261C	0.000	No
YGL262W	0.004	No
YGL263W	0.005	No
YGR001C	0.000	No
YGR002C	0.000	No
YGR003W	0.000	No
YGR004W	0.000	No
YGR005C	0.000	No
YGR006W	0.000	No
YGR007W	0.000	No
YGR008C	0.000	No
YGR009C	0.000	No
YGR010W	0.000	No
YGR011W	0.018	No
YGR012W	0.066	No
YGR013W	0.000	No
YGR014W	0.000	No
YGR015C	0.066	No
YGR016W	0.035	No
YGR017W	0.008	No
YGR018C	0.007	No
YGR019W	0.000	No
YGR020C	0.000	No
YGR021W	0.952	Yes
YGR022C	0.000	No
YGR023W	0.049	No
YGR024C	0.003	No
YGR025W	0.188	No
YGR026W	0.128	No
YGR027C	0.022	No
YGR027W-A	0.000	No
YGR027W-B	0.000	No
YGR028W	0.000	No
YGR029W	0.000	No
YGR030C	0.010	No
YGR031C-A	0.048	No
YGR031W	0.842	Yes
YGR032W	0.000	No
YGR033C	0.996	Yes
YGR034W	0.000	No
YGR035C	0.003	No
YGR035W-A	0.053	No
YGR036C	0.000	No
YGR037C	0.000	No
YGR038C-A	0.000	No
YGR038C-B	0.000	No
YGR038W	0.000	No
YGR039W	0.003	No
YGR040W	0.005	No
YGR041W	0.000	No
YGR042W	0.028	No
YGR043C	0.000	No
YGR044C	0.003	No
YGR045C	0.023	No
YGR046W	0.985	Yes
YGR047C	0.000	No
YGR048W	0.009	No
YGR049W	0.000	No
YGR050C	0.053	No
YGR051C	0.000	No
YGR052W	0.012	No
YGR053C	0.899	Yes
YGR054W	0.000	No
YGR055W	0.000	No
YGR056W	0.005	No
YGR057C	0.000	No
YGR058W	0.006	No
YGR059W	0.000	No
YGR060W	0.031	No
YGR061C	0.000	No
YGR062C	0.996	Yes
YGR063C	0.000	No
YGR064W	0.691	Yes
YGR065C	0.028	No
YGR066C	0.027	No
YGR067C	0.149	No
YGR068C	0.000	No
YGR068W-A	0.000	No
YGR069W	0.032	No
YGR070W	0.000	No
YGR071C	0.000	No
YGR072W	0.005	No
YGR073C	0.021	No
YGR074W	0.023	No
YGR075C	0.000	No
YGR076C	0.202	No
YGR077C	0.000	No
YGR078C	0.006	No
YGR079W	0.009	No
YGR080W	0.000	No
YGR081C	0.478	Yes
YGR082W	0.012	No
YGR083C	0.000	No
YGR084C	0.996	Yes
YGR085C	0.003	No
YGR086C	0.042	No
YGR087C	0.003	No
YGR088W	0.000	No
YGR089W	0.004	No
YGR090W	0.000	No
YGR091W	0.000	No
YGR092W	0.000	No
YGR093W	0.000	No
YGR094W	0.996	Yes
YGR095C	0.000	No
YGR096W	0.252	No
YGR097W	0.000	No
YGR098C	0.000	No
YGR099W	0.000	No
YGR100W	0.000	No
YGR101W	0.990	Yes
YGR102C	0.586	Yes
YGR103W	0.876	Yes
YGR104C	0.000	No
YGR105W	0.005	No
YGR106C	0.000	No
YGR107W	0.009	No
YGR108W	0.011	No
YGR109C	0.007	No
YGR109W-A	0.000	No
YGR109W-B	0.000	No
YGR110W	0.846	Yes
YGR111W	0.000	No
YGR112W	0.406	Yes
YGR113W	0.007	No
YGR114C	0.020	No
YGR115C	0.000	No
YGR116W	0.000	No
YGR117C	0.031	No
YGR118W	0.129	No
YGR119C	0.000	No
YGR120C	0.000	No
YGR121C	0.003	No
YGR121W-A	0.023	No
YGR122C-A	0.000	No
YGR122W	0.004	No
YGR123C	0.000	No
YGR124W	0.015	No
YGR125W	0.176	No
YGR126W	0.000	No
YGR127W	0.000	No
YGR128C	0.000	No
YGR129W	0.000	No
YGR130C	0.000	No
YGR131W	0.010	No
YGR132C	0.029	No
YGR133W	0.012	No
YGR134W	0.000	No
YGR135W	0.008	No
YGR136W	0.004	No
YGR137W	0.621	Yes
YGR138C	0.000	No
YGR139W	0.010	No
YGR140W	0.000	No
YGR141W	0.067	No
YGR142W	0.041	No
YGR143W	0.008	No
YGR144W	0.000	No
YGR145W	0.018	No
YGR146C	0.008	No
YGR146C-A	0.008	No
YGR147C	0.012	No
YGR148C	0.009	No
YGR149W	0.000	No
YGR150C	0.109	No
YGR151C	0.159	No
YGR152C	0.000	No
YGR153W	0.000	No
YGR154C	0.123	No
YGR155W	0.007	No
YGR156W	0.014	No
YGR157W	0.061	No
YGR158C	0.012	No
YGR159C	0.000	No
YGR160W	0.000	No
YGR161C	0.011	No
YGR161C-C	0.000	No
YGR161C-D	0.000	No
YGR161W-A	0.000	No
YGR161W-B	0.000	No
YGR161W-C	0.000	No
YGR162W	0.000	No
YGR163W	0.000	No
YGR164W	0.223	No
YGR165W	0.703	Yes
YGR166W	0.000	No
YGR167W	0.000	No
YGR168C	0.101	No
YGR169C	0.096	No
YGR169C-A	0.027	No
YGR170W	0.009	No
YGR171C	0.669	Yes
YGR172C	0.000	No
YGR173W	0.004	No
YGR174C	0.008	No
YGR174W-A	0.000	No
YGR175C	0.000	No
YGR176W	0.073	No
YGR177C	0.008	No
YGR178C	0.003	No
YGR179C	0.000	No
YGR180C	0.017	No
YGR181W	0.000	No
YGR182C	0.013	No
YGR183C	0.012	No
YGR184C	0.149	No
YGR185C	0.000	No
YGR186W	0.005	No
YGR187C	0.005	No
YGR188C	0.000	No
YGR189C	0.000	No
YGR190C	0.000	No
YGR191W	0.000	No
YGR192C	0.069	No
YGR193C	0.996	Yes
YGR194C	0.003	No
YGR195W	0.012	No
YGR196C	0.000	No
YGR197C	0.000	No
YGR198W	0.010	No
YGR199W	0.000	No
YGR200C	0.000	No
YGR201C	0.362	No
YGR202C	0.085	No
YGR203W	0.000	No
YGR204C-A	0.036	No
YGR204W	0.012	No
YGR205W	0.000	No
YGR206W	0.010	No
YGR207C	0.007	No
YGR208W	0.000	No
YGR209C	0.000	No
YGR210C	0.000	No
YGR211W	0.000	No
YGR212W	0.257	No
YGR213C	0.004	No
YGR214W	0.000	No
YGR215W	0.012	No
YGR216C	0.000	No
YGR217W	0.003	No
YGR218W	0.000	No
YGR219W	0.043	No
YGR220C	0.935	Yes
YGR221C	0.021	No
YGR222W	0.036	No
YGR223C	0.023	No
YGR224W	0.000	No
YGR225W	0.003	No
YGR226C	0.021	No
YGR227W	0.000	No
YGR228W	0.053	No
YGR229C	0.000	No
YGR230W	0.032	No
YGR231C	0.111	No
YGR232W	0.000	No
YGR233C	0.000	No
YGR234W	0.012	No
YGR235C	0.000	No
YGR236C	0.012	No
YGR237C	0.000	No
YGR238C	0.038	No
YGR239C	0.005	No
YGR240C	0.152	No
YGR240C-A	0.017	No
YGR241C	0.117	No
YGR242W	0.003	No
YGR243W	0.012	No
YGR244C	0.996	Yes
YGR245C	0.064	No
YGR246C	0.003	No
YGR247W	0.000	No
YGR248W	0.038	No
YGR249W	0.012	No
YGR250C	0.000	No
YGR251W	0.004	No
YGR252W	0.000	No
YGR253C	0.000	No
YGR254W	0.012	No
YGR255C	0.997	Yes
YGR256W	0.003	No
YGR257C	0.047	No
YGR258C	0.000	No
YGR259C	0.150	No
YGR260W	0.000	No
YGR261C	0.000	No
YGR262C	0.000	No
YGR263C	0.000	No
YGR264C	0.000	No
YGR265W	0.535	Yes
YGR266W	0.000	No
YGR267C	0.021	No
YGR268C	0.000	No
YGR269W	0.123	No
YGR270C-A	0.027	No
YGR270W	0.003	No
YGR271C-A	0.025	No
YGR271W	0.003	No
YGR273C	0.000	No
YGR274C	0.000	No
YGR275W	0.003	No
YGR276C	0.007	No
YGR277C	0.000	No
YGR278W	0.007	No
YGR279C	0.003	No
YGR280C	0.423	Yes
YGR281W	0.000	No
YGR282C	0.000	No
YGR283C	0.000	No
YGR284C	0.018	No
YGR285C	0.006	No
YGR286C	0.825	Yes
YGR287C	0.000	No
YGR288W	0.040	No
YGR289C	0.000	No
YGR290W	0.000	No
YGR291C	0.019	No
YGR292W	0.000	No
YGR293C	0.000	No
YGR294W	0.000	No
YGR295C	0.000	No
YGR296C-A	0.000	No
YGR296C-B	0.494	Yes
YGR296W	0.000	No
YHL001W	0.005	No
YHL002C-A	0.025	No
YHL002W	0.041	No
YHL003C	0.179	No
YHL004W	0.994	Yes
YHL005C	0.016	No
YHL006C	0.000	No
YHL006W-A	0.000	No
YHL007C	0.000	No
YHL008C	0.000	No
YHL009C	0.000	No
YHL009W-A	0.024	No
YHL009W-B	0.018	No
YHL010C	0.000	No
YHL011C	0.062	No
YHL012W	0.004	No
YHL013C	0.000	No
YHL014C	0.012	No
YHL015W	0.000	No
YHL015W-A	0.000	No
YHL016C	0.000	No
YHL017W	0.000	No
YHL018W	0.013	No
YHL019C	0.000	No
YHL019W-A	0.166	No
YHL020C	0.000	No
YHL021C	0.999	Yes
YHL022C	0.096	No
YHL023C	0.000	No
YHL024W	0.000	No
YHL025W	0.011	No
YHL026C	0.004	No
YHL027W	0.000	No
YHL028W	0.010	No
YHL029C	0.089	No
YHL030W	0.000	No
YHL030W-A	0.000	No
YHL031C	0.006	No
YHL032C	0.922	Yes
YHL033C	0.071	No
YHL034C	0.000	No
YHL034W-A	0.012	No
YHL035C	0.000	No
YHL036W	0.000	No
YHL037C	0.007	No
YHL038C	0.355	No
YHL039W	0.005	No
YHL040C	0.006	No
YHL041W	0.599	Yes
YHL042W	0.038	No
YHL043W	0.000	No
YHL044W	0.000	No
YHL045W	0.007	No
YHL046C	0.000	No
YHL046W-A	0.000	No
YHL047C	0.000	No
YHL048C-A	0.006	No
YHL048W	0.000	No
YHL049C	0.000	No
YHL050C	0.000	No
YHL050W-A	0.459	Yes
YHR001W	0.000	No
YHR001W-A	0.012	No
YHR002W	0.000	No
YHR003C	0.333	No
YHR004C	0.006	No
YHR005C	0.000	No
YHR005C-A	0.000	No
YHR006W	0.012	No
YHR007C	0.000	No
YHR007C-A	0.000	No
YHR008C	0.996	Yes
YHR009C	0.000	No
YHR010W	0.268	No
YHR011W	0.832	Yes
YHR012W	0.000	No
YHR013C	0.030	No
YHR014W	0.018	No
YHR015W	0.037	No
YHR016C	0.294	No
YHR017W	0.000	No
YHR018C	0.000	No
YHR019C	0.000	No
YHR020W	0.000	No
YHR021C	0.000	No
YHR021W-A	0.051	No
YHR022C	0.022	No
YHR022C-A	0.011	No
YHR023W	0.000	No
YHR024C	0.996	Yes
YHR025W	0.008	No
YHR026W	0.000	No
YHR027C	0.000	No
YHR028C	0.000	No
YHR028W-A	0.006	No
YHR029C	0.000	No
YHR030C	0.016	No
YHR031C	0.235	No
YHR032C-A	0.041	No
YHR032W	0.011	No
YHR032W-A	0.047	No
YHR033W	0.008	No
YHR034C	0.004	No
YHR035W	0.003	No
YHR036W	0.000	No
YHR037W	0.996	Yes
YHR038W	0.996	Yes
YHR039C	0.008	No
YHR039C-A	0.003	No
YHR040W	0.007	No
YHR041C	0.000	No
YHR042W	0.000	No
YHR043C	0.000	No
YHR044C	0.000	No
YHR045W	0.004	No
YHR046C	0.000	No
YHR047C	0.000	No
YHR048W	0.000	No
YHR049C-A	0.480	Yes
YHR049W	0.000	No
YHR050W	0.000	No
YHR050W-A	0.239	No
YHR051W	0.997	Yes
YHR052W	0.000	No
YHR052W-A	0.533	Yes
YHR053C	0.000	No
YHR054C	0.000	No
YHR054W-A	0.533	Yes
YHR055C	0.000	No
YHR056C	0.009	No
YHR056W-A	0.147	No
YHR057C	0.000	No
YHR058C	0.000	No
YHR059W	0.999	Yes
YHR060W	0.000	No
YHR061C	0.000	No
YHR062C	0.014	No
YHR063C	0.000	No
YHR063W-A	0.061	No
YHR064C	0.000	No
YHR065C	0.000	No
YHR066W	0.043	No
YHR067W	0.727	Yes
YHR068W	0.000	No
YHR069C	0.000	No
YHR069C-A	0.000	No
YHR070C-A	0.007	No
YHR070W	0.491	Yes
YHR071C-A	0.059	No
YHR071W	0.003	No
YHR072W	0.006	No
YHR072W-A	0.009	No
YHR073C-B	0.048	No
YHR073W	0.027	No
YHR073W-A	0.047	No
YHR074W	0.003	No
YHR075C	0.000	No
YHR076W	0.579	Yes
YHR077C	0.000	No
YHR078W	0.003	No
YHR079C	0.012	No
YHR079C-A	0.023	No
YHR080C	0.049	No
YHR081W	0.024	No
YHR082C	0.000	No
YHR083W	0.004	No
YHR084W	0.000	No
YHR085W	0.011	No
YHR086W	0.007	No
YHR086W-A	0.004	No
YHR087W	0.000	No
YHR088W	0.000	No
YHR089C	0.012	No
YHR090C	0.000	No
YHR091C	0.996	Yes
YHR092C	0.000	No
YHR093W	0.033	No
YHR094C	0.000	No
YHR095W	0.004	No
YHR096C	0.000	No
YHR097C	0.012	No
YHR098C	0.003	No
YHR099W	0.005	No
YHR100C	0.012	No
YHR101C	0.008	No
YHR102W	0.000	No
YHR103W	0.000	No
YHR104W	0.036	No
YHR105W	0.000	No
YHR106W	0.996	Yes
YHR107C	0.000	No
YHR108W	0.000	No
YHR109W	0.121	No
YHR110W	0.000	No
YHR111W	0.000	No
YHR112C	0.000	No
YHR113W	0.387	Yes
YHR114W	0.031	No
YHR115C	0.000	No
YHR116W	0.010	No
YHR117W	0.012	No
YHR118C	0.004	No
YHR119W	0.012	No
YHR120W	0.910	Yes
YHR121W	0.010	No
YHR122W	0.000	No
YHR123W	0.009	No
YHR124W	0.000	No
YHR125W	0.118	No
YHR126C	0.000	No
YHR127W	0.016	No
YHR128W	0.055	No
YHR129C	0.000	No
YHR130C	0.020	No
YHR131C	0.000	No
YHR131W-A	0.000	No
YHR132C	0.006	No
YHR132W-A	0.000	No
YHR133C	0.000	No
YHR134W	0.004	No
YHR135C	0.003	No
YHR136C	0.003	No
YHR137C-A	0.450	Yes
YHR137W	0.005	No
YHR138C	0.000	No
YHR139C	0.004	No
YHR139C-A	0.008	No
YHR140W	0.115	No
YHR141C	0.055	No
YHR142W	0.018	No
YHR143W	0.000	No
YHR143W-A	0.005	No
YHR144C	0.000	No
YHR145C	0.050	No
YHR146W	0.000	No
YHR147C	0.996	Yes
YHR148W	0.030	No
YHR149C	0.007	No
YHR150W	0.019	No
YHR151C	0.008	No
YHR152W	0.037	No
YHR153C	0.007	No
YHR154W	0.000	No
YHR155W	0.013	No
YHR156C	0.000	No
YHR157W	0.004	No
YHR158C	0.005	No
YHR159W	0.000	No
YHR160C	0.084	No
YHR161C	0.108	No
YHR162W	0.355	No
YHR163W	0.000	No
YHR164C	0.000	No
YHR165C	0.000	No
YHR165W-A	0.000	No
YHR166C	0.012	No
YHR167W	0.000	No
YHR168W	0.115	No
YHR169W	0.009	No
YHR170W	0.000	No
YHR171W	0.012	No
YHR172W	0.000	No
YHR173C	0.111	No
YHR174W	0.011	No
YHR175W	0.014	No
YHR175W-A	0.005	No
YHR176W	0.416	Yes
YHR177W	0.000	No
YHR178W	0.000	No
YHR179W	0.013	No
YHR180C-B	0.036	No
YHR180W	0.010	No
YHR180W-A	0.000	No
YHR181W	0.003	No
YHR182C-A	0.106	No
YHR182W	0.000	No
YHR183W	0.000	No
YHR184W	0.000	No
YHR185C	0.025	No
YHR186C	0.009	No
YHR187W	0.096	No
YHR188C	0.000	No
YHR189W	0.187	No
YHR190W	0.117	No
YHR191C	0.004	No
YHR192W	0.029	No
YHR193C	0.000	No
YHR193C-A	0.069	No
YHR194W	0.819	Yes
YHR195W	0.018	No
YHR196W	0.000	No
YHR197W	0.006	No
YHR198C	0.547	Yes
YHR199C	0.500	Yes
YHR199C-A	0.042	No
YHR200W	0.000	No
YHR201C	0.014	No
YHR202W	0.067	No
YHR203C	0.048	No
YHR204W	0.000	No
YHR205W	0.000	No
YHR206W	0.000	No
YHR207C	0.000	No
YHR208W	0.996	Yes
YHR209W	0.000	No
YHR210C	0.000	No
YHR211W	0.000	No
YHR212C	0.024	No
YHR212W-A	0.000	No
YHR213W	0.000	No
YHR213W-A	0.174	No
YHR213W-B	0.010	No
YHR214C-B	0.000	No
YHR214C-C	0.000	No
YHR214C-D	0.000	No
YHR214C-E	0.033	No
YHR214W	0.329	No
YHR214W-A	0.000	No
YHR215W	0.000	No
YHR216W	0.000	No
YHR217C	0.018	No
YHR218W	0.008	No
YHR218W-A	0.006	No
YHR219C-A	0.500	Yes
YHR219W	0.000	No
YIL001W	0.000	No
YIL002C	0.828	Yes
YIL002W-A	0.000	No
YIL003W	0.000	No
YIL004C	0.004	No
YIL005W	0.038	No
YIL006W	0.000	No
YIL007C	0.000	No
YIL008W	0.000	No
YIL009C-A	0.000	No
YIL009W	0.021	No
YIL010W	0.085	No
YIL011W	0.000	No
YIL012W	0.027	No
YIL013C	0.000	No
YIL014C-A	0.000	No
YIL014W	0.949	Yes
YIL015W	0.000	No
YIL016W	0.029	No
YIL017C	0.000	No
YIL018W	0.642	Yes
YIL019W	0.000	No
YIL020C	0.000	No
YIL020C-A	0.032	No
YIL021C-A	0.054	No
YIL021W	0.000	No
YIL022W	0.996	Yes
YIL023C	0.008	No
YIL024C	0.000	No
YIL025C	0.086	No
YIL026C	0.012	No
YIL027C	0.035	No
YIL028W	0.519	Yes
YIL029C	0.052	No
YIL029W-A	0.000	No
YIL030C	0.000	No
YIL030W-A	0.025	No
YIL031W	0.400	Yes
YIL032C	0.015	No
YIL033C	0.000	No
YIL034C	0.000	No
YIL035C	0.039	No
YIL036W	0.000	No
YIL037C	0.159	No
YIL038C	0.000	No
YIL039W	0.099	No
YIL040W	0.005	No
YIL041W	0.006	No
YIL042C	0.289	No
YIL043C	0.000	No
YIL044C	0.012	No
YIL045W	0.003	No
YIL046W	0.000	No
YIL046W-A	0.020	No
YIL047C	0.000	No
YIL047C-A	0.139	No
YIL048W	0.000	No
YIL049W	0.011	No
YIL050W	0.000	No
YIL051C	0.993	Yes
YIL052C	0.400	Yes
YIL053W	0.000	No
YIL054W	0.095	No
YIL055C	0.028	No
YIL056W	0.000	No
YIL057C	0.000	No
YIL058W	0.011	No
YIL059C	0.000	No
YIL060W	0.034	No
YIL061C	0.011	No
YIL062C	0.000	No
YIL063C	0.000	No
YIL064W	0.000	No
YIL065C	0.006	No
YIL066C	0.012	No
YIL066W-A	0.000	No
YIL067C	0.000	No
YIL068C	0.000	No
YIL068W-A	0.033	No
YIL069C	0.012	No
YIL070C	0.996	Yes
YIL071C	0.020	No
YIL071W-A	0.000	No
YIL072W	0.028	No
YIL073C	0.003	No
YIL074C	0.022	No
YIL075C	0.000	No
YIL076W	0.000	No
YIL077C	0.003	No
YIL078W	0.000	No
YIL079C	0.000	No
YIL082W	0.000	No
YIL082W-A	0.000	No
YIL083C	0.003	No
YIL084C	0.015	No
YIL085C	0.076	No
YIL086C	0.818	Yes
YIL087C	0.011	No
YIL088C	0.006	No
YIL089W	0.276	No
YIL090W	0.010	No
YIL091C	0.000	No
YIL092W	0.003	No
YIL093C	0.012	No
YIL094C	0.999	Yes
YIL095W	0.003	No
YIL096C	0.477	Yes
YIL097W	0.011	No
YIL098C	0.132	No
YIL099W	0.086	No
YIL100C-A	0.006	No
YIL100W	0.005	No
YIL101C	0.000	No
YIL102C	0.000	No
YIL102C-A	0.004	No
YIL103W	0.005	No
YIL104C	0.022	No
YIL105C	0.009	No
YIL105W-A	0.045	No
YIL106W	0.085	No
YIL107C	0.000	No
YIL108W	0.000	No
YIL109C	0.009	No
YIL110W	0.000	No
YIL111W	0.996	Yes
YIL112W	0.036	No
YIL113W	0.000	No
YIL114C	0.115	No
YIL115C	0.000	No
YIL115W-A	0.016	No
YIL116W	0.000	No
YIL117C	0.014	No
YIL118W	0.000	No
YIL119C	0.000	No
YIL120W	0.016	No
YIL121W	0.000	No
YIL122W	0.000	No
YIL123W	0.000	No
YIL124W	0.000	No
YIL125W	0.996	Yes
YIL126W	0.006	No
YIL127C	0.009	No
YIL128W	0.000	No
YIL129C	0.000	No
YIL130W	0.000	No
YIL131C	0.000	No
YIL132C	0.000	No
YIL133C	0.236	No
YIL134C-A	0.000	No
YIL134W	0.004	No
YIL135C	0.000	No
YIL136W	0.000	No
YIL137C	0.000	No
YIL138C	0.000	No
YIL139C	0.140	No
YIL140W	0.000	No
YIL141W	0.022	No
YIL142C-A	0.000	No
YIL142W	0.000	No
YIL143C	0.000	No
YIL144W	0.003	No
YIL145C	0.062	No
YIL146C	0.000	No
YIL147C	0.005	No
YIL148W	0.020	No
YIL149C	0.000	No
YIL150C	0.000	No
YIL151C	0.000	No
YIL152W	0.004	No
YIL153W	0.000	No
YIL154C	0.000	No
YIL155C	0.325	No
YIL156W	0.000	No
YIL156W-A	0.032	No
YIL156W-B	0.015	No
YIL157C	0.947	Yes
YIL158W	0.000	No
YIL159W	0.006	No
YIL160C	0.007	No
YIL161W	0.000	No
YIL162W	0.000	No
YIL163C	0.182	No
YIL164C	0.000	No
YIL165C	0.000	No
YIL166C	0.000	No
YIL167W	0.024	No
YIL169C	0.021	No
YIL170W	0.007	No
YIL171W	0.000	No
YIL171W-A	0.008	No
YIL172C	0.000	No
YIL173W	0.000	No
YIL174W	0.073	No
YIL175W	0.103	No
YIL176C	0.000	No
YIL177C	0.000	No
YIL177W-A	0.489	Yes
YIR001C	0.000	No
YIR002C	0.000	No
YIR003W	0.000	No
YIR004W	0.000	No
YIR005W	0.000	No
YIR006C	0.000	No
YIR007W	0.000	No
YIR008C	0.076	No
YIR009W	0.000	No
YIR010W	0.016	No
YIR011C	0.008	No
YIR012W	0.000	No
YIR013C	0.007	No
YIR014W	0.065	No
YIR015W	0.015	No
YIR016W	0.000	No
YIR017C	0.000	No
YIR017W-A	0.125	No
YIR018C-A	0.044	No
YIR018W	0.000	No
YIR019C	0.000	No
YIR020C	0.108	No
YIR020C-B	0.005	No
YIR020W-A	0.091	No
YIR021W	0.218	No
YIR021W-A	0.005	No
YIR022W	0.067	No
YIR023C-A	0.000	No
YIR023W	0.000	No
YIR024C	0.999	Yes
YIR025W	0.011	No
YIR026C	0.000	No
YIR027C	0.000	No
YIR028W	0.000	No
YIR029W	0.005	No
YIR030C	0.009	No
YIR030W-A	0.171	No
YIR031C	0.000	No
YIR032C	0.000	No
YIR033W	0.000	No
YIR034C	0.005	No
YIR035C	0.000	No
YIR036C	0.022	No
YIR036W-A	0.154	No
YIR037W	0.000	No
YIR038C	0.000	No
YIR039C	0.004	No
YIR040C	0.189	No
YIR041W	0.000	No
YIR042C	0.004	No
YIR043C	0.000	No
YJL001W	0.000	No
YJL002C	0.007	No
YJL003W	0.012	No
YJL004C	0.115	No
YJL005W	0.000	No
YJL006C	0.012	No
YJL007C	0.000	No
YJL008C	0.012	No
YJL009W	0.006	No
YJL010C	0.000	No
YJL011C	0.000	No
YJL012C	0.104	No
YJL013C	0.000	No
YJL014W	0.000	No
YJL015C	0.311	No
YJL016W	0.241	No
YJL019W	0.005	No
YJL020C	0.000	No
YJL020W-A	0.000	No
YJL022W	0.018	No
YJL023C	0.068	No
YJL024C	0.065	No
YJL025W	0.012	No
YJL026C-A	0.000	No
YJL026W	0.000	No
YJL027C	0.026	No
YJL028W	0.453	Yes
YJL029C	0.000	No
YJL030W	0.009	No
YJL031C	0.009	No
YJL032W	0.083	No
YJL033W	0.012	No
YJL034W	0.005	No
YJL035C	0.178	No
YJL036W	0.000	No
YJL037W	0.034	No
YJL038C	0.044	No
YJL039C	0.008	No
YJL041W	0.000	No
YJL042W	0.000	No
YJL043W	0.008	No
YJL044C	0.009	No
YJL045W	0.757	Yes
YJL046W	0.220	No
YJL047C	0.009	No
YJL047C-A	0.000	No
YJL048C	0.000	No
YJL049W	0.000	No
YJL050W	0.000	No
YJL051W	0.003	No
YJL052C-A	0.057	No
YJL052W	0.071	No
YJL053W	0.000	No
YJL054W	0.007	No
YJL055W	0.000	No
YJL056C	0.000	No
YJL057C	0.000	No
YJL058C	0.000	No
YJL059W	0.004	No
YJL060W	0.898	Yes
YJL061W	0.012	No
YJL062W	0.000	No
YJL062W-A	0.012	No
YJL063C	0.012	No
YJL064W	0.024	No
YJL065C	0.000	No
YJL066C	0.000	No
YJL067W	0.061	No
YJL068C	0.118	No
YJL069C	0.000	No
YJL070C	0.000	No
YJL071W	0.437	Yes
YJL072C	0.010	No
YJL073W	0.000	No
YJL074C	0.012	No
YJL075C	0.008	No
YJL076W	0.000	No
YJL077C	0.231	No
YJL077W-A	0.000	No
YJL077W-B	0.076	No
YJL078C	0.000	No
YJL079C	0.000	No
YJL080C	0.000	No
YJL081C	0.000	No
YJL082W	0.011	No
YJL083W	0.000	No
YJL084C	0.000	No
YJL085W	0.000	No
YJL086C	0.004	No
YJL087C	0.007	No
YJL088W	0.012	No
YJL089W	0.007	No
YJL090C	0.107	No
YJL091C	0.000	No
YJL092W	0.012	No
YJL093C	0.199	No
YJL094C	0.000	No
YJL095W	0.012	No
YJL096W	0.770	Yes
YJL097W	0.000	No
YJL098W	0.022	No
YJL099W	0.000	No
YJL100W	0.000	No
YJL101C	0.000	No
