Sequence ID	Probability of presequence	Prediction	Cleavage site (processing enzyme)	Net charge	Positions for TOM20 recognition motif (deliminated by comma)	Position of amphypathic alpha-helix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
SPBC365.02c Ntermext	0.847	Possessing mitochondrial presequence	29(MPP)	0.172	7-11,26-30	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC365.03c Ntermext	0.659	Possessing mitochondrial presequence	27(MPP)	0.185	76-80	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC365.04c Ntermext	0.079	No mitochondrial presequence	9(MPP)	0.222	12-16	20-29-low	-	-	-	-	-	3-8	-	-	-	2-7	-	-	-	-	
SPBC365.05c Ntermext	0.000	No mitochondrial presequence	38(MPP)	0.079	52-56,69-73	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC365.06 Ntermext	0.000	No mitochondrial presequence	78(MPP)	0.026	58-62,61-65	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC365.07c Ntermext	0.004	No mitochondrial presequence	42(MPP)	-0.048	16-20,27-31,51-55	12-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC365.08c Ntermext	0.018	No mitochondrial presequence	60(MPP), 61(Icp55)	0.050	19-23,57-61,96-100	5-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC365.09c Ntermext	0.050	No mitochondrial presequence	42(MPP), 43(Icp55)	0.143		7-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC365.10 Ntermext	0.003	No mitochondrial presequence	13(MPP)	0.077	5-9	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC2G11.08c Ntermext	0.000	No mitochondrial presequence	25(MPP)	-0.120		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC365.11 Ntermext	0.012	No mitochondrial presequence	86(MPP)	0.047		2-11-low	-	-	-	-	-	-	2-7	-	-	1-6	-	-	-	-	
SPBC365.12c Ntermext	0.042	No mitochondrial presequence	29(MPP)	0.138		19-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC365.13c Ntermext	0.000	No mitochondrial presequence	37(MPP)	-0.027		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC365.14c Ntermext	0.005	No mitochondrial presequence	49(MPP)	-0.020	76-80,88-92	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC365.15 Ntermext	0.005	No mitochondrial presequence	45(MPP)	-0.067		1-11-high	-	-	-	-	-	-	-	1-6	-	-	-	-	-	-	
SPBC365.16 Ntermext	0.015	No mitochondrial presequence	61(MPP)	0.082	32-36	9-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC2G11.09 Ntermext	0.000	No mitochondrial presequence	47(MPP)	0.064	69-73	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC29A10.01 Ntermext	0.006	No mitochondrial presequence	40(MPP)	0.075		3-12-low	-	-	-	-	-	-	-	-	-	3-8	-	-	-	-	
SPBC29A10.02 Ntermext	0.149	No mitochondrial presequence	14(MPP)	0.214		12-21-high	-	2-7	-	-	-	-	-	-	7-12	-	6-11	-	-	-	
SPBC29A10.03c Ntermext	0.000	No mitochondrial presequence	76(MPP)	-0.053		18-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC29A10.04 Ntermext	0.000	No mitochondrial presequence	17(MPP)	0.118	1-5,88-92	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC29A10.05 Ntermext	0.025	No mitochondrial presequence	46(MPP), 47(Icp55)	0.022	60-64,80-84	20-29-high	3-8	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC29A10.06c Ntermext	0.000	No mitochondrial presequence	17(MPP)	-0.118	14-18	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC29A10.07 Ntermext	0.205	No mitochondrial presequence	17(MPP)	0.059	14-18,50-54,73-77,83-87	6-17-low	-	-	-	-	-	-	-	-	-	-	-	13-18	14-19	-	
SPAC2G11.10c Ntermext	0.016	No mitochondrial presequence	9(MPP)	0.000		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC29A10.08 Ntermext	0.000	No mitochondrial presequence	50(MPP)	0.100		8-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC29A10.09c Ntermext	0.000	No mitochondrial presequence	55(MPP)	-0.036		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC29A10.10c Ntermext	0.000	No mitochondrial presequence	12(MPP)	-0.250	9-13,31-35,88-92	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC29A10.11c Ntermext	0.004	No mitochondrial presequence	9(MPP)	0.111	59-63	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC29A10.12 Ntermext	0.000	No mitochondrial presequence	62(MPP)	0.081		2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC29A10.13 Ntermext	0.348	No mitochondrial presequence	58(MPP)	0.086	9-13,16-20	2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	9-14	-	
SPBC29A10.14 Ntermext	0.000	No mitochondrial presequence	36(MPP)	0.083	73-77	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC29A10.15 Ntermext	0.005	No mitochondrial presequence	52(MPP)	-0.096	84-88,88-92	12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC29A10.17 Ntermext	0.005	No mitochondrial presequence	54(MPP)	-0.130		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC29A10.16c Ntermext	0.000	No mitochondrial presequence	22(MPP)	-0.045	83-87	6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC2G5.01 Ntermext	0.353	No mitochondrial presequence	11(MPP)	0.182		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC2G5.02c Ntermext	0.735	Possessing mitochondrial presequence	15(MPP)	0.133	13-17	12-21-high	-	-	-	-	-	-	-	-	11-16	-	-	-	-	-	
SPBC2G5.03 Ntermext	0.136	No mitochondrial presequence	25(MPP)	0.160	76-80	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC2G5.04c Ntermext	0.212	No mitochondrial presequence	50(MPP)	0.100	1-5	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC2G11.11c Ntermext	0.014	No mitochondrial presequence	39(MPP)	0.256		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC2G5.05 Ntermext	0.010	No mitochondrial presequence	29(MPP), 30(Icp55)	-0.034	52-56,57-61,90-94	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC2G5.06c Ntermext	0.471	Possessing mitochondrial presequence	63(MPP)	0.127	13-17,60-64	12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC2G5.07c Ntermext	0.012	No mitochondrial presequence	13(MPP)	0.077	41-45,77-81	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC25B2.01 Ntermext	0.000	No mitochondrial presequence	39(MPP)	-0.308		8-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC25B2.02c Ntermext	0.000	No mitochondrial presequence	19(MPP)	-0.053		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC25B2.03 Ntermext	0.012	No mitochondrial presequence	55(MPP)	-0.036	24-28,53-57,78-82,85-89,96-100	21-30-low	-	-	-	-	-	-	-	-	-	-	-	23-28	24-29	-	
SPBC25B2.04c Ntermext	0.093	No mitochondrial presequence	29(MPP)	0.103		20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC25B2.05 Ntermext	0.004	No mitochondrial presequence	25(MPP)	0.040	78-82	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC25B2.06c Ntermext	0.000	No mitochondrial presequence	69(MPP)	-0.014	73-77	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC25B2.07c Ntermext	0.000	No mitochondrial presequence	31(MPP)	-0.032		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC25B2.08 Ntermext	0.088	No mitochondrial presequence	28(MPP)	0.071	11-15	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC25B2.09c Ntermext	0.611	Possessing mitochondrial presequence	29(MPP)	0.207		21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC2G11.12 Ntermext	0.013	No mitochondrial presequence	18(MPP)	0.056	96-100	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC25B2.10 Ntermext	0.000	No mitochondrial presequence	55(MPP)	0.073		15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC25B2.11 Ntermext	0.020	No mitochondrial presequence	32(MPP)	0.000	39-43,66-70,78-82	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC1826.01c Ntermext	0.010	No mitochondrial presequence	16(MPP)	0.125	16-20,54-58,72-76	8-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC6B1.02 Ntermext	0.004	No mitochondrial presequence	64(MPP), 65(Icp55)	0.094	61-65,70-74,86-90	3-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC6B1.03c Ntermext	0.000	No mitochondrial presequence	87(MPP)	-0.057		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC6B1.04 Ntermext	0.005	No mitochondrial presequence	42(MPP)	0.071	30-34,36-40	4-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC6B1.05c Ntermext	0.033	No mitochondrial presequence	51(MPP)	0.059	3-7	18-27-high	-	-	-	-	-	-	-	20-25	-	-	-	-	-	19-24	
SPBC6B1.06c Ntermext	0.000	No mitochondrial presequence	28(MPP)	-0.071	25-29	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC2G11.13 Ntermext	0.040	No mitochondrial presequence	56(MPP)	0.054	15-19	9-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC6B1.07 Ntermext	0.054	No mitochondrial presequence	37(MPP)	0.054	3-7,94-98	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC6B1.08c Ntermext	0.000	No mitochondrial presequence	29(MPP)	-0.103	10-14,14-18,36-40,70-74,92-96	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC6B1.12c Ntermext	0.000	No mitochondrial presequence	60(MPP), 61(Icp55)	-0.083	38-42,74-78	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC6B1.09c Ntermext	0.041	No mitochondrial presequence	28(MPP)	0.036		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC6B1.10 Ntermext	0.000	No mitochondrial presequence	65(MPP), 66(Icp55)	-0.092		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC3E7.01 Ntermext	0.000	No mitochondrial presequence	26(MPP)	-0.077	89-93,93-97	18-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC3E7.02c Ntermext	0.000	No mitochondrial presequence	27(MPP)	-0.037		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC3E7.17 Ntermext	0.003	No mitochondrial presequence	24(MPP)	0.000		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC3E7.04c Ntermext	0.009	No mitochondrial presequence	65(MPP)	-0.031	78-82,81-85	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC3E7.05c Ntermext	0.868	Possessing mitochondrial presequence	22(MPP)	0.227		1-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC3E7.06c Ntermext	0.007	No mitochondrial presequence	17(MPP)	0.235	91-95	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC3E7.07c Ntermext	0.000	No mitochondrial presequence	44(MPP)	-0.091	26-30	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC3E7.08c Ntermext	0.006	No mitochondrial presequence	27(MPP)	0.074	38-42,59-63,62-66	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC3E7.09 Ntermext	0.117	No mitochondrial presequence	22(MPP)	0.182	19-23	2-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC2G11.14 Ntermext	0.000	No mitochondrial presequence	21(MPP)	-0.048	1-5	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC3E7.10 Ntermext	0.004	No mitochondrial presequence	53(MPP)	0.000	15-19,33-37	13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC3E7.11c Ntermext	0.246	No mitochondrial presequence	31(MPP)	0.065	7-11,37-41,64-68,87-91	3-12-high	22-27	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC3E7.12c Ntermext	0.000	No mitochondrial presequence	67(MPP)	-0.119		10-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC3E7.13c Ntermext	0.000	No mitochondrial presequence	28(MPP)	0.143		19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC3E7.15c Ntermext	0.116	No mitochondrial presequence	26(MPP)	0.038	60-64	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC3E7.14 Ntermext	0.004	No mitochondrial presequence	30(MPP)	0.133		17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC3E7.16c Ntermext	0.062	No mitochondrial presequence	47(MPP), 48(Icp55)	0.213	8-12,44-48,71-75	15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC4F6.04 Ntermext	0.236	No mitochondrial presequence	27(MPP)	0.296		11-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC2G11.15c Ntermext	0.000	No mitochondrial presequence	40(MPP)	0.050	13-17,22-26,26-30,90-94	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC4F6.05c Ntermext	0.003	No mitochondrial presequence	64(MPP)	-0.016	6-10	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC4F6.06 Ntermext	0.000	No mitochondrial presequence	82(MPP)	0.024		17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC4F6.07c Ntermext	0.000	No mitochondrial presequence	88(MPP)	-0.034		14-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC4F6.08c Ntermext	0.633	Possessing mitochondrial presequence	50(MPP)	0.260	1-5,13-17,34-38	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC4F6.09 Ntermext	0.314	No mitochondrial presequence	26(MPP)	0.192		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC4F6.10 Ntermext	0.000	No mitochondrial presequence	62(MPP)	-0.113		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC4F6.11c Ntermext	0.000	No mitochondrial presequence	59(MPP)	0.051		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC4F6.12 Ntermext	0.003	No mitochondrial presequence	14(MPP), 15(Icp55)	0.071		1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC4F6.13c Ntermext	0.006	No mitochondrial presequence	20(MPP)	0.300		3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC4F6.14 Ntermext	0.101	No mitochondrial presequence	11(MPP), 12(Icp55)	0.091	31-35,59-63	19-28-low	-	-	-	-	-	-	8-13	-	-	7-12	-	-	-	-	
SPBC4F6.15c Ntermext	0.000	No mitochondrial presequence	38(MPP)	-0.132		9-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC4F6.16c Ntermext	0.046	No mitochondrial presequence	51(MPP)	0.020	11-15	16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	11-16	-	
SPBC4F6.17c Ntermext	0.924	Possessing mitochondrial presequence	32(MPP), 33(Icp55)	0.188		1-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC4F6.18c Ntermext	0.035	No mitochondrial presequence	81(MPP)	0.049	6-10,79-83	6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	6-11	-	
SPBC18A7.02c Ntermext	0.000	No mitochondrial presequence	80(MPP)	-0.013		4-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC18A7.01 Ntermext	0.009	No mitochondrial presequence	71(MPP)	0.014	18-22,39-43,68-72	1-14-low	-	-	-	-	-	-	-	-	-	-	-	-	18-23	-	
SPBC336.16 Ntermext	0.017	No mitochondrial presequence	58(MPP)	-0.034		9-18-low	-	-	-	-	-	-	-	2-7	-	1-6	-	-	-	-	
SPAC521.02 Ntermext	0.347	No mitochondrial presequence	32(MPP)	0.094	60-64	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC336.01 Ntermext	0.134	No mitochondrial presequence	41(MPP), 42(Icp55)	0.049	38-42,50-54	9-18-low	-	23-28	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC336.02 Ntermext	0.036	No mitochondrial presequence	23(MPP)	0.130	96-100	9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC336.03 Ntermext	0.018	No mitochondrial presequence	11(MPP)	0.273		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC336.04 Ntermext	0.082	No mitochondrial presequence	34(MPP)	0.118		6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC336.05c Ntermext	0.072	No mitochondrial presequence	30(MPP)	0.200	18-22	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC336.06c Ntermext	0.334	No mitochondrial presequence	46(MPP)	0.087	13-17,23-27,28-32	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC336.07 Ntermext	0.000	No mitochondrial presequence	74(MPP)	-0.122	22-26	1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC336.08 Ntermext	0.000	No mitochondrial presequence	63(MPP)	0.048		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC521.03 Ntermext	0.009	No mitochondrial presequence	76(MPP), 84(Oct1)	0.118	62-66	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC336.09c Ntermext	0.005	No mitochondrial presequence	66(MPP)	0.076		13-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC336.10c Ntermext	0.000	No mitochondrial presequence	42(MPP)	-0.071		1-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC336.11 Ntermext	0.000	No mitochondrial presequence	37(MPP)	-0.081		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC336.12c Ntermext	0.000	No mitochondrial presequence	10(MPP)	0.100		3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	6-11	
SPBC336.13c Ntermext	0.091	No mitochondrial presequence	8(MPP)	0.125	91-95	9-19-low	-	-	-	-	-	-	15-20	-	-	14-19	-	-	-	-	
SPBC336.14c Ntermext	0.003	No mitochondrial presequence	30(MPP)	0.067		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC336.15 Ntermext	0.000	No mitochondrial presequence	61(MPP)	-0.098	77-81	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC521.04c Ntermext	0.000	No mitochondrial presequence	23(MPP)	-0.043		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC685.02 Ntermext	0.000	No mitochondrial presequence	30(MPP)	-0.267		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC685.03 Ntermext	0.000	No mitochondrial presequence	70(MPP)	-0.057		4-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC685.04c Ntermext	0.083	No mitochondrial presequence	62(MPP), 63(Icp55)	0.113	16-20,60-64,84-88	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC685.05 Ntermext	0.058	No mitochondrial presequence	49(MPP)	0.102	65-69	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC685.06 Ntermext	0.005	No mitochondrial presequence	10(MPP)	-0.100	76-80,82-86	5-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC685.07c Ntermext	0.425	Possessing mitochondrial presequence	24(MPP)	0.208	7-11,44-48,65-69,77-81,83-87	3-12-high	-	-	8-13	-	7-12	-	-	-	-	-	-	-	-	-	
SPBC685.08 Ntermext	0.005	No mitochondrial presequence	13(MPP)	0.154	30-34	7-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC685.09 Ntermext	0.175	No mitochondrial presequence	30(MPP)	0.167	7-11,27-31,30-34	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC32F12.01c Ntermext	0.026	No mitochondrial presequence	21(MPP)	0.048	69-73	14-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC32F12.02 Ntermext	0.000	No mitochondrial presequence	15(MPP)	0.067	74-78	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC32F12.16 Ntermext	0.151	No mitochondrial presequence	19(MPP)	0.105	25-29,71-75	13-22-low	-	20-25	-	-	-	-	-	-	-	-	-	24-29	25-30	-	
SPBC32F12.03c Ntermext	0.000	No mitochondrial presequence	56(MPP)	0.071	1-5	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC32F12.04 Ntermext	0.017	No mitochondrial presequence	11(MPP)	0.000	2-6,68-72	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC32F12.05c Ntermext	0.004	No mitochondrial presequence	43(MPP)	0.186	64-68	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC32F12.06 Ntermext	0.003	No mitochondrial presequence	83(MPP)	0.000	80-84	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC32F12.07c Ntermext	0.008	No mitochondrial presequence	39(MPP)	0.051	66-70	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC32F12.08c Ntermext	0.033	No mitochondrial presequence	16(MPP)	-0.062		2-11-low	-	-	-	-	-	-	-	13-18	-	-	-	-	-	12-17	
SPBC32F12.09 Ntermext	0.123	No mitochondrial presequence	37(MPP)	0.027		6-15-high	-	-	-	-	-	6-11	-	-	-	5-10	-	-	-	-	
SPAC521.05 Ntermext	0.005	No mitochondrial presequence	60(MPP)	0.300		10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC32F12.10 Ntermext	0.000	No mitochondrial presequence	15(MPP)	0.000	79-83,95-99	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC32F12.17 Ntermext	0.088	No mitochondrial presequence	9(MPP), 10(Icp55)	0.222	1-5	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	1-6	-	
SPBC32F12.11 Ntermext	0.047	No mitochondrial presequence	21(MPP)	0.190	14-18	9-18-high	-	-	-	-	-	-	18-23	24-29	-	17-22,23-28	-	-	-	-	
SPBC32F12.15 Ntermext	0.000	No mitochondrial presequence	52(MPP)	-0.115		10-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC32F12.12c Ntermext	0.000	No mitochondrial presequence	10(MPP)	-0.100	74-78	7-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC19C7.01 Ntermext	0.000	No mitochondrial presequence	25(MPP)	0.080		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC23G3.01 Ntermext	0.000	No mitochondrial presequence	7(MPP)	0.143		13-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC19C7.02 Ntermext	0.468	Possessing mitochondrial presequence	19(MPP), 20(Icp55)	0.158	96-100	16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC19C7.03 Ntermext	0.027	No mitochondrial presequence	10(MPP)	0.100	95-99	3-12-high	-	-	-	-	-	-	10-15	-	-	-	-	-	-	-	
SPBC19C7.04c Ntermext	0.000	No mitochondrial presequence	57(MPP)	-0.088		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC19C7.05 Ntermext	0.000	No mitochondrial presequence	62(MPP)	0.000	34-38	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC19C7.06 Ntermext	0.015	No mitochondrial presequence	11(MPP), 12(Icp55)	0.091		15-24-low	-	-	-	-	-	-	-	8-13	-	-	-	-	-	7-12	
SPBC19C7.07c Ntermext	0.000	No mitochondrial presequence	30(MPP)	-0.033		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC23G3.02c Ntermext	0.000	No mitochondrial presequence	25(MPP)	0.000		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC19C7.08c Ntermext	0.007	No mitochondrial presequence	56(MPP)	0.161	64-68,69-73	14-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC19C7.09c Ntermext	0.807	Possessing mitochondrial presequence	15(MPP)	0.333	1-5	1-10-high	-	-	-	-	1-6	-	-	-	-	-	-	-	-	-	
SPBC19C7.10 Ntermext	0.000	No mitochondrial presequence	52(MPP)	-0.019	61-65,65-69	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC19C7.11 Ntermext	0.000	No mitochondrial presequence	11(MPP)	0.182	70-74,73-77	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBC19C7.12c Ntermext	0.097	No mitochondrial presequence	26(MPP)	0.231	8-12	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBP19A11.01 Ntermext	0.911	Possessing mitochondrial presequence	12(MPP)	0.167	31-35,45-49	18-27-low	-	-	-	-	-	-	9-14	-	-	8-13	-	-	-	-	
SPBP19A11.02c Ntermext	0.000	No mitochondrial presequence	48(MPP), 56(Oct1)	-0.021	6-10	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBP19A11.03c Ntermext	0.000	No mitochondrial presequence	85(MPP)	-0.082		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBP19A11.04c Ntermext	0.000	No mitochondrial presequence	52(MPP)	-0.058	30-34,84-88	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAP19A11.05c Ntermext	0.561	Possessing mitochondrial presequence	36(MPP)	0.139		21-30-high	-	-	-	-	-	-	-	-	20-25	-	-	-	-	-	
SPAC23G3.03 Ntermext	0.000	No mitochondrial presequence	38(MPP)	-0.026		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBP19A11.06 Ntermext	0.006	No mitochondrial presequence	18(MPP)	-0.056	85-89	19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPBP19A11.07c Ntermext	0.000	No mitochondrial presequence	12(MPP)	0.083	10-14	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
