Sequence ID	Probability of presequence	Prediction	Cleavage site (processing enzyme)	Net charge	Positions for TOM20 recognition motif (deliminated by comma)	Position of amphypathic alpha-helix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
CNF01300 Protein	0.000	No mitochondrial presequence	22(MPP), 23(Icp55)	0.045		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF01310 Protein	0.009	No mitochondrial presequence	60(MPP)	0.033	5-9,53-57	5-17-high	-	-	-	-	5-10	-	-	-	-	-	-	-	-	-	
CNF01320 Protein	0.069	No mitochondrial presequence	16(MPP)	0.125		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF01330 Protein	0.000	No mitochondrial presequence	23(MPP)	0.087		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF01340 Protein	0.016	No mitochondrial presequence	57(MPP)	0.035	34-38,51-55	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF01350 Protein	0.000	No mitochondrial presequence	25(MPP), 26(Icp55)	-0.120		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF01360 Protein	0.000	No mitochondrial presequence	24(MPP)	0.042	83-87	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF01370 Protein	0.000	No mitochondrial presequence	28(MPP)	-0.036	25-29	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF01380 Protein	0.000	No mitochondrial presequence	22(MPP), 23(Icp55)	-0.045	20-24	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF01390 Protein	0.013	No mitochondrial presequence	35(MPP)	0.029	56-60	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF01400 Protein	0.000	No mitochondrial presequence	44(MPP)	-0.182	54-58	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF01410 Protein	0.000	No mitochondrial presequence	11(MPP)	-0.091	93-97	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF01420 Protein	0.000	No mitochondrial presequence	50(MPP)	-0.040	53-57	13-23-low	-	-	-	-	-	-	-	3-8	-	-	-	-	-	-	
CNF01430 Protein	0.017	No mitochondrial presequence	42(MPP)	0.143	3-7	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF01440 Protein	0.000	No mitochondrial presequence	42(MPP), 43(Icp55)	0.024	24-28	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF01450 Protein	0.000	No mitochondrial presequence	37(MPP)	0.027	31-35	11-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF01460 Protein	0.000	No mitochondrial presequence	62(MPP)	-0.113	42-46	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF01470 Protein	0.035	No mitochondrial presequence	36(MPP)	0.083	7-11	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF01480 Protein	0.000	No mitochondrial presequence	54(MPP)	0.019		15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF01490 Protein	0.081	No mitochondrial presequence	80(MPP)	0.075	59-63	5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF01500 Protein	0.000	No mitochondrial presequence	36(MPP)	0.056	59-63	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF01510 Protein	0.016	No mitochondrial presequence	14(MPP)	0.143	17-21,21-25,71-75	16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF01515 Protein	0.000	No mitochondrial presequence	22(MPP)	-0.182	82-86,96-100	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF01520 Protein	0.000	No mitochondrial presequence	57(MPP), 58(Icp55)	-0.035	54-58	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF01530 Protein	0.962	Possessing mitochondrial presequence	15(MPP)	0.133	54-58	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF01540 Protein	0.000	No mitochondrial presequence	88(MPP)	0.023		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF01550 Protein	0.000	No mitochondrial presequence	34(MPP)	-0.118	31-35,84-88	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF01560 Protein	0.000	No mitochondrial presequence	80(MPP), 88(Oct1)	0.000		20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF01570 Protein	0.011	No mitochondrial presequence	59(MPP)	0.051		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF01580 Protein	0.024	No mitochondrial presequence	35(MPP)	0.057	21-25	21-30-high	-	-	-	-	-	-	-	24-29	-	-	-	-	-	-	
CNF01590 Protein	0.000	No mitochondrial presequence	32(MPP)	0.062		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF01600 Protein	0.000	No mitochondrial presequence	34(MPP)	0.000		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF01610 Protein	0.000	No mitochondrial presequence	34(MPP), 35(Icp55)	-0.059	65-69	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF01620 Protein	0.000	No mitochondrial presequence	14(MPP)	0.143	78-82	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF01630 Protein	0.000	No mitochondrial presequence	38(MPP)	0.026		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF01640 Protein	0.007	No mitochondrial presequence	14(MPP)	0.071		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF01650 Protein	0.031	No mitochondrial presequence	30(MPP)	0.100	43-47	9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF01660 Protein	0.000	No mitochondrial presequence	31(MPP)	0.032	65-69,94-98	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF01670 Protein	0.939	Possessing mitochondrial presequence	18(MPP), 19(Icp55)	0.056	15-19	8-19-high	22-27	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF01680 Protein	0.000	No mitochondrial presequence	29(MPP)	0.000		14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF01690 Protein	0.018	No mitochondrial presequence	13(MPP)	0.231		17-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF01700 Protein	0.927	Possessing mitochondrial presequence	34(MPP), 35(Icp55)	0.176	70-74	4-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF01710 Protein	0.133	No mitochondrial presequence	27(MPP)	0.037	69-73	7-16-high	-	-	-	-	-	-	9-14	-	-	-	-	-	-	8-13	
CNF01720 Protein	0.017	No mitochondrial presequence	19(MPP), 27(Oct1)	0.105		15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF01730 Protein	0.005	No mitochondrial presequence	77(MPP)	0.013	26-30,75-79	12-21-high	-	-	-	-	-	-	-	-	-	-	-	25-30	-	-	
CNF01740 Protein	0.000	No mitochondrial presequence	29(MPP)	0.172	1-5,75-79	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF01750 Protein	0.006	No mitochondrial presequence	58(MPP)	0.034		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF01760 Protein	0.000	No mitochondrial presequence	63(MPP), 64(Icp55)	-0.032	31-35	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF01770 Protein	0.028	No mitochondrial presequence	10(MPP)	0.200		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF01780 Protein	0.242	No mitochondrial presequence	30(MPP)	0.133	17-21	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF01790 Protein	0.480	Possessing mitochondrial presequence	17(MPP)	0.294	2-6,39-43	21-30-low	-	-	-	-	-	-	-	-	-	-	-	1-6	-	-	
CNF01800 Protein	0.000	No mitochondrial presequence	23(MPP)	0.000		7-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF01805 Protein	0.052	No mitochondrial presequence	69(MPP), 77(Oct1)	0.087		16-25-low	-	-	-	-	-	-	-	3-8	-	2-7	-	-	-	-	
CNF01810 Protein	0.004	No mitochondrial presequence	9(MPP), 10(Icp55)	0.111	6-10,14-18	10-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF01820 Protein	0.081	No mitochondrial presequence	7(MPP)	0.286	61-65	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF01830 Protein	0.000	No mitochondrial presequence	75(MPP)	0.080	3-7	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF01840 Protein	0.768	Possessing mitochondrial presequence	17(MPP)	0.235	59-63	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF01850 Protein	0.000	No mitochondrial presequence	59(MPP)	0.017	12-16	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF01860 Protein	0.004	No mitochondrial presequence	4(MPP)	0.500		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF01870 Protein	0.079	No mitochondrial presequence	24(MPP)	0.042		8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF01890 Protein	0.000	No mitochondrial presequence	10(MPP)	0.400	48-52,52-56	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF01900 Protein	0.000	No mitochondrial presequence	66(MPP)	0.045	18-22,96-100	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF01910 Protein	0.000	No mitochondrial presequence	70(MPP)	-0.143	67-71,81-85	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF01915 Protein	0.000	No mitochondrial presequence	90(MPP)	-0.056	87-91	8-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF01920 Protein	0.021	No mitochondrial presequence	26(MPP)	0.038	30-34	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF01930 Protein	0.000	No mitochondrial presequence	19(MPP)	0.053		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF01940 Protein	0.000	No mitochondrial presequence	69(MPP)	-0.116	54-58	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF01950 Protein	0.000	No mitochondrial presequence	33(MPP)	0.121		13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF01960 Protein	0.000	No mitochondrial presequence	79(MPP)	-0.025		1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF01970 Protein	0.000	No mitochondrial presequence	72(MPP)	-0.028	69-73	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF01980 Protein	0.013	No mitochondrial presequence	10(MPP)	0.100		12-27-low	-	-	-	-	-	-	7-12	-	-	-	-	-	-	-	
CNF02000 Protein	0.000	No mitochondrial presequence	41(MPP)	0.024		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02010 Protein	0.000	No mitochondrial presequence	65(MPP)	0.031	77-81	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02020 Protein	0.143	No mitochondrial presequence	29(MPP)	0.069	63-67	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02030 Protein	0.000	No mitochondrial presequence	32(MPP)	0.094		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02040 Protein	0.000	No mitochondrial presequence	7(MPP)	0.000		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02050 Protein	0.000	No mitochondrial presequence	16(MPP)	0.000		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02060 Protein	0.017	No mitochondrial presequence	17(MPP)	0.000		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02070 Protein	0.003	No mitochondrial presequence	11(MPP), 12(Icp55)	0.182	19-23	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	19-24	-	
CNF02080 Protein	0.005	No mitochondrial presequence	27(MPP)	-0.074		1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02085 Protein	0.089	No mitochondrial presequence	30(MPP)	0.133		6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02090 Protein	0.000	No mitochondrial presequence	94(MPP), 95(Icp55)	0.000	10-14	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02100 Protein	0.000	No mitochondrial presequence	55(MPP)	-0.109		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02110 Protein	0.000	No mitochondrial presequence	55(MPP)	-0.109		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02120 Protein	0.005	No mitochondrial presequence	61(MPP)	0.033	59-63,76-80	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02130 Protein	0.111	No mitochondrial presequence	10(MPP)	0.300	2-6	8-17-high	-	-	-	-	-	-	-	-	-	-	-	1-6	2-7	-	
CNF02140 Protein	0.935	Possessing mitochondrial presequence	22(MPP)	0.227	16-20,19-23	1-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02145 Protein	0.023	No mitochondrial presequence	51(MPP)	0.118		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02150 Protein	0.000	No mitochondrial presequence	39(MPP)	-0.077	39-43	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02160 Protein	0.000	No mitochondrial presequence	17(MPP)	-0.059	30-34,39-43,55-59	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02180 Protein	0.000	No mitochondrial presequence	74(MPP), 75(Icp55)	0.041	53-57	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02190 Protein	0.027	No mitochondrial presequence	41(MPP)	0.024	38-42,69-73	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02210 Protein	0.000	No mitochondrial presequence	74(MPP)	0.014		17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02220 Protein	0.951	Possessing mitochondrial presequence	49(MPP)	0.143	3-7	3-12-high	-	-	-	-	-	-	-	-	-	-	-	2-7	-	-	
CNF02230 Protein	0.022	No mitochondrial presequence	30(MPP)	0.033	86-90	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02240 Protein	0.000	No mitochondrial presequence	57(MPP)	0.140		1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02245 Protein	0.051	No mitochondrial presequence	18(MPP)	0.056	59-63,70-74	5-14-low	-	-	-	-	-	-	-	-	-	14-19	-	-	-	-	
CNF02250 Protein	0.933	Possessing mitochondrial presequence	22(MPP), 23(Icp55)	0.227	7-11,19-23,79-83,92-96,95-99	5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02260 Protein	0.003	No mitochondrial presequence	68(MPP)	0.074	13-17	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02270 Protein	0.426	Possessing mitochondrial presequence	17(MPP)	0.176		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02280 Protein	1.000	Possessing mitochondrial presequence	28(MPP), 29(Icp55)	0.214	69-73	4-13-low	-	-	-	-	-	-	25-30	-	-	24-29	-	-	-	-	
CNF02290 Protein	0.006	No mitochondrial presequence	44(MPP)	0.136		17-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02300 Protein	0.000	No mitochondrial presequence	33(MPP)	-0.061	48-52	3-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02310 Protein	0.000	No mitochondrial presequence	54(MPP)	0.074	44-48,95-99	15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02315 Protein	0.000	No mitochondrial presequence	73(MPP)	-0.055	75-79	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02320 Protein	0.011	No mitochondrial presequence	31(MPP)	0.097		4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02330 Protein	0.562	Possessing mitochondrial presequence	35(MPP)	0.086		12-21-high	-	-	20-25	-	-	-	-	-	15-20	-	-	-	-	-	
CNF02340 Protein	0.000	No mitochondrial presequence	28(MPP)	0.000	30-34	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02350 Protein	0.000	No mitochondrial presequence	38(MPP)	0.000	92-96	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02360 Protein	0.076	No mitochondrial presequence	23(MPP)	0.087		17-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02370 Protein	0.000	No mitochondrial presequence	23(MPP)	0.000		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02380 Protein	0.000	No mitochondrial presequence	34(MPP)	0.000	12-16	15-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02385 Protein	0.000	No mitochondrial presequence	7(MPP)	0.429		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02390 Protein	0.000	No mitochondrial presequence	11(MPP)	0.091	90-94	12-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02393 Protein	0.000	No mitochondrial presequence	53(MPP)	0.075		1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02395 Protein	0.000	No mitochondrial presequence	22(MPP)	0.136		9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02400 Protein	0.000	No mitochondrial presequence	75(MPP)	-0.120	6-10,94-98	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02410 Protein	0.000	No mitochondrial presequence	14(MPP)	0.143	40-44	5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02415 Protein	0.005	No mitochondrial presequence	9(MPP)	0.111	86-90	4-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02420 Protein	0.000	No mitochondrial presequence	82(MPP)	-0.012	7-11,47-51	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02430 Protein	0.000	No mitochondrial presequence	75(MPP)	0.040	36-40	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02440 Protein	0.014	No mitochondrial presequence	52(MPP)	-0.019		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02445 Protein	0.000	No mitochondrial presequence	20(MPP), 21(Icp55)	-0.050	25-29	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02450 Protein	0.000	No mitochondrial presequence	34(MPP)	0.059	87-91	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02470 Protein	0.000	No mitochondrial presequence	35(MPP)	-0.029	33-37	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02480 Protein	0.999	Possessing mitochondrial presequence	27(MPP), 28(Icp55)	0.222	35-39	8-17-high	-	-	-	-	-	-	10-15	-	-	-	-	-	-	9-14	
CNF02490 Protein	0.020	No mitochondrial presequence	7(MPP)	0.143	18-22	1-12-high	-	-	-	-	-	-	-	-	-	-	2-7	17-22	-	-	
CNF02510 Protein	0.000	No mitochondrial presequence	91(MPP)	-0.044		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02520 Protein	0.989	Possessing mitochondrial presequence	21(MPP), 22(Icp55)	0.143	18-22,50-54	15-24-high	-	-	-	15-20	-	-	-	-	-	-	-	-	-	-	
CNF02530 Protein	0.000	No mitochondrial presequence	36(MPP), 37(Icp55)	0.028	33-37,85-89	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02540 Protein	0.003	No mitochondrial presequence	16(MPP)	0.125	14-18,57-61	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02550 Protein	0.000	No mitochondrial presequence	38(MPP)	-0.053	9-13	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02560 Protein	0.000	No mitochondrial presequence	21(MPP)	0.048	46-50	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02570 Protein	0.000	No mitochondrial presequence	8(MPP)	0.125	37-41	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02580 Protein	0.000	No mitochondrial presequence	51(MPP)	-0.196		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02590 Protein	0.014	No mitochondrial presequence	73(MPP)	0.151	1-5,64-68	16-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02600 Protein	0.000	No mitochondrial presequence	66(MPP)	-0.030	56-60	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02610 Protein	0.000	No mitochondrial presequence	40(MPP), 41(Icp55)	-0.100	45-49,49-53	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02620 Protein	0.006	No mitochondrial presequence	57(MPP)	0.000		1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02630 Protein	0.175	No mitochondrial presequence	22(MPP)	0.045	33-37,70-74	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02640 Protein	0.000	No mitochondrial presequence	38(MPP)	-0.079		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02650 Protein	0.003	No mitochondrial presequence	88(MPP)	-0.011		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02660 Protein	0.000	No mitochondrial presequence	25(MPP)	0.040	91-95	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02670 Protein	0.000	No mitochondrial presequence	48(MPP)	0.062		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02680 Protein	0.000	No mitochondrial presequence	65(MPP)	0.031		3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02690 Protein	0.230	No mitochondrial presequence	24(MPP)	0.250		15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02700 Protein	0.118	No mitochondrial presequence	13(MPP)	0.231	67-71	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02710 Protein	0.000	No mitochondrial presequence	21(MPP)	0.095		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02715 Protein	0.000	No mitochondrial presequence	70(MPP), 71(Icp55)	-0.043	41-45	19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02720 Protein	0.000	No mitochondrial presequence	79(MPP)	-0.076		4-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02730 Protein	0.000	No mitochondrial presequence	66(MPP)	-0.030	60-64	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02735 Protein	0.110	No mitochondrial presequence	8(MPP)	-0.125		18-27-high	-	-	-	-	-	-	5-10	-	-	-	-	-	-	-	
CNF02740 Protein	0.000	No mitochondrial presequence	42(MPP)	0.024		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02750 Protein	0.293	No mitochondrial presequence	27(MPP)	0.111	30-34	6-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02760 Protein	0.009	No mitochondrial presequence	6(MPP)	0.333		3-12-high	-	-	-	-	-	-	-	-	1-6	-	-	-	-	-	
CNF02770 Protein	0.000	No mitochondrial presequence	23(MPP)	-0.087	70-74	8-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02790 Protein	0.000	No mitochondrial presequence	27(MPP)	-0.037		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02800 Protein	0.030	No mitochondrial presequence	10(MPP), 11(Icp55)	0.200	7-11,65-69	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02810 Protein	0.000	No mitochondrial presequence	30(MPP), 31(Icp55)	-0.067	67-71	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02820 Protein	0.000	No mitochondrial presequence	61(MPP)	0.033	54-58	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02830 Protein	0.007	No mitochondrial presequence	47(MPP)	-0.021	13-17,55-59,80-84	13-22-high	-	-	-	-	-	-	-	-	11-16	-	-	-	-	-	
CNF02840 Protein	0.005	No mitochondrial presequence	14(MPP)	0.071		4-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02850 Protein	0.000	No mitochondrial presequence	47(MPP)	-0.106	21-25	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02860 Protein	0.000	No mitochondrial presequence	87(MPP)	-0.011		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02870 Protein	0.017	No mitochondrial presequence	24(MPP)	0.042	44-48,49-53,64-68	21-30-high	-	-	-	-	-	-	-	24-29	-	-	-	-	-	-	
CNF02875 Protein	0.000	No mitochondrial presequence	46(MPP)	-0.043	80-84	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02890 Protein	0.000	No mitochondrial presequence	43(MPP)	-0.140		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02900 Protein	0.010	No mitochondrial presequence	16(MPP)	0.125		8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02910 Protein	0.993	Possessing mitochondrial presequence	22(MPP), 30(Oct1)	0.227	3-7	3-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02920 Protein	0.006	No mitochondrial presequence	38(MPP)	0.079	38-42,71-75	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02930 Protein	0.136	No mitochondrial presequence	59(MPP)	0.051	18-22	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02940 Protein	0.000	No mitochondrial presequence	90(MPP)	-0.111	36-40	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02950 Protein	0.015	No mitochondrial presequence	39(MPP)	0.077	19-23,42-46,55-59,85-89	1-10-low	-	-	-	-	-	-	-	-	-	-	8-13	-	-	-	
CNF02960 Protein	0.000	No mitochondrial presequence	44(MPP)	-0.045	41-45	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02970 Protein	0.000	No mitochondrial presequence	26(MPP)	-0.077		19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02980 Protein	0.764	Possessing mitochondrial presequence	39(MPP)	0.231	3-7,74-78	3-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF02990 Protein	0.026	No mitochondrial presequence	67(MPP)	0.075		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF03000 Protein	0.419	Possessing mitochondrial presequence	7(MPP)	0.143	4-8,15-19,36-40	12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF03010 Protein	0.051	No mitochondrial presequence	22(MPP)	0.227	36-40	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNF03020 Protein	0.000	No mitochondrial presequence	45(MPP)	-0.111		14-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
