Sequence ID	Probability of presequence	Prediction	Cleavage site (processing enzyme)	Net charge	Positions for TOM20 recognition motif (deliminated by comma)	Position of amphypathic alpha-helix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
CNE02690 Ntermext	0.040	No mitochondrial presequence	54(MPP), 55(Icp55)	0.056	4-8,43-47	9-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE02700 Ntermext	0.003	No mitochondrial presequence	73(MPP), 74(Icp55)	0.000	41-45,70-74	13-22-low	-	-	-	-	-	-	-	-	-	6-11	-	-	-	-	
CNE02710 Ntermext	0.000	No mitochondrial presequence	31(MPP)	-0.032	34-38,39-43	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE02720 Ntermext	0.000	No mitochondrial presequence	21(MPP)	0.095		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE02730 Ntermext	0.000	No mitochondrial presequence	15(MPP)	0.267		2-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE02740 Ntermext	0.016	No mitochondrial presequence	52(MPP)	0.154		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE02750 Ntermext	0.000	No mitochondrial presequence	24(MPP)	0.083	39-43	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE02760 Ntermext	0.011	No mitochondrial presequence	37(MPP)	0.027		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE02770 Ntermext	0.000	No mitochondrial presequence	45(MPP), 53(Oct1)	-0.044		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE02780 Ntermext	0.994	Possessing mitochondrial presequence	24(MPP)	0.125	74-78	21-30-high	-	-	-	-	-	-	21-26	-	-	20-25	-	-	-	-	
CNE02790 Ntermext	0.000	No mitochondrial presequence	87(MPP)	-0.069	33-37,84-88,89-93	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE02800 Ntermext	0.368	No mitochondrial presequence	50(MPP)	0.080	25-29,32-36	2-11-high	-	-	1-6	-	-	-	-	-	-	-	-	-	-	-	
CNE02810 Ntermext	0.000	No mitochondrial presequence	48(MPP)	0.062	45-49	2-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE02820 Ntermext	0.849	Possessing mitochondrial presequence	29(MPP)	0.172	6-10	4-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE02830 Ntermext	0.000	No mitochondrial presequence	35(MPP)	0.000	32-36,48-52,64-68	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE02840 Ntermext	0.243	No mitochondrial presequence	55(MPP)	0.127	20-24,52-56	1-11-high	-	-	-	-	-	-	-	-	-	-	-	19-24	-	-	
CNE02850 Ntermext	0.000	No mitochondrial presequence	24(MPP), 25(Icp55)	-0.042		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE02860 Ntermext	0.000	No mitochondrial presequence	11(MPP)	-0.091	9-13,42-46	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE02870 Ntermext	0.014	No mitochondrial presequence	61(MPP)	0.115	14-18,25-29	6-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE02880 Ntermext	0.000	No mitochondrial presequence	12(MPP)	0.000	43-47	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE02890 Ntermext	0.006	No mitochondrial presequence	46(MPP), 47(Icp55)	0.065		4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE02900 Ntermext	0.000	No mitochondrial presequence	27(MPP)	0.000		17-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE02910 Ntermext	0.000	No mitochondrial presequence	61(MPP)	0.000		1-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03010 Ntermext	0.092	No mitochondrial presequence	33(MPP)	0.061	8-12,64-68	3-12-high	-	-	-	-	-	-	3-8	-	-	2-7	-	-	-	-	
CNE03020 Ntermext	0.000	No mitochondrial presequence	48(MPP)	0.188		1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03030 Ntermext	0.013	No mitochondrial presequence	9(MPP)	0.111	65-69	16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03040 Ntermext	0.023	No mitochondrial presequence	17(MPP)	-0.059	59-63	1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03050 Ntermext	0.000	No mitochondrial presequence	38(MPP)	-0.026		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03055 Ntermext	0.000	No mitochondrial presequence	50(MPP)	-0.040	47-51	1-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03060 Ntermext	0.728	Possessing mitochondrial presequence	58(MPP)	0.190	64-68	5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03070 Ntermext	0.000	No mitochondrial presequence	31(MPP)	0.032	57-61,84-88	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03080 Ntermext	0.006	No mitochondrial presequence	25(MPP)	-0.040		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03090 Ntermext	0.161	No mitochondrial presequence	19(MPP)	0.105	16-20,23-27	1-10-low	-	-	-	-	-	-	-	-	-	-	-	22-27	-	-	
CNE03100 Ntermext	0.029	No mitochondrial presequence	36(MPP)	0.056	9-13,88-92	12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	9-14	-	
CNE03110 Ntermext	0.000	No mitochondrial presequence	16(MPP)	0.062	48-52	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03115 Ntermext	0.000	No mitochondrial presequence	60(MPP)	0.017	32-36	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03120 Ntermext	0.014	No mitochondrial presequence	39(MPP)	0.026	66-70,70-74	18-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03125 Ntermext	0.012	No mitochondrial presequence	59(MPP)	-0.034	19-23	15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03130 Ntermext	0.170	No mitochondrial presequence	21(MPP)	0.048	6-10,65-69	14-23-low	-	-	-	-	-	-	18-23	-	-	-	-	-	-	17-22	
CNE03140 Ntermext	0.004	No mitochondrial presequence	13(MPP)	0.000		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03150 Ntermext	0.010	No mitochondrial presequence	9(MPP)	0.111		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03160 Ntermext	0.114	No mitochondrial presequence	42(MPP)	0.048		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03170 Ntermext	0.004	No mitochondrial presequence	7(MPP), 8(Icp55)	0.143		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03180 Ntermext	0.598	Possessing mitochondrial presequence	21(MPP)	0.095		21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03190 Ntermext	0.011	No mitochondrial presequence	45(MPP)	0.111	88-92	17-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03200 Ntermext	0.006	No mitochondrial presequence	54(MPP)	0.019		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03210 Ntermext	0.010	No mitochondrial presequence	49(MPP)	0.020	50-54,54-58	19-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03220 Ntermext	0.000	No mitochondrial presequence	54(MPP)	0.019		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03230 Ntermext	0.003	No mitochondrial presequence	64(MPP)	0.062		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03240 Ntermext	0.022	No mitochondrial presequence	21(MPP)	0.048		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03250 Ntermext	0.026	No mitochondrial presequence	11(MPP)	0.182		10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03260 Ntermext	0.000	No mitochondrial presequence	62(MPP)	-0.016	68-72	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03270 Ntermext	0.192	No mitochondrial presequence	24(MPP)	0.125	4-8,27-31	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03280 Ntermext	0.000	No mitochondrial presequence	39(MPP)	0.026	36-40	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03290 Ntermext	0.053	No mitochondrial presequence	69(MPP)	0.072	1-5,21-25,81-85	14-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03300 Ntermext	0.000	No mitochondrial presequence	25(MPP)	0.080		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03310 Ntermext	0.028	No mitochondrial presequence	37(MPP)	0.081	5-9,72-76,82-86	3-16-low	-	-	-	-	-	-	-	-	-	-	-	4-9	-	-	
CNE03320 Ntermext	0.000	No mitochondrial presequence	51(MPP)	-0.039	9-13,48-52	1-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03330 Ntermext	0.007	No mitochondrial presequence	83(MPP)	0.000	80-84	17-27-low	-	-	-	-	-	-	-	-	-	-	3-8	-	-	-	
CNE03340 Ntermext	0.135	No mitochondrial presequence	42(MPP)	0.119		14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03350 Ntermext	0.004	No mitochondrial presequence	43(MPP)	0.023		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03360 Ntermext	0.028	No mitochondrial presequence	79(MPP)	0.038	76-80	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03370 Ntermext	0.000	No mitochondrial presequence	52(MPP)	-0.058	49-53,87-91	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03380 Ntermext	0.000	No mitochondrial presequence	59(MPP)	0.034		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03390 Ntermext	0.000	No mitochondrial presequence	93(MPP)	0.065		5-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03395 Ntermext	0.000	No mitochondrial presequence	61(MPP), 62(Icp55)	0.016	58-62	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03400 Ntermext	0.035	No mitochondrial presequence	46(MPP), 47(Icp55)	0.109		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03410 Ntermext	0.030	No mitochondrial presequence	76(MPP)	-0.053		9-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03420 Ntermext	0.113	No mitochondrial presequence	74(MPP)	0.054	26-30	21-30-low	-	-	-	-	-	-	-	-	-	-	-	25-30	-	-	
CNE03430 Ntermext	0.043	No mitochondrial presequence	47(MPP)	0.128		9-18-low	-	3-8	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03440 Ntermext	0.027	No mitochondrial presequence	26(MPP)	0.154	58-62,74-78	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03450 Ntermext	0.747	Possessing mitochondrial presequence	34(MPP)	0.147	7-11	6-15-high	-	-	-	-	-	-	-	-	-	-	-	6-11	-	-	
CNE03460 Ntermext	0.000	No mitochondrial presequence	33(MPP)	0.061		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03463 Ntermext	0.181	No mitochondrial presequence	38(MPP)	0.211		21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03465 Ntermext	0.421	Possessing mitochondrial presequence	64(MPP)	0.141		4-13-low	-	-	-	-	-	25-30	-	-	-	-	-	-	-	24-29	
CNE03470 Ntermext	0.011	No mitochondrial presequence	59(MPP)	-0.034	61-65	5-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03480 Ntermext	0.000	No mitochondrial presequence	35(MPP)	0.000		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03490 Ntermext	0.003	No mitochondrial presequence	16(MPP)	0.000	58-62	7-16-low	-	-	-	-	-	-	-	13-18	-	-	-	-	-	12-17	
CNE03500 Ntermext	0.000	No mitochondrial presequence	87(MPP)	-0.046		17-28-low	-	-	-	-	-	-	1-6	-	-	-	-	-	-	-	
CNE03510 Ntermext	0.000	No mitochondrial presequence	51(MPP)	0.059		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03520 Ntermext	0.042	No mitochondrial presequence	53(MPP), 54(Icp55)	0.075	50-54	15-27-high	-	-	-	-	-	-	16-21	-	-	-	-	-	-	15-20	
CNE03525 Ntermext	0.027	No mitochondrial presequence	80(MPP)	0.025	10-14	18-27-low	-	-	11-16	-	10-15	-	-	-	-	-	-	-	-	-	
CNE03530 Ntermext	0.040	No mitochondrial presequence	21(MPP), 22(Icp55)	0.000		20-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03540 Ntermext	0.040	No mitochondrial presequence	19(MPP)	0.053	87-91	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03550 Ntermext	0.000	No mitochondrial presequence	17(MPP)	-0.059	14-18	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03560 Ntermext	0.000	No mitochondrial presequence	43(MPP)	0.023	50-54,85-89	14-23-low	-	-	-	-	-	-	-	-	-	22-27	-	-	-	-	
CNE03570 Ntermext	0.013	No mitochondrial presequence	40(MPP)	-0.050	25-29,57-61	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03590 Ntermext	0.363	No mitochondrial presequence	29(MPP)	0.138	19-23	19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	19-24	-	
CNE03600 Ntermext	0.074	No mitochondrial presequence	14(MPP)	0.214		11-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03610 Ntermext	0.000	No mitochondrial presequence	47(MPP)	-0.064	25-29	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03620 Ntermext	0.049	No mitochondrial presequence	13(MPP)	0.154	7-11,10-14,74-78	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03630 Ntermext	0.011	No mitochondrial presequence	54(MPP)	-0.019	81-85	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03640 Ntermext	0.004	No mitochondrial presequence	50(MPP)	0.000	20-24	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03650 Ntermext	0.006	No mitochondrial presequence	18(MPP)	0.056		12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03660 Ntermext	0.016	No mitochondrial presequence	36(MPP)	0.139	19-23,91-95	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03670 Ntermext	0.000	No mitochondrial presequence	18(MPP)	0.111		18-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03680 Ntermext	0.000	No mitochondrial presequence	33(MPP)	0.030	55-59	12-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03700 Ntermext	0.819	Possessing mitochondrial presequence	16(MPP)	0.250	33-37	9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03710 Ntermext	0.000	No mitochondrial presequence	46(MPP)	-0.109	17-21	13-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03720 Ntermext	0.000	No mitochondrial presequence	89(MPP)	-0.022		7-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03730 Ntermext	0.000	No mitochondrial presequence	38(MPP)	0.079		1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03740 Ntermext	0.005	No mitochondrial presequence	22(MPP)	0.045	44-48	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03750 Ntermext	0.000	No mitochondrial presequence	26(MPP)	0.038	23-27	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03760 Ntermext	0.456	Possessing mitochondrial presequence	9(MPP), 10(Icp55)	0.111	34-38,49-53	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03770 Ntermext	0.052	No mitochondrial presequence	50(MPP)	0.100	95-99	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03780 Ntermext	0.008	No mitochondrial presequence	26(MPP)	0.192		2-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03790 Ntermext	0.006	No mitochondrial presequence	18(MPP)	0.056		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03800 Ntermext	0.000	No mitochondrial presequence	41(MPP), 42(Icp55)	-0.122	38-42,65-69	18-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03810 Ntermext	0.000	No mitochondrial presequence	55(MPP)	-0.091		13-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03820 Ntermext	0.006	No mitochondrial presequence	35(MPP)	0.086		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03830 Ntermext	0.000	No mitochondrial presequence	32(MPP)	0.062		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03840 Ntermext	0.007	No mitochondrial presequence	72(MPP)	-0.014		11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03850 Ntermext	0.067	No mitochondrial presequence	39(MPP)	0.077		17-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03860 Ntermext	0.000	No mitochondrial presequence	48(MPP)	0.062	45-49	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03870 Ntermext	0.647	Possessing mitochondrial presequence	29(MPP)	0.138	16-20	6-15-high	-	-	-	-	-	-	-	-	-	-	-	15-20	-	-	
CNE03880 Ntermext	0.009	No mitochondrial presequence	14(MPP)	0.143	71-75,82-86	3-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03890 Ntermext	0.025	No mitochondrial presequence	22(MPP)	0.091	42-46,60-64	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03900 Ntermext	0.000	No mitochondrial presequence	17(MPP)	0.059		17-26-low	-	-	-	-	-	-	-	-	-	1-6	-	-	-	-	
CNE03910 Ntermext	0.232	No mitochondrial presequence	13(MPP)	0.154		6-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	24-29	
CNE03920 Ntermext	0.006	No mitochondrial presequence	15(MPP)	0.200		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03930 Ntermext	0.024	No mitochondrial presequence	12(MPP)	0.083		1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03940 Ntermext	0.006	No mitochondrial presequence	34(MPP)	0.029	1-5	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03950 Ntermext	0.000	No mitochondrial presequence	31(MPP)	0.000		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03960 Ntermext	0.210	No mitochondrial presequence	20(MPP), 28(Oct1)	0.200	70-74	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03970 Ntermext	0.368	No mitochondrial presequence	23(MPP)	0.217	74-78	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03980 Ntermext	0.014	No mitochondrial presequence	29(MPP)	0.103	1-5	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE03990 Ntermext	0.000	No mitochondrial presequence	20(MPP)	0.100	92-96,95-99	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE04000 Ntermext	0.012	No mitochondrial presequence	41(MPP)	0.024		16-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE04010 Ntermext	0.043	No mitochondrial presequence	33(MPP), 34(Icp55)	0.030	16-20	12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE04020 Ntermext	0.000	No mitochondrial presequence	10(MPP)	0.200		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE04030 Ntermext	0.000	No mitochondrial presequence	75(MPP)	0.027		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE04040 Ntermext	0.032	No mitochondrial presequence	29(MPP)	0.034	50-54	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE04050 Ntermext	0.000	No mitochondrial presequence	67(MPP), 68(Icp55)	0.030	28-32	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE04055 Ntermext	0.033	No mitochondrial presequence	45(MPP)	0.111		14-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE04060 Ntermext	0.000	No mitochondrial presequence	8(MPP)	0.125		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE04080 Ntermext	0.049	No mitochondrial presequence	22(MPP)	0.000		6-17-low	-	8-13	-	-	-	-	-	-	-	-	-	-	-	-	
CNE04090 Ntermext	0.000	No mitochondrial presequence	82(MPP)	-0.085	30-34,57-61	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE04100 Ntermext	0.000	No mitochondrial presequence	69(MPP)	-0.058	66-70,91-95	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE04110 Ntermext	0.037	No mitochondrial presequence	15(MPP)	0.133	12-16	12-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE04120 Ntermext	0.025	No mitochondrial presequence	33(MPP)	0.030	41-45,46-50	15-26-high	-	-	-	-	-	22-27	-	-	-	21-26	-	-	-	-	
CNE04130 Ntermext	0.210	No mitochondrial presequence	27(MPP), 28(Icp55)	0.111	14-18,31-35	21-30-high	-	-	-	-	-	-	-	-	-	-	5-10	-	-	-	
CNE04140 Ntermext	0.158	No mitochondrial presequence	55(MPP)	0.055		2-11-low	-	-	-	-	-	-	-	2-7	-	1-6	-	-	-	-	
CNE04150 Ntermext	0.248	No mitochondrial presequence	14(MPP)	0.071	68-72	8-17-high	-	10-15	-	-	-	8-13	-	-	-	-	-	-	-	7-12	
CNE04160 Ntermext	0.000	No mitochondrial presequence	57(MPP)	0.000	54-58	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE04170 Ntermext	0.987	Possessing mitochondrial presequence	21(MPP), 22(Icp55)	0.238		7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE04180 Ntermext	0.044	No mitochondrial presequence	31(MPP)	0.065	12-16,90-94	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE04190 Ntermext	0.000	No mitochondrial presequence	53(MPP), 54(Icp55)	0.019	69-73	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE04200 Ntermext	0.000	No mitochondrial presequence	37(MPP)	0.054		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE04210 Ntermext	0.000	No mitochondrial presequence	84(MPP)	-0.048		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE04220 Ntermext	0.009	No mitochondrial presequence	25(MPP)	-0.040	30-34,33-37	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE04230 Ntermext	0.028	No mitochondrial presequence	11(MPP)	0.091		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE04240 Ntermext	0.712	Possessing mitochondrial presequence	71(MPP), 72(Icp55)	0.197	8-12,26-30,69-73,94-98	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	8-13	-	
CNE04250 Ntermext	0.083	No mitochondrial presequence	11(MPP)	0.273		9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE04260 Ntermext	0.003	No mitochondrial presequence	45(MPP), 46(Icp55)	-0.111		12-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE04270 Ntermext	0.129	No mitochondrial presequence	58(MPP)	0.034	90-94	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE04280 Ntermext	0.000	No mitochondrial presequence	13(MPP)	-0.231		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE04290 Ntermext	0.011	No mitochondrial presequence	7(MPP)	0.143		7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE04300 Ntermext	0.000	No mitochondrial presequence	41(MPP)	0.024	71-75	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE04310 Ntermext	1.000	Possessing mitochondrial presequence	17(MPP), 18(Icp55)	0.235		2-13-high	-	-	-	-	-	-	-	2-7	-	1-6	-	-	-	-	
CNE04315 Ntermext	0.003	No mitochondrial presequence	74(MPP)	0.068	17-21,29-33,32-36,48-52,60-64	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE04320 Ntermext	0.000	No mitochondrial presequence	30(MPP)	-0.100	61-65	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE04330 Ntermext	0.003	No mitochondrial presequence	10(MPP)	0.100		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE04340 Ntermext	0.030	No mitochondrial presequence	13(MPP)	0.077		9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE04350 Ntermext	0.013	No mitochondrial presequence	6(MPP)	0.167	15-19	15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE04360 Ntermext	0.017	No mitochondrial presequence	41(MPP)	0.000	5-9	4-13-high	-	-	-	-	-	-	-	-	-	-	-	4-9	-	-	
CNE04370 Ntermext	0.024	No mitochondrial presequence	23(MPP)	0.043	85-89	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE04380 Ntermext	0.000	No mitochondrial presequence	32(MPP)	-0.031		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE04390 Ntermext	0.004	No mitochondrial presequence	6(MPP)	0.333		9-18-low	-	-	-	-	-	-	13-18	-	-	-	-	-	-	-	
CNE04400 Ntermext	0.819	Possessing mitochondrial presequence	11(MPP)	0.273		8-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE04410 Ntermext	0.074	No mitochondrial presequence	19(MPP)	0.105		11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE04420 Ntermext	0.012	No mitochondrial presequence	23(MPP)	0.000		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE04430 Ntermext	0.009	No mitochondrial presequence	20(MPP)	0.050		19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE04440 Ntermext	0.000	No mitochondrial presequence	19(MPP)	0.053		14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE04450 Ntermext	0.011	No mitochondrial presequence	89(MPP)	0.022	53-57	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE04460 Ntermext	0.020	No mitochondrial presequence	22(MPP)	0.227	19-23	2-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNE04470 Ntermext	0.000	No mitochondrial presequence	36(MPP)	-0.028		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
