Gene_name	Type	Sample	Inct.narr	Inct.wide	Nxct.narr	Nxct.wide	Upct.narr	Upct.wide	ORFct	UTR5Ct	ORFlen	UTR5len
CNA01170	RPF	JdAGO1	2	3	0	41	NA	NA	1607	NA	1320	106
CNA01180	RPF	JdAGO1	17	39	10	112	NA	NA	6891	NA	1857	106
CNA01190	RPF	JdAGO1	0	0	2	7	0	0	250	0	1080	106
CNA01200	RPF	JdAGO1	0	0	0	0	0	0	40	3	2244	106
CNA01205	RPF	JdAGO1	0	38	58	357	NA	NA	4321	NA	393	106
CNA01210	RPF	JdAGO1	4	19	1	14	NA	NA	2096	NA	2277	106
CNA01220	RPF	JdAGO1	23	120	118	308	0	0	5934	0	408	106
CNA01230	RPF	JdAGO1	299	1114	184	702	NA	NA	100420	NA	3048	106
CNA01240	RPF	JdAGO1	137	172	34	180	NA	NA	5777	NA	975	106
CNA01250	RPF	JdAGO1	166	208	181	941	NA	NA	23226	NA	972	106
CNA01260	RPF	JdAGO1	8	25	2	43	2	11	3366	0	858	106
CNA01270	RPF	JdAGO1	34	93	120	349	NA	NA	28451	NA	1290	106
CNA01280	RPF	JdAGO1	1	14	17	39	1	4	1496	2	1329	106
CNA01290	RPF	JdAGO1	2	58	123	424	0	1	21685	0	2388	106
CNA01310	RPF	JdAGO1	7	31	279	501	NA	NA	69014	NA	2451	106
CNA01320	RPF	JdAGO1	28	55	5	20	1	2	933	0	801	106
CNA01330	RPF	JdAGO1	76	251	13	122	0	1	6638	0	1134	106
CNA01340	RPF	JdAGO1	52	420	35	179	1	16	6554	2	1152	106
CNA01350	RPF	JdAGO1	0	88	20	90	0	0	96930	0	7599	106
CNA01360	RPF	JdAGO1	5	71	28	49	0	0	25409	0	5985	106
CNA01370	RPF	JdAGO1	314	2978	655	1755	NA	NA	89622	NA	282	106
CNA01380	RPF	JdAGO1	47	99	180	782	NA	NA	37331	NA	2853	106
CNA01390	RPF	JdAGO1	2	2	3	63	NA	NA	3878	NA	1401	106
CNA01400	RPF	JdAGO1	5	24	24	39	0	1	2778	7	1281	106
CNA01410	RPF	JdAGO1	66	98	3	4	NA	NA	682	NA	1419	106
CNA01420	RPF	JdAGO1	2	16	28	131	8	33	6734	8	1380	106
CNA01430	RPF	JdAGO1	0	0	0	0	0	0	18	10	711	106
CNA01440	RPF	JdAGO1	0	0	0	0	0	0	6	0	306	106
CNA01450	RPF	JdAGO1	14	29	0	22	NA	NA	7963	NA	3270	106
CNA01460	RPF	JdAGO1	165	236	228	1744	0	1	22504	0	249	106
CNA01470	RPF	JdAGO1	3	4	0	64	NA	NA	4549	NA	1923	106
CNA01480	RPF	JdAGO1	0	0	0	0	NA	NA	18	NA	1329	106
CNA01490	RPF	JdAGO1	4	7	3	83	30	58	4109	14	1005	106
CNA01500	RPF	JdAGO1	8	26	11	29	NA	NA	8505	NA	1206	106
CNA01510	RPF	JdAGO1	8	23	46	96	NA	NA	2866	NA	2193	106
CNA01520	RPF	JdAGO1	3	9	2	6	NA	NA	545	NA	1419	106
CNA01530	RPF	JdAGO1	0	11	1412	1719	0	0	45785	0	996	106
CNA01540	RPF	JdAGO1	93	181	18	66	0	0	12118	0	1860	106
CNA01550	RPF	JdAGO1	3	3	0	5	NA	NA	2645	NA	2058	106
CNA01560	RPF	JdAGO1	3	17	2	22	NA	NA	2067	NA	1641	106
CNA01580	RPF	JdAGO1	26	34	38	175	NA	NA	5049	NA	2073	106
CNA01590	RPF	JdAGO1	13	18	0	4	1	17	621	0	1257	106
CNA01600	RPF	JdAGO1	14	39	19	30	NA	NA	5769	NA	3204	106
CNA01610	RPF	JdAGO1	2	6	8	11	12	16	505	0	1146	106
CNA01620	RPF	JdAGO1	0	15	4	14	NA	NA	3245	NA	3861	106
CNA01630	RPF	JdAGO1	0	18	3	24	0	5	795	3	1278	106
CNA01640	RPF	JdAGO1	140	724	817	1765	0	0	78978	0	1431	106
CNA01650	RPF	JdAGO1	1	11	2	27	NA	NA	1075	NA	1587	106
CNA01660	RPF	JdAGO1	6	35	4	7	0	16	593	12	3765	106
CNA01680	RPF	JdAGO1	17	29	8	28	0	0	1880	1	1059	106
CNA01690	RPF	JdAGO1	6	23	10	56	3	12	4254	0	717	106
CNA01700	RPF	JdAGO1	8	15	63	99	NA	NA	5403	NA	1518	106
CNA01710	RPF	JdAGO1	156	278	39	418	0	0	8311	0	612	106
CNA01720	RPF	JdAGO1	7	101	20	75	NA	NA	3972	NA	1029	106
CNA01730	RPF	JdAGO1	178	278	119	292	NA	NA	8296	NA	1836	106
CNA01740	RPF	JdAGO1	70	277	170	615	0	0	18982	0	1095	106
CNA01750	RPF	JdAGO1	16	30	5	23	NA	NA	1159	NA	219	106
CNA01760	RPF	JdAGO1	72	103	15	77	30	127	4016	0	2127	106
CNA01770	RPF	JdAGO1	94	159	39	138	NA	NA	6096	NA	594	106
CNA01780	RPF	JdAGO1	1	112	22	89	20	80	6539	8	978	106
CNA01790	RPF	JdAGO1	30	114	24	230	NA	NA	9180	NA	1638	106
CNA01800	RPF	JdAGO1	4	4	3	13	NA	NA	482	NA	1308	106
CNA01810	RPF	JdAGO1	0	0	3	6	NA	NA	2374	NA	3210	106
CNA01820	RPF	JdAGO1	31	228	102	150	NA	NA	12890	NA	3873	106
CNA01830	RPF	JdAGO1	98	184	8	56	NA	NA	6267	NA	735	106
CNA01840	RPF	JdAGO1	17	45	34	119	NA	NA	4407	NA	621	106
CNA01850	RPF	JdAGO1	1	27	10	55	NA	NA	5873	NA	1560	106
CNA01860	RPF	JdAGO1	16	56	20	35	3	9	4116	0	1335	106
CNA01870	RPF	JdAGO1	46	89	124	494	NA	NA	23730	NA	2565	106
CNA01880	RPF	JdAGO1	0	3	0	0	NA	NA	231	NA	654	106
CNA01890	RPF	JdAGO1	7	31	2	69	NA	NA	3443	NA	2331	106
CNA01900	RPF	JdAGO1	3	4	1	11	0	0	1324	0	2967	106
CNA01910	RPF	JdAGO1	123	465	111	238	NA	NA	26842	NA	2427	106
CNA01920	RPF	JdAGO1	42	186	9	31	NA	NA	7616	NA	2256	106
CNA01930	RPF	JdAGO1	6	9	1	6	1	10	579	20	1917	106
CNA01940	RPF	JdAGO1	4	12	28	42	13	255	1023	25	474	106
CNA01950	RPF	JdAGO1	1989	2455	1826	4160	0	0	35309	0	336	106
CNA01960	RPF	JdAGO1	5	42	5	38	NA	NA	4050	NA	1029	106
CNA01980	RPF	JdAGO1	0	0	0	10	0	0	11	24	216	106
CNA01990	RPF	JdAGO1	1	9	51	87	NA	NA	6420	NA	3243	106
CNA02000	RPF	JdAGO1	4	20	0	9	NA	NA	8435	NA	2070	106
CNA02010	RPF	JdAGO1	0	6	6	9	NA	NA	361	NA	1080	106
CNA02015	RPF	JdAGO1	4	79	0	5	11	22	556	6	621	106
CNA02020	RPF	JdAGO1	0	0	7	38	NA	NA	1176	NA	2109	106
CNA02030	RPF	JdAGO1	8	8	5	27	NA	NA	8949	NA	4506	106
CNA02040	RPF	JdAGO1	12	47	191	374	NA	NA	25710	NA	1971	106
CNA02050	RPF	JdAGO1	0	1	6	76	NA	NA	815	NA	891	106
CNA02055	RPF	JdAGO1	0	4	2	13	0	0	1998	0	981	106
CNA02060	RPF	JdAGO1	5	55	0	11	1	18	1352	0	2748	106
CNA02080	RPF	JdAGO1	14	23	15	42	NA	NA	2173	NA	1245	106
CNA02090	RPF	JdAGO1	2	8	14	218	0	0	5973	1	660	106
CNA02100	RPF	JdAGO1	554	1073	38	141	NA	NA	30386	NA	933	106
CNA02115	RPF	JdAGO1	0	2	0	0	0	0	26	7	1221	106
CNA02120	RPF	JdAGO1	1	6	0	7	NA	NA	269	NA	582	106
CNA02125	RPF	JdAGO1	0	1	0	4	0	0	24	3	603	106
CNA02130	RPF	JdAGO1	3	11	5	30	13	77	2416	34	1278	106
CNA02140	RPF	JdAGO1	0	13	2	20	1	1	1720	0	1548	106
CNA02150	RPF	JdAGO1	0	5	4	55	5	8	1563	0	1317	106
CNA02160	RPF	JdAGO1	36	74	2	43	NA	NA	1049	NA	228	106
CNA02170	RPF	JdAGO1	50	142	19	131	16	32	8317	5	813	106
CNA02180	RPF	JdAGO1	30	86	28	249	3	9	7932	0	1425	106
CNA02205	RPF	JdAGO1	0	0	0	0	0	0	0	0	315	106
CNA02210	RPF	JdAGO1	2	12	14	20	NA	NA	2212	NA	1287	106
CNA02220	RPF	JdAGO1	1238	3443	689	4286	NA	NA	293454	NA	342	106
CNA02230	RPF	JdAGO1	165	356	233	1449	NA	NA	18510	NA	312	106
CNA02240	RPF	JdAGO1	31	112	6	66	NA	NA	3427	NA	1224	106
CNA02250	RPF	JdAGO1	68	92	0	25	NA	NA	8805	NA	1728	106
CNA02260	RPF	JdAGO1	33	79	27	58	100	135	3864	336	1344	106
CNA02270	RPF	JdAGO1	14	540	81	1003	NA	NA	185706	NA	2289	106
CNA02290	RPF	JdAGO1	43	598	100	484	NA	NA	130488	NA	3285	106
CNA02300	RPF	JdAGO1	1	6	7	20	0	5	5209	0	2130	106
CNA02310	RPF	JdAGO1	9	22	26	65	0	0	8314	0	3102	106
CNA02330	RPF	JdAGO1	10	23	15	67	NA	NA	6569	NA	1956	106
CNA02335	RPF	JdAGO1	0	0	0	0	NA	NA	8	NA	561	106
CNA02340	RPF	JdAGO1	32	65	17	163	NA	NA	2738	NA	606	106
CNA02350	RPF	JdAGO1	0	2	0	0	0	0	1175	0	3159	106
CNA02360	RPF	JdAGO1	5	16	1	12	1	1	5068	2	2070	106
CNA02370	RPF	JdAGO1	4	43	21	202	0	0	17102	0	2805	106
CNA02380	RPF	JdAGO1	0	1	0	44	NA	NA	1060	NA	1638	106
CNA02390	RPF	JdAGO1	25	37	0	30	NA	NA	3312	NA	1335	106
CNA02400	RPF	JdAGO1	11	204	24	133	NA	NA	18558	NA	1329	106
CNA02405	RPF	JdAGO1	5	6	5	5	0	0	133	0	750	106
CNA02410	RPF	JdAGO1	3	26	63	186	0	1	3642	0	342	106
CNA02420	RPF	JdAGO1	3	17	3	60	0	0	3295	0	2361	106
CNA02430	RPF	JdAGO1	0	2	1	3	0	0	124	1	1128	106
CNA02440	RPF	JdAGO1	0	76	21	206	0	0	10807	0	336	106
CNA02450	RPF	JdAGO1	2	80	273	2582	0	0	61205	0	1098	106
CNA02460	RPF	JdAGO1	0	0	0	24	NA	NA	4036	NA	5010	106
CNA02470	RPF	JdAGO1	2	11	0	23	NA	NA	1563	NA	3363	106
CNA02480	RPF	JdAGO1	20	120	66	226	NA	NA	13337	NA	864	106
CNA02490	RPF	JdAGO1	45	238	30	131	NA	NA	44125	NA	864	106
CNA02500	RPF	JdAGO1	0	0	0	0	0	0	0	0	1338	106
CNA02510	RPF	JdAGO1	0	0	0	0	0	0	0	1	1206	106
CNA02520	RPF	JdAGO1	2468	3426	1379	3990	NA	NA	106732	NA	594	106
CNA02530	RPF	JdAGO1	11	20	2	9	NA	NA	453	NA	504	106
CNA02535	RPF	JdAGO1	12	17	4	58	NA	NA	1619	NA	723	106
CNA02540	RPF	JdAGO1	111	192	71	306	NA	NA	6751	NA	1182	106
CNA02550	RPF	JdAGO1	22	100	40	288	NA	NA	20261	NA	798	106
CNA02555	RPF	JdAGO1	17	67	14	49	NA	NA	3553	NA	798	106
CNA02560	RPF	JdAGO1	1	12	8	58	NA	NA	1498	NA	1527	106
CNA02570	RPF	JdAGO1	110	177	52	513	NA	NA	82789	NA	2157	106
CNA02580	RPF	JdAGO1	10	55	8	71	0	0	7008	1	1251	106
CNA02590	RPF	JdAGO1	219	972	812	2450	0	0	45900	9	393	106
CNA02600	RPF	JdAGO1	1	45	18	58	NA	NA	2811	NA	759	106
CNA02610	RPF	JdAGO1	0	55	13	29	1	4	7074	0	5196	106
CNA02620	RPF	JdAGO1	7	26	1	27	NA	NA	1591	NA	498	106
CNA02625	RPF	JdAGO1	1	10	8	12	NA	NA	2103	NA	1845	106
CNA02630	RPF	JdAGO1	6	64	18	189	36	99	6423	28	957	106
CNA02640	RPF	JdAGO1	9	12	26	100	NA	NA	1912	NA	729	106
CNA02645	RPF	JdAGO1	4	17	52	91	NA	NA	1168	NA	609	106
CNA02650	RPF	JdAGO1	7	31	34	112	NA	NA	4734	NA	975	106
CNA02660	RPF	JdAGO1	378	485	26	391	NA	NA	27957	NA	753	106
CNA02670	RPF	JdAGO1	16	188	172	518	41	704	59015	2	804	106
CNA02680	RPF	JdAGO1	4	13	2	36	0	0	4859	0	1404	106
CNA02690	RPF	JdAGO1	21	29	3	231	NA	NA	7263	NA	495	106
CNA02700	RPF	JdAGO1	151	363	9	543	NA	NA	79764	NA	1683	106
CNA02710	RPF	JdAGO1	0	1	0	1	0	0	871	0	1353	106
CNA02720	RPF	JdAGO1	0	0	0	0	0	0	76	0	1641	106
CNA02730	RPF	JdAGO1	3	7	3	7	0	7	3155	43	3657	106
CNA02740	RPF	JdAGO1	12	25	49	487	NA	NA	33207	NA	1626	106
CNA02750	RPF	JdAGO1	104	460	79	750	NA	NA	43858	NA	1017	106
CNA02760	RPF	JdAGO1	56	247	39	330	0	5	6412	0	645	106
CNA02770	RPF	JdAGO1	0	13	6	45	NA	NA	1425	NA	669	106
CNA02780	RPF	JdAGO1	2	3	35	163	0	0	10643	0	1551	106
CNA02790	RPF	JdAGO1	3	7	21	57	13	106	980	41	1182	106
CNA02800	RPF	JdAGO1	34	148	46	345	0	0	40289	0	1569	106
CNA02810	RPF	JdAGO1	13	88	75	781	NA	NA	12539	NA	651	106
CNA02820	RPF	JdAGO1	1	17	15	64	0	0	12791	0	1869	106
CNA02830	RPF	JdAGO1	27	80	51	116	NA	NA	20309	NA	2697	106
CNA02840	RPF	JdAGO1	2	25	0	15	NA	NA	1577	NA	978	106
CNA02845	RPF	JdAGO1	5	20	1	48	NA	NA	3258	NA	1059	106
CNA02850	RPF	JdAGO1	0	5	4	6	NA	NA	4840	NA	3597	106
CNA02860	RPF	JdAGO1	8	10	7	19	0	0	6145	0	2730	106
CNA02870	RPF	JdAGO1	53	79	2	4	2	2	13609	7	819	106
CNA02875	RPF	JdAGO1	0	2	0	2	0	2	206	4	687	106
CNA02880	RPF	JdAGO1	1	2	0	1	0	1	906	4	1539	106
CNA02885	RPF	JdAGO1	49	93	86	495	13	16	4998	0	375	106
CNA02890	RPF	JdAGO1	91	630	440	3837	0	0	92137	0	996	106
CNA02895	RPF	JdAGO1	0	0	0	0	NA	NA	41	NA	357	106
CNA02900	RPF	JdAGO1	17	46	11	88	NA	NA	4598	NA	552	106
CNA02905	RPF	JdAGO1	352	1275	108	1410	NA	NA	18409	NA	159	106
CNA02910	RPF	JdAGO1	2	3	3	31	0	5	5535	0	1722	106
CNA02920	RPF	JdAGO1	3	4	0	4	0	0	1361	0	2769	106
CNA02930	RPF	JdAGO1	10	43	17	57	0	4	2248	1	1542	106
CNA02940	RPF	JdAGO1	5	323	143	628	NA	NA	37948	NA	1551	106
CNA02950	RPF	JdAGO1	25	62	23	256	NA	NA	4221	NA	726	106
CNA02960	RPF	JdAGO1	0	0	3	60	NA	NA	943	NA	2589	106
CNA02970	RPF	JdAGO1	2	7	3	9	1	2	728	4	1155	106
CNA02980	RPF	JdAGO1	0	0	6	6	0	0	96	0	663	106
CNA02990	RPF	JdAGO1	5	5	0	0	0	2	118	1	1152	106
CNA03000	RPF	JdAGO1	66	279	222	1247	NA	NA	24951	NA	570	106
CNA03010	RPF	JdAGO1	0	3	0	0	0	0	11	3	696	106
CNA03020	RPF	JdAGO1	47	80	64	101	0	7	6330	0	1338	106
CNA03030	RPF	JdAGO1	24	139	93	571	NA	NA	13704	NA	477	106
CNA03040	RPF	JdAGO1	17	372	9	117	NA	NA	21585	NA	798	106
CNA03050	RPF	JdAGO1	0	0	6	65	0	0	3809	0	2241	106
CNA03060	RPF	JdAGO1	1	1	0	4	NA	NA	361	NA	4311	106
CNA03065	RPF	JdAGO1	2	7	49	185	0	0	4307	0	1143	106
CNA03070	RPF	JdAGO1	2	12	1	5	15	85	1533	18	3633	106
CNA03090	RPF	JdAGO1	149	359	1	314	NA	NA	50104	NA	1473	106
CNA03093	RPF	JdAGO1	0	0	0	0	NA	NA	8	NA	471	106
CNA03095	RPF	JdAGO1	7	34	2	8	NA	NA	2619	NA	387	106
CNA03100	RPF	JdAGO1	13	56	3	37	NA	NA	2448	NA	3780	106
CNA03110	RPF	JdAGO1	27	162	231	833	0	0	35346	0	480	106
CNA03120	RPF	JdAGO1	0	11	6	27	NA	NA	2572	NA	1590	106
CNA03130	RPF	JdAGO1	1	33	8	62	NA	NA	2845	NA	1476	106
CNA03140	RPF	JdAGO1	0	0	1	5	NA	NA	873	NA	3108	106
CNA03150	RPF	JdAGO1	4	12	3	8	44	73	849	40	1014	106
CNA03160	RPF	JdAGO1	3084	21419	2639	12835	NA	NA	1359897	NA	1845	106
CNA03170	RPF	JdAGO1	3	6	1	28	0	0	5561	0	1200	106
CNA03180	RPF	JdAGO1	11	72	16	87	NA	NA	9362	NA	2490	106
CNA03190	RPF	JdAGO1	28	198	150	1588	0	0	40910	0	885	106
CNA03200	RPF	JdAGO1	15	73	22	54	1	2	4739	0	711	106
CNA03210	RPF	JdAGO1	5	61	66	87	NA	NA	34065	NA	1128	106
CNA03220	RPF	JdAGO1	3	21	1	12	1	9	770	14	1119	106
CNA03240	RPF	JdAGO1	5	18	1	5	0	0	7672	0	2409	106
CNA03250	RPF	JdAGO1	2	27	7	103	NA	NA	2455	NA	1170	106
CNA03265	RPF	JdAGO1	1	5	6	9	0	1	112	21	357	106
CNA03280	RPF	JdAGO1	30	121	22	62	NA	NA	4159	NA	2382	106
CNA03290	RPF	JdAGO1	0	36	2	7	NA	NA	974	NA	1749	106
CNA03300	RPF	JdAGO1	3	18	12	39	NA	NA	3647	NA	1581	106
CNA03310	RPF	JdAGO1	28	124	27	95	0	0	9551	0	2130	106
CNA03320	RPF	JdAGO1	0	7	2	29	2	2	772	5	903	106
CNA03330	RPF	JdAGO1	16	15296	4221	30023	NA	NA	352918	NA	390	106
CNA03340	RPF	JdAGO1	30	145	18	164	NA	NA	7409	NA	1074	106
CNA03350	RPF	JdAGO1	5	8	2	10	4	5	8637	1	2409	106
CNA03360	RPF	JdAGO1	79	99	6	34	0	81	1804	2	573	106
CNA03370	RPF	JdAGO1	0	0	1	3	NA	NA	252	NA	2007	106
CNA03380	RPF	JdAGO1	42	79	9	53	0	5	11872	0	1734	106
CNA03390	RPF	JdAGO1	46	72	20	111	0	1	5218	1	1101	106
CNA03400	RPF	JdAGO1	0	3	2	7	NA	NA	3303	NA	4884	106
CNA03410	RPF	JdAGO1	13	21	4	22	NA	NA	2565	NA	1575	106
CNA03420	RPF	JdAGO1	134	244	107	639	NA	NA	32137	NA	1302	106
CNA03430	RPF	JdAGO1	1	9	9	22	NA	NA	3146	NA	1317	106
CNA03450	RPF	JdAGO1	4	7	16	32	NA	NA	957	NA	1056	106
CNA03460	RPF	JdAGO1	2	3	152	185	27	37	4201	3	1656	106
CNA03470	RPF	JdAGO1	6	88	6	85	NA	NA	3599	NA	966	106
CNA03480	RPF	JdAGO1	26	103	442	1238	0	0	32363	0	1275	106
CNA03490	RPF	JdAGO1	10	187	64	208	NA	NA	4954	NA	915	106
CNA03500	RPF	JdAGO1	22	67	103	325	1	1	24814	0	1893	106
CNA03510	RPF	JdAGO1	4	20	12	105	NA	NA	2199	NA	918	106
CNA03520	RPF	JdAGO1	30	39	2	11	NA	NA	4823	NA	1221	106
CNA03523	RPF	JdAGO1	28	76	30	58	NA	NA	4023	NA	561	106
CNA03525	RPF	JdAGO1	2	27	2	45	4	48	2172	2	849	106
CNA03530	RPF	JdAGO1	25	156	348	1924	0	0	46988	0	534	106
CNA03540	RPF	JdAGO1	3	3	3	5	NA	NA	511	NA	1077	106
CNA03550	RPF	JdAGO1	0	3	5	22	0	0	1289	0	1590	106
CNA03560	RPF	JdAGO1	11	29	38	137	NA	NA	7914	NA	4362	106
CNA03570	RPF	JdAGO1	12	24	24	67	0	0	1551	0	513	106
CNA03580	RPF	JdAGO1	26	87	89	498	NA	NA	20343	NA	1053	106
CNA03590	RPF	JdAGO1	4	6	11	41	NA	NA	2252	NA	2817	106
CNA03600	RPF	JdAGO1	29	66	14	142	NA	NA	36172	NA	3819	106
CNA03720	RPF	JdAGO1	4	74	29	163	NA	NA	10177	NA	3981	106
CNA03725	RPF	JdAGO1	1	10	5	21	0	0	1093	0	1167	106
CNA03730	RPF	JdAGO1	245	594	36	503	NA	NA	22490	NA	633	106
CNA03740	RPF	JdAGO1	20	30	43	293	NA	NA	102042	NA	3513	106
CNA03750	RPF	JdAGO1	3	3	2	6	NA	NA	3442	NA	2229	106
CNA03760	RPF	JdAGO1	0	2	1	4	0	0	3983	0	2529	106
CNA03770	RPF	JdAGO1	2	14	14	69	0	3	5282	0	1128	106
CNA03780	RPF	JdAGO1	24	118	78	406	NA	NA	11105	NA	1047	106
CNA03790	RPF	JdAGO1	29	85	8	52	6	13	3846	1	2358	106
CNA03795	RPF	JdAGO1	23	43	84	141	0	0	6158	0	948	106
CNA03800	RPF	JdAGO1	0	4	6	16	0	0	900	0	1398	106
CNA03810	RPF	JdAGO1	122	229	29	138	NA	NA	18060	NA	2049	106
CNA03820	RPF	JdAGO1	23	178	57	488	NA	NA	10911	NA	462	106
CNA03830	RPF	JdAGO1	2	12	11	12	NA	NA	1190	NA	1464	106
CNA03840	RPF	JdAGO1	41	70	6	48	NA	NA	9270	NA	1551	106
CNA03850	RPF	JdAGO1	0	0	0	0	NA	NA	148	NA	1344	106
CNA03860	RPF	JdAGO1	48	110	31	122	NA	NA	6710	NA	831	106
CNA03870	RPF	JdAGO1	0	3	0	14	NA	NA	429	NA	945	106
CNA03880	RPF	JdAGO1	212	1213	10	184	NA	NA	9353	NA	438	106
CNA03890	RPF	JdAGO1	50	101	2	51	NA	NA	5132	NA	1311	106
CNA03900	RPF	JdAGO1	42	356	54	331	NA	NA	73106	NA	4485	106
CNA03910	RPF	JdAGO1	2	14	55	135	NA	NA	6459	NA	1728	106
CNA03930	RPF	JdAGO1	1	2	0	23	NA	NA	1846	NA	1914	106
CNA03940	RPF	JdAGO1	0	5	8	27	NA	NA	3412	NA	2808	106
CNA03950	RPF	JdAGO1	14	29	2	29	NA	NA	5825	NA	2697	106
CNA03960	RPF	JdAGO1	22	31	16	188	NA	NA	6291	NA	1995	106
CNA03970	RPF	JdAGO1	18	40	9	40	NA	NA	3885	NA	930	106
CNA03990	RPF	JdAGO1	13	46	22	325	NA	NA	8586	NA	1095	106
CNA04000	RPF	JdAGO1	5	83	64	129	0	0	37206	0	2280	106
CNA04010	RPF	JdAGO1	56	109	10	58	0	0	17498	0	1434	106
CNA04015	RPF	JdAGO1	4	11	1	2	NA	NA	417	NA	837	106
CNA04020	RPF	JdAGO1	52	687	31	491	NA	NA	36134	NA	2037	106
CNA04025	RPF	JdAGO1	0	0	1	5	0	2	1300	1	1128	106
CNA04030	RPF	JdAGO1	0	16	3	25	0	0	2250	1	1593	106
CNA04040	RPF	JdAGO1	0	0	12	22	NA	NA	1739	NA	2298	106
CNA04050	RPF	JdAGO1	1589	3908	1301	12517	0	0	531098	0	1260	106
CNA04060	RPF	JdAGO1	944	8838	44	1117	NA	NA	314381	NA	1194	106
CNA04063	RPF	JdAGO1	0	1	1	1	0	0	39	0	1266	106
CNA04065	RPF	JdAGO1	16	89	50	522	NA	NA	5248	NA	288	106
CNA04070	RPF	JdAGO1	44	78	38	128	0	3	4724	0	639	106
CNA04080	RPF	JdAGO1	1	1	4	25	0	12	2944	0	3342	106
CNA04090	RPF	JdAGO1	32	38	0	11	NA	NA	2537	NA	672	106
CNA04100	RPF	JdAGO1	1	77	59	215	0	0	10730	0	1362	106
CNA04110	RPF	JdAGO1	2	106	65	148	NA	NA	8340	NA	2265	106
CNA04120	RPF	JdAGO1	2	8	9	31	0	0	6658	0	1695	106
CNA04130	RPF	JdAGO1	29	53	5	25	0	0	1875	0	1224	106
CNA04140	RPF	JdAGO1	17	17	6	85	NA	NA	12568	NA	1833	106
CNA04145	RPF	JdAGO1	27	30	2	4	0	8	927	0	738	106
CNA04150	RPF	JdAGO1	21	41	2	16	NA	NA	3244	NA	3576	106
CNA04160	RPF	JdAGO1	0	0	0	0	0	1	506	0	1965	106
CNA04170	RPF	JdAGO1	72	168	10	63	0	0	14889	0	1149	106
CNA04180	RPF	JdAGO1	8	12	2	14	NA	NA	832	NA	837	106
CNA04190	RPF	JdAGO1	2	74	14	94	NA	NA	6625	NA	2331	106
CNA04200	RPF	JdAGO1	21	31	18	56	NA	NA	1054	NA	495	106
CNA04210	RPF	JdAGO1	13	21	10	23	0	26	2029	1	918	106
CNA04220	RPF	JdAGO1	12	59	12	15	1	1	12648	1	3123	106
CNA04230	RPF	JdAGO1	1	5	1	28	0	0	1866	0	1320	106
CNA04240	RPF	JdAGO1	307	412	52	2925	NA	NA	166708	NA	1635	106
CNA04250	RPF	JdAGO1	5	13	4	51	NA	NA	3579	NA	1281	106
CNA04260	RPF	JdAGO1	3	3	9	19	1	3	353	145	1959	106
CNA04265	RPF	JdAGO1	38	238	120	360	19	125	2896	0	153	106
CNA04270	RPF	JdAGO1	26	83	32	122	0	0	4917	1	2781	106
CNA04280	RPF	JdAGO1	124	658	129	1042	NA	NA	78355	NA	1572	106
CNA04290	RPF	JdAGO1	77	342	30	317	NA	NA	20443	NA	1071	106
CNA04300	RPF	JdAGO1	160	198	53	185	0	0	16195	0	1485	106
CNA04310	RPF	JdAGO1	316	1224	103	727	NA	NA	104111	NA	1122	106
CNA04320	RPF	JdAGO1	11	13	26	84	NA	NA	3671	NA	1572	106
CNA04330	RPF	JdAGO1	0	4	2	2	0	0	197	0	1275	106
CNA04340	RPF	JdAGO1	74	349	18	478	NA	NA	14057	NA	699	106
CNA04350	RPF	JdAGO1	5	8	8	165	NA	NA	10115	NA	1932	106
CNA04360	RPF	JdAGO1	19	128	5	699	NA	NA	55168	NA	1821	106
CNA04370	RPF	JdAGO1	469	1270	1429	6355	NA	NA	321656	NA	1077	106
CNA04380	RPF	JdAGO1	0	135	4	44	0	0	6773	0	1287	106
CNA04390	RPF	JdAGO1	24	91	10	30	NA	NA	5506	NA	1077	106
CNA04400	RPF	JdAGO1	0	1	18	191	0	0	7002	0	1305	106
CNA04410	RPF	JdAGO1	190	218	42	163	NA	NA	16413	NA	1674	106
CNA04420	RPF	JdAGO1	168	192	82	287	NA	NA	34588	NA	1848	106
CNA04425	RPF	JdAGO1	0	0	0	0	NA	NA	11	NA	462	106
CNA04430	RPF	JdAGO1	11	26	57	419	NA	NA	46217	NA	3654	106
CNA04460	RPF	JdAGO1	13	37	9	63	1	5	901	2	240	106
CNA04470	RPF	JdAGO1	36	94	12	46	0	0	3086	0	603	106
CNA04480	RPF	JdAGO1	0	13	2	23	0	0	2302	0	861	106
CNA04490	RPF	JdAGO1	8	34	3	50	NA	NA	5179	NA	1767	106
CNA04500	RPF	JdAGO1	18	24	77	282	NA	NA	3643	NA	1059	106
CNA04510	RPF	JdAGO1	73	100	108	421	NA	NA	8783	NA	609	106
CNA04520	RPF	JdAGO1	5	73	70	237	NA	NA	14400	NA	561	106
CNA04540	RPF	JdAGO1	14	70	5	22	NA	NA	3764	NA	1239	106
CNA04550	RPF	JdAGO1	15	28	92	477	0	0	10931	0	372	106
CNA04560	RPF	JdAGO1	8	31	0	79	0	1	935	2	903	106
CNA04570	RPF	JdAGO1	18	44	3	24	NA	NA	3623	NA	1824	106
CNA04580	RPF	JdAGO1	0	3	0	3	NA	NA	33	NA	1578	106
CNA04590	RPF	JdAGO1	9	38	2	41	1	2	6712	1	876	106
CNA04600	RPF	JdAGO1	843	935	202	823	NA	NA	160899	NA	1326	106
