# Intron retention-dependent gene regulation in Cryptococcus neoformans
# Sara Gonzalez-Hilarion, et al., Scientific Reports volume 6, Article number: 32252 (2016)
# Table S4. List of orthologues between the two varieties of C. neoformans.	
# 
# var. grubii	var. neoformans
H99	JEC21
CNAG_00515	CNA04970
CNAG_04203	CNI03420
CNAG_01008	CND01370
CNAG_07878	CNH01320
CNAG_04948	CNL06670
CNAG_00183	CNA01720
CNAG_04967	CNL06480
CNAG_01413	CND05240
CNAG_03194	CNG03750
CNAG_04215	CNI03560
CNAG_02214	CNE03270
CNAG_02007	CNK03420
CNAG_01187	CND03120
CNAG_04730	CNJ01600
CNAG_00303	CNA02880
CNAG_03130	CNG04330
CNAG_06130	CNM01350
CNAG_04615	CNJ00540
CNAG_01520	CNC06620
CNAG_00761	CNA07395
CNAG_07407	CND05690
CNAG_04955	CNL06600
CNAG_05469	CNH01290
CNAG_00305	CNA02890
CNAG_07514	CNC05000
CNAG_05755	CNF02230
CNAG_07782	CNI00060
CNAG_00535	CNA05170
CNAG_05027	CNL05890
CNAG_01201	CND03250
CNAG_00195	CNA01840
CNAG_06738	CNB00640
CNAG_06341	CNN00710
CNAG_03408	CNG01760
CNAG_01438	CND05520
CNAG_06081	CNM00900
CNAG_02504	CNE00575
CNAG_01630	CNC01430
CNAG_07477	CNB02440
CNAG_04355	CNI01950
CNAG_00873	CND00120
CNAG_07419	CND05055
CNAG_06473	CNN01930
CNAG_04937	CNL06790
CNAG_03883	CNA07080
CNAG_07598	CNC02070
CNAG_01530	CNC06520
CNAG_02985	CNC05940
CNAG_03650	CNB01510
CNAG_06310	CNN00400
CNAG_01485	CNC06950
CNAG_03211	CNG03615
CNAG_01408	CND05200
CNAG_02419	CNE01380
CNAG_07334	CNA02040
CNAG_00410	CNA04000
CNAG_02095	CNE04400
CNAG_01651	CNC01640
CNAG_03248	CNG03250
CNAG_05268	CNH03620
CNAG_02550	CNE00150
CNAG_01172	CND02980
CNAG_01859	CNK01990
CNAG_03221	CNG03520
CNAG_03755	CNB02495
CNAG_03917	CNB04060
CNAG_05964	CNF00180
CNAG_07808	CNL05470
CNAG_05720	CNF02540
CNAG_01444	CND05580
CNAG_06506	CNN02310
CNAG_02096	CNE04390
CNAG_00594	CNA05760
CNAG_01789	CNC02805
CNAG_03555	CNG00470
CNAG_04714	CNJ01450
CNAG_00078	CNA00680
CNAG_00563	CNA05450
CNAG_06499	CNN02240
CNAG_03032	CNC00520
CNAG_06963	CNC00060
CNAG_04358	CNI01920
CNAG_01112	CND02380
CNAG_07967	CNC00260
CNAG_01565	CNC00800
CNAG_03151	CNG04150
CNAG_02597	CNK00830
CNAG_03056	CNC00325
CNAG_07162	CNK01310
CNAG_07567	CNK00990
CNAG_04448	CNI01090
CNAG_06774	CNB00250
CNAG_03475	CNG01160
CNAG_01670	CNC01810
CNAG_07865	CNJ00080
CNAG_06639	CNF03770
CNAG_00074	CNA00640
CNAG_03887	CNB03755
CNAG_05342	CNH00080
CNAG_06942	CNG00010
CNAG_03647	CNB01470
CNAG_01578	CNC00935
CNAG_00681	CNA06590
CNAG_02869	CNC04835
CNAG_01563	CNC00780
CNAG_05013	CNL06030
CNAG_02109	CNE04280
CNAG_04496	CNI00620
CNAG_01942	CNK02775
CNAG_03566	CNG00370
CNAG_05753	CNF02250
CNAG_06904	CNK00230
CNAG_00250	CNA02400
CNAG_02795	CNC04140
CNAG_06217	CNM02170
CNAG_07854	CNF01490
CNAG_05819	CNF01600
CNAG_01532	CNC06500
CNAG_02434	CNE01230
CNAG_02545	CNE00210
CNAG_06383	CNN01090
CNAG_04536	CNI00180
CNAG_03400	CNG01830
CNAG_03772	CNB02680
CNAG_06629	CNF03890
CNAG_01671	CNC01820
CNAG_00087	CNA00770
CNAG_01889	CNK02300
CNAG_00824	CNA08010
CNAG_06154	CNM01560
CNAG_04725	CNJ01550
CNAG_02131	CNE04050
CNAG_03188	CNG03810
CNAG_05280	CNH03480
CNAG_03791	CNB02850
CNAG_05135	CNL04870
CNAG_00601	CNA05840
CNAG_04014	CNB04960
CNAG_06195	CNM01940
CNAG_00426	CNA04110
CNAG_03113	CNG04480
CNAG_06880	CNK00470
CNAG_00130	CNA01180
CNAG_01021	CND01510
CNAG_07462	CNB00255
CNAG_04639	CNJ00770
CNAG_03005	CNC06160
CNAG_00099	CNA00900
CNAG_06244	CNM02460
CNAG_04963	CNL06520
CNAG_02896	CNC05080
CNAG_00396	CNA03840
CNAG_05913	CNF00610
CNAG_01746	CNC02490
CNAG_01261	CND03820
CNAG_04968	CNL06470
CNAG_01926	CNK02670
CNAG_03457	CNG01310
CNAG_02040	CNE04950
CNAG_05893	CNF00800
CNAG_07418	CND05210
CNAG_06420	CNN01450
CNAG_01905	CNK02470
CNAG_01992	CNK03260
CNAG_05113	CNL05070
CNAG_02423	CNE01340
CNAG_05310	CNH03240
CNAG_00639	CNA06190
CNAG_03293	CNG02830
CNAG_00715	CNA06940
CNAG_03973	CNB04610
CNAG_00009	CNA00040
CNAG_01208	CND03320
CNAG_01232	CND03510
CNAG_03425	CNG01610
CNAG_01663	CNC01745
CNAG_05396	CNH00650
CNAG_04241	CNI03820
CNAG_07317	CNA01860
CNAG_01345	CND04600
CNAG_01165	CND02910
CNAG_00480	CNA04620
CNAG_01607	CNC01200
CNAG_01878	CNK02190
CNAG_02307	CNE02390
CNAG_04989	CNL06250
CNAG_03317	CNG02610
CNAG_03494	CNG00980
CNAG_04375	CNI01740
CNAG_01080	CND02080
CNAG_03738	CNB02350
CNAG_04187	CNI03250
CNAG_04904	CNJ03270
CNAG_01867	CNK02070
CNAG_03026	CNC00580
CNAG_01015	CND01450
CNAG_05472	CNH01330
CNAG_05141	CNL04810
CNAG_02988	CNC05960
CNAG_01707	CNC02130
CNAG_02523	CNE00430
CNAG_03466	CNG01230
CNAG_05766	CNF02120
CNAG_06239	CNM02400
CNAG_02767	CNC03890
CNAG_06548	CNF04690
CNAG_03147	CNG04190
CNAG_04137	CNI02760
CNAG_04630	CNJ00670
CNAG_01980	CNK03130
CNAG_00709	CNA06880
CNAG_05827	CNF01530
CNAG_04865	CNJ02935
CNAG_02568	CNK00600
CNAG_05319	CNH03140
CNAG_02606	CNK00920
CNAG_02127	CNE04100
CNAG_05026	CNL05900
CNAG_02718	CNC03460
CNAG_01890	CNK02310
CNAG_04737	CNJ01670
CNAG_05149	CNL04740
CNAG_07547	CNK01230
CNAG_03839	CNB03280
CNAG_04974	CNL06400
CNAG_03824	CNB03150
CNAG_01734	CNC02390
CNAG_05547	CNH01950
CNAG_02366	CNE01830
CNAG_02856	CNC04730
CNAG_05562	CNH02100
CNAG_06271	CNN00085
CNAG_03998	CNB04820
CNAG_03747	CNB02420
CNAG_03673	CNB01720
CNAG_00359	CNA03450
CNAG_01835	CNC03220
CNAG_05866	CNF01070
CNAG_02298	CNE02470
CNAG_05103	CNL05180
CNAG_00816	CNA07930
CNAG_04304	CNI02460
CNAG_00280	CNA02670
CNAG_05091	CNL05280
CNAG_04386	CNI01610
CNAG_06277	CNN00120
CNAG_03417	CNG01670
CNAG_06715	CNB00880
CNAG_03166	CNG04010
CNAG_03994	CNB04800
CNAG_06482	CNN02060
CNAG_00909	CND00480
CNAG_05531	CNH01820
CNAG_00388	CNA03760
CNAG_03270	CNG03070
CNAG_02697	CNK01850
CNAG_06294	CNN00300
CNAG_01894	CNK02350
CNAG_07351	CNA03070
CNAG_03340	CNG02390
CNAG_05178	CNL04480
CNAG_00453	CNA04340
CNAG_02051	CNE04830
CNAG_03383	CNG02010
CNAG_03181	CNG03875
CNAG_06098	CNM01050
CNAG_06999	CNE04520
CNAG_01467	CNC07130
CNAG_00740	CNA07190
CNAG_06537	CNF04800
CNAG_06887	CNK00410
CNAG_02062	CNE04730
CNAG_05190	CNL04370
CNAG_02994	CNC06020
CNAG_04189	CNI03270
CNAG_04860	CNJ02890
CNAG_03965	CNB04540
CNAG_01796	CNC02870
CNAG_06315	CNN00450
CNAG_05836	CNF01430
CNAG_07534	CNK01370
CNAG_02331	CNE02160
CNAG_04604	CNJ00430
CNAG_03072	CNC00160
CNAG_04705	CNJ01370
CNAG_03740	CNB02365
CNAG_00365	CNA03380
CNAG_07529	CNK01420
CNAG_05640	CNH02810
CNAG_06592	CNF04270
CNAG_04171	CNI03080
CNAG_05336	CNH00020
CNAG_03077	CNC00133
CNAG_00144	CNA01320
CNAG_04349	CNI02010
CNAG_00692	CNA06700
CNAG_06834	CND06150
CNAG_06665	CNF03540
CNAG_02359	CNE01910
CNAG_05502	CNH01570
CNAG_07631	CNE01450
CNAG_01473	CNC07060
CNAG_01248	CND03650
CNAG_02672	CNK01600
CNAG_01401	CND05130
CNAG_02029	CNE05050
CNAG_01693	CNC02010
CNAG_06285	CNN00213
CNAG_04634	CNJ00720
CNAG_05781	CNF01970
CNAG_05905	CNF00660
CNAG_03046	CNC00420
CNAG_02171	CNE03660
CNAG_06501	CNN02260
CNAG_02083	CNE04530
CNAG_01092	CND02180
CNAG_04450	CNI01070
CNAG_04042	CNB05250
CNAG_07360	CNA04390
CNAG_02087	CNE04480
CNAG_04658	CNJ00940
CNAG_00915	CND00560
CNAG_05870	CNF01030
CNAG_01136	CND02610
CNAG_03905	CNB03940
CNAG_03063	CNC00250
CNAG_01525	CNC06570
CNAG_02255	CNE02900
CNAG_02036	CNE04990
CNAG_06606	CNF04140
CNAG_02934	CNC05440
CNAG_00508	CNA04910
CNAG_05809	CNF01700
CNAG_01677	CNC01880
CNAG_06976	CNG00110
CNAG_07329	CNA02000
CNAG_01696	CNC02040
CNAG_03149	CNG04170
CNAG_03735	CNB02330
CNAG_01602	CNC01150
CNAG_04749	CNJ01790
CNAG_06173	CNM01740
CNAG_07580	CNK00420
CNAG_06401	CNN01270
CNAG_00100	CNA00910
CNAG_07902	CNM00800
CNAG_02811	CNC04290
CNAG_06632	CNF03860
CNAG_01277	CND03970
CNAG_05428	CNH00940
CNAG_00314	CNA02970
CNAG_02813	CNC04305
CNAG_01317	CND04370
CNAG_00299	CNA02850
CNAG_02687	CNK01750
CNAG_01821	CNC03090
CNAG_00488	CNA04690
CNAG_06001	CNM00100
CNAG_06762	CNB00390
CNAG_00852	CNA08270
CNAG_00829	CNA08080
CNAG_06396	CNN01210
CNAG_01715	CNC02190
CNAG_06890	CNK00380
CNAG_04005	CNB04890
CNAG_04143	CNI02805
CNAG_05873	CNF00990
CNAG_00375	CNA03280
CNAG_04565	CNJ00050
CNAG_05273	CNH03570
CNAG_02181	CNE03560
CNAG_05881	CNF00920
CNAG_03399	CNG01850
CNAG_01385	CND04970
CNAG_01355	CND04700
CNAG_03725	CNB02230
CNAG_04776	CNJ02040
CNAG_04463	CNI00950
CNAG_04008	CNB04905
CNAG_06220	CNM02200
CNAG_01864	CNK02040
CNAG_05301	CNH03300
CNAG_04128	CNI04220
CNAG_03920	CNB04090
CNAG_01686	CNC01950
CNAG_02238	CNE03030
CNAG_01872	CNK02120
CNAG_05482	CNH01405
CNAG_02674	CNK01620
CNAG_07732	CNG01560
CNAG_01924	CNK02650
CNAG_06459	CNN01820
CNAG_04815	CNJ02400
CNAG_00674	CNA06520
CNAG_07508	CNC05680
CNAG_01268	CND03880
CNAG_03308	CNG02700
CNAG_00131	CNA01190
CNAG_08011	CNK02720
CNAG_06446	CNN01710
CNAG_03914	CNB04030
CNAG_02289	CNE02560
CNAG_03391	CNG01940
CNAG_07594	CNC01320
CNAG_07881	CNH01403
CNAG_00748	CNA07265
CNAG_07476	CNB02340
CNAG_00656	CNA06360
CNAG_01088	CND02150
CNAG_02280	CNE02660
CNAG_07760	CNI03075
CNAG_06889	CNK00390
CNAG_02569	CNK00610
CNAG_06101	CNM01080
CNAG_05939	CNF00380
CNAG_01006	CND01350
CNAG_06891	CNK00370
CNAG_00153	CNA01410
CNAG_05774	CNF02040
CNAG_01612	CNC01260
CNAG_06393	CNN01190
CNAG_00542	CNA05260
CNAG_06686	CNF03300
CNAG_04158	CNI02950
CNAG_00128	CNA02115
CNAG_02156	CNE03810
CNAG_04335	CNI02140
CNAG_01229	CND03480
CNAG_03790	CNB02840
CNAG_01247	CND03645
CNAG_00133	CNA01205
CNAG_04525	CNI00300
CNAG_03058	CNC00310
CNAG_05859	CNF01140
CNAG_04325	CNI02240
CNAG_05267	CNH03630
CNAG_04098	CNB05770
CNAG_03668	CNB01670
CNAG_05621	CNH02620
CNAG_02525	CNE00410
CNAG_04875	CNJ03030
CNAG_02923	CNC05320
CNAG_03051	CNC00370
CNAG_03174	CNG03935
CNAG_04503	CNI00545
CNAG_05077	CNL05440
CNAG_01220	CND03420
CNAG_03671	CNB01700
CNAG_05236	CNL03920
CNAG_06865	CNE00070
CNAG_01964	CNK03020
CNAG_03708	CNB02050
CNAG_01295	CND04150
CNAG_07678	CNF01165
CNAG_07689	CNF00260
CNAG_01103	CND02290
CNAG_04295	CNI02540
CNAG_05161	CNL04640
CNAG_02195	CNE03440
CNAG_04514	CNI00410
CNAG_06574	CNF04430
CNAG_03202	CNG03670
CNAG_00887	CND00250
CNAG_04089	CNB05680
CNAG_04680	CNJ01120
CNAG_04649	CNJ00870
CNAG_04153	CNI02900
CNAG_04755	CNJ01850
CNAG_01437	CND05510
CNAG_04096	CNB05750
CNAG_06240	CNM02410
CNAG_05694	CNF02800
CNAG_01619	CNC01330
CNAG_00570	CNA05510
CNAG_03808	CNB03000
CNAG_02436	CNE01210
CNAG_02913	CNC05230
CNAG_04318	CNI02310
CNAG_03446	CNG01410
CNAG_03858	CNB03480
CNAG_04618	CNJ00570
CNAG_01196	CND03200
CNAG_06791	CNB00100
CNAG_06746	CNB00560
CNAG_02341	CNE02070
CNAG_03511	CNG00820
CNAG_07826	CNH03415
CNAG_03102	CNG04620
CNAG_01107	CND02330
CNAG_07640	CNE02720
CNAG_02737	CNC03620
CNAG_02260	CNE02860
CNAG_02686	CNK01740
CNAG_05407	CNH00750
CNAG_05540	CNH01900
CNAG_00667	CNA06450
CNAG_04440	CNI01170
CNAG_02402	CNE01530
CNAG_05140	CNL04820
CNAG_04021	CNB05030
CNAG_07846	CNJ02370
CNAG_02221	CNE03190
CNAG_00971	CND01000
CNAG_06824	CND06060
CNAG_00270	CNA02590
CNAG_00848	CNA08250
CNAG_06113	CNM01180
CNAG_06573	CNF04440
CNAG_00808	CNA07850
CNAG_02180	CNE03570
CNAG_05738	CNF02385
CNAG_05419	CNH00860
CNAG_01571	CNC00845
CNAG_06066	CNM00760
CNAG_05889	CNF00830
CNAG_03640	CNB01410
CNAG_01044	CND01740
CNAG_06660	CNF03610
CNAG_01065	CND01960
CNAG_00782	CNA07600
CNAG_06235	CNM02350
CNAG_02662	CNK01520
CNAG_07957	CNA05935
CNAG_07795	CNL06750
CNAG_03474	CNG01170
CNAG_02187	CNE03500
CNAG_05478	CNH01380
CNAG_02128	CNE04090
CNAG_00781	CNA07590
CNAG_07489	CNB05010
CNAG_07771	CNI00800
CNAG_00893	CND00320
CNAG_05483	CNH01410
CNAG_00619	CNA05990
CNAG_03277	CNG03010
CNAG_03687	CNB01850
CNAG_06814	CND05950
CNAG_00650	CNA06300
CNAG_03416	CNG01680
CNAG_04468	CNI00890
CNAG_02794	CNC04130
CNAG_02454	CNE01050
CNAG_04406	CNI01420
CNAG_05575	CNH02220
CNAG_05067	CNL05530
CNAG_02186	CNE03510
CNAG_00058	CNA00480
CNAG_04063	CNB05460
CNAG_02942	CNC05520
CNAG_04656	CNJ00925
CNAG_00045	CNA00340
CNAG_05231	CNL03970
CNAG_00031	CNA00230
CNAG_07576	CNK00445
CNAG_01134	CND02580
CNAG_03302	CNG02750
CNAG_07748	CNG00280
CNAG_06800	CNB00020
CNAG_04926	CNM02600
CNAG_01641	CNC01540
CNAG_06466	CNN01870
CNAG_02140	CNE03960
CNAG_00353	CNA03510
CNAG_05727	CNF02450
CNAG_05107	CNL05150
CNAG_01512	CNC06690
CNAG_01038	CND01690
CNAG_04493	CNI00640
CNAG_01323	CND04430
CNAG_04994	CNL06200
CNAG_04687	CNJ01180
CNAG_02585	CNK00760
CNAG_02027	CNE05070
CNAG_07561	CNK01050
CNAG_02680	CNK01680
CNAG_00632	CNA06120
CNAG_00449	CNA04300
CNAG_00164	CNA01520
CNAG_00525	CNA05070
CNAG_00082	CNA00720
CNAG_06367	CNN00950
CNAG_02976	CNC05850
CNAG_05792	CNF01860
CNAG_00048	CNA00370
CNAG_05522	CNH01740
CNAG_05016	CNL06010
CNAG_03451	CNG01360
CNAG_02175	CNE03620
CNAG_05743	CNF02340
CNAG_05891	CNF00820
CNAG_04080	CNB05620
CNAG_05962	CNF00195
CNAG_02506	CNE00560
CNAG_04437	CNI01200
CNAG_02727	CNC03545
CNAG_03165	CNG04020
CNAG_00111	CNA01020
CNAG_03310	CNG02680
CNAG_05677	CNF02970
CNAG_00369	CNA03340
CNAG_02478	CNE00820
CNAG_06349	CNN00780
CNAG_02168	CNE03700
CNAG_04162	CNI02980
CNAG_04786	CNJ02130
CNAG_07769	CNI01260
CNAG_05350	CNH00160
CNAG_02397	CNE01580
CNAG_02773	CNC03940
CNAG_07991	CNF02085
CNAG_05963	CNF00190
CNAG_06426	CNN01500
CNAG_02701	CNK01890
CNAG_03632	CNB01340
CNAG_02729	CNC03555
CNAG_01814	CNC03030
CNAG_03625	CNB01270
CNAG_04665	CNJ00990
CNAG_03694	CNB01920
CNAG_02113	CNE04240
CNAG_04289	CNI02600
CNAG_03812	CNB03030
CNAG_05157	CNL04660
CNAG_02796	CNC04150
CNAG_00766	CNA07450
CNAG_06338	CNN00680
CNAG_04438	CNI01190
CNAG_00418	CNA04060
CNAG_05657	CNH02950
CNAG_06516	CNN02390
CNAG_06647	CNF03690
CNAG_04259	CNI03970
CNAG_06916	CNK00140
CNAG_02212	CNE03290
CNAG_04449	CNI01080
CNAG_04664	CNJ00980
CNAG_01639	CNC01520
CNAG_03626	CNB01280
CNAG_02269	CNE02750
CNAG_07336	CNA02055
CNAG_00315	CNA02980
CNAG_01554	CNC06300
CNAG_05656	CNH02940
CNAG_04878	CNJ03080
CNAG_01857	CNC03410
CNAG_01956	CNK02945
CNAG_03367	CNG02150
CNAG_00014	CNH03080
CNAG_04627	CNJ00640
CNAG_04195	CNI03330
CNAG_00644	CNA06240
CNAG_05994	CNM00030
CNAG_05181	CNL04450
CNAG_03264	CNG03120
CNAG_06440	CNN01650
CNAG_06903	CNK00240
CNAG_04198	CNI03370
CNAG_07460	CNB00120
CNAG_02205	CNE03350
CNAG_03031	CNC00550
CNAG_06554	CNF04630
CNAG_01947	CNK02860
CNAG_06494	CNN02190
CNAG_03561	CNG00420
CNAG_05227	CNL04020
CNAG_00176	CNA01640
CNAG_02787	CNC04050
CNAG_04747	CNJ01775
CNAG_04140	CNI02780
CNAG_01283	CND04030
CNAG_06882	CNK00450
CNAG_02321	CNE02255
CNAG_05563	CNH02110
CNAG_04838	CNJ02630
CNAG_00702	CNA06810
CNAG_05308	CNH03255
CNAG_00407	CNA03960
CNAG_07629	CNE01080
CNAG_07488	CNB04590
CNAG_04107	CNI04410
CNAG_03138	CNG04260
CNAG_05461	CNH01230
CNAG_03928	CNB04170
CNAG_06123	CNM01290
CNAG_02464	CNE00950
CNAG_06252	CNM02530
CNAG_07622	CNE00500
CNAG_04622	CNJ00600
CNAG_04852	CNJ02760
CNAG_06352	CNN00810
CNAG_02372	CNE01780
CNAG_00291	CNA02790
CNAG_02024	CNE05100
CNAG_01824	CNC03120
CNAG_01198	CND03220
CNAG_07777	CNI00655
CNAG_05663	CNH03000
CNAG_00524	CNA05060
CNAG_06677	CNF03425
CNAG_05300	CNH03310
CNAG_06365	CNN00930
CNAG_05355	CNH00220
CNAG_03934	CNB04220
CNAG_00063	CNA00540
CNAG_05414	CNH00810
CNAG_03521	CNG00720
CNAG_04399	CNI01490
CNAG_03335	CNG02440
CNAG_06434	CNN01600
CNAG_02765	CNC03870
CNAG_01884	CNK02240
CNAG_05151	CNL04720
CNAG_01053	CND01840
CNAG_06680	CNF03400
CNAG_07321	CNA01900
CNAG_02377	CNE01720
CNAG_07609	CNC03180
CNAG_04508	CNI00480
CNAG_03605	CNB01080
CNAG_05924	CNF00510
CNAG_05538	CNH01880
CNAG_05860	CNF01130
CNAG_06138	CNM01400
CNAG_01128	CND02510
CNAG_01543	CNC06410
CNAG_06628	CNF03900
CNAG_00252	CNA02410
CNAG_02809	CNC04270
CNAG_06759	CNB00420
CNAG_06727	CNB00750
CNAG_01143	CND02680
CNAG_03136	CNG04280
CNAG_06611	CNF04080
CNAG_07502	CNC00220
CNAG_00346	CNA03570
CNAG_07555	CNK01120
CNAG_05771	CNF02070
CNAG_02840	CNC04560
CNAG_01400	CND05120
CNAG_04790	CNJ02170
CNAG_07856	CNJ01160
CNAG_02510	CNE00530
CNAG_06672	CNF03470
CNAG_02544	CNE00220
CNAG_07328	CNA01990
CNAG_05086	CNL05330
CNAG_01915	CNK02580
CNAG_03463	CNG01260
CNAG_00395	CNA03830
CNAG_06725	CNB00780
CNAG_05360	CNH00280
CNAG_05219	CNL04100
CNAG_03045	CNC00430
CNAG_03953	CNB04410
CNAG_03988	CNB04750
CNAG_06172	CNM01730
CNAG_03126	CNG04365
CNAG_05104	CNL05170
CNAG_05516	CNH01680
CNAG_04794	CNJ02210
CNAG_02780	CNC03980
CNAG_04847	CNJ02720
CNAG_01398	CND05090
CNAG_03365	CNG02170
CNAG_03720	CNB02180
CNAG_02877	CNC04900
CNAG_05635	CNH02760
CNAG_03516	CNG00770
CNAG_03301	CNG02760
CNAG_03348	CNG02300
CNAG_01972	CNK03060
CNAG_03403	CNG01800
CNAG_07446	CND00920
CNAG_00925	CND00650
CNAG_07998	CNA04900
CNAG_06679	CNF03410
CNAG_06489	CNN02130
CNAG_04785	CNJ02120
CNAG_06697	CNF03190
CNAG_01583	CNC00960
CNAG_05970	CNF00140
CNAG_06141	CNM01430
CNAG_03746	CNB02410
CNAG_06648	CNF03680
CNAG_04405	CNI01430
CNAG_05664	CNH03010
CNAG_07163	CNE02790
CNAG_04224	CNI03650
CNAG_00638	CNA06180
CNAG_07009	CNM02560
CNAG_01150	CND02750
CNAG_01679	CNC01900
CNAG_06500	CNN02250
CNAG_01166	CND02920
CNAG_05286	CNH03435
CNAG_00075	CNA00650
CNAG_07857	CNJ00830
CNAG_01472	CNC07070
CNAG_05341	CNH00075
CNAG_01595	CNC01080
CNAG_05098	CNL05240
CNAG_07989	CNF04390
CNAG_03771	CNB02670
CNAG_05634	CNH02750
CNAG_01026	CND01560
CNAG_01124	CND02475
CNAG_06196	CNM01950
CNAG_05578	CNH02250
CNAG_06216	CNM02160
CNAG_07943	CNN02120
CNAG_00251	CNA02405
CNAG_06907	CNK00205
CNAG_02457	CNE01010
CNAG_06509	CNN02330
CNAG_03907	CNB03950
CNAG_01672	CNC01830
CNAG_02283	CNE02630
CNAG_02905	CNC05150
CNAG_00791	CNA07670
CNAG_06384	CNN01100
CNAG_03080	CNC00110
CNAG_06409	CNN01345
CNAG_02710	CNK01960
CNAG_02340	CNE02080
CNAG_00442	CNA04250
CNAG_01531	CNC06510
CNAG_05729	CNF02440
CNAG_03557	CNG00450
CNAG_00258	CNA02470
CNAG_00821	CNA07980
CNAG_01664	CNC01750
CNAG_03663	CNB01620
CNAG_02137	CNE03990
CNAG_03813	CNB03040
CNAG_05058	CNL05610
CNAG_03189	CNG03800
CNAG_00600	CNA05830
CNAG_02132	CNE04040
CNAG_01313	CND04330
CNAG_01142	CND02670
CNAG_03424	CNG01615
CNAG_03125	CNG04370
CNAG_06179	CNM01800
CNAG_04266	CNI04050
CNAG_01904	CNK02460
CNAG_06710	CNB00930
CNAG_05601	CNH02440
CNAG_00129	CNA01170
CNAG_05548	CNH01960
CNAG_01613	CNC01270
CNAG_02424	CNE01330
CNAG_01714	CNC02180
CNAG_05132	CNL04890
CNAG_04820	CNJ02440
CNAG_02663	CNK01530
CNAG_05818	CNF01610
CNAG_00008	CNA00050
CNAG_02897	CNC05090
CNAG_07433	CND03410
CNAG_05500	CNH01550
CNAG_04962	CNL06530
CNAG_06954	CNK03320
CNAG_03247	CNG03260
CNAG_00757	CNA07360
CNAG_03806	CNB02990
CNAG_05503	CNH01575
CNAG_01346	CND04610
CNAG_04787	CNJ02140
CNAG_00093	CNA00840
CNAG_01209	CND03330
CNAG_03483	CNG01090
CNAG_01262	CND03830
CNAG_08023	CNH00850
CNAG_03296	CNG02810
CNAG_07800	CNL06430
CNAG_05397	CNH00660
CNAG_06881	CNK00460
CNAG_05376	CNH00440
CNAG_02503	CNE00580
CNAG_04007	CNB04900
CNAG_00500	CNA04830
CNAG_02237	CNE03040
CNAG_02364	CNE01850
CNAG_07700	CNF00220
CNAG_04704	CNJ01360
CNAG_04564	CNI00020
CNAG_00437	CNA04200
CNAG_07347	CNA02830
CNAG_00277	CNA02645
CNAG_03197	CNG03725
CNAG_00184	CNA01730
CNAG_06278	CNN00160
CNAG_02702	CNK01900
CNAG_06517	CNN02400
CNAG_04954	CNL06610
CNAG_03912	CNB04020
CNAG_06282	CNN00190
CNAG_04000	CNB04840
CNAG_01981	CNK03140
CNAG_00098	CNA00890
CNAG_07686	CNF00340
CNAG_00306	CNA02900
CNAG_01936	CNK02730
CNAG_02418	CNE01390
CNAG_00558	CNA05410
CNAG_00287	CNA02750
CNAG_07408	CND05790
CNAG_00304	CNA02885
CNAG_06739	CNB00630
CNAG_05324	CNH03090
CNAG_00983	CND01110
CNAG_06082	CNM00910
CNAG_00851	CNA08265
CNAG_03715	CNB02120
CNAG_01159	CND02870
CNAG_06633	CNF03840
CNAG_03039	CNC00460
CNAG_00722	CNA07010
CNAG_00493	CNA04720
CNAG_06155	CNM01570
CNAG_05671	CNF03020
CNAG_05898	CNF00750
CNAG_02874	CNC04870
CNAG_05156	CNL04670
CNAG_01356	CND04710
CNAG_02594	CNK00810
CNAG_01171	CND02970
CNAG_06340	CNN00700
CNAG_04857	CNJ02870
CNAG_04204	CNI03430
CNAG_05180	CNL04460
CNAG_03409	CNG01750
CNAG_04949	CNL06660
CNAG_05777	CNF02010
CNAG_00831	CNA08100
CNAG_02116	CNE04210
CNAG_04988	CNL06270
CNAG_01087	CND02140
CNAG_03878	CNB03680
CNAG_07599	CNC02500
CNAG_02473	CNE00870
CNAG_01188	CND03130
CNAG_03888	CNB03760
CNAG_06374	CNN01010
CNAG_06023	CNM00340
CNAG_00809	CNA07860
CNAG_06034	CNM00460
CNAG_05699	CNF02735
CNAG_02844	CNC04600
CNAG_07544	CNK01260
CNAG_01421	CND05330
CNAG_01608	CNC01210
CNAG_03554	CNG00480
CNAG_04840	CNJ02650
CNAG_06097	CNM01040
CNAG_06607	CNF04130
CNAG_07708	CNN02440
CNAG_02318	CNE02280
CNAG_01652	CNC01650
CNAG_00406	CNA03950
CNAG_06876	CNE05350
CNAG_00143	CNA01310
CNAG_02094	CNE04410
CNAG_03220	CNG03530
CNAG_01564	CNC00790
CNAG_04931	CNM02570
CNAG_05530	CNH01810
CNAG_00593	CNA05750
CNAG_03946	CNB04330
CNAG_06600	CNF04190
CNAG_05431	CNH00970
CNAG_03884	CNB03730
CNAG_02332	CNE02150
CNAG_00079	CNA00690
CNAG_01566	CNC00810
CNAG_05169	CNL04570
CNAG_00322	CNA03065
CNAG_04877	CNJ03070
CNAG_04043	CNB05260
CNAG_04707	CNJ01390
CNAG_04648	CNJ00860
CNAG_05767	CNF02110
CNAG_06474	CNN01940
CNAG_06773	CNB00260
CNAG_07901	CNM00790
CNAG_01135	CND02600
CNAG_02052	CNE04820
CNAG_07917	CNM02550
CNAG_05858	CNF01150
CNAG_05904	CNF00670
CNAG_05019	CNL05980
CNAG_00714	CNA06930
CNAG_03815	CNB03060
