Sequence ID	Probability of presequence	Prediction	Cleavage site (processing enzyme)	Net charge	Positions for TOM20 recognition motif (deliminated by comma)	Position of amphypathic alpha-helix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
CNAG_03425 Protein	0.020	No mitochondrial presequence	27(MPP)	0.074	53-57	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03426 Protein	0.009	No mitochondrial presequence	21(MPP)	0.095		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03427 Protein	0.986	Possessing mitochondrial presequence	15(MPP), 16(Icp55)	0.200	1-5,57-61	14-23-low	-	-	-	-	1-6	-	-	-	-	-	-	-	-	-	
CNAG_03431 Protein	0.022	No mitochondrial presequence	14(MPP)	0.143	55-59,66-70	1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03432 Protein	0.000	No mitochondrial presequence	31(MPP)	0.032		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03433 Protein	0.000	No mitochondrial presequence	28(MPP)	0.071		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03434 Protein	0.000	No mitochondrial presequence	44(MPP)	-0.068		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03435 Protein	0.000	No mitochondrial presequence	48(MPP)	0.083	88-92	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03436 Protein	0.411	Possessing mitochondrial presequence	23(MPP), 31(Oct1)	0.174	46-50,59-63,76-80	12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03437 Protein	0.000	No mitochondrial presequence	43(MPP)	0.047	72-76	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03438 Protein	0.003	No mitochondrial presequence	58(MPP)	0.034		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03439 Protein	0.000	No mitochondrial presequence	44(MPP)	0.114		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03440 Protein	0.026	No mitochondrial presequence	30(MPP)	0.100		1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03441 Protein	0.578	Possessing mitochondrial presequence	38(MPP)	0.132		5-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03442 Protein	0.000	No mitochondrial presequence	95(MPP)	0.011	61-65	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03443 Protein	0.000	No mitochondrial presequence	34(MPP)	-0.059		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03444 Protein	0.005	No mitochondrial presequence	36(MPP)	0.056		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03445 Protein	0.004	No mitochondrial presequence	22(MPP)	0.136		15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03446 Protein	0.000	No mitochondrial presequence	68(MPP)	0.044	65-69	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03447 Protein	0.000	No mitochondrial presequence	13(MPP)	-0.077		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03448 Protein	0.000	No mitochondrial presequence	41(MPP)	0.122	45-49	17-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03449 Protein	0.008	No mitochondrial presequence	17(MPP)	0.000	88-92	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03450 Protein	0.029	No mitochondrial presequence	65(MPP)	0.031	11-15,20-24	18-27-low	-	-	-	-	-	-	-	-	-	-	-	10-15	11-16	-	
CNAG_03451 Protein	0.000	No mitochondrial presequence	77(MPP)	0.065	74-78	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03452 Protein	0.236	No mitochondrial presequence	25(MPP), 26(Icp55)	0.160	27-31,58-62,90-94	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03453 Protein	0.389	Possessing mitochondrial presequence	15(MPP)	0.267	12-16	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	12-17	-	
CNAG_03454 Protein	0.003	No mitochondrial presequence	25(MPP)	0.000		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03455 Protein	0.012	No mitochondrial presequence	28(MPP)	0.000		6-15-high	-	-	-	-	-	25-30	-	-	-	-	-	-	-	24-29	
CNAG_03456 Protein	0.000	No mitochondrial presequence	35(MPP)	-0.200		7-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03457 Protein	0.000	No mitochondrial presequence	29(MPP)	-0.069	33-37,38-42,42-46,50-54	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03458 Protein	0.000	No mitochondrial presequence	49(MPP)	-0.082	30-34	18-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03459 Protein	0.000	No mitochondrial presequence	19(MPP), 20(Icp55)	0.000	36-40,53-57,74-78,83-87	7-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03460 Protein	0.000	No mitochondrial presequence	63(MPP)	0.000	68-72	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03461 Protein	0.026	No mitochondrial presequence	46(MPP)	0.022	90-94	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03463 Protein	0.000	No mitochondrial presequence	18(MPP)	0.222	92-96	12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03464 Protein	0.000	No mitochondrial presequence	63(MPP), 64(Icp55)	-0.048	78-82	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03465 Protein	0.000	No mitochondrial presequence	63(MPP), 64(Icp55)	-0.048	4-8,31-35,68-72	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03466 Protein	0.017	No mitochondrial presequence	24(MPP)	0.125	21-25	19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03467 Protein	0.000	No mitochondrial presequence	56(MPP)	0.036	32-36,90-94	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03468 Protein	0.000	No mitochondrial presequence	26(MPP)	-0.038	41-45	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03473 Protein	0.830	Possessing mitochondrial presequence	15(MPP), 16(Icp55)	0.200	5-9	5-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03474 Protein	0.000	No mitochondrial presequence	33(MPP)	0.000		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03475 Protein	0.006	No mitochondrial presequence	19(MPP)	0.053		17-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03476 Protein	0.000	No mitochondrial presequence	17(MPP)	-0.059		9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03477 Protein	0.000	No mitochondrial presequence	43(MPP)	0.070		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03478 Protein	0.000	No mitochondrial presequence	37(MPP)	0.108	38-42,51-55	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03479 Protein	0.000	No mitochondrial presequence	60(MPP)	-0.017		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03480 Protein	0.015	No mitochondrial presequence	20(MPP), 21(Icp55)	0.200	8-12	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03481 Protein	0.075	No mitochondrial presequence	55(MPP)	0.127	7-11,76-80	3-12-high	-	-	-	-	7-12	-	-	-	-	-	-	-	-	-	
CNAG_03482 Protein	0.000	No mitochondrial presequence	93(MPP)	-0.032	59-63,82-86	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03483 Protein	0.008	No mitochondrial presequence	63(MPP)	0.063	69-73	9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03484 Protein	0.000	No mitochondrial presequence	87(MPP)	0.126		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03485 Protein	0.000	No mitochondrial presequence	20(MPP)	-0.050		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03486 Protein	0.003	No mitochondrial presequence	15(MPP)	0.067	58-62	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03487 Protein	0.000	No mitochondrial presequence	45(MPP)	-0.044	42-46	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03488 Protein	0.000	No mitochondrial presequence	22(MPP)	-0.227	44-48,77-81	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03489 Protein	0.000	No mitochondrial presequence	14(MPP)	-0.143		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03490 Protein	0.000	No mitochondrial presequence	14(MPP), 15(Icp55)	0.143		5-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03491 Protein	0.000	No mitochondrial presequence	39(MPP)	-0.051	63-67	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03492 Protein	0.000	No mitochondrial presequence	41(MPP)	0.049		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03493 Protein	0.000	No mitochondrial presequence	89(MPP)	0.011	86-90	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03494 Protein	0.000	No mitochondrial presequence	24(MPP)	0.000		13-22-low	-	9-14	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03495 Protein	0.000	No mitochondrial presequence	42(MPP)	0.000	79-83	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03496 Protein	0.019	No mitochondrial presequence	24(MPP)	0.208		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03497 Protein	0.009	No mitochondrial presequence	19(MPP)	0.105	86-90	8-17-high	-	6-11	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03498 Protein	0.000	No mitochondrial presequence	77(MPP), 78(Icp55)	-0.013	74-78	4-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03499 Protein	0.000	No mitochondrial presequence	15(MPP)	0.133		13-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03500 Protein	0.000	No mitochondrial presequence	59(MPP)	0.000		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03502 Protein	0.004	No mitochondrial presequence	48(MPP)	0.062		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03503 Protein	0.000	No mitochondrial presequence	40(MPP)	0.000		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03504 Protein	0.012	No mitochondrial presequence	15(MPP)	0.133		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03507 Protein	0.000	No mitochondrial presequence	No arginine in N-terminal	0.000		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03508 Protein	0.000	No mitochondrial presequence	65(MPP)	-0.031		17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03509 Protein	0.000	No mitochondrial presequence	28(MPP)	0.214	84-88	5-14-high	-	12-17	-	-	-	10-15	-	-	-	-	-	-	-	9-14	
CNAG_03510 Protein	0.000	No mitochondrial presequence	55(MPP)	0.182		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03511 Protein	0.000	No mitochondrial presequence	46(MPP)	0.043	54-58,59-63,65-69	9-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03512 Protein	0.000	No mitochondrial presequence	34(MPP)	0.206	59-63,76-80	16-25-high	-	13-18	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03513 Protein	0.000	No mitochondrial presequence	62(MPP)	0.129	22-26	20-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03516 Protein	0.000	No mitochondrial presequence	7(MPP), 8(Icp55)	-0.286		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03517 Protein	0.000	No mitochondrial presequence	31(MPP), 32(Icp55)	0.194		4-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03518 Protein	0.000	No mitochondrial presequence	15(MPP)	0.133	81-85,87-91	4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03519 Protein	0.000	No mitochondrial presequence	26(MPP)	0.077	53-57,77-81,95-99	1-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03520 Protein	0.000	No mitochondrial presequence	8(MPP), 16(Oct1)	0.125	95-99	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03521 Protein	0.000	No mitochondrial presequence	38(MPP)	-0.053	95-99	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03522 Protein	0.000	No mitochondrial presequence	53(MPP)	-0.057		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03523 Protein	0.000	No mitochondrial presequence	47(MPP)	0.043		21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03524 Protein	0.000	No mitochondrial presequence	60(MPP)	-0.050	2-6,51-55	12-22-low	-	-	-	-	-	-	-	-	-	-	-	1-6	-	-	
CNAG_03525 Protein	0.000	No mitochondrial presequence	4(MPP), 5(Icp55)	0.250	1-5	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	1-6	-	
CNAG_03526 Protein	0.000	No mitochondrial presequence	88(MPP)	0.000		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03527 Protein	0.000	No mitochondrial presequence	49(MPP)	0.102		10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03528 Protein	0.000	No mitochondrial presequence	7(MPP), 8(Icp55)	0.143	53-57	6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03531 Protein	0.000	No mitochondrial presequence	50(MPP)	0.040	58-62,68-72,91-95	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03532 Protein	0.000	No mitochondrial presequence	33(MPP)	0.000	58-62,68-72,91-95	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03533 Protein	0.000	No mitochondrial presequence	9(MPP)	-0.111		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03534 Protein	0.000	No mitochondrial presequence	15(MPP)	0.133		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03539 Protein	0.000	No mitochondrial presequence	52(MPP)	0.058		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03540 Protein	0.000	No mitochondrial presequence	21(MPP), 22(Icp55)	0.190	18-22	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03541 Protein	0.000	No mitochondrial presequence	23(MPP)	0.217	75-79	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03542 Protein	0.000	No mitochondrial presequence	39(MPP)	0.154		9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03543 Protein	0.000	No mitochondrial presequence	26(MPP)	0.077		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03544 Protein	0.000	No mitochondrial presequence	9(MPP)	0.111	19-23,22-26	2-11-high	-	-	23-28	-	22-27	-	-	-	-	-	-	-	-	-	
CNAG_03545 Protein	0.000	No mitochondrial presequence	11(MPP)	0.000	25-29,77-81	20-29-high	-	-	-	-	-	-	-	-	-	-	-	24-29	-	-	
CNAG_03546 Protein	0.000	No mitochondrial presequence	29(MPP)	0.103	14-18,78-82	10-20-low	-	-	-	-	-	-	-	-	-	-	-	-	14-19	-	
CNAG_03550 Protein	0.000	No mitochondrial presequence	35(MPP)	0.114	83-87	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03551 Protein	0.000	No mitochondrial presequence	39(MPP)	0.051		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03552 Protein	0.000	No mitochondrial presequence	29(MPP)	-0.069	30-34,51-55	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03553 Protein	0.000	No mitochondrial presequence	18(MPP)	0.222		11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03554 Protein	0.000	No mitochondrial presequence	58(MPP)	0.034		2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03555 Protein	0.000	No mitochondrial presequence	18(MPP)	0.111		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03556 Protein	0.000	No mitochondrial presequence	55(MPP)	-0.073	92-96	2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03557 Protein	0.000	No mitochondrial presequence	13(MPP)	0.000	38-42	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03558 Protein	0.000	No mitochondrial presequence	17(MPP)	0.000	42-46,45-49,49-53	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03559 Protein	0.000	No mitochondrial presequence	42(MPP)	-0.095		8-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03560 Protein	0.000	No mitochondrial presequence	30(MPP)	-0.100		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03561 Protein	0.000	No mitochondrial presequence	13(MPP)	0.000		10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03562 Protein	0.000	No mitochondrial presequence	20(MPP)	-0.050	71-75,74-78	16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03563 Protein	0.000	No mitochondrial presequence	73(MPP)	0.068	14-18,41-45	9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03564 Protein	0.000	No mitochondrial presequence	47(MPP)	0.021	1-5,55-59,68-72	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03565 Protein	0.000	No mitochondrial presequence	72(MPP)	-0.028	41-45,70-74	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03566 Protein	0.000	No mitochondrial presequence	31(MPP)	0.000	32-36,70-74	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03567 Protein	0.000	No mitochondrial presequence	35(MPP)	0.057		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03569 Protein	0.000	No mitochondrial presequence	47(MPP)	0.000		11-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03570 Protein	0.000	No mitochondrial presequence	18(MPP)	0.000		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03572 Protein	0.000	No mitochondrial presequence	48(MPP), 56(Oct1)	-0.021		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03573 Protein	0.000	No mitochondrial presequence	35(MPP)	0.114	57-61,61-65	1-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03575 Protein	0.000	No mitochondrial presequence	30(MPP)	0.000		18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03576 Protein	0.000	No mitochondrial presequence	76(MPP)	0.000		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03577 Protein	0.000	No mitochondrial presequence	17(MPP)	0.118	59-63,73-77	15-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03578 Protein	0.000	No mitochondrial presequence	19(MPP)	0.158	60-64	6-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03582 Protein	0.000	No mitochondrial presequence	66(MPP)	0.000	19-23,63-67	15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03583 Protein	0.000	No mitochondrial presequence	14(MPP)	0.143		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03584 Protein	0.000	No mitochondrial presequence	54(MPP)	0.074		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03586 Protein	0.000	No mitochondrial presequence	67(MPP)	0.119	51-55	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03587 Protein	0.000	No mitochondrial presequence	10(MPP)	0.100		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03588 Protein	0.000	No mitochondrial presequence	17(MPP)	-0.059		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03589 Protein	0.000	No mitochondrial presequence	62(MPP), 70(Oct1)	0.161		1-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03590 Protein	0.000	No mitochondrial presequence	24(MPP)	-0.417		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03591 Protein	0.000	No mitochondrial presequence	36(MPP)	-0.139	77-81,87-91,96-100	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03592 Protein	0.000	No mitochondrial presequence	15(MPP)	0.067	62-66,83-87	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03595 Protein	0.000	No mitochondrial presequence	40(MPP)	0.025	37-41,40-44,91-95	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03596 Protein	0.000	No mitochondrial presequence	24(MPP)	0.208		1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03597 Protein	0.000	No mitochondrial presequence	10(MPP), 11(Icp55)	0.100	13-17	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	13-18	-	
CNAG_03598 Protein	0.000	No mitochondrial presequence	55(MPP)	0.000		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03599 Protein	0.000	No mitochondrial presequence	16(MPP)	0.000	71-75,86-90	19-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03600 Protein	0.000	No mitochondrial presequence	18(MPP)	-0.167		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03602 Protein	0.000	No mitochondrial presequence	38(MPP)	0.105		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03603 Protein	0.000	No mitochondrial presequence	14(MPP)	0.286		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03604 Protein	0.000	No mitochondrial presequence	23(MPP)	0.043	14-18	19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03605 Protein	0.000	No mitochondrial presequence	32(MPP)	0.062		14-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03606 Protein	0.000	No mitochondrial presequence	13(MPP)	0.462	88-92	18-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03607 Protein	0.000	No mitochondrial presequence	42(MPP)	0.071		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03608 Protein	0.000	No mitochondrial presequence	32(MPP)	0.062	8-12,50-54	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03609 Protein	0.000	No mitochondrial presequence	31(MPP), 32(Icp55)	-0.129		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03610 Protein	0.000	No mitochondrial presequence	71(MPP)	-0.070		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03612 Protein	0.000	No mitochondrial presequence	7(MPP), 8(Icp55)	0.000		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03613 Protein	0.000	No mitochondrial presequence	35(MPP)	0.029		1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03617 Protein	0.000	No mitochondrial presequence	63(MPP)	0.095	78-82	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03618 Protein	0.000	No mitochondrial presequence	17(MPP), 25(Oct1)	0.176		14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03619 Protein	0.000	No mitochondrial presequence	7(MPP)	0.143		1-10-low	-	-	-	-	-	-	4-9	-	-	3-8	-	-	-	-	
CNAG_03620 Protein	0.000	No mitochondrial presequence	48(MPP)	-0.062		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03621 Protein	0.000	No mitochondrial presequence	7(MPP)	0.286	4-8,64-68	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03622 Protein	0.000	No mitochondrial presequence	23(MPP)	-0.304		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03623 Protein	0.000	No mitochondrial presequence	28(MPP)	0.179	78-82	1-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03624 Protein	0.000	No mitochondrial presequence	8(MPP)	0.500	33-37,88-92,91-95	21-30-high	-	-	-	-	-	-	12-17	-	-	-	-	-	-	-	
CNAG_03625 Protein	0.000	No mitochondrial presequence	52(MPP), 53(Icp55)	0.096		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03626 Protein	0.000	No mitochondrial presequence	69(MPP)	0.043		11-20-high	-	-	-	-	-	-	24-29	-	-	-	-	-	-	-	
CNAG_03627 Protein	0.000	No mitochondrial presequence	54(MPP)	0.000	51-55	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03628 Protein	0.000	No mitochondrial presequence	60(MPP)	-0.033	3-7,11-15	7-18-high	-	-	-	-	-	-	-	-	-	-	-	-	3-8	-	
CNAG_03629 Protein	0.000	No mitochondrial presequence	22(MPP), 30(Oct1)	0.227	2-6,61-65	2-11-high	21-26	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03630 Protein	0.000	No mitochondrial presequence	82(MPP), 90(Oct1)	0.049		7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03631 Protein	0.000	No mitochondrial presequence	47(MPP)	0.106	25-29,92-96,96-100	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03632 Protein	0.000	No mitochondrial presequence	23(MPP)	0.043		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03633 Protein	0.000	No mitochondrial presequence	36(MPP), 37(Icp55)	0.028	47-51	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03634 Protein	0.000	No mitochondrial presequence	12(MPP)	0.417		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03635 Protein	0.000	No mitochondrial presequence	61(MPP), 62(Icp55)	0.066	83-87	9-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_03636 Protein	0.000	No mitochondrial presequence	57(MPP)	-0.053	54-58,96-100	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
