# H99_mitofates_26June2018
# H99 mitofates predictions from http://mitf.cbrc.jp/MitoFates/
# applied to first 120aa of protein sequences, which gives DIFFERENT predictions from full-length protein
# Edward Wallace, 26th June 2018
# 
# Sequence ID	Probability of presequence	Prediction	Cleavage site (processing enzyme)	Net charge	Positions for TOM20 recognition motif (deliminated by comma)	Position of amphypathic alpha-helix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
Gene	Prob_preseq	Pred_preseq	CSite_enzyme	Net_charge	Pos_TOM20	Pos_afhelix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
CNAG_03630	0.008	No	82(MPP), 90(Oct1)	0.049		7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03631	0.027	No	47(MPP)	0.106	25-29,92-96,96-100	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03632	0.257	No	23(MPP)	0.043		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03633	0.003	No	36(MPP), 37(Icp55)	0.028	47-51	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03634	0.006	No	12(MPP)	0.417		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03635	0.005	No	61(MPP), 62(Icp55)	0.066	83-87	9-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03636	0.000	No	57(MPP)	-0.053	54-58,96-100	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03637	0.000	No	89(MPP)	0.022	86-90	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03638	0.000	No	84(MPP), 85(Icp55)	0.024	53-57,73-77	17-26-low	-	-	-	-	-	-	1-6	-	-	-	-	-	-	-
CNAG_03639	0.000	No	32(MPP)	-0.094	4-8,79-83,83-87	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03640	0.032	No	85(MPP), 86(Icp55)	0.035	47-51	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03641	0.003	No	72(MPP)	0.014	42-46	1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03644	0.258	No	35(MPP)	0.114	7-11	2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03645	0.000	No	14(MPP)	0.071		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03646	0.052	No	33(MPP)	0.091		13-22-low	-	-	-	-	-	-	18-23	-	-	-	-	-	-	-
CNAG_03647	0.562	Yes	34(MPP)	0.147		10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03648	0.000	No	25(MPP)	0.080	55-59	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03649	0.155	No	41(MPP)	0.171	30-34,33-37	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03650	0.003	No	43(MPP), 51(Oct1)	0.070		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03651	0.000	No	17(MPP)	-0.059	47-51,85-89	3-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03652	0.007	No	36(MPP)	0.028		4-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03653	0.828	Yes	42(MPP)	0.119	80-84	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03654	0.089	No	38(MPP)	0.132		10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03655	0.012	No	35(MPP), 36(Icp55)	0.086		17-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03656	0.022	No	16(MPP)	0.125	84-88	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03657	0.000	No	83(MPP)	-0.048	1-5,4-8	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03658	0.000	No	36(MPP)	0.167		14-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03659	0.036	No	29(MPP)	0.207		8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03660	0.545	Yes	21(MPP), 29(Oct1)	0.143	14-18,18-22	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03661	0.000	No	8(MPP)	0.125	54-58	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03662	0.000	No	21(MPP)	0.048		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03663	0.999	Yes	24(MPP), 25(Icp55)	0.250	8-12	21-30-high	-	-	-	-	-	-	-	21-26	-	20-25	-	7-12	-	-
CNAG_03664	0.979	Yes	18(MPP), 19(Icp55)	0.278	22-26	1-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03665	0.000	No	48(MPP)	0.000		5-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03666	0.000	No	83(MPP)	-0.024	80-84	4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03667	0.852	Yes	27(MPP)	0.222	20-24	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03668	0.000	No	89(MPP)	-0.022		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03669	0.000	No	11(MPP)	0.182	70-74	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03670	0.000	No	32(MPP), 33(Icp55)	0.000	61-65	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03671	0.000	No	49(MPP)	0.041		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03672	0.202	No	11(MPP)	0.091		11-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03673	0.000	No	14(MPP)	0.214		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03674	0.980	Yes	37(MPP), 38(Icp55)	0.216	63-67	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03675	0.000	No	11(MPP)	0.364	2-6	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03676	0.161	No	39(MPP), 40(Icp55)	0.154	36-40,60-64,91-95	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03677	0.000	No	86(MPP)	-0.012	83-87	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03678	0.130	No	37(MPP)	0.162	26-30,30-34	19-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03679	0.096	No	28(MPP), 29(Icp55)	0.107	5-9,65-69,95-99	5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03680	0.030	No	44(MPP)	0.068		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03681	0.000	No	15(MPP)	0.133		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03682	0.988	Yes	19(MPP), 27(Oct1)	0.211		12-21-high	-	-	-	-	-	-	1-6	-	-	-	-	-	-	-
CNAG_03683	0.000	No	19(MPP)	0.105	75-79	8-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03684	0.599	Yes	52(MPP), 53(Icp55)	0.135		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03685	0.000	No	63(MPP)	0.032	25-29	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03686	0.000	No	76(MPP)	0.053		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03687	0.014	No	18(MPP)	0.056	16-20,64-68	15-24-high	-	-	-	-	-	-	-	-	14-19	-	13-18	-	-	-
CNAG_03688	0.000	No	59(MPP)	-0.034	8-12	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03689	0.000	No	46(MPP)	0.043		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03692	0.133	No	16(MPP)	0.188	82-86	6-17-high	-	15-20	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03693	0.004	No	33(MPP)	0.121	1-5,9-13,16-20	5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03694	0.000	No	46(MPP), 47(Icp55)	0.022		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03695	0.000	No	8(MPP)	0.125	82-86	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03696	0.000	No	67(MPP)	0.030		11-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03697	0.434	Yes	29(MPP)	0.103	26-30,68-72	2-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03698	0.000	No	10(MPP)	0.100		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03699	0.013	No	12(MPP)	0.250		1-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03700	0.000	No	6(MPP)	0.167		9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03701	0.000	No	75(MPP)	-0.040		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03702	0.000	No	19(MPP)	0.000	44-48	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03705	0.000	No	45(MPP)	-0.067		14-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03706	0.000	No	16(MPP)	-0.250	13-17,72-76	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03707	0.000	No	30(MPP)	0.000		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03708	0.003	No	34(MPP), 35(Icp55)	0.206	28-32,31-35,51-55,96-100	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03709	0.000	No	19(MPP), 20(Icp55)	0.158		8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03710	0.000	No	26(MPP)	-0.038		11-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03711	0.003	No	41(MPP)	0.073	26-30,38-42	21-30-high	-	-	-	-	-	-	-	-	-	-	-	25-30	-	-
CNAG_03712	0.038	No	87(MPP)	0.103		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03713	0.375	No	30(MPP), 31(Icp55)	0.033	3-7	2-11-high	-	-	-	-	-	-	-	-	1-6	-	-	-	-	-
CNAG_03714	0.000	No	11(MPP)	0.182		1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03715	0.000	No	50(MPP)	-0.040		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03716	0.000	No	33(MPP)	0.091		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03717	0.010	No	24(MPP)	0.000	66-70,88-92	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03718	0.929	Yes	25(MPP), 26(Icp55)	0.240		1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03719	0.000	No	57(MPP)	-0.035		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03720	0.047	No	8(MPP)	0.250	5-9,46-50	1-10-high	-	-	-	-	-	-	-	-	-	-	-	4-9	5-10	-
CNAG_03721	0.000	No	56(MPP)	-0.054		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03722	0.283	No	17(MPP)	0.118	21-25	10-21-high	23-28	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03723	0.000	No	50(MPP)	0.040		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03724	0.010	No	28(MPP)	0.179		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03725	0.035	No	18(MPP)	0.111	15-19,67-71	14-23-high	-	-	-	-	-	-	2-7	-	-	1-6	-	-	-	-
CNAG_03726	0.000	No	23(MPP)	0.130		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03727	0.023	No	10(MPP)	0.300		17-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03728	0.000	No	35(MPP)	0.029	29-33,76-80	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03729	0.007	No	36(MPP)	0.028		16-25-low	-	-	-	-	-	-	-	17-22	-	-	-	-	-	16-21
CNAG_03730	0.003	No	38(MPP)	-0.026	87-91	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03731	0.174	No	22(MPP), 30(Oct1)	0.136		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03732	0.006	No	33(MPP)	0.000		20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03733	0.000	No	51(MPP), 52(Icp55)	-0.020		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03734	0.023	No	23(MPP)	0.130		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03735	0.318	No	41(MPP)	0.146	1-5,4-8,19-23	19-28-high	-	-	-	-	1-6	-	-	-	-	-	-	-	-	-
CNAG_03738	0.000	No	81(MPP)	0.012	94-98	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03739	0.043	No	8(MPP)	0.375	8-12,49-53,67-71,72-76	20-29-low	-	-	-	-	8-13	-	-	-	-	-	-	-	-	-
CNAG_03740	0.000	No	10(MPP)	0.100		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03741	0.000	No	92(MPP)	0.000		16-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03742	0.006	No	45(MPP)	0.111	6-10,34-38	4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03743	0.042	No	22(MPP)	0.091	1-5,15-19	15-26-high	-	-	-	-	-	-	-	-	-	-	-	-	15-20	-
CNAG_03744	0.031	No	44(MPP)	0.136		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03745	0.000	No	14(MPP)	0.071		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03746	0.000	No	16(MPP)	0.000	14-18,63-67,96-100	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03747	0.032	No	60(MPP)	0.200	75-79	1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03748	0.000	No	77(MPP)	-0.169	91-95	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03751	0.004	No	24(MPP)	0.167		15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03752	0.004	No	20(MPP)	0.100		20-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03753	0.000	No	35(MPP)	0.029		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03754	0.030	No	8(MPP)	0.000	75-79	18-28-high	-	-	-	-	-	-	24-29	-	-	23-28	-	-	-	-
CNAG_03755	0.000	No	60(MPP)	0.033	27-31,57-61,61-65	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03756	0.000	No	36(MPP)	0.000		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03759	0.000	No	62(MPP)	-0.097		9-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03760	0.087	No	12(MPP), 13(Icp55)	0.083		6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03761	0.000	No	4(MPP)	-0.250		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03762	0.010	No	29(MPP)	0.241	13-17,16-20,30-34,63-67	13-22-low	-	-	-	-	16-21	-	-	-	-	-	-	-	-	-
CNAG_03763	0.295	No	29(MPP), 30(Icp55)	0.103	79-83,83-87	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03764	0.012	No	33(MPP)	0.000		20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03765	0.000	No	41(MPP)	-0.024	41-45,52-56	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03766	0.000	No	21(MPP)	-0.048	84-88	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03767	0.003	No	16(MPP)	0.125		17-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03768	0.000	No	22(MPP)	-0.227	47-51	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03769	0.000	No	30(MPP)	0.000		21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03770	0.026	No	11(MPP)	0.091		1-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03771	0.000	No	70(MPP)	0.000		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03772	0.000	No	17(MPP)	0.000		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03775	0.000	No	8(MPP)	-0.250		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03776	0.000	No	45(MPP)	0.022	5-9,76-80	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03777	0.000	No	44(MPP)	-0.023		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03779	0.547	Yes	43(MPP)	0.163	1-5,4-8,37-41,40-44,80-84	6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03780	0.109	No	28(MPP)	0.179		1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03781	0.003	No	18(MPP)	0.222	69-73	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03782	0.000	No	87(MPP)	-0.023	2-6	11-20-low	-	-	-	-	-	-	-	-	-	-	-	1-6	-	-
CNAG_03783	0.000	No	61(MPP)	0.066		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
  CNAG_03784	0.000	No	16(MPP)	0.000		13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03785	0.000	No	57(MPP)	-0.035	54-58	6-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03786	0.043	No	19(MPP)	0.000	28-32,52-56	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03787	0.006	No	64(MPP)	-0.062		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03788	0.000	No	39(MPP)	0.000		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03789	0.286	No	7(MPP)	0.429	75-79	9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03790	0.000	No	89(MPP)	0.022		17-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03791	0.013	No	38(MPP)	0.026		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03792	0.953	Yes	23(MPP)	0.130	3-7	5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03793	0.473	Yes	42(MPP)	0.143		6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03794	0.012	No	34(MPP)	0.029		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03795	0.008	No	54(MPP)	0.019	51-55	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03796	0.000	No	68(MPP), 69(Icp55)	0.015	51-55,77-81	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03797	0.037	No	51(MPP)	-0.039	13-17,71-75	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03805	0.000	No	32(MPP)	-0.031	73-77	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03806	0.008	No	57(MPP), 65(Oct1)	0.070	69-73	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03807	0.021	No	18(MPP), 26(Oct1)	0.167	31-35	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03808	0.000	No	28(MPP)	0.000	44-48	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03809	0.000	No	36(MPP)	0.083		1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03810	0.624	Yes	25(MPP)	0.120	12-16,30-34	11-20-high	-	-	-	-	-	-	-	-	-	-	-	11-16	-	-
CNAG_03811	0.004	No	27(MPP)	-0.074	19-23,49-53	13-24-low	-	-	-	-	-	-	-	-	-	23-28	-	-	-	-
CNAG_03812	0.000	No	35(MPP)	0.029		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03813	0.146	No	25(MPP)	0.120	22-26,26-30	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03814	0.000	No	39(MPP)	-0.103	93-97	4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03815	0.000	No	14(MPP), 15(Icp55)	0.071		9-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03816	0.000	No	12(MPP)	0.000		12-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03817	0.000	No	25(MPP), 26(Icp55)	0.080		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03818	0.000	No	85(MPP)	-0.059		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03819	0.014	No	65(MPP)	-0.046	14-18,62-66	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03820	0.011	No	21(MPP)	0.143		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03821	0.069	No	42(MPP)	0.095	13-17,39-43	15-24-high	-	-	-	-	13-18	-	-	-	-	-	-	-	-	-
CNAG_03822	0.010	No	21(MPP)	0.048		20-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03823	0.000	No	87(MPP)	-0.034	75-79,84-88	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03824	0.000	No	55(MPP)	0.018		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03825	0.000	No	56(MPP)	0.018	64-68	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03826	0.000	No	13(MPP)	0.077	92-96	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03827	0.000	No	55(MPP)	-0.018		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03828	0.009	No	31(MPP)	0.129	3-7	9-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03829	0.880	Yes	35(MPP), 36(Icp55)	0.171	1-5,56-60	19-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03830	0.000	No	43(MPP)	-0.047	18-22,22-26	14-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03831	0.000	No	17(MPP)	0.059		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03832	0.018	No	31(MPP)	0.065	18-22	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03833	0.000	No	68(MPP)	-0.044	81-85	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03834	0.027	No	78(MPP)	0.026	7-11,62-66,96-100	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03835	0.000	No	36(MPP)	-0.028	33-37	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03836	0.000	No	33(MPP)	-0.030		19-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03837	0.005	No	28(MPP)	0.036		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03838	0.011	No	27(MPP)	0.037	1-5,24-28,75-79	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03839	0.000	No	28(MPP)	0.036	92-96	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03840	0.000	No	90(MPP)	-0.022		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03841	0.009	No	18(MPP)	0.056	56-60	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03842	0.000	No	24(MPP)	0.083	3-7	2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03843	0.009	No	49(MPP)	0.061	68-72,77-81	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03844	0.000	No	56(MPP)	-0.089	58-62	16-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03845	0.000	No	38(MPP)	0.026		16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03846	0.000	No	22(MPP), 23(Icp55)	0.000		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03847	0.182	No	64(MPP)	0.094	40-44	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03848	0.000	No	55(MPP), 56(Icp55)	-0.018		1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03849	0.000	No	9(MPP)	0.111	11-15,73-77	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03850	0.000	No	71(MPP)	-0.042		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03851	0.000	No	55(MPP)	-0.109		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03852	0.000	No	41(MPP)	0.049		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03853	0.012	No	45(MPP)	0.044	36-40,77-81	3-12-low	-	19-24	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03854	0.000	No	54(MPP)	0.111	35-39,74-78	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03855	0.000	No	53(MPP)	0.000	15-19,50-54	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03856	0.000	No	43(MPP), 44(Icp55)	0.023	4-8,45-49	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03857	0.000	No	38(MPP)	0.053		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03858	0.000	No	76(MPP)	-0.013		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03859	0.000	No	44(MPP)	0.023		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03861	0.999	Yes	30(MPP)	0.167	5-9,27-31	1-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNAG_03863	0.000	No	44(MPP), 45(Icp55)	-0.091		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
