# JEC21_mitofates_26June2018
# JEC21 mitofates predictions from http://mitf.cbrc.jp/MitoFates/
# applied to first 120aa of protein sequences, which gives DIFFERENT predictions from full-length protein
# Edward Wallace, 26th June 2018
# 
# Sequence ID	Probability of presequence	Prediction	Cleavage site (processing enzyme)	Net charge	Positions for TOM20 recognition motif (deliminated by comma)	Position of amphypathic alpha-helix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
Gene	Prob_preseq	Pred_preseq	CSite_enzyme	Net_charge	Pos_TOM20	Pos_afhelix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
CNF01915	0.000	No	90(MPP)	-0.056	87-91	8-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF01920	0.023	No	26(MPP)	0.038	30-34	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF01930	0.000	No	19(MPP)	0.053		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF01940	0.000	No	69(MPP)	-0.116	54-58	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF01950	0.000	No	33(MPP)	0.121		13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF01960	0.000	No	79(MPP)	-0.025		1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF01970	0.000	No	72(MPP)	-0.028	69-73	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF01980	0.011	No	10(MPP)	0.100		12-27-low	-	-	-	-	-	-	7-12	-	-	-	-	-	-	-
CNF02000	0.000	No	41(MPP)	0.024		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02010	0.000	No	65(MPP)	0.031	77-81	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02020	0.247	No	29(MPP)	0.069	63-67	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02030	0.000	No	32(MPP)	0.094		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02040	0.000	No	7(MPP)	0.000		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02050	0.000	No	16(MPP)	0.000		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02060	0.019	No	17(MPP)	0.000		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02070	0.000	No	11(MPP), 12(Icp55)	0.182	19-23	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	19-24	-
CNF02080	0.004	No	27(MPP)	-0.074		1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02085	0.087	No	30(MPP)	0.133		6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02090	0.000	No	94(MPP), 95(Icp55)	0.000	10-14	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02100	0.000	No	55(MPP)	-0.109		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02110	0.000	No	55(MPP)	-0.109		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02120	0.006	No	61(MPP)	0.033	59-63,76-80	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02130	0.112	No	10(MPP)	0.300	2-6	8-17-high	-	-	-	-	-	-	-	-	-	-	-	1-6	2-7	-
CNF02140	0.860	Yes	22(MPP)	0.227	16-20,19-23	1-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02145	0.017	No	51(MPP)	0.118		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02150	0.000	No	39(MPP)	-0.077	39-43	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02160	0.000	No	17(MPP)	-0.059	30-34,39-43,55-59	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02180	0.000	No	74(MPP), 75(Icp55)	0.041	53-57	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02190	0.021	No	41(MPP)	0.024	38-42,69-73	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02210	0.000	No	74(MPP)	0.014		17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02220	0.951	Yes	49(MPP)	0.143	3-7	3-12-high	-	-	-	-	-	-	-	-	-	-	-	2-7	-	-
CNF02230	0.029	No	30(MPP)	0.033	86-90	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02240	0.000	No	57(MPP)	0.140		1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02245	0.051	No	18(MPP)	0.056	59-63,70-74	5-14-low	-	-	-	-	-	-	-	-	-	14-19	-	-	-	-
CNF02250	0.918	Yes	22(MPP), 23(Icp55)	0.227	7-11,19-23,79-83,92-96,95-99	5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02260	0.000	No	68(MPP)	0.074	13-17	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02270	0.246	No	17(MPP)	0.176		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02280	0.999	Yes	28(MPP), 29(Icp55)	0.214	69-73	4-13-low	-	-	-	-	-	-	25-30	-	-	24-29	-	-	-	-
CNF02290	0.005	No	44(MPP)	0.136		17-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02300	0.000	No	33(MPP)	-0.061	48-52	3-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02310	0.000	No	54(MPP)	0.074	44-48,95-99	15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02315	0.000	No	73(MPP)	-0.055	75-79	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02320	0.009	No	31(MPP)	0.097		4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02330	0.521	Yes	35(MPP)	0.086		12-21-high	-	-	20-25	-	-	-	-	-	15-20	-	-	-	-	-
CNF02340	0.000	No	28(MPP)	0.000	30-34	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02350	0.000	No	38(MPP)	0.000	92-96	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02360	0.099	No	23(MPP)	0.087		17-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02370	0.000	No	23(MPP)	0.000		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02380	0.000	No	34(MPP)	0.000	12-16	15-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02385	0.000	No	7(MPP)	0.429		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02390	0.000	No	11(MPP)	0.091	90-94	12-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02393	0.000	No	53(MPP)	0.075		1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02395	0.000	No	22(MPP)	0.136		9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02400	0.000	No	75(MPP)	-0.120	6-10,94-98	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02410	0.000	No	14(MPP)	0.143	40-44	5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02415	0.005	No	9(MPP)	0.111	86-90	4-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02420	0.000	No	82(MPP)	-0.012	7-11,47-51	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02430	0.000	No	75(MPP)	0.040	36-40	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02440	0.007	No	52(MPP)	-0.019		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02445	0.000	No	20(MPP), 21(Icp55)	-0.050	25-29	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02450	0.000	No	34(MPP)	0.059	87-91	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02470	0.000	No	35(MPP)	-0.029	33-37	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02480	0.998	Yes	27(MPP), 28(Icp55)	0.222	35-39	8-17-high	-	-	-	-	-	-	10-15	-	-	-	-	-	-	9-14
CNF02490	0.019	No	7(MPP)	0.143	18-22	1-12-high	-	-	-	-	-	-	-	-	-	-	2-7	17-22	-	-
CNF02510	0.000	No	91(MPP)	-0.044		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02520	0.977	Yes	21(MPP), 22(Icp55)	0.143	18-22,50-54	15-24-high	-	-	-	15-20	-	-	-	-	-	-	-	-	-	-
CNF02530	0.000	No	36(MPP), 37(Icp55)	0.028	33-37,85-89	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02540	0.003	No	16(MPP)	0.125	14-18,57-61	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02550	0.000	No	38(MPP)	-0.053	9-13	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02560	0.000	No	21(MPP)	0.048	46-50	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02570	0.000	No	8(MPP)	0.125	37-41	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02580	0.000	No	51(MPP)	-0.196		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02590	0.017	No	73(MPP)	0.151	1-5,64-68	16-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02600	0.000	No	66(MPP)	-0.030	56-60	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02610	0.000	No	40(MPP), 41(Icp55)	-0.100	45-49,49-53	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02620	0.004	No	57(MPP)	0.000		1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02630	0.144	No	22(MPP)	0.045	33-37,70-74	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02640	0.000	No	38(MPP)	-0.079		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02650	0.000	No	88(MPP)	-0.011		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02660	0.000	No	25(MPP)	0.040	91-95	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02670	0.000	No	48(MPP)	0.062		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02680	0.000	No	65(MPP)	0.031		3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02690	0.266	No	24(MPP)	0.250		15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02700	0.097	No	13(MPP)	0.231	67-71	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02710	0.000	No	21(MPP)	0.095		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02715	0.000	No	70(MPP), 71(Icp55)	-0.043	41-45	19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02720	0.000	No	79(MPP)	-0.076		4-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02730	0.000	No	66(MPP)	-0.030	60-64	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02735	0.140	No	8(MPP)	-0.125		18-27-high	-	-	-	-	-	-	5-10	-	-	-	-	-	-	-
CNF02740	0.000	No	42(MPP)	0.024		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02750	0.250	No	27(MPP)	0.111	30-34	6-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02760	0.008	No	6(MPP)	0.333		3-12-high	-	-	-	-	-	-	-	-	1-6	-	-	-	-	-
CNF02770	0.000	No	23(MPP)	-0.087	70-74	8-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02790	0.000	No	27(MPP)	-0.037		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02800	0.033	No	10(MPP), 11(Icp55)	0.200	7-11,65-69	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02810	0.000	No	30(MPP), 31(Icp55)	-0.067	67-71	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02820	0.000	No	61(MPP)	0.033	54-58	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02830	0.007	No	47(MPP)	-0.021	13-17,55-59,80-84	13-22-high	-	-	-	-	-	-	-	-	11-16	-	-	-	-	-
CNF02840	0.005	No	14(MPP)	0.071		4-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02850	0.000	No	47(MPP)	-0.106	21-25	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02860	0.000	No	87(MPP)	-0.011		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02870	0.016	No	24(MPP)	0.042	44-48,49-53,64-68	21-30-high	-	-	-	-	-	-	-	24-29	-	-	-	-	-	-
CNF02875	0.000	No	46(MPP)	-0.043	80-84	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02890	0.000	No	43(MPP)	-0.140		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02900	0.004	No	16(MPP)	0.125		8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02910	0.992	Yes	22(MPP), 30(Oct1)	0.227	3-7	3-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02920	0.006	No	38(MPP)	0.079	38-42,71-75	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02930	0.159	No	59(MPP)	0.051	18-22	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02940	0.000	No	90(MPP)	-0.111	36-40	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02950	0.015	No	39(MPP)	0.077	19-23,42-46,55-59,85-89	1-10-low	-	-	-	-	-	-	-	-	-	-	8-13	-	-	-
CNF02960	0.000	No	44(MPP)	-0.045	41-45	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02970	0.000	No	26(MPP)	-0.077		19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02980	0.668	Yes	39(MPP)	0.231	3-7,74-78	3-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF02990	0.014	No	67(MPP)	0.075		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF03000	0.423	Yes	7(MPP)	0.143	4-8,15-19,36-40	12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF03010	0.037	No	22(MPP)	0.227	36-40	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF03020	0.000	No	45(MPP)	-0.111		14-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF03130	0.332	No	11(MPP)	0.273	35-39	4-15-high	-	-	-	1-6	-	-	-	-	-	-	-	-	-	-
CNF03140	0.000	No	86(MPP)	-0.070		18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF03150	0.000	No	14(MPP)	-0.071	65-69	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF03160	0.013	No	20(MPP)	0.200	13-17	8-17-high	-	-	-	-	-	-	17-22	-	-	16-21	-	-	-	-
CNF03170	0.225	No	25(MPP)	0.160	22-26	18-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF03180	0.005	No	13(MPP)	0.077		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF03185	0.016	No	12(MPP)	0.250		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF03190	0.000	No	53(MPP), 54(Icp55)	-0.113		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF03200	0.000	No	11(MPP)	-0.091		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF03205	0.010	No	43(MPP)	0.047	7-11,11-15,57-61,76-80	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF03210	0.000	No	55(MPP)	0.000	69-73	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF03215	0.000	No	90(MPP)	0.022	50-54,72-76	18-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF03220	0.000	No	32(MPP), 40(Oct1)	-0.156		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF03230	0.000	No	50(MPP)	0.000		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF03240	0.000	No	73(MPP)	-0.055		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF03250	0.000	No	17(MPP)	-0.118		7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF03260	0.000	No	46(MPP)	-0.022	62-66	1-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF03270	0.000	No	49(MPP)	-0.122		8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF03280	0.000	No	58(MPP)	0.000	37-41,87-91	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF03300	0.000	No	18(MPP)	0.000		4-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF03310	0.000	No	91(MPP)	-0.033	7-11	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF03320	0.000	No	6(MPP)	-0.167	65-69	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF03330	0.000	No	90(MPP)	-0.133		1-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF03360	0.987	Yes	25(MPP), 26(Icp55)	0.240	9-13,50-54,71-75	17-26-high	-	-	-	-	9-14	12-17	-	-	-	-	-	-	-	-
CNF03370	0.000	No	45(MPP)	0.067		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF03390	0.016	No	40(MPP)	0.125	1-5	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	1-6	-
CNF03400	0.000	No	38(MPP)	0.026	47-51	9-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF03410	0.000	No	33(MPP)	-0.030	73-77	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF03420	0.000	No	11(MPP)	0.182		6-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF03425	0.003	No	29(MPP), 37(Oct1)	0.034		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF03430	0.000	No	54(MPP)	-0.037	39-43	9-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF03440	0.000	No	29(MPP)	-0.241		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF03450	0.018	No	16(MPP)	0.188		5-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF03460	0.000	No	40(MPP)	-0.075		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF03470	0.014	No	21(MPP)	0.000	1-5	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF03480	0.266	No	82(MPP)	0.085	64-68	1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF03490	0.000	No	53(MPP)	-0.151		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF03500	0.000	No	76(MPP)	-0.039	30-34,57-61,64-68,67-71	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF03510	0.000	No	46(MPP)	0.065		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF03520	0.000	No	53(MPP)	-0.094		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF03530	0.000	No	36(MPP)	0.028		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF03540	0.012	No	42(MPP)	0.024		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF03550	0.017	No	7(MPP)	0.143		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF03560	0.000	No	70(MPP)	-0.314	81-85	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF03580	0.009	No	39(MPP)	0.103	73-77	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF03590	0.000	No	33(MPP)	-0.121		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF03610	0.009	No	13(MPP)	0.308		16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF03620	0.000	No	37(MPP)	0.000		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF03630	0.000	No	57(MPP), 65(Oct1)	-0.123		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF03640	0.051	No	18(MPP)	0.056	67-71	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF03650	0.000	No	52(MPP)	-0.038		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF03660	0.072	No	62(MPP)	0.000	3-7,60-64	13-23-high	-	-	-	-	-	-	-	-	-	-	-	-	3-8	-
CNF03670	0.010	No	8(MPP)	0.250	9-13,70-74	7-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF03680	0.000	No	19(MPP)	-0.263		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF03690	0.024	No	65(MPP)	0.092		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF03700	0.008	No	44(MPP)	0.000	51-55	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF03710	0.302	No	29(MPP)	0.069	9-13	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	9-14	-
CNF03720	0.005	No	9(MPP)	0.000	74-78	18-28-low	-	-	-	-	-	-	-	-	-	16-21	-	-	-	-
CNF03730	0.992	Yes	41(MPP)	0.146	1-5,55-59	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF03740	0.013	No	64(MPP)	-0.047	31-35,96-100	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF03750	0.010	No	52(MPP), 53(Icp55)	0.115	12-16	9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF03760	0.020	No	22(MPP)	0.091	34-38	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF03770	0.000	No	41(MPP)	-0.122	15-19,68-72	20-29-low	-	-	-	-	15-20	-	-	-	-	-	-	-	-	-
CNF03780	0.975	Yes	30(MPP)	0.200	10-14,15-19,92-96	10-19-low	-	-	-	-	-	-	-	-	-	-	-	9-14	-	-
CNF03800	0.000	No	75(MPP)	0.080		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF03810	0.033	No	94(MPP), 95(Icp55)	0.085	65-69	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF03820	0.014	No	13(MPP)	0.077		10-21-high	-	-	-	-	-	-	-	-	1-6	-	-	-	-	-
CNF03830	0.020	No	7(MPP)	0.143	9-13,25-29,69-73	1-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF03840	0.020	No	52(MPP)	0.038		13-22-high	-	-	-	-	-	-	-	-	10-15	-	-	-	-	-
CNF03860	0.978	Yes	36(MPP), 44(Oct1)	0.167	33-37,56-60	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF03870	0.000	No	19(MPP)	0.105	17-21	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF03880	0.999	Yes	31(MPP), 39(Oct1)	0.226	7-11,20-24,94-98	2-11-low	-	-	-	-	7-12	-	-	-	-	-	-	-	-	-
CNF03890	0.000	No	39(MPP)	-0.026	31-35,36-40	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF03900	0.007	No	88(MPP)	-0.023	63-67,91-95	1-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF03910	0.019	No	19(MPP)	0.000	21-25,41-45	6-15-high	-	-	-	-	-	-	-	-	-	-	-	20-25	21-26	-
CNF03920	0.000	No	9(MPP)	0.111	66-70,87-91	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF03930	0.000	No	74(MPP), 75(Icp55)	-0.135	22-26	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF03940	0.009	No	10(MPP)	0.100		8-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF03950	0.000	No	64(MPP)	-0.062		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF03960	0.124	No	30(MPP)	0.200	19-23,91-95	16-25-low	-	-	-	-	-	-	-	-	-	-	-	18-23	19-24	-
CNF03970	0.558	Yes	21(MPP)	0.190	59-63,71-75	3-12-high	-	-	-	-	-	3-8	-	-	-	-	-	-	-	2-7
CNF03985	0.521	Yes	8(MPP), 9(Icp55)	0.375	5-9	1-11-high	-	-	-	-	-	1-6	-	-	-	-	-	-	-	-
CNF03990	0.000	No	68(MPP)	-0.015	6-10,35-39,92-96	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF04000	0.000	No	33(MPP)	-0.091		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF04005	0.014	No	16(MPP)	0.062	31-35	15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF04020	0.010	No	22(MPP)	0.045		16-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF04030	0.342	No	62(MPP)	0.081	88-92	4-13-high	-	-	-	-	-	-	5-10	-	-	-	-	-	-	4-9
CNF04035	0.000	No	54(MPP)	0.148		15-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF04050	0.000	No	10(MPP)	0.100		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF04060	0.005	No	11(MPP), 12(Icp55)	-0.091	8-12,27-31	19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF04070	0.004	No	44(MPP)	0.023	74-78	3-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF04080	0.000	No	35(MPP)	0.000		21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF04090	0.000	No	71(MPP)	0.000		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF04100	0.000	No	13(MPP)	0.231	7-11,11-15,51-55	7-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF04110	0.000	No	62(MPP)	0.048		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF04120	0.016	No	30(MPP)	0.200	39-43	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF04130	0.035	No	40(MPP)	0.025		3-12-low	-	-	-	-	-	-	5-10	-	-	-	-	-	-	-
CNF04140	0.022	No	13(MPP)	0.308		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF04150	0.000	No	21(MPP)	0.238	40-44,79-83	19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNF04160	0.000	No	50(MPP)	0.040	47-51,67-71	17-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
